Feature	GO
XP_452527.1	GO:0052381; GO:0005524; GO:0008033
XP_452601.1	GO:0006520; GO:0030170
XP_451230.1	GO:0005525
XP_454144.1	GO:0016787
XP_455100.1	GO:0005509; GO:0051082; GO:0006457; GO:0005515; GO:0005783
XP_451751.1	GO:0005524; GO:0006071; GO:0004371
XP_454702.1	GO:0005488
XP_455278.1	GO:0003677
XP_452294.1	GO:0005488; GO:0008237; GO:0008270
XP_453159.1	GO:0042256; GO:0043022
XP_452380.1	GO:0003676
XP_453028.1	GO:0030983; GO:0006298; GO:0005524
XP_452036.1	GO:0032784; GO:0003677; GO:0006139; GO:0000991; GO:0006357
XP_451671.1	GO:0005515
XP_452391.1	GO:0004672; GO:0006468; GO:0005524
XP_452791.1	GO:0001882; GO:0003887; GO:0003676; GO:0000166; GO:0003677; GO:0006260
XP_453216.1	GO:0030474; GO:0071988
XP_455788.1	GO:0005524; GO:0003676
XP_452957.1	GO:0055114; GO:0016491
XP_452101.1	GO:0005515
XP_454732.1	GO:0005634; GO:0046982; GO:0000786; GO:0003677
XP_455335.1	GO:0015369; GO:0008324; GO:0006816; GO:0055085; GO:0006812; GO:0016021
XP_453650.1	GO:0003677; GO:0046872; GO:0006281; GO:0003676
XP_456194.1	GO:0046982; GO:0006352
XP_456309.1	GO:0016491; GO:0055114
XP_455371.2	GO:0005634; GO:0006289; GO:0003684
XP_455191.1	GO:0004540; GO:0008033
XP_452432.1	GO:0005685; GO:0000398; GO:0008270; GO:0000387; GO:0003676; GO:0005634
XP_455778.1	GO:0042256; GO:0042254
XP_451663.1	GO:0005840; GO:0005622; GO:0006412; GO:0003735
XP_451937.1	GO:0004725; GO:0004726; GO:0005737; GO:0006470; GO:0003993
XP_452912.1	GO:0000070; GO:0000776
XP_451296.1	GO:0055085; GO:0046873; GO:0030001; GO:0016020
XP_454242.1	GO:0016192
XP_452977.1	GO:0006396; GO:0004525
XP_453042.1	GO:0016491; GO:0055114; GO:0008152
XP_453387.1	GO:0005524; GO:0006468; GO:0004672
XP_451466.1	GO:0003676; GO:0005524
XP_454190.1	GO:0016740; GO:0016779; GO:0009058
XP_451949.1	GO:0005509
XP_455361.1	GO:0004386; GO:0005524; GO:0003676
XP_454454.1	GO:0005515
XP_454185.1	GO:0000166; GO:0006429; GO:0004812; GO:0004823; GO:0006418; GO:0005524; GO:0002161
XP_454054.1	GO:0070273
XP_455144.1	GO:0007165
XP_455502.1	GO:0004655; GO:0003824; GO:0033014; GO:0046872
XP_453933.1	GO:0005515; GO:0003714; GO:0006808
XP_452146.1	GO:0006807
XP_451013.1	GO:0042819; GO:0042823; GO:0004359
XP_453354.1	GO:0005823; GO:0005200; GO:0030474
XP_455541.1	GO:0055085
XP_452968.1	GO:0000030; GO:0006486; GO:0016020
