Feature	GO
OQR95212.1	GO:0016849; GO:0046872; GO:0035556; GO:0009190
OQR98252.1	GO:0005515
OQR87108.1	GO:0003723; GO:0006396; GO:0005737; GO:0003729; GO:0005634; GO:0003676
OQR96508.1	GO:0005515
OQR96516.1	GO:0005515
OQR99350.1	GO:0003735; GO:0005840; GO:0003723; GO:0005622; GO:0006412
OQR88315.1	GO:0030246; GO:0005975; GO:0030247; GO:0004553
OQR91917.1	GO:0003824
OQR92228.1	GO:0005524; GO:0006556; GO:0004478
OQR80942.1	GO:0003676; GO:0003755; GO:0000413
OQS00624.1	GO:0007018; GO:0030286; GO:0003777; GO:0005524
OQR92622.1	GO:0055114; GO:0006979; GO:0004602
OQR91327.1	GO:0055114; GO:0016491; GO:0019825; GO:0020037
OQR85943.1	GO:0000387; GO:0005634; GO:0003677; GO:0005681
OQR90458.1	GO:0005515; GO:0016459; GO:0051015; GO:0003774; GO:0008017; GO:0005524; GO:0003777; GO:0007018
OQR93439.1	GO:0046872
OQR97631.1	GO:0005515
OQS01095.1	GO:0016021
OQR88336.1	GO:0035091
OQR83056.1	GO:0003676; GO:0003677
OQR99225.1	GO:0005525; GO:0003924
OQR87182.1	GO:0098703; GO:0005262; GO:0005488
OQR92886.1	GO:0016021; GO:0055085; GO:0022857; GO:0005215
OQR85251.1	GO:0016021; GO:0055085
OQR85118.1	GO:0004842
OQR87715.1	GO:0005215; GO:0016021; GO:0055085; GO:0016020
OQR93840.1	GO:0016021; GO:0004190
OQR90732.1	GO:0043565; GO:0003700; GO:0006355; GO:0005634
OQR99224.1	GO:0006122; GO:0005750
OQR94577.1	GO:0005509
OQR88108.1	GO:0004792
OQR93581.1	GO:0005509
OQR97013.1	GO:0007131
OQR82497.1	GO:0008152; GO:0003824
OQR84085.1	GO:0035091
OQR94498.1	GO:0005524; GO:0006468; GO:0004672; GO:0005515
OQR91093.1	GO:0019674; GO:0008152; GO:0006741; GO:0003951
OQR99793.1	GO:0003956; GO:0006471; GO:0003950
OQR93717.1	GO:0005515
OQR84143.1	GO:0008270
OQR84323.1	GO:0070588; GO:0000166; GO:0005524; GO:0016020; GO:0016021; GO:0005388
OQR86400.1	GO:0008890; GO:0030170; GO:0006567; GO:0003824; GO:0009058
OQR91410.1	GO:0055114; GO:0016705; GO:0020037; GO:0005506
OQR84245.1	GO:0008152; GO:0016758
OQR98286.1	GO:0005515
OQR94537.1	GO:0004672; GO:0006468; GO:0005524
OQR84526.1	GO:0001510; GO:0008649; GO:0005634; GO:0031167; GO:0032259; GO:0006364; GO:0008168
OQS01747.1	GO:0016021
OQR86471.1	GO:0005515
OQR83113.1	GO:0005515
OQR92242.1	GO:0005515
OQR86514.1	GO:0004618; GO:0006096
OQR94326.1	GO:0005515
OQS01160.1	GO:0015976; GO:0004089; GO:0008270
OQR96462.1	GO:0006508; GO:0004222; GO:0003824; GO:0046872
OQR98082.1	GO:0005515
OQR87185.1	GO:0016791
OQR94258.1	GO:0006633
OQR94319.1	GO:0005488
OQR94573.1	GO:0003677; GO:0003824; GO:0009058; GO:0030170
OQR82347.1	GO:0008152; GO:0016746
OQR84584.1	GO:0016020; GO:0005524; GO:0016887
OQR84633.1	GO:0005509; GO:0016020
OQR91366.1	GO:1901642; GO:0005337; GO:0016021
OQR98313.1	GO:0005515
OQR83026.1	GO:0050662; GO:0009226; GO:0016491; GO:0003824
OQR82441.1	GO:0005515; GO:0008270
OQR96873.1	GO:0005515
OQR93440.1	GO:0005515
OQS00409.1	GO:0000413; GO:0003755; GO:0006457
OQR84604.1	GO:0005515
OQR98045.1	GO:0016887; GO:0005524; GO:0016020
OQR83034.1	GO:0030288; GO:0008800; GO:0017001
OQR90499.1	GO:0004526; GO:0001682; GO:0006396
OQR94535.1	GO:0000166; GO:0016021
OQR99125.1	GO:0004864; GO:0043666; GO:0009966
OQR95283.1	GO:0005515
OQR85788.1	GO:0016787; GO:0003676; GO:0046872
OQR93564.1	GO:0015293; GO:0016021
OQR84549.1	GO:0005509; GO:0005515
OQR94792.1	GO:0046872; GO:0003824; GO:0020037; GO:0019441
OQR94290.1	GO:0006511; GO:0004843; GO:0016579; GO:0005622
OQR90755.1	GO:0007018; GO:0003777; GO:0008017; GO:0005524
OQR84623.1	GO:0005515; GO:0005488; GO:0045892; GO:0005634
OQR89416.1	GO:0046983
OQR85033.1	GO:0035091
OQS01412.1	GO:0006355; GO:0003677; GO:0003676
OQR84063.1	GO:0006886
OQR82765.1	GO:0005515
OQR98500.1	GO:0000350
OQR85423.1	GO:0005515
OQS01643.1	GO:0016021; GO:0016849; GO:0009190; GO:0004012; GO:0000287; GO:0005524; GO:0000166; GO:0035556; GO:0015914
OQR82653.1	GO:0004350; GO:0016620; GO:0005737; GO:0008152; GO:0003824; GO:0004349; GO:0055114; GO:0006561; GO:0016491
OQR96959.1	GO:0006555; GO:0055114; GO:0004489
OQR92280.1	GO:0009019; GO:0030488
OQR94902.1	GO:0001510; GO:0032259; GO:0008168
OQR94780.1	GO:0006396; GO:0008173; GO:0003676
OQS00562.1	GO:0005975; GO:0003824
OQR83892.1	GO:0031514; GO:0048870
OQR85632.1	GO:0016021
OQR83778.1	GO:0005515; GO:0008270
OQR97501.1	GO:0004611; GO:0006094; GO:0017076
OQR87303.1	GO:0005488
OQR83936.1	GO:0051603; GO:0005839; GO:0004298
OQR96419.1	GO:0016567; GO:0005515; GO:0005488; GO:0004842; GO:0046872
OQR84815.1	GO:0046873; GO:0030001; GO:0016020; GO:0055085
OQR94247.1	GO:0005741; GO:0055085
OQR81079.1	GO:0005509
OQR96415.1	GO:0003777; GO:0007018; GO:0005524; GO:0008017
OQR94136.1	GO:0015035; GO:0045454; GO:0006662
OQR87648.1	GO:0005524
OQR82851.1	GO:0046872
OQR91770.1	GO:0006508; GO:0008237; GO:0004222
OQR94673.1	GO:0042276; GO:0006281; GO:0016779; GO:0003684
OQR86233.1	GO:0006397; GO:0003676
OQR94277.1	GO:0016788
OQR98079.1	GO:0005525; GO:0003746; GO:0006414; GO:0005622; GO:0003924
OQR89011.1	GO:0016887; GO:0005524; GO:0016020
OQR94214.1	GO:0016020
OQS01177.1	GO:0006807
OQR98521.1	GO:0055085; GO:0016020; GO:0022857
OQR93055.1	GO:0003677
OQS01248.1	GO:0016021; GO:0015293
OQS00638.1	GO:0016773; GO:0005975
OQR93235.1	GO:0006508; GO:0004185
OQR86654.1	GO:0004672; GO:0006468; GO:0005524
OQR99080.1	GO:0016616; GO:0003862; GO:0000287; GO:0009098; GO:0051287; GO:0005737; GO:0055114
OQS01119.1	GO:0046872
OQR91293.1	GO:0005524; GO:0006468; GO:0004672
OQR84463.1	GO:0010181; GO:0016491; GO:0003824; GO:0055114
OQS01480.1	GO:0016787
OQR87240.1	GO:0003676
OQS01180.1	GO:0003677
OQS01751.1	GO:0006412; GO:0005622; GO:0006414; GO:0005840; GO:0003735
OQR82873.1	GO:0035091
OQR96764.1	GO:0005524; GO:0051082; GO:0006457
OQR87019.1	GO:0004190; GO:0006508
OQR97670.1	GO:0045116; GO:0005524; GO:0008641; GO:0016881
OQR86347.1	GO:0005622; GO:0003779
OQS01646.1	GO:0005515
OQR99785.1	GO:0003677
OQR88277.1	GO:0005875; GO:0007017; GO:0030286
OQS01568.1	GO:0003777; GO:0007018; GO:0005524; GO:0008017
OQR83686.1	GO:0003676; GO:0015074
OQR94834.1	GO:0006072; GO:0009331; GO:0016491; GO:0004368; GO:0055114
OQR95986.1	GO:0003824
OQR90378.1	GO:0015031; GO:0035556; GO:0030176
OQR91946.1	GO:0005515
OQR91989.1	GO:0005515
OQS01453.1	GO:0022857; GO:0016020; GO:0055085
OQR81234.1	GO:0005525; GO:0003924
OQR89886.1	GO:0003677
OQR96762.1	GO:0016491; GO:0055114; GO:0008270
OQR87244.1	GO:0016021
OQR87165.1	GO:0005515
OQR90692.1	GO:0003924; GO:0005525
OQR82350.1	GO:0008289
OQR93790.1	GO:0006357; GO:0001104; GO:0016592
OQR99018.1	GO:0006508; GO:0004252
OQR84672.1	GO:0005634; GO:0045892; GO:0005515
OQR90069.1	GO:0006659
OQR90691.1	GO:0005515
OQR85321.1	GO:0016021
OQR82549.1	GO:0016020; GO:0055085; GO:0022857
OQR94575.1	GO:0055114
OQR96603.1	GO:0008270
OQR92016.1	GO:0005525; GO:0003924
OQR97972.1	GO:0005515
OQR98350.1	GO:0016021; GO:0055085; GO:0005215
OQS01212.1	GO:0003677
OQR93475.1	GO:0005634; GO:0006355; GO:0043565; GO:0003700
OQR80956.1	GO:0005515
OQR84304.1	GO:0005515
OQR97544.1	GO:0005515
OQR85685.1	GO:0016021; GO:0055085; GO:0016020; GO:0022857; GO:0005215
OQR80728.1	GO:0006260; GO:0003887; GO:0003677
OQR92944.1	GO:0003676
OQR87665.1	GO:0005515
OQR80715.1	GO:0006457
OQR94346.1	GO:0016747
OQR87431.1	GO:0000139; GO:0016021; GO:0015165; GO:0090481
OQR90460.1	GO:0003677
OQR97855.1	GO:0005515
OQR82403.1	GO:0016747
OQR83794.1	GO:0008152; GO:0006568; GO:0003824; GO:0004834
OQR88687.1	GO:0006508; GO:0004252
OQR84476.1	GO:0046982; GO:0003677; GO:0000786
OQR84387.1	GO:0005622; GO:0006412; GO:0003735; GO:0005840
OQR82127.1	GO:0006508; GO:0008233
OQR91087.1	GO:0006397
OQR87634.1	GO:0005515
OQR87191.1	GO:0003684; GO:0003887; GO:0006281; GO:0003677
OQR83392.1	GO:0016627; GO:0016021; GO:0005737; GO:0006629
OQR92063.1	GO:0006468; GO:0004672; GO:0005524
OQR86838.1	GO:0016887; GO:0055085; GO:0042626; GO:0005524; GO:0016021
OQR91877.1	GO:0005515
OQR91835.1	GO:0003676
OQR96974.1	GO:0003676
OQR86704.1	GO:0003677; GO:0005515
OQR98037.1	GO:0055085; GO:0016021
OQR91092.1	GO:0005524; GO:0003676
OQR86163.1	GO:0005515
OQS01219.1	GO:0005515; GO:0005488
OQS00611.1	GO:0006633; GO:0000287; GO:0008897
OQR98089.1	GO:0007049; GO:0016538
OQR83732.1	GO:0004609; GO:0008654; GO:0005739
OQR82387.1	GO:0002949; GO:0000408
OQR91954.1	GO:0003677
OQR88256.1	GO:0008152; GO:0055114; GO:0003824; GO:0006631; GO:0003857; GO:0016491
OQR94910.1	GO:0005509
OQR84346.1	GO:0004672; GO:0006468; GO:0005524
OQR87178.1	GO:0042073
OQR99022.1	GO:0046982
OQR83889.1	GO:0016758; GO:0006506; GO:0016021
OQR91068.1	GO:0016757; GO:0006486
OQR90583.1	GO:0010038; GO:0046938; GO:0046872; GO:0016756
OQR97624.1	GO:0008641; GO:0006464
OQR86397.1	GO:0005576; GO:0030248; GO:0005975
OQR86634.1	GO:0046873; GO:0016020; GO:0055085; GO:0005509; GO:0030001
OQS00955.1	GO:0015031
OQR82798.1	GO:0016491; GO:0055114
OQR86265.1	GO:0045944; GO:0000977; GO:0003677; GO:0046983
OQS01603.1	GO:0005634; GO:0006260
OQR85823.1	GO:0008289
OQR98789.1	GO:0004672; GO:0006468; GO:0005524
OQR85846.1	GO:0006468; GO:0004672; GO:0005515; GO:0005524
OQR83755.1	GO:0002161; GO:0000166; GO:0004827; GO:0005524; GO:0005737; GO:0004812; GO:0006418; GO:0006433
OQR81246.1	GO:0046872
OQR94077.1	GO:0016192; GO:0006886; GO:0005515
OQS01274.1	GO:0003677; GO:0006351; GO:0003899
OQR82327.1	GO:0016020
OQR94538.1	GO:0005509
OQR91865.1	GO:0005789; GO:0016758
OQR83118.1	GO:0005515; GO:0005524; GO:0008017; GO:0003777; GO:0007018
OQR94373.1	GO:0003676; GO:0005524; GO:0004386
OQR94836.1	GO:0005525
OQR86080.1	GO:0004523; GO:0003676; GO:0016070
OQR98094.1	GO:0003899; GO:0006351
OQR82912.1	GO:0016787
OQR92881.1	GO:0042578
OQR82538.1	GO:0005506; GO:0031418; GO:0016705; GO:0016491; GO:0055114
OQS01596.1	GO:0003824
OQR96176.1	GO:0008270; GO:0003677
OQR90690.1	GO:0004553; GO:0008061; GO:0005975
OQR99217.1	GO:0051536; GO:0051537; GO:0009055
