Feature	GO
XP_002955740.1	GO:0005634; GO:0008270; GO:0003676
XP_002955585.1	GO:0005509; GO:0043022
XP_002954958.1	GO:0005515
XP_002955219.1	GO:0055114; GO:0003824; GO:0016615; GO:0005975; GO:0046554; GO:0016616; GO:0016491; GO:0006108
XP_002956608.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
XP_002945692.1	GO:0003676
XP_002955875.1	GO:0003824; GO:0030170
XP_002953976.1	GO:0016021; GO:0008272; GO:0015116
XP_002956450.1	GO:0006457; GO:0051082
XP_002950327.1	GO:0016757; GO:0006486
XP_002956359.1	GO:0016192
XP_002953468.1	GO:0008299
XP_002954748.1	GO:0005545; GO:0005543; GO:0030136; GO:0048268; GO:0030276
XP_002947341.1	GO:1990380; GO:0004843
XP_002958383.1	GO:0005515
XP_002946272.1	GO:0016740; GO:0008152; GO:0005542
XP_002955847.1	GO:0005515; GO:0005488
XP_002948114.1	GO:0015693; GO:0015095; GO:0016021
XP_002957240.1	GO:0046982
XP_002953955.1	GO:0005044; GO:0004252; GO:0016020; GO:0006508
XP_002954394.1	GO:0004525; GO:0016891; GO:0006396; GO:0006464
XP_002945895.1	GO:0005488
XP_002946996.1	GO:0030117; GO:0005488; GO:0016192; GO:0006886
XP_002958313.1	GO:0005488
XP_002954133.1	GO:0005634; GO:0006289; GO:0003824; GO:0003677; GO:0006281; GO:0004518; GO:0016788; GO:0004519; GO:0003697
XP_002949404.1	GO:0006468; GO:0005524; GO:0004672
XP_002950109.1	GO:0006412
XP_002952734.1	GO:0003924; GO:0005525
XP_002947372.1	GO:0005515
XP_002955715.1	GO:0009055
XP_002953174.1	GO:0003676
XP_002958622.1	GO:0003824; GO:0004553; GO:0005975
XP_002955496.1	GO:0015031; GO:0016020; GO:0009306; GO:0008565
XP_002947956.1	GO:0005515; GO:0005509
XP_002947933.1	GO:0005992; GO:0003824
XP_002957573.1	GO:0000413; GO:0003755
XP_002957065.1	GO:0009190; GO:0016020; GO:0035556; GO:0006811; GO:0005216; GO:0000155; GO:0016849; GO:0007165; GO:0016310; GO:0000160; GO:0016772
XP_002946606.1	GO:0032049; GO:0004605
XP_002954593.1	GO:0005515; GO:0055085; GO:0006811; GO:0016020; GO:0005216
XP_002946216.1	GO:0016746; GO:0008152
XP_002953329.1	GO:0008270
XP_002959094.1	GO:0005524; GO:0006464
XP_002956736.1	GO:0005515
XP_002951066.1	GO:0009116
XP_002953543.1	GO:0006468; GO:0005524; GO:0004672
XP_002954154.1	GO:0005515; GO:0005634
XP_002956627.1	GO:0003991; GO:0005737; GO:0006526
XP_002952419.1	GO:0005488
XP_002959891.1	GO:0009190; GO:0035556; GO:0016849
XP_002952523.1	GO:0005044; GO:0016020
XP_002958984.1	GO:0003824
XP_002946942.1	GO:0016021
XP_002953241.1	GO:0003677; GO:0006355; GO:0003700
XP_002946817.1	GO:0008610; GO:0008168
XP_002958397.1	GO:0008168; GO:0008152
XP_002958880.1	GO:0006508; GO:0004252; GO:0005515
XP_002949621.1	GO:0005643; GO:0017056
XP_002955478.1	GO:0055114; GO:0005506; GO:0020037; GO:0016705
XP_002950517.1	GO:0003676
XP_002946180.1	GO:0016887; GO:0016021; GO:0005524
XP_002957603.1	GO:0005515
XP_002949510.1	GO:0046522; GO:0009086
XP_002957712.1	GO:0004672; GO:0006468; GO:0005524
XP_002951526.1	GO:0032259; GO:0003676; GO:0008168
XP_002951303.1	GO:0003676; GO:0005524
XP_002949461.1	GO:0016020; GO:0015986; GO:0046933
XP_002955801.1	GO:0005515
XP_002954721.1	GO:0005524; GO:0006468; GO:0004713; GO:0004672
XP_002955234.1	GO:0005524; GO:0006139; GO:0003676; GO:0003677; GO:0008026; GO:0016818; GO:0004003
XP_002950371.1	GO:0006281; GO:0004519
