Feature	GO
XP_962379.3	GO:0006281; GO:0005634; GO:0008081
XP_958036.1	GO:0000502; GO:0042176; GO:0030234; GO:0005488
XP_959948.1	GO:0070072
XP_957004.1	GO:0006355; GO:0005634; GO:0000981; GO:0008270
XP_962032.3	GO:0005622; GO:0003924; GO:0007264; GO:0005525
XP_962723.2	GO:0003676
XP_958420.1	GO:0005515
XP_964786.2	GO:0005515
XP_958465.2	GO:0005515
XP_964680.1	GO:0008152; GO:0006629
XP_962947.1	GO:0003735; GO:0005840; GO:0005622; GO:0006412
XP_957329.1	GO:0003677; GO:0006289; GO:0004003; GO:0005524; GO:0016787; GO:0006367
XP_011394773.1	GO:1903474
XP_956189.2	GO:0008033; GO:0002098; GO:0050660
XP_960566.3	GO:0016491; GO:0055114; GO:0005507
XP_959681.3	GO:0005515; GO:0004364
XP_957182.1	GO:0016491; GO:0055114
XP_959985.1	GO:0008152; GO:0016832; GO:0003824; GO:0005975
XP_961191.3	GO:0016491; GO:0055114
XP_011393994.1	GO:0046872; GO:0019441; GO:0020037
XP_011395298.1	GO:0055085; GO:0016021
XP_957630.3	GO:0006886; GO:0046872
XP_960924.1	GO:0005787; GO:0006465; GO:0008233; GO:0016021
XP_963568.3	GO:0005198; GO:0051536; GO:0097428
XP_001728133.1	GO:0004842; GO:0005515; GO:0016567
XP_956442.2	GO:0016791; GO:0004725; GO:0016311
XP_957749.2	GO:0009055; GO:0008137; GO:0016020
XP_958256.2	GO:0016757; GO:0016020
XP_965772.1	GO:0008152; GO:0003824
XP_963538.3	GO:0004525; GO:0006396; GO:0016891
XP_961599.1	GO:0055114; GO:0016491
XP_963879.1	GO:0005763; GO:0032543
XP_961753.2	GO:0006457; GO:0051082; GO:0005524
XP_965073.1	GO:0004356; GO:0003824; GO:0006542; GO:0006807
XP_961034.2	GO:0016846; GO:0008152
XP_958191.1	GO:0016021; GO:0055085
XP_955791.1	GO:0003676
XP_955906.2	GO:0051082; GO:0006457; GO:0005524
XP_961535.1	GO:0016491; GO:0055114
XP_960936.3	GO:0005515; GO:0005488
XP_011395239.1	GO:0009228; GO:0006950
XP_957010.1	GO:0055114; GO:0016491
XP_962562.2	GO:0004385; GO:0006163
XP_959149.3	GO:0006351; GO:0005634; GO:0000981; GO:0008270; GO:0003677; GO:0006355
XP_965602.3	GO:0016491
XP_958946.1	GO:0006446; GO:0005852; GO:0003743; GO:0043022; GO:0005488; GO:0005737
XP_011393450.1	GO:0000160
XP_964058.1	GO:0000398; GO:0003676
XP_964699.1	GO:0019509; GO:0046872; GO:0005737
XP_958839.2	GO:0008270; GO:0003677; GO:0006351; GO:0005634
XP_964654.3	GO:0003824
XP_001728471.2	GO:0005524; GO:0006298; GO:0030983
XP_960709.1	GO:0005886
XP_011393145.1	GO:0019904
XP_960945.1	GO:0000030; GO:0006486; GO:0016020
XP_962159.3	GO:0015031; GO:0035091; GO:0042147; GO:0030904
XP_964395.3	GO:0004367; GO:0016616; GO:0051287; GO:0042803; GO:0046168; GO:0009331; GO:0005975; GO:0016491; GO:0055114; GO:0006072
XP_962955.3	GO:0003677
XP_964519.3	GO:0005525; GO:0003924; GO:0005622; GO:0007264
XP_960944.2	GO:0000226; GO:0043015; GO:0000922; GO:0005815; GO:0007020
XP_011394571.1	GO:0003677; GO:0006355; GO:0003700
XP_965591.3	GO:0016977
XP_965616.1	GO:0005634; GO:0006351; GO:0008270; GO:0003677; GO:0000981; GO:0006355
XP_956608.1	GO:0055114; GO:0016491
XP_965456.1	GO:0006260; GO:0003677; GO:0005664
XP_957963.3	GO:0003824
XP_011393025.1	GO:0030151; GO:0030170; GO:0008265; GO:0003824; GO:0006777
XP_962940.2	GO:0055114; GO:0016491
XP_961186.3	GO:0016579; GO:0036459; GO:0005515; GO:0006511
XP_965377.1	GO:0003677
XP_959417.2	GO:0006511; GO:0004843; GO:0005622
XP_960441.2	GO:0046872; GO:0004462
XP_957684.2	GO:0046854; GO:0008441; GO:0006790
XP_958528.2	GO:0008270; GO:0003677; GO:0006351; GO:0005634
XP_958821.1	GO:0005524
XP_963241.1	GO:0008612
XP_965081.2	GO:0003676
XP_959805.1	GO:0000104; GO:0055114
XP_961863.2	GO:0007165; GO:0016020; GO:0005525; GO:0003924
XP_011395224.1	GO:0016765; GO:0008610; GO:0006696; GO:0009058; GO:0016740; GO:0051996; GO:0016021; GO:0004310
XP_958133.1	GO:0001671; GO:0051087; GO:0051259; GO:0097428
XP_958019.2	GO:0005975; GO:0004553
XP_957909.2	GO:0097367; GO:1901135
XP_962431.1	GO:0016021
XP_957043.1	GO:0030151; GO:0016491; GO:0042128; GO:0055114
XP_958770.2	GO:0055085; GO:0016021
XP_962134.3	GO:0006468; GO:0004674; GO:0005524; GO:0004672
XP_957211.1	GO:0005975; GO:0006098; GO:0017057
XP_011395302.1	GO:0016020; GO:0006817; GO:0005315
XP_957656.1	GO:0003676; GO:0005524
XP_958354.1	GO:0003824; GO:0006084
XP_962567.2	GO:0055085; GO:0016021
XP_960455.1	GO:0005515
XP_965498.1	GO:0005576; GO:0030248; GO:0005975
XP_964159.1	GO:0005576; GO:0004553; GO:0030248; GO:0005975
XP_956727.2	GO:0005515
XP_956852.1	GO:0072686; GO:0007052; GO:0042729
XP_957690.1	GO:0008270; GO:0005634
XP_956847.2	GO:0046982
XP_011393764.1	GO:0006260; GO:0003697
XP_958756.1	GO:0007165; GO:0035556
XP_956584.1	GO:0017056
XP_964098.1	GO:0005515
XP_959778.1	GO:0006886; GO:0008536; GO:0005488
XP_011393094.1	GO:0008270; GO:0000981; GO:0005634; GO:0006355
XP_961559.3	GO:0016614; GO:0055114; GO:0050660
XP_958757.1	GO:0016805; GO:0006508
XP_011393856.1	GO:0006281; GO:0000075; GO:0000077; GO:0030896
XP_011393230.1	GO:0006412; GO:0005622; GO:0005840; GO:0003735
XP_961783.2	GO:0055085
XP_959943.2	GO:0055114; GO:0016491
XP_959643.1	GO:0006298; GO:0030983; GO:0005524
XP_956349.1	GO:0005992; GO:0003824
XP_011392861.1	GO:0009013; GO:0008152; GO:0016620; GO:0009450; GO:0055114; GO:0016491
XP_957912.3	GO:0005634; GO:0006351; GO:0008270; GO:0003677; GO:0000981; GO:0006355
XP_963600.1	GO:0006508; GO:0004190
XP_964140.2	GO:0008270; GO:0016491; GO:0055114
XP_956849.3	GO:0016021; GO:0055085
XP_960994.2	GO:0005515
XP_957731.1	GO:0008270; GO:0055114; GO:0016491
XP_958355.1	GO:0055085; GO:0016021
XP_961439.1	GO:0004553; GO:0005975
XP_001728148.2	GO:0055085; GO:0016021
XP_963216.1	GO:0015031
XP_964745.1	GO:0003676; GO:0005524
XP_011393868.1	GO:0003677
XP_957480.3	GO:0005515
XP_965477.1	GO:0016746; GO:0008152
XP_961414.2	GO:0008152; GO:0004802; GO:0003824
XP_964366.2	GO:0005515
XP_963564.2	GO:0000287; GO:0006796; GO:0005737; GO:0004427
XP_011395129.1	GO:0005524; GO:0016072; GO:0034470; GO:0008080
XP_011394627.1	GO:0030150; GO:0005742
XP_962977.2	GO:0008152; GO:0016787
XP_956266.1	GO:0006886; GO:0005488; GO:0048280; GO:0008565; GO:0000139; GO:0005737; GO:0016020
XP_011393226.1	GO:0016021; GO:0055085
XP_964451.2	GO:0016575; GO:0004407
XP_961429.1	GO:0005739; GO:0018293
XP_963533.1	GO:0030170; GO:0016831; GO:0019752; GO:0003824
XP_960203.3	GO:0004817; GO:0004812; GO:0000166; GO:0005524; GO:0006423; GO:0006418
XP_960229.1	GO:0002098; GO:0000049; GO:0034227; GO:0008033
XP_963880.1	GO:0005634; GO:0042254
