Feature	GO
NP_012003.1	GO:0004672; GO:0005524; GO:0006468
NP_013601.1	GO:0004588; GO:0009116; GO:0006221
NP_013020.3	GO:0003735; GO:0006412; GO:0005840; GO:0005515
NP_015213.1	GO:0016559; GO:0005779
NP_014095.2	GO:0005525; GO:0003924
NP_011503.1	GO:0055114; GO:0016020; GO:0016628
NP_014452.1	GO:0003676
NP_012501.1	GO:0005524; GO:0003676
NP_010504.1	GO:0005525
NP_012243.3	GO:0003899; GO:0046983; GO:0006351; GO:0003677
NP_010534.1	GO:0005975; GO:0016301
NP_058174.3	GO:0003723; GO:0003676; GO:0015074; GO:0005737
NP_009570.1	GO:0009055; GO:0045454; GO:0015035
NP_015511.1	GO:1990316; GO:0006914
NP_014714.1	GO:0016020; GO:0022857; GO:0055085
NP_010585.3	GO:0005634
NP_013892.1	GO:0016620; GO:0055114; GO:0016491; GO:0008152
NP_010877.3	GO:0003684; GO:0005634; GO:0005515; GO:0006289; GO:0043161
NP_014184.1	GO:0031011
NP_010392.1	GO:0016021
NP_010940.3	GO:0055114; GO:0006561; GO:0004735
NP_013636.1	GO:0050661; GO:0016021; GO:0015936; GO:0055114; GO:0008299; GO:0050662; GO:0016616; GO:0004420
NP_015026.1	GO:0016491; GO:0055114
NP_015345.1	GO:0015078; GO:0015986; GO:0000276
NP_010419.3	GO:0016021; GO:0005524; GO:0055085; GO:0042626; GO:0016887
NP_012687.3	GO:0004650; GO:0005975
NP_013104.1	GO:0016021; GO:0055085
NP_013608.1	GO:0003824; GO:0005992
NP_009842.1	GO:0016020; GO:0015031
NP_012278.3	GO:0003700; GO:0006355; GO:0043565; GO:0008270
NP_011670.3	GO:0005515; GO:0004364
NP_011588.3	GO:0000387
NP_012855.1	GO:0005643; GO:0017056; GO:0006913
NP_010170.1	GO:0035091
NP_011977.1	GO:0018022; GO:0005829; GO:0005515; GO:0000277
NP_014274.1	GO:0055085; GO:0016021
NP_014036.1	GO:0000148; GO:0006075; GO:0016020; GO:0003843
NP_014497.1	GO:0003676
NP_065436.1	GO:0016491; GO:0016657; GO:0034599
NP_014035.1	GO:0005975; GO:0004553
NP_058169.1	GO:0003676; GO:0004190; GO:0006508; GO:0015074; GO:0003723; GO:0005737
NP_010036.1	GO:0005215; GO:0016021; GO:0022857; GO:0016020; GO:0055085
NP_009872.1	GO:0003676; GO:0003723
NP_011100.1	GO:0005634; GO:0006281; GO:0000077; GO:0031389; GO:0003689
NP_014781.1	GO:0005515
NP_009911.2	GO:0055114; GO:0005737; GO:0051287; GO:0016616; GO:0003862; GO:0009098; GO:0000287
NP_010605.1	GO:0005789; GO:0019915
NP_013239.1	GO:0015079; GO:0015299; GO:0006814; GO:0005886; GO:0016020; GO:0030004; GO:0006812; GO:0055085; GO:0015385; GO:0016021
NP_011874.1	GO:0005622; GO:0003735; GO:0006412; GO:0005840
