Feature	GO
gene:DLX5|protein_id:NP_989490.1	GO:0006355; GO:0003677; GO:0043565
gene:GABRG3|protein_id:XP_025002405.1	GO:0006821; GO:0005216; GO:0005230; GO:0007214; GO:0006811; GO:0016021; GO:0034220; GO:0004890; GO:0004888
gene:CRLF3|protein_id:NP_001073187.2	GO:0005515
gene:TMPO|protein_id:XP_015140105.1	GO:0003677
gene:GDF9|protein_id:NP_996871.2	GO:0008083
gene:IL10|protein_id:XP_024999483.1	GO:0005125; GO:0005576; GO:0006955
gene:ANTXRL|protein_id:XP_015143929.1	GO:0016021; GO:0038023
gene:LOC107054169|protein_id:XP_015147353.2	GO:0005200; GO:0005882
gene:HEXIM1|protein_id:XP_003642831.2	GO:0017069; GO:0000122; GO:0005634; GO:0004861; GO:0005737
gene:GPR34L|protein_id:XP_025005706.1	GO:0016021; GO:0004930; GO:0007186
gene:TNFRSF1A|protein_id:NP_001025950.1	GO:0005515; GO:0007165
gene:GPR1|protein_id:XP_004942711.1	GO:0007186; GO:0004930; GO:0016021
gene:LOC107049174|protein_id:XP_015155918.1	GO:0070273
gene:CIPC|protein_id:XP_001235197.2	GO:0045892; GO:0042754
gene:BACE2|protein_id:XP_015156677.1	GO:0004190; GO:0016021; GO:0006508
gene:GMFB|protein_id:NP_001026385.1	GO:0005622; GO:0034316; GO:0003779; GO:0071933
gene:LOC107049046|protein_id:XP_015155902.1	GO:0006412; GO:0005840; GO:0003735; GO:0005622; GO:0015934
gene:BDH2|protein_id:XP_015141101.1	GO:0016491
gene:GLT8D1|protein_id:NP_001185536.1	GO:0016757
gene:TNNI1|protein_id:XP_004934896.1	GO:0005861
gene:EHHADH|protein_id:XP_422690.2	GO:0006631; GO:0055114; GO:0016491; GO:0003857; GO:0003824; GO:0008152
gene:EIF2B4|protein_id:XP_423512.2	GO:0044237
gene:HSPD1|protein_id:NP_001012934.1	GO:0042026; GO:0006457; GO:0005524; GO:0005737
gene:HAGH|protein_id:NP_001012807.1	GO:0004416; GO:0019243
gene:LMAN2L|protein_id:XP_015157893.1	GO:0016020
gene:PPP1R12C|protein_id:XP_025002065.1	GO:0005515
gene:ALG14|protein_id:NP_001341601.1	GO:0006488
gene:GOT2|protein_id:NP_990854.1	GO:0030170; GO:0006520; GO:0003824; GO:0008483; GO:0009058
gene:CXXC5|protein_id:XP_015149035.1	GO:0003677; GO:0008270
gene:LOC427775|protein_id:XP_425346.2	GO:0051537; GO:0016491; GO:0055114
gene:BAZ1A|protein_id:XP_015143136.1	GO:0005515; GO:0006338
gene:TAC3|protein_id:XP_015155892.1	GO:0007217
gene:CYP27C1|protein_id:XP_004942948.1	GO:0005506; GO:0055114; GO:0020037; GO:0016705
gene:ARID1B|protein_id:XP_015139716.1	GO:0005488; GO:0003677
gene:HOXA13|protein_id:NP_989470.1	GO:0003677; GO:0006355; GO:0043565
gene:ASB13|protein_id:XP_015139598.1	GO:0035556; GO:0005515
gene:PPOX|protein_id:XP_024999372.1	GO:0016491; GO:0004729; GO:0055114; GO:0006779
gene:LOC107049929|protein_id:XP_015154012.1	GO:0005200; GO:0005882
gene:SETD6|protein_id:XP_025009913.1	GO:0005515; GO:0018026; GO:0016279
gene:IRX6|protein_id:XP_025010155.1	GO:0003677; GO:0006355; GO:0043565
gene:IMMP1L|protein_id:NP_001264807.1	GO:0006508; GO:0016020; GO:0008236
gene:AADACL4L1|protein_id:XP_001231604.4	GO:0016021; GO:0016787; GO:0008152; GO:0052689
gene:LRP8|protein_id:NP_990517.1	GO:0005515; GO:0005509
gene:GATC|protein_id:XP_004934449.1	GO:0006450
gene:COX5A|protein_id:XP_003641852.1	GO:0004129; GO:0005743
gene:LRRC47|protein_id:XP_015152579.1	GO:0003723; GO:0004826; GO:0005515
gene:TFR2|protein_id:NP_990587.2	GO:0033572; GO:0033570
gene:ANO9|protein_id:XP_015141741.1	GO:0046983
gene:AHSA2|protein_id:NP_001186347.2	GO:0001671; GO:0051087; GO:0006950
gene:VPS4A|protein_id:XP_015148165.2	GO:0005524
gene:DDOST|protein_id:NP_001161480.1	GO:0018279; GO:0005789
gene:SNX21|protein_id:XP_015152055.1	GO:0035091
gene:MAL2|protein_id:NP_001012573.2	GO:0016020
gene:ATMIN|protein_id:XP_423809.5	GO:0003676
gene:KLF6|protein_id:NP_001026140.1	GO:0003676
gene:STAT6|protein_id:XP_025001422.1	GO:0003700; GO:0006355; GO:0003677
gene:MX1|protein_id:NP_989940.1	GO:0003924; GO:0005525
gene:HIPK1|protein_id:XP_015154506.1	GO:0006468; GO:0005524; GO:0004672
gene:LOC107049603|protein_id:XP_015128804.2	GO:0003700; GO:0006355; GO:0003677; GO:0006357
gene:WDR13L|protein_id:XP_015128705.1	GO:0005515
gene:CGN|protein_id:NP_001334320.1	GO:0016459; GO:0003774
gene:IL17B|protein_id:XP_015149190.1	GO:0006954; GO:0005125; GO:0005576
gene:MPO|protein_id:XP_015151415.1	GO:0004601; GO:0020037; GO:0055114; GO:0006979
gene:UBXN6|protein_id:XP_004948845.1	GO:0005515
gene:LOC112530215|protein_id:XP_024998884.1	GO:0005515
gene:GRIN2A|protein_id:XP_025011026.1	GO:0005216; GO:0004970; GO:0038023; GO:0006811; GO:0005234; GO:0016020
gene:WNT8A|protein_id:NP_990862.1	GO:0005576; GO:0005102; GO:0007275; GO:0016055
gene:RAPGEF5|protein_id:XP_015137341.1	GO:0007264; GO:0005085; GO:0035556
gene:MUTYH|protein_id:XP_004936806.2	GO:0006284; GO:0003677; GO:0051539; GO:0006281; GO:0016787; GO:0003824
gene:TTC7B|protein_id:NP_001006484.2	GO:0005515
gene:SEMA5B|protein_id:XP_004942984.1	GO:0005515
gene:TNFAIP2|protein_id:XP_015143422.1	GO:0006887; GO:0000145
gene:GALR1L|protein_id:NP_001121533.1	GO:0016021; GO:0007194; GO:0007204; GO:0004930; GO:0004966; GO:0007186
gene:FAIM|protein_id:XP_025008471.1	GO:0043066
gene:GRK4|protein_id:NP_001006459.1	GO:0004672; GO:0004703; GO:0007165; GO:0005524; GO:0004674; GO:0006468
gene:AMFR|protein_id:XP_414064.3	GO:0005515
gene:RTN4RL2|protein_id:XP_015142346.2	GO:0005515
gene:ANP32A|protein_id:XP_413932.3	GO:0005515
gene:MAN2C1|protein_id:XP_015134301.1	GO:0030246; GO:0003824; GO:0004559; GO:0006013; GO:0005975
gene:SUGCT|protein_id:XP_003640760.1	GO:0003824
gene:SLC46A3|protein_id:NP_001025999.1	GO:0055085; GO:0016021
gene:ARL13B|protein_id:XP_004938365.1	GO:0005525; GO:0005622
