Feature	GO
XP_001638171.1	GO:0016020; GO:0005515; GO:0005164; GO:0006955
XP_001640169.1	GO:0003676
XP_001629418.1	GO:0003824; GO:0043169
XP_001632576.1	GO:0003824; GO:0009058; GO:0030170; GO:0008483; GO:0006520; GO:0009072; GO:0004838
XP_001641628.1	GO:0055085; GO:0016020; GO:0022857
XP_001636936.1	GO:0004109; GO:0051536; GO:0005737; GO:0003824; GO:0006779; GO:0055114
XP_001627053.1	GO:0005488
XP_001627777.1	GO:0005488
XP_001621884.1	GO:0051015
XP_001626279.1	GO:0005096
XP_001632684.1	GO:0004623; GO:0006644; GO:0050482
XP_001641554.1	GO:0016534; GO:0016533
XP_001625997.1	GO:0033179; GO:0015991; GO:0015078
XP_001618363.1	GO:0004867
XP_001630506.1	GO:0008234; GO:0006508
XP_001619292.1	GO:0009190; GO:0035556; GO:0016849
XP_001630144.1	GO:0016491; GO:0055114
XP_001627694.1	GO:0006468; GO:0004713; GO:0004672; GO:0005524
XP_001621229.1	GO:0007186; GO:0016021; GO:0004930
XP_001638594.1	GO:0007186; GO:0016021; GO:0004930
XP_001629624.1	GO:0008083
XP_001628748.1	GO:0032218; GO:0032217; GO:0005887
XP_001632324.1	GO:0016192
XP_001638744.1	GO:0007186; GO:0016021; GO:0004930
XP_001634271.1	GO:0055114; GO:0016491
XP_001631779.1	GO:0007186; GO:0004983; GO:0004930; GO:0016021
XP_001620759.1	GO:0006629; GO:0005737; GO:0016627; GO:0016021
XP_001625349.1	GO:0016021; GO:0004930; GO:0007186
XP_001626648.1	GO:0004252; GO:0006508
XP_001620729.1	GO:0016020
XP_001641624.1	GO:0003676
XP_001637955.1	GO:0005515
XP_001630529.1	GO:0004867
XP_001620633.1	GO:0022857; GO:0016021; GO:0055085
XP_001640547.1	GO:0006090; GO:0005524; GO:0004736; GO:0046872; GO:0009374; GO:0003824; GO:0006094
XP_001618376.1	GO:0003777; GO:0007018; GO:0005524; GO:0008017
XP_001626020.1	GO:0005634
XP_001629037.1	GO:0016021; GO:0004930; GO:0007186
XP_001621284.1	GO:0005515
XP_001633879.1	GO:0022857; GO:0005215; GO:0016021; GO:0055085
XP_001634684.1	GO:0003777; GO:0007018; GO:0030286
XP_001641716.1	GO:0005509
XP_001631746.1	GO:0005975; GO:0003824
XP_001629825.1	GO:0006412; GO:0003735; GO:0005840
XP_001633966.1	GO:0016788; GO:0009058
XP_001639865.1	GO:0004713; GO:0006468; GO:0004672; GO:0005524; GO:0005515
XP_001630268.1	GO:0005515
XP_001637996.1	GO:0016849; GO:0035556; GO:0009190
XP_001638284.1	GO:0008237; GO:0006508; GO:0004222
XP_001627645.1	GO:0038023; GO:0005216; GO:0004970; GO:0006811; GO:0016020; GO:0005234
XP_001626739.1	GO:0005509
XP_001633232.1	GO:0046872; GO:0016813
XP_001622669.1	GO:0015016; GO:0016787
XP_001623412.1	GO:0008152; GO:0016787
XP_001627093.1	GO:0005515
