Feature	GO
NP_001257910.1	GO:0005515
XP_006238516.1	GO:0003676
NP_112320.1	GO:0006298; GO:0030983; GO:0005524
XP_017453788.1	GO:0005515
NP_596915.1	GO:0005515; GO:0005509
NP_001099640.1	GO:0003688; GO:0003677; GO:0005524; GO:0006260; GO:0042555; GO:0006270; GO:0005634
NP_001160050.1	GO:0016192
XP_006249844.1	GO:0007165; GO:0005515
NP_062189.1	GO:0005634; GO:0006355; GO:0003700; GO:0003677
NP_445789.1	GO:0008270
NP_036858.1	GO:0003723; GO:0005515
NP_997481.1	GO:0005524; GO:0016887
NP_001009683.1	GO:0005524
XP_006240113.1	GO:0005525; GO:0005622
XP_017450613.1	GO:0016021; GO:0005272; GO:0015280; GO:0006814; GO:0016020
NP_001102047.1	GO:0019211
NP_001129570.1	GO:0005515
XP_017455529.1	GO:0006468; GO:0004672; GO:0005524
XP_008759067.2	GO:0005622; GO:0006355; GO:0003676
XP_017452112.1	GO:0003676; GO:0003723
XP_017452195.1	GO:0006139; GO:0019205; GO:0005524
NP_071952.1	GO:0005515; GO:0035556; GO:0004672; GO:0006468; GO:0005524; GO:0004674
NP_001000631.1	GO:0016021; GO:0007186; GO:0004984; GO:0004930
NP_001099312.1	GO:0003676; GO:0006310; GO:0003723; GO:0006281
NP_001001053.1	GO:0004930; GO:0004984; GO:0007186; GO:0016021
NP_001013086.1	GO:0016787
NP_001000983.1	GO:0004930; GO:0004984; GO:0007186; GO:0016021
NP_001000530.1	GO:0004984; GO:0004930; GO:0016021; GO:0007186
XP_017452019.1	GO:0016747
XP_017450047.1	GO:0003824
NP_001020458.1	GO:0007049; GO:0048478; GO:0005634; GO:0006974
XP_017455738.1	GO:0005515
XP_006236430.1	GO:0004252; GO:0006508
NP_001008904.1	GO:0016021; GO:0016503; GO:0007186
NP_001100170.1	GO:0005515
NP_001000766.1	GO:0004984; GO:0004930; GO:0016021; GO:0007186
NP_001099278.1	GO:0005515
NP_001007604.1	GO:0005840; GO:0015935; GO:0005622; GO:0003735; GO:0003723; GO:0006412
XP_008759174.1	GO:0003723; GO:0003676
XP_017449537.1	GO:0006000; GO:0004454
NP_001100727.1	GO:0005515
NP_598248.1	GO:0003723; GO:0003726
XP_346042.2	GO:0003677; GO:0000786; GO:0046982
XP_008764333.1	GO:0016021; GO:0007186; GO:0004984; GO:0004930
NP_942056.1	GO:0004222; GO:0008270; GO:0008237; GO:0006508
NP_001102447.1	GO:0006468; GO:0007169; GO:0004713; GO:0005524; GO:0004672; GO:0005515; GO:0016021; GO:0005003; GO:0005887
XP_017446301.1	GO:0007165
XP_017456642.1	GO:0045995; GO:0030334; GO:0007155; GO:0030155; GO:0005102
XP_017455303.1	GO:0006468; GO:0004683; GO:0005524; GO:0004672; GO:0005516
NP_073163.1	GO:0005840; GO:0006412; GO:0003735
NP_852036.1	GO:0015035
XP_008758350.1	GO:0005488
NP_001101014.2	GO:0005886; GO:0007156; GO:0007155; GO:0005509; GO:0016020
XP_008760676.1	GO:0004984; GO:0004930; GO:0016021; GO:0007186
NP_001292387.1	GO:0007155; GO:0005576; GO:0005509
NP_001100876.1	GO:0042779; GO:0016891
XP_006229530.1	GO:0030117; GO:0016192; GO:0030123; GO:0005488; GO:0006886
NP_001030123.1	GO:0003824; GO:0008152
XP_017451047.1	GO:0005515
NP_001128331.1	GO:0046872; GO:0005515
NP_001000291.1	GO:0004930; GO:0004984; GO:0007186; GO:0016021
NP_001100517.1	GO:0003676
NP_067605.1	GO:0032947; GO:0005515
NP_001257315.1	GO:0005515
NP_001014293.1	GO:0005515
NP_071558.1	GO:0005179
NP_001291542.1	GO:0005515
XP_008758709.2	GO:0006629; GO:0016717; GO:0055114
NP_001013910.1	GO:0006508; GO:0004252
XP_017454264.1	GO:0016021; GO:0016020; GO:0005242; GO:0006813
XP_017458012.1	GO:0005488; GO:0006886; GO:0005515; GO:0016192; GO:0030117
XP_003748781.2	GO:0016021; GO:0007186; GO:0004930
XP_017445013.1	GO:0004930; GO:0004984; GO:0007186; GO:0016021
NP_001000702.1	GO:0016021; GO:0007186; GO:0004984; GO:0004930
NP_001019439.1	GO:0003910; GO:0006281; GO:0006310; GO:0003909; GO:0003677; GO:0071897; GO:0005524; GO:0051103
NP_001258003.1	GO:0007275
NP_001000216.1	GO:0007186; GO:0016021; GO:0004930; GO:0004984
XP_003752283.1	GO:0042803; GO:0042162
NP_958429.1	GO:0035023; GO:0005089
XP_006256407.1	GO:0032958; GO:0016301
NP_001099635.1	GO:0008270; GO:0004089
XP_006248761.1	GO:0005515
XP_002728643.1	GO:0003735; GO:0006412; GO:0005622; GO:0005840
XP_002729292.1	GO:0045444
XP_017457784.1	GO:0005515
XP_006230299.1	GO:0016021
XP_008757832.1	GO:0016021
XP_006232219.1	GO:0046872
NP_001106187.1	GO:0038023; GO:0016020; GO:0004970; GO:0005234; GO:0006811; GO:0005216
XP_006242907.1	GO:0016021; GO:0007186; GO:0004984; GO:0004930
NP_001165591.1	GO:0007165; GO:0005515
XP_006235922.1	GO:0003899; GO:0008270; GO:0006351; GO:0003677
XP_006246522.1	GO:0009264; GO:0008253
XP_017451271.1	GO:0007186; GO:0016021; GO:0004930; GO:0004984
XP_003750971.1	GO:0005198
NP_001119556.1	GO:0046872
XP_006249246.2	GO:0019904
XP_017455221.1	GO:0004725; GO:0016791; GO:0016311; GO:0008138; GO:0006470
XP_221142.5	GO:0003824
NP_001002807.1	GO:0005515
NP_001101851.1	GO:0016021; GO:0016125; GO:0047750
XP_017451622.1	GO:0004252; GO:0006508
XP_017451899.1	GO:0036459; GO:0016579; GO:0008270; GO:0006511
NP_071951.1	GO:0006412; GO:0003735; GO:0005840; GO:0005622
NP_001178725.1	GO:0019367; GO:0009922; GO:0005783; GO:0042761; GO:0016021
XP_006250275.1	GO:0003677; GO:0003707; GO:0006355; GO:0005634
XP_003748964.1	GO:0007186; GO:0016021; GO:0004930; GO:0004984
XP_008760662.1	GO:0004984; GO:0004930; GO:0016021; GO:0007186
XP_006243815.1	GO:0005515
