Feature	GO
gene:mrps31|protein_id:XP_003971291.2	GO:0005763; GO:0003735
gene:LOC101068543|protein_id:XP_011612227.1	GO:0005515; GO:0003682
gene:LOC101075255|protein_id:XP_003973274.1	GO:0051536; GO:0051537; GO:0006099; GO:0009055; GO:0016491; GO:0055114
gene:st6galnac5|protein_id:NP_001167644.1	GO:0008373; GO:0006486
gene:LOC101071552|protein_id:XP_029689186.1	GO:0005525; GO:0008053; GO:0003924; GO:0016021; GO:0005741
gene:LOC101073661|protein_id:XP_029703500.1	GO:0008168; GO:0008152
gene:amz2|protein_id:XP_029691526.1	GO:0008237; GO:0008270
gene:prdm4|protein_id:XP_011611790.2	GO:0003676; GO:0005515
gene:LOC101078992|protein_id:XP_003967411.2	GO:0003824; GO:0006464; GO:0005975; GO:0015031; GO:0019752; GO:0016616; GO:0055114; GO:0016491
gene:f8|protein_id:NP_001027922.1	GO:0055114; GO:0016491; GO:0005507
gene:LOC101077820|protein_id:XP_003976953.1	GO:0005515
gene:npy7r|protein_id:NP_001098695.1	GO:0004983; GO:0007186; GO:0004930; GO:0016021
gene:echdc3|protein_id:XP_011611510.1	GO:0008152; GO:0003824
gene:adam19|protein_id:XP_011609122.2	GO:0004222; GO:0006508; GO:0008237
gene:gpatch8|protein_id:XP_003964916.2	GO:0003676
gene:LOC101077833|protein_id:XP_029691751.1	GO:0005891; GO:0005216; GO:0070588; GO:0016020; GO:0055085; GO:0006811; GO:0005245
gene:LOC101076924|protein_id:XP_011618633.1	GO:0007186; GO:0016021; GO:0004930
gene:LOC115246796|protein_id:XP_029682035.1	GO:0070836
gene:fbln7|protein_id:XP_003964151.2	GO:0005509
gene:LOC115252637|protein_id:XP_029704195.1	GO:0005488; GO:0008270
gene:rfc5|protein_id:XP_003975149.1	GO:0003677; GO:0006260; GO:0005524
gene:LOC101063225|protein_id:XP_029702931.1	GO:0005509
gene:LOC101071714|protein_id:XP_029688540.1	GO:0005737; GO:0005515
gene:zeb2|protein_id:XP_029695638.1	GO:0003676; GO:0003677
gene:sema3c|protein_id:XP_029681343.1	GO:0005515
gene:LOC101078704|protein_id:XP_011609615.2	GO:0055085; GO:0016021; GO:0005215; GO:0022857
gene:xylb|protein_id:XP_003968261.2	GO:0016773; GO:0005975
gene:ubap1|protein_id:XP_003973608.2	GO:0005515
gene:sec23ip|protein_id:XP_011601234.1	GO:0006888; GO:0046872; GO:0005515
gene:LOC105418180|protein_id:XP_029696910.1	GO:0006935; GO:0005576; GO:0006952; GO:0008009; GO:0006955
gene:LOC101066480|protein_id:XP_029689763.1	GO:0006355; GO:0003700; GO:0003676
gene:LOC101062660|protein_id:XP_029688958.1	GO:0006468; GO:0005524; GO:0004672
gene:zw10|protein_id:XP_003970868.2	GO:0005634; GO:0000775; GO:0000278
gene:wdr70|protein_id:XP_003965549.2	GO:0005515
gene:gpam|protein_id:XP_011620187.1	GO:0008654; GO:0044255; GO:0004366; GO:0016746; GO:0008152; GO:0008374; GO:0005886
gene:LOC101072148|protein_id:XP_029692154.1	GO:0003723; GO:0003676
gene:LOC105417782|protein_id:XP_029681133.1	GO:0005634; GO:0004861; GO:0007050
gene:LOC101062945|protein_id:XP_029696775.1	GO:0009190; GO:0006468; GO:0016849; GO:0004383; GO:0005524; GO:0035556; GO:0004672; GO:0006182
gene:agrp1|protein_id:NP_001092125.1	GO:0005576; GO:0009755; GO:0005102
gene:ankle2|protein_id:XP_029685325.1	GO:0005515
gene:LOC115249527|protein_id:XP_029690928.1	GO:0003677; GO:0006355; GO:0005634; GO:0003700; GO:0005737
gene:rps4x|protein_id:XP_003966899.1	GO:0003723; GO:0006412; GO:0005622; GO:0003735; GO:0005840
