Feature	GO
XP_018668867.1	GO:0005515
XP_002123331.3	GO:0016973; GO:0005643
XP_002123380.2	GO:0003677
XP_002120092.3	GO:0005509; GO:0004252; GO:0006508
XP_002121582.2	GO:0003998
XP_009859395.2	GO:0005515
XP_002122824.2	GO:0016787; GO:0008152
XP_018669660.1	GO:0005515
XP_018671696.1	GO:0005488
NP_001233215.1	GO:0005576
XP_002120664.1	GO:0002098; GO:0033588
XP_002129755.1	GO:0016491
XP_002120593.1	GO:0055085; GO:0046873; GO:0016020; GO:0030001
XP_002130992.1	GO:0006464; GO:0033819; GO:0009249
XP_018672707.1	GO:0008270
XP_009860360.1	GO:0005515; GO:0016020; GO:0005215; GO:0055085
XP_018669289.1	GO:0035556
XP_018669516.1	GO:0016592
XP_002119678.1	GO:0007165; GO:0008081; GO:0004114
XP_002119659.1	GO:0003676
XP_002121003.3	GO:0005515
XP_002121302.1	GO:0006672; GO:0016811; GO:0016021
NP_001071785.1	GO:0006355; GO:0003700
XP_009862055.1	GO:0006470; GO:0016791; GO:0004725; GO:0016311
XP_002131139.1	GO:0005525; GO:0003924
XP_018671028.1	GO:0016021
XP_018667847.1	GO:0005515
XP_018671792.1	GO:0006468; GO:0004672; GO:0005524
XP_018671870.1	GO:0005525; GO:0003924
XP_002121208.2	GO:0003677
XP_009858498.2	GO:0005515
XP_002121567.2	GO:0005975; GO:0006098; GO:0017057
NP_001041454.1	GO:0003676; GO:0008270; GO:0000398; GO:0005634; GO:0005685; GO:0000387
XP_018670108.1	GO:0005515
XP_018668753.1	GO:0004114; GO:0008081; GO:0007165
XP_018670123.1	GO:0003924; GO:0005525
XP_009862205.2	GO:0016757; GO:0005975
XP_002119838.1	GO:0055114; GO:0016491
XP_002129681.1	GO:0005622; GO:0005840; GO:0003735; GO:0006412
XP_018668041.1	GO:0006182; GO:0020037; GO:0004383; GO:0035556; GO:0016849; GO:0009190
XP_018671637.1	GO:0046872; GO:0015914; GO:0005548; GO:0005622
NP_001041453.1	GO:0008270; GO:0003676
XP_002129082.1	GO:0008270; GO:0006508; GO:0004177
