Feature	GO
XP_002115716.1	GO:0003824
XP_002117126.1	GO:0006886; GO:0005515
XP_002111079.1	GO:0016787
XP_002113144.1	GO:0031032; GO:0003779; GO:0005515
XP_002113393.1	GO:0005515
XP_002118066.1	GO:0007186; GO:0004930; GO:0016021
XP_002110975.1	GO:0003676
XP_002109469.1	GO:0006811; GO:0016020; GO:0055085; GO:0005216
XP_002108818.1	GO:0005515
XP_002112835.1	GO:0005783; GO:0004579; GO:0006486; GO:0016021
XP_002110161.1	GO:0031625; GO:0006511; GO:0031461
XP_002109900.1	GO:0016763; GO:0008479; GO:0006400
XP_002112901.1	GO:0004672; GO:0005524; GO:0006468
XP_002116115.1	GO:0016021; GO:0004930; GO:0007186
XP_002112987.1	GO:0005488; GO:0003779; GO:0016043
XP_002116312.1	GO:0007186; GO:0016021; GO:0004930
XP_002108532.1	GO:0004843; GO:1990380
XP_002107842.1	GO:0032977; GO:0016021
XP_002115046.1	GO:0008410; GO:0008152; GO:0046952
XP_002113162.1	GO:0008237; GO:0008270
XP_002111326.1	GO:0007339; GO:0016020; GO:0005515
XP_002118707.1	GO:0016020; GO:0016491; GO:0051537; GO:0055114; GO:0008121
XP_002112394.1	GO:0055085
XP_002116765.1	GO:0007264; GO:0005622; GO:0003924; GO:0005525; GO:0005515
XP_002110386.1	GO:0003952; GO:0006807; GO:0005524; GO:0009435
XP_002118600.1	GO:0000160
XP_002108056.1	GO:0005515
XP_002111368.1	GO:0006730; GO:0009258; GO:0016742; GO:0016155; GO:0055114; GO:0016620; GO:0008152; GO:0009058; GO:0016491; GO:0005737; GO:0003824
XP_002109334.1	GO:0005044; GO:0016020
XP_002115537.1	GO:0006424; GO:0004812; GO:0043039; GO:0008270; GO:0006418; GO:0004818; GO:0005737; GO:0005524; GO:0000166
XP_002116019.1	GO:0016010; GO:0016020; GO:0005509; GO:0007016
XP_002116777.1	GO:0005515
XP_002116598.1	GO:0003676
XP_002108746.1	GO:0005515
XP_002108861.1	GO:0004983; GO:0007186; GO:0004930; GO:0016021
XP_002112439.1	GO:0006183; GO:0004550; GO:0006228; GO:0006165; GO:0006241
XP_002117970.1	GO:0004930; GO:0016021; GO:0007186; GO:0005515
XP_002117641.1	GO:0005515
XP_002110840.1	GO:0008509; GO:0016021; GO:0006820; GO:0016020; GO:0005452
XP_002113628.1	GO:0003824; GO:0043169
XP_002112853.1	GO:0006366; GO:0046982
XP_002118256.1	GO:0005524; GO:0055085; GO:0016021; GO:0016887; GO:0042626
XP_002110867.1	GO:0007165; GO:0005515
XP_002118326.1	GO:0005515; GO:0003777; GO:0005871
XP_002111069.1	GO:0000226; GO:0043015; GO:0007020; GO:0005815; GO:0000922
XP_002113213.1	GO:0005506; GO:0046872; GO:0004854; GO:0016614; GO:0016491; GO:0043546; GO:0004855; GO:0009055; GO:0050660; GO:0055114; GO:0051536; GO:0051537
XP_002118460.1	GO:0007186; GO:0004930; GO:0016021
XP_002113304.1	GO:0003779
XP_002112298.1	GO:0005488
XP_002116719.1	GO:0016020; GO:0008271; GO:0016021; GO:0055085; GO:0015116; GO:0008272
XP_002108933.1	GO:0003972; GO:0006388; GO:0008452; GO:0072669; GO:0006396
XP_002112762.1	GO:0016705; GO:0055114; GO:0005506; GO:0020037
XP_002111870.1	GO:0005524; GO:0055085; GO:0016021; GO:0016887; GO:0042626
XP_002111964.1	GO:0006468; GO:0004674; GO:0004672; GO:0005524
XP_002113796.1	GO:0005509
XP_002115591.1	GO:0008017; GO:0007018; GO:0003777; GO:0005524
XP_002114898.1	GO:0055114; GO:0016491
XP_002113034.1	GO:0008297; GO:0043504
XP_002107746.1	GO:0004930; GO:0016021; GO:0007186; GO:0016500
XP_002118540.1	GO:0016758; GO:0008152
XP_002108265.1	GO:0016746; GO:0005515; GO:0008152; GO:0005509
XP_002108180.1	GO:0032981
XP_002112859.1	GO:0007165
XP_002112078.1	GO:0003755; GO:0006457; GO:0000413
XP_002115563.1	GO:0009058; GO:0005488; GO:0005515; GO:0016779
XP_002109619.1	GO:0006813; GO:0005242; GO:0016021
XP_002112638.1	GO:0004252; GO:0006508
XP_002112507.1	GO:0005515
XP_002116268.1	GO:0006284; GO:0003677; GO:0003905; GO:0003824
XP_002114051.1	GO:0005515
XP_002116705.1	GO:0043565; GO:0006355; GO:0003677
XP_002114185.1	GO:0016740; GO:0016021; GO:0008610; GO:0051996; GO:0006696; GO:0004310; GO:0009058; GO:0016765
XP_002110552.1	GO:0016887; GO:0042626; GO:0005524; GO:0055085; GO:0016021
XP_002109515.1	GO:0003824; GO:0009058
