Feature	GO
XP_023094867.1	GO:0005515; GO:0005488
XP_011287054.2	GO:0016020; GO:0008417; GO:0006486
XP_006928257.1	GO:0004190; GO:0016021
XP_023112570.1	GO:0003824; GO:0005737; GO:0009264; GO:0016829; GO:0004139
XP_019690671.1	GO:0003676
XP_019684729.1	GO:0005319; GO:0006869
XP_003992891.1	GO:0016021; GO:0004984; GO:0004930; GO:0007186
XP_011280132.2	GO:0016020; GO:0005509
XP_003994980.1	GO:0005515
XP_023107147.1	GO:0005515
XP_019676507.1	GO:0005515; GO:0046872
XP_023095114.1	GO:0005515
XP_006943086.1	GO:0006807
XP_023102236.1	GO:0016021; GO:0005509; GO:0007186; GO:0004930; GO:0007166; GO:0004888
XP_019669813.1	GO:0005515
XP_023105420.1	GO:0006352; GO:0005634
NP_001009865.1	GO:0007050; GO:0005634; GO:0004861
XP_011280096.1	GO:0016021
XP_011281021.1	GO:0005515
XP_011286856.1	GO:0004984; GO:0007186; GO:0004930; GO:0016021
XP_019671047.1	GO:0003676; GO:0003677
XP_019679309.1	GO:0004930; GO:0007186; GO:0016021
XP_003984494.2	GO:0008270; GO:0005622
XP_003985256.1	GO:0016020
XP_023095511.1	GO:0016021; GO:0004930; GO:0007186; GO:0004984
XP_003985742.1	GO:0005634; GO:0003677; GO:0000786; GO:0046982
XP_011279065.1	GO:0005525; GO:0003924
XP_023099538.1	GO:0016021; GO:0007186; GO:0004930; GO:0004984
XP_019688089.1	GO:0016791
XP_003995377.1	GO:0006396; GO:0042254; GO:0003824; GO:0005730
XP_023102840.1	GO:0005509
XP_006930699.1	GO:0005576; GO:0005179
XP_003986361.1	GO:0055085; GO:0016021
XP_019687854.1	GO:0003924; GO:0005525
XP_006929127.1	GO:0005730; GO:0030896; GO:0000077
XP_023108901.1	GO:0016020
XP_023095416.1	GO:0055114; GO:0016620; GO:0051287
XP_023112770.1	GO:0006355; GO:0003676; GO:0005622
XP_011280380.1	GO:0046982; GO:0005634; GO:0000786; GO:0003677
XP_023100733.1	GO:0005622; GO:0003676; GO:0006355
XP_003997061.3	GO:0005515
XP_003986088.1	GO:0003700; GO:0043565; GO:0006355; GO:0005634
XP_003993402.1	GO:0016021; GO:0007186; GO:0004930; GO:0004984
