Feature	GO
gene:LOC8069089|protein_id:XP_002459537.2	GO:0004672; GO:0006468; GO:0005524
gene:LOC8078514|protein_id:XP_002463351.1	GO:0016161; GO:0000272
gene:LOC8061367|protein_id:XP_002464720.1	GO:0008270; GO:0055114; GO:0016491
gene:LOC8086070|protein_id:XP_002445241.1	GO:0005515
gene:LOC8083617|protein_id:XP_002464801.1	GO:0006508; GO:0004252
gene:LOC8077119|protein_id:XP_002465188.1	GO:0016021; GO:0016020
gene:LOC8060252|protein_id:XP_002462384.1	GO:0043565; GO:0006355; GO:0003700
gene:LOC8076107|protein_id:XP_002451606.1	GO:0003924; GO:0005874; GO:0007017; GO:0005525; GO:0005200
gene:LOC8056434|protein_id:XP_002454770.1	GO:0009058; GO:0009435; GO:0016779; GO:0003824
gene:LOC8080310|protein_id:XP_021319656.1	GO:0006979; GO:0020037; GO:0055114; GO:0004601
gene:LOC8057969|protein_id:XP_002461932.1	GO:0015267; GO:0016020; GO:0055085
gene:LOC8078736|protein_id:XP_002457202.1	GO:0055114; GO:0016491
gene:LOC8066139|protein_id:XP_002444986.1	GO:0016758; GO:0008152
gene:LOC8069315|protein_id:XP_002448988.2	GO:0043531
gene:LOC8067515|protein_id:XP_021302843.1	GO:0004672; GO:0006468; GO:0005524
gene:LOC8058472|protein_id:XP_002441121.1	GO:0042651; GO:0051537; GO:0016020; GO:0016491; GO:0045158; GO:0015979; GO:0009496; GO:0055114
gene:LOC8064375|protein_id:XP_002449395.1	GO:0042744; GO:0020037; GO:0006979; GO:0004601; GO:0055114
gene:LOC8056323|protein_id:XP_002463013.2	GO:0016758; GO:0008152
gene:LOC8069103|protein_id:XP_002459551.1	GO:0008152; GO:0003824; GO:0016829
gene:LOC8057764|protein_id:XP_021311033.1	GO:0016021
gene:LOC8069197|protein_id:XP_002439031.1	GO:0003700; GO:0006355
gene:LOC8055623|protein_id:XP_002467467.1	GO:0042744; GO:0020037; GO:0006979; GO:0004601; GO:0055114
gene:LOC110430251|protein_id:XP_021303246.1	GO:0003677
gene:LOC8062928|protein_id:XP_002466593.1	GO:0050482; GO:0006644; GO:0004623
gene:LOC8072576|protein_id:XP_002436566.1	GO:0005515
gene:LOC8063890|protein_id:XP_002462665.1	GO:0019243; GO:0004416
gene:LOC8056748|protein_id:XP_002466696.1	GO:0005525; GO:0003924
gene:LOC8065810|protein_id:XP_002467010.1	GO:0055114; GO:0016630
gene:LOC8081475|protein_id:XP_002465458.1	GO:0004358; GO:0006526
gene:LOC8060800|protein_id:XP_002455195.1	GO:0006629; GO:0016627; GO:0005737; GO:0016021
gene:LOC110436748|protein_id:XP_021319867.1	GO:0004857
gene:LOC8085218|protein_id:XP_002451402.1	GO:0005524; GO:0004672; GO:0006468; GO:0005515
gene:LOC8083477|protein_id:XP_021306258.1	GO:0016020; GO:0005524; GO:0016887
gene:LOC8059512|protein_id:XP_002468679.1	GO:0006486; GO:0016757
gene:LOC8084912|protein_id:XP_002465459.1	GO:0003677; GO:0046982; GO:0000786; GO:0005634
gene:LOC8065977|protein_id:XP_002447441.1	GO:0003676
gene:LOC8080927|protein_id:XP_002440668.1	GO:0004129; GO:0005743; GO:0005751
gene:LOC8063743|protein_id:XP_021308858.1	GO:0046983
gene:LOC8058236|protein_id:XP_002458234.1	GO:0016020; GO:0005216; GO:0005249; GO:0055085; GO:0006811; GO:0006813; GO:0005515
gene:LOC8076468|protein_id:XP_002447328.1	GO:0016630; GO:0055114
gene:LOC8061424|protein_id:XP_002466235.1	GO:0016021
gene:LOC8081722|protein_id:XP_021308921.1	GO:0005515
gene:LOC8073930|protein_id:XP_021314626.1	GO:0006508; GO:0004252
gene:LOC8081935|protein_id:XP_021316189.1	GO:0006355; GO:0005634; GO:0005524
gene:LOC8066696|protein_id:XP_021317820.1	GO:0005488
gene:LOC8076274|protein_id:XP_002442888.1	GO:0004553; GO:0005975; GO:0030246
gene:LOC8069642|protein_id:XP_002445108.1	GO:0046872
gene:LOC8073436|protein_id:XP_021318372.1	GO:0003677
gene:LOC110431618|protein_id:XP_021306471.1	GO:0004523; GO:0003676
gene:LOC8077305|protein_id:XP_021304850.1	GO:0009055; GO:0051536; GO:0051537
gene:LOC8079274|protein_id:XP_002456414.1	GO:0005634; GO:0008270; GO:0018024; GO:0005515; GO:0034968
gene:LOC110432834|protein_id:XP_021309425.1	GO:0016020; GO:0030244; GO:0016760
gene:LOC8061490|protein_id:XP_002438140.1	GO:0019843; GO:0005622; GO:0003723
gene:LOC8067918|protein_id:XP_021304906.1	GO:0043531
gene:LOC8084673|protein_id:XP_021315404.1	GO:0005524; GO:0004672; GO:0006468
gene:LOC8062962|protein_id:XP_002466634.2	GO:0005515
gene:LOC8060164|protein_id:XP_021319457.1	GO:0007165; GO:0000159; GO:0005488; GO:0019888
gene:LOC8055129|protein_id:XP_002467426.1	GO:0004366; GO:0016746; GO:0008152; GO:0006650
gene:LOC8075725|protein_id:XP_002452570.1	GO:0016020; GO:0022857; GO:0055085
gene:LOC8085240|protein_id:XP_002465593.1	GO:0006412; GO:0005515; GO:0003735; GO:0005840
gene:LOC8065302|protein_id:XP_002441605.1	GO:0016787
gene:LOC8082728|protein_id:XP_002452964.1	GO:0050662; GO:0016857; GO:0005975; GO:0003824
gene:LOC8068330|protein_id:XP_002451170.1	GO:0005215; GO:0022857; GO:0016020; GO:0016021; GO:0055085
gene:LOC8082382|protein_id:XP_002456469.1	GO:0005515
gene:LOC8067188|protein_id:XP_021301413.1	GO:0016779
gene:LOC8078174|protein_id:XP_002455508.2	GO:0030599; GO:0005618; GO:0042545
gene:LOC8080089|protein_id:XP_002440045.1	GO:0005524; GO:0016301
gene:LOC8067083|protein_id:XP_021314638.1	GO:0005515
gene:LOC8081148|protein_id:XP_002461493.1	GO:0005524; GO:0005509; GO:0006468; GO:0004672
gene:LOC8081135|protein_id:XP_002459360.1	GO:0016788; GO:0016888
gene:LOC8072875|protein_id:XP_021301441.1	GO:0009116; GO:0005524; GO:0008152; GO:0016301
gene:LOC8061821|protein_id:XP_021312229.1	GO:0004672; GO:0006468; GO:0005524
gene:LOC8062940|protein_id:XP_002466606.1	GO:0016758; GO:0008152
gene:LOC8072543|protein_id:XP_002441217.1	GO:0006486; GO:0016757
gene:LOC8068076|protein_id:XP_002442329.1	GO:0016272; GO:0006457
gene:LOC110431824|protein_id:XP_021307151.1	GO:0016765
