Feature	GO
XP_643080.1	GO:0006468; GO:0005524; GO:0004842; GO:0004672
XP_638767.1	GO:0003676
XP_629694.1	GO:0008152; GO:0006629
XP_645596.1	GO:0006468; GO:0005524; GO:0004672
XP_635108.1	GO:0044237
XP_636525.1	GO:0004674; GO:0004672; GO:0005524; GO:0006468
XP_629684.1	GO:0005524; GO:0006468; GO:0004672
XP_638381.1	GO:0003824; GO:0008152
XP_643934.1	GO:0005634
XP_635719.1	GO:0005524; GO:0004329
XP_645986.1	GO:0005515
XP_643601.1	GO:0003676; GO:0005524
XP_629635.1	GO:0005634
XP_639944.1	GO:0015035; GO:0006662; GO:0045454
XP_628785.1	GO:0003676; GO:0015074
XP_637938.2	GO:0046488; GO:0016307
XP_636618.1	GO:0005515
XP_645025.1	GO:0005622; GO:0015629; GO:0003779; GO:0030042
XP_637313.1	GO:0015743
XP_647295.1	GO:0005737; GO:0033925
XP_639272.1	GO:0051056; GO:0005096
XP_646491.1	GO:0048193; GO:0005783
XP_636554.1	GO:0016021; GO:0005789
XP_640169.1	GO:0005525; GO:0003924; GO:0007264; GO:0005622
XP_644813.1	GO:0006468; GO:0005524; GO:0004672
XP_628929.1	GO:0008168; GO:0008171
XP_643099.1	GO:0016491
XP_640894.1	GO:0000902
XP_639351.1	GO:0000982; GO:0046983; GO:0045944; GO:0003677; GO:0000987
XP_643567.1	GO:0006468; GO:0005524; GO:0004672
XP_645750.1	GO:0003676
XP_642138.1	GO:0005784; GO:0006886
XP_638872.1	GO:0004017; GO:0016776; GO:0005524; GO:0019205; GO:0006139; GO:0006172
XP_640149.1	GO:0005840; GO:0006412; GO:0003735; GO:0005622
NP_050087.1	GO:0005840; GO:0006412; GO:0003735
XP_646612.1	GO:0005634
XP_637574.1	GO:0004003; GO:0005524; GO:0016818; GO:0008026; GO:0003677; GO:0003676; GO:0006139
XP_639014.1	GO:0005509
XP_635127.1	GO:0005515; GO:0005488
XP_638965.1	GO:0032040
XP_638954.1	GO:0005488; GO:0005515
XP_636781.1	GO:0070273
XP_642024.1	GO:0005975; GO:0004649
XP_635704.1	GO:0003676
XP_635130.1	GO:0005856
XP_638993.1	GO:0005737; GO:0034227
XP_640679.1	GO:0005524
XP_628883.1	GO:0005524; GO:0006468; GO:0004672
XP_640713.1	GO:0016020; GO:0030176; GO:0032469; GO:0005262
XP_642769.1	GO:0071918; GO:0015204; GO:0016021
XP_643487.1	GO:0016021; GO:0055085
XP_638094.1	GO:0008654; GO:0004512; GO:0006021
XP_646604.1	GO:0050662; GO:0003824; GO:0009226; GO:0016491
XP_643023.1	GO:0005515
XP_645228.1	GO:0016020; GO:0003830; GO:0006487
XP_642497.1	GO:0004583; GO:0005789; GO:0006488
XP_647747.1	GO:0015074; GO:0003677; GO:0006310
XP_629144.1	GO:0042626; GO:0055085; GO:0016021; GO:0005524; GO:0016887
XP_642503.1	GO:0046537; GO:0003824; GO:0046872; GO:0008152
XP_642184.1	GO:0005515
XP_643640.1	GO:0048500; GO:0008312; GO:0003924; GO:0006614; GO:0005525
XP_641698.1	GO:0003723; GO:0005488
XP_643115.1	GO:0005525; GO:0003924
XP_636493.1	GO:0055085
XP_639880.1	GO:0005515
XP_639311.1	GO:0005515
XP_640582.1	GO:0005840; GO:0006412; GO:0022625; GO:0003735; GO:0005622
XP_640663.1	GO:0005488
XP_635645.1	GO:0005634; GO:0051726
XP_001134499.1	GO:0008236
XP_640636.2	GO:0016849; GO:0035556; GO:0009190
XP_642122.1	GO:0055114; GO:0004616; GO:0016491; GO:0006098
XP_641531.1	GO:0003677; GO:0006259; GO:0005524; GO:0006265; GO:0003918
XP_642246.1	GO:0005215; GO:0016021; GO:0022857; GO:0016020; GO:0055085
XP_642089.1	GO:0046873; GO:0030001; GO:0055085; GO:0016020
XP_643920.1	GO:0006351; GO:0070176; GO:0007049
XP_647292.1	GO:0005622; GO:0003924; GO:0005525; GO:0003746; GO:0006414
XP_637561.1	GO:0007264; GO:0005515; GO:0005622; GO:0003924; GO:0005525
XP_647039.1	GO:0006665; GO:0005764; GO:0006629
XP_641094.1	GO:0008270; GO:0006355; GO:0043565; GO:0003700
XP_640503.1	GO:0005515
XP_635413.1	GO:0005515
XP_646835.1	GO:0046872
XP_642280.1	GO:0004725; GO:0016311
XP_637521.1	GO:0003700; GO:0043565; GO:0008270; GO:0006355
XP_641380.1	GO:0005525; GO:0003924
XP_635950.1	GO:0008168; GO:0008152
XP_641250.1	GO:0005515
XP_642419.1	GO:0005488
XP_637946.1	GO:0005524; GO:0016887
XP_644898.2	GO:0005488; GO:0005515
XP_642882.1	GO:0005515; GO:0008289
XP_636957.2	GO:0098655; GO:0033198; GO:0004931; GO:0005887; GO:0001614
XP_641851.1	GO:0005509
XP_644655.1	GO:0008168
XP_644027.1	GO:0016772
XP_637017.1	GO:0004866
XP_639922.1	GO:0031625; GO:0031461; GO:0006511
XP_643772.1	GO:0006421; GO:0005524; GO:0004812; GO:0005737; GO:0003676; GO:0004816; GO:0006418; GO:0000166
XP_640745.1	GO:0016021; GO:0004252
XP_636946.1	GO:0016301
XP_643785.1	GO:0008152; GO:0003824
XP_646078.1	GO:0005515
XP_646416.1	GO:0007165; GO:0043087; GO:0005089; GO:0035023
XP_637560.1	GO:1901135; GO:1901137; GO:0097367; GO:0004360
XP_645636.1	GO:0006367; GO:0005669
XP_641764.1	GO:0016020
XP_640818.1	GO:0016020
XP_637469.1	GO:0016772; GO:0006388
XP_636512.1	GO:0003779; GO:0000902; GO:0007010
XP_639034.1	GO:0005515
XP_001732981.1	GO:0003824; GO:0010181; GO:0055114; GO:0016491
XP_646558.1	GO:0004865; GO:0032515
XP_635677.1	GO:0005622; GO:0003779
XP_643688.1	GO:0006464
XP_635873.1	GO:0003735; GO:0006412; GO:0015934
XP_645311.1	GO:0000184
XP_641315.1	GO:0005515
XP_639349.1	GO:0006729; GO:0008124
XP_645929.1	GO:0050660; GO:0016491; GO:0055114; GO:0003824; GO:0016614
XP_635808.1	GO:0032012; GO:0005086
XP_629708.1	GO:0006546; GO:0005515; GO:0004047
XP_635840.1	GO:0016021
XP_641870.1	GO:0003743; GO:0003723; GO:0005852; GO:0006413; GO:0031369
XP_638776.1	GO:0005515
XP_635533.1	GO:0005525; GO:0003924
XP_644903.1	GO:0016491
XP_636529.1	GO:0005524; GO:0006468; GO:0004672; GO:0006397; GO:0004540
XP_639214.1	GO:0008270; GO:0005622
XP_639086.1	GO:0005515
XP_638154.1	GO:0004672; GO:0006468; GO:0005524
XP_645830.1	GO:0016491; GO:0016209; GO:0055114; GO:0045454
XP_636430.1	GO:0005622; GO:0003735; GO:0005840; GO:0006412
XP_640969.1	GO:0000287; GO:0016868; GO:0005975; GO:0071704
XP_647212.1	GO:0031461; GO:0006511; GO:0031625
XP_643548.1	GO:0005488
XP_647667.1	GO:0008017; GO:0005515; GO:0003777; GO:0005524; GO:0007018
XP_645182.1	GO:0005515
XP_001134547.1	GO:0005622; GO:0008270
XP_642609.1	GO:0004672; GO:0006468; GO:0005524
XP_629902.1	GO:0005515
XP_639310.1	GO:0006508; GO:0016020; GO:0008236; GO:0016021
XP_636159.1	GO:0003713; GO:0005643; GO:0006406; GO:0000124; GO:0045893
XP_636542.1	GO:0003723; GO:0003676
XP_640727.1	GO:0005801; GO:0016020; GO:0006886
XP_640456.1	GO:0005524; GO:0006457; GO:0051082
XP_629945.1	GO:0005515; GO:0006471; GO:0003950
XP_641525.1	GO:0005515; GO:0008017
XP_629347.1	GO:0003723; GO:0003735; GO:0005840; GO:0015935; GO:0006412
XP_637849.1	GO:0055114; GO:0016491
XP_642738.1	GO:0005515
XP_638318.1	GO:0032509; GO:0000813
XP_642671.2	GO:0016192; GO:0016020
XP_640010.1	GO:0016491
XP_638395.1	GO:0007034
XP_636817.1	GO:0005515
XP_635258.1	GO:0006396; GO:0004525
XP_641099.1	GO:0008270; GO:0006355; GO:0043565; GO:0003700
XP_001134542.1	GO:0016779; GO:0003887; GO:0034061; GO:0003677; GO:0005634; GO:0006281
XP_645350.1	GO:0003899; GO:0006351; GO:0008270; GO:0003677
XP_638951.1	GO:0000413; GO:0005515; GO:0003755; GO:0006457
XP_635325.1	GO:0005515
XP_636901.1	GO:0008270
XP_644187.1	GO:0005509
XP_643223.1	GO:0006364; GO:0032040; GO:0005515
XP_629330.1	GO:0003677
XP_637283.1	GO:0019290
XP_638574.1	GO:0016491
XP_636663.1	GO:0005515; GO:0045454
XP_642893.1	GO:0004672; GO:0005524; GO:0006468
XP_639169.1	GO:0005515; GO:0016787
XP_646870.1	GO:0005515
XP_638692.1	GO:0046872
XP_637111.1	GO:0005509
XP_636422.1	GO:0005524; GO:0005737; GO:0030163; GO:0016787
XP_641270.1	GO:0003824
XP_629202.1	GO:0005089; GO:0005515; GO:0035023
XP_629544.1	GO:0055114; GO:0004616; GO:0051287; GO:0008442; GO:0016491
XP_639023.2	GO:0003676; GO:0003743; GO:0003723; GO:0005852; GO:0031369; GO:0005515; GO:0006413
XP_638966.1	GO:0003676
XP_642722.1	GO:0005840; GO:0006412; GO:0003735; GO:0005622
