Feature	GO
XP_005164260.1	GO:0003677; GO:0006355; GO:0003700; GO:0005634
NP_001025360.1	GO:0016705; GO:0020037; GO:0005506; GO:0055114; GO:0004497
NP_001139039.1	GO:0003723; GO:0000178
XP_005160372.1	GO:0080025; GO:0035091
NP_001307461.1	GO:0004843; GO:0016579
XP_005168747.1	GO:0005515
XP_021333929.1	GO:0046872; GO:0005515; GO:0016787
XP_009290985.2	GO:0007283
XP_005158276.1	GO:0016301
NP_957378.2	GO:0003677
XP_021323507.1	GO:0007186; GO:0016021; GO:0004930
XP_009298659.1	GO:0005524; GO:0004674; GO:0004697; GO:0006468; GO:0035556; GO:0004672
NP_001274024.1	GO:0004842; GO:0061630; GO:0005515; GO:0006511
NP_001093615.1	GO:0007018; GO:0005524; GO:0008017; GO:0003777
NP_998515.1	GO:0007264; GO:0005525; GO:0003924; GO:0005622
XP_005161754.1	GO:0005515
NP_001096667.3	GO:0005922; GO:0007154
XP_017213494.2	GO:0005515
NP_001018392.1	GO:0016020; GO:0005212; GO:0016021
XP_021333353.1	GO:0000786; GO:0005634; GO:0003677; GO:0046982
NP_001007781.1	GO:0016020; GO:0051260
NP_956616.1	GO:0005515
XP_021333392.1	GO:0035023; GO:0005089; GO:0035556
NP_001177414.1	GO:0031625; GO:0031461; GO:0006511
NP_001313331.1	GO:0005515
NP_001112363.1	GO:0004930; GO:0016021; GO:0007186; GO:0038036
XP_001343355.1	GO:0090075; GO:0007200; GO:0045028; GO:0007186; GO:0004930; GO:0030168; GO:0016021
NP_001018629.1	GO:0005576; GO:0006955; GO:0005133
NP_998669.2	GO:0005515; GO:0046983
NP_001166036.1	GO:0005524; GO:0006139; GO:0019205
NP_001315097.1	GO:0019905
XP_017212026.1	GO:0010038
XP_005162967.1	GO:0005215; GO:0015377; GO:0006811; GO:0016020; GO:0015379; GO:0055085; GO:0016021
XP_001341589.4	GO:0004930; GO:0016021; GO:0001594; GO:0007186
NP_001122043.1	GO:0004984; GO:0007186; GO:0016021; GO:0004930
XP_009290780.1	GO:0016020
NP_001007399.1	GO:0005488
NP_997604.2	GO:0005515
XP_002663119.3	GO:0016579; GO:0006511; GO:0004843; GO:0036459
NP_001034720.1	GO:0005515
NP_001007122.1	GO:0004993; GO:0016021; GO:0004930; GO:0007186; GO:0005887
XP_005165804.1	GO:0043087; GO:0007165
XP_009297299.1	GO:0005525
XP_687872.5	GO:0006659
NP_001004018.1	GO:0005515
XP_021335470.1	GO:0046872; GO:0005089; GO:0035023
NP_001017914.3	GO:0008289
XP_005159642.1	GO:0005509
XP_687398.2	GO:0018149; GO:0003810
NP_957249.2	GO:0046983
NP_001313454.1	GO:0005515
XP_021322818.1	GO:0006366; GO:0046982
XP_005163690.1	GO:0046872
XP_021333677.1	GO:0016849; GO:0009190; GO:0005524; GO:0004672; GO:0016021; GO:0035556; GO:0006468
XP_021331616.1	GO:0005216; GO:0055085; GO:0005891; GO:0006811; GO:0016020; GO:0005245; GO:0070588
NP_957314.1	GO:0016020; GO:0046658; GO:0009966; GO:0043395
XP_017211229.1	GO:0003676
NP_958906.2	GO:0003824; GO:0009448; GO:0030170; GO:0003867; GO:0008483
XP_021333692.1	GO:0005515; GO:0071949
XP_009290185.1	GO:0016021; GO:0055085; GO:0005432; GO:0016020; GO:0007154; GO:0006816
XP_021334316.1	GO:0000159; GO:0005515; GO:0019888
NP_001107111.1	GO:0005576; GO:0006955; GO:0008009
XP_017209591.1	GO:0016491; GO:0055114
NP_998333.1	GO:0005634; GO:0003677; GO:0000785; GO:0006355
XP_021325364.1	GO:0005515
NP_001002866.1	GO:0006412; GO:0005622; GO:0005840; GO:0003735
XP_687633.5	GO:0016020; GO:0004675; GO:0004672; GO:0006468; GO:0005524
NP_956779.1	GO:0046872; GO:0003676
XP_009297004.1	GO:0005179; GO:0005576
XP_003199456.1	GO:0016307; GO:0046488
NP_001014388.2	GO:0006777; GO:0030170; GO:0003824; GO:0008265; GO:0030151
