Feature	GO
gene:LOC100209669|protein_id:XP_002164337.1	GO:0005525; GO:0016020; GO:0003924; GO:0007165
gene:LOC100197809|protein_id:XP_002163970.1	GO:0003677; GO:0043565; GO:0006355
gene:LOC100208816|protein_id:XP_012557037.1	GO:0005515; GO:0008076; GO:0006811; GO:0016020; GO:0005216; GO:0006813; GO:0051260; GO:0005249; GO:0055085
gene:LOC100211895|protein_id:XP_002166040.1	GO:0007034; GO:0030001
gene:LOC101239351|protein_id:XP_012556977.1	GO:0005515
gene:LOC101236808|protein_id:XP_012563679.1	GO:0015074; GO:0003676
gene:LOC100207720|protein_id:XP_012554784.1	GO:0005524; GO:0008017; GO:0007018; GO:0003777
gene:LOC101240604|protein_id:XP_012558178.1	GO:0005840; GO:0003735; GO:0006412
gene:LOC105848008|protein_id:XP_012563364.1	GO:0004930; GO:0004222; GO:0004888; GO:0006508; GO:0008237; GO:0007186; GO:0016021; GO:0007166
gene:LOC100207048|protein_id:XP_002165507.1	GO:0003678; GO:0005524
gene:LOC105846939|protein_id:XP_012561590.1	GO:0003677
gene:LOC105844336|protein_id:XP_012556306.1	GO:0003677
gene:LOC101238785|protein_id:XP_012560572.1	GO:0016020; GO:0005247; GO:0055085; GO:0006821
gene:LOC100204685|protein_id:XP_012554174.1	GO:0005515
gene:LOC105849785|protein_id:XP_012565677.1	GO:0007186; GO:0016021; GO:0007166; GO:0004930; GO:0004888
gene:LOC105848392|protein_id:XP_012563940.1	GO:0003676
gene:LOC100214227|protein_id:XP_002166153.2	GO:0005524; GO:0006457; GO:0051082
gene:LOC101237497|protein_id:XP_004205608.2	GO:0005515; GO:0003723
gene:LOC100210454|protein_id:XP_002159683.2	GO:0036297; GO:0043240
gene:LOC100200680|protein_id:XP_012565196.1	GO:0006228; GO:0004550; GO:0006165; GO:0006241; GO:0006183
gene:LOC101234618|protein_id:XP_012559627.1	GO:0003676
gene:LOC100209327|protein_id:XP_012557503.1	GO:0005515
gene:LOC100208476|protein_id:XP_012557634.1	GO:0005515
gene:LOC105846952|protein_id:XP_012561616.1	GO:0005515
gene:LOC100206326|protein_id:XP_002153825.2	GO:0005515
gene:LOC100209303|protein_id:XP_012566869.1	GO:0007165; GO:0005515
gene:LOC100205526|protein_id:XP_002166236.2	GO:0006313; GO:0003677; GO:0015074
gene:LOC101240586|protein_id:XP_004212565.1	GO:0043087; GO:0007165
gene:LOC101240972|protein_id:XP_012559446.1	GO:0046872; GO:0005515
gene:LOC100211766|protein_id:XP_012557006.1	GO:0016491; GO:0055114
gene:LOC101235972|protein_id:XP_012560925.1	GO:0070588; GO:0005509; GO:0005245; GO:0055085; GO:0006811; GO:0005216; GO:0016020; GO:0005891
gene:hywnt16|protein_id:XP_002170119.1	GO:0016055; GO:0007275; GO:0005576; GO:0005102
gene:LOC100206500|protein_id:XP_012561264.1	GO:0005576
gene:LOC100208664|protein_id:XP_002155561.2	GO:0016491
gene:LOC105848676|protein_id:XP_012564320.1	GO:0005515; GO:0042981
gene:LOC100210997|protein_id:XP_012562420.1	GO:0005524; GO:0003676
gene:LOC105847411|protein_id:XP_012562438.1	GO:0005515
gene:LOC100204193|protein_id:XP_012560614.1	GO:0006006; GO:0055114; GO:0004345; GO:0016614; GO:0050661
gene:LOC100198963|protein_id:XP_012555469.1	GO:0055114; GO:0020037; GO:0016705; GO:0005506
gene:LOC100211388|protein_id:XP_012563543.1	GO:0016887; GO:0005524
gene:LOC100206255|protein_id:XP_012558574.1	GO:0005179; GO:0005576
gene:LOC100200894|protein_id:XP_012563163.1	GO:0016020
gene:LOC101235975|protein_id:XP_004211216.1	GO:0003676; GO:0015074
gene:LOC100212261|protein_id:XP_002154232.1	GO:0003723; GO:0008168
gene:LOC101235496|protein_id:XP_004210016.1	GO:0004672; GO:0006468; GO:0005524
gene:LOC100214554|protein_id:XP_012556008.1	GO:0043565; GO:0003677; GO:0006355
gene:LOC100210341|protein_id:XP_002169271.2	GO:0005089; GO:0035023
gene:LOC100214482|protein_id:XP_012561531.1	GO:0005524; GO:0016887
gene:LOC100200323|protein_id:XP_012560287.1	GO:0003676; GO:0005524
gene:LOC100212910|protein_id:XP_012553863.1	GO:0046983
gene:LOC101237385|protein_id:XP_012556085.1	GO:0046983
gene:LOC105845928|protein_id:XP_012559640.1	GO:0003676
gene:LOC105844362|protein_id:XP_012556351.1	GO:0006281; GO:0003678; GO:0000723
gene:LOC101236931|protein_id:XP_012563739.1	GO:0005576; GO:0030414
gene:LOC100209445|protein_id:XP_012556705.1	GO:0016020; GO:0005525; GO:0007165; GO:0003924
gene:LOC100207436|protein_id:XP_004211759.2	GO:0005887; GO:0022857; GO:0016021; GO:0055085
gene:LOC100201022|protein_id:XP_012554905.1	GO:0005509; GO:0016020
gene:LOC100202507|protein_id:XP_002163401.1	GO:0005509
gene:LOC100201209|protein_id:XP_002169219.2	GO:0006289; GO:0043161; GO:0005634; GO:0005515; GO:0003684
gene:copb|protein_id:XP_012555742.1	GO:0030126; GO:0005198; GO:0030117; GO:0005737; GO:0016192; GO:0006886
gene:LOC100215630|protein_id:XP_012563294.1	GO:0005515
gene:LOC100201147|protein_id:XP_012556582.1	GO:0004563; GO:0005975; GO:0004553
gene:LOC100213960|protein_id:XP_002162550.1	GO:0005525
gene:LOC105846672|protein_id:XP_012561109.1	GO:0005737; GO:0006886
gene:LOC100209159|protein_id:XP_002158860.1	GO:0005515; GO:0003779; GO:0031032
gene:LOC100215643|protein_id:XP_012558460.1	GO:0003676
gene:LOC101240872|protein_id:XP_004212310.2	GO:0003676
gene:LOC100198504|protein_id:XP_012555020.1	GO:0005737; GO:0006548; GO:0016841; GO:0004397; GO:0003824
gene:LOC101238778|protein_id:XP_004208226.2	GO:0008378; GO:0006486; GO:0016020
gene:LOC100209405|protein_id:XP_002158942.2	GO:0003824; GO:0016853; GO:0046872; GO:0031419; GO:0016866; GO:0004494
gene:LOC105846323|protein_id:XP_012560396.1	GO:0005515; GO:0007165
gene:LOC100209776|protein_id:XP_012566375.1	GO:0071704; GO:0005975; GO:0000287; GO:0016868
gene:LOC100199952|protein_id:XP_002156225.1	GO:0016491
gene:LOC100200590|protein_id:XP_002163202.3	GO:0016787
gene:LOC101236068|protein_id:XP_012553483.1	GO:0030246
gene:LOC101238103|protein_id:XP_012566215.1	GO:0055085; GO:0015267; GO:0016020
gene:LOC100204029|protein_id:XP_002156467.1	GO:0016021
gene:LOC101237253|protein_id:XP_004211265.1	GO:0046983
gene:LOC101234883|protein_id:XP_012564456.1	GO:0016757
gene:LOC105844504|protein_id:XP_012556650.1	GO:0004930; GO:0016021; GO:0007186
gene:LOC100213457|protein_id:XP_012561241.1	GO:0016791; GO:0016311; GO:0004725; GO:0006470
gene:LOC100215158|protein_id:XP_002157250.1	GO:0016491; GO:0055114
gene:LOC100210038|protein_id:XP_012558123.1	GO:0005509
gene:LOC100205004|protein_id:XP_012560779.1	GO:0016021; GO:0005230; GO:0006811; GO:0034220; GO:0005216; GO:0004888
gene:LOC100198489|protein_id:XP_002161928.1	GO:0003677
gene:LOC100203525|protein_id:XP_002159742.1	GO:0055085; GO:0016021; GO:0016020; GO:0022857
gene:LOC100200928|protein_id:XP_012559154.1	GO:0016020; GO:0015018
gene:LOC105843594|protein_id:XP_012554617.1	GO:0000723; GO:0003678; GO:0006281
gene:LOC100201054|protein_id:XP_002165809.1	GO:0005515
gene:LOC105846216|protein_id:XP_012560156.1	GO:0008270; GO:0004222
gene:LOC100198670|protein_id:XP_012560739.1	GO:0005525
gene:LOC100202689|protein_id:XP_002167784.2	GO:0055085; GO:0006811; GO:0005216; GO:0016020
gene:LOC100197145|protein_id:XP_002165477.2	GO:0005515
gene:LOC101235457|protein_id:XP_012555690.1	GO:0045454; GO:0051920; GO:0055114; GO:0016491; GO:0016209
gene:LOC100200484|protein_id:XP_012559691.1	GO:0007165; GO:0006629; GO:0008081; GO:0005509; GO:0004435; GO:0035556
gene:LOC101236624|protein_id:XP_004211423.1	GO:0046983
gene:LOC105845593|protein_id:XP_012558978.1	GO:0015074; GO:0003676
gene:LOC100208013|protein_id:XP_002170030.2	GO:0003824
gene:LOC100206552|protein_id:XP_012562048.1	GO:0005524
gene:LOC101240751|protein_id:XP_012565602.1	GO:0006281; GO:0003678; GO:0000723
gene:LOC100209045|protein_id:XP_012565888.1	GO:0008237; GO:0006508; GO:0004222; GO:0008270; GO:0031012
gene:LOC101240927|protein_id:XP_004211366.1	GO:0046983
gene:LOC100203564|protein_id:XP_002157788.1	GO:0005525; GO:0003924
gene:LOC100200861|protein_id:XP_004209241.2	GO:0005515
gene:LOC100197133|protein_id:XP_012560517.1	GO:0003712; GO:0006357; GO:0016592
gene:LOC100200278|protein_id:XP_012558529.1	GO:0008168; GO:0032259; GO:0003676
gene:LOC101239096|protein_id:XP_004207227.1	GO:0030976
gene:LOC105846409|protein_id:XP_012560585.1	GO:0008270
gene:LOC105849336|protein_id:XP_012565156.1	GO:0008270; GO:0003676
gene:LOC100205001|protein_id:XP_002155579.2	GO:0009982; GO:0003723; GO:0001522; GO:0009451
gene:LOC101235116|protein_id:XP_004205844.1	GO:0016021; GO:0007186; GO:0004930
