Feature	GO
XP_012208289.1	GO:0005524; GO:0004672; GO:0006468; GO:0005515
XP_012199614.1	GO:0005576; GO:0006508; GO:0005515
XP_012204852.1	GO:0006031; GO:0004100
XP_012198111.1	GO:0016746; GO:0008152
XP_012204208.1	GO:0005515
XP_012203489.1	GO:0005509
XP_012199255.1	GO:0005515; GO:0005096
XP_012205758.1	GO:0046872
XP_012210170.1	GO:0008289
XP_012200468.1	GO:0006338; GO:0005634; GO:0006355; GO:0043486
XP_012198673.1	GO:0003887; GO:0003677; GO:0000166; GO:0006260; GO:0008270; GO:0003676; GO:0005634
XP_012211102.1	GO:0004181; GO:0006508; GO:0008270
XP_012195890.1	GO:0005515
XP_012200295.1	GO:0055114; GO:0016620
XP_012195253.1	GO:0005975; GO:0004553; GO:0005515
XP_012204285.1	GO:0005515
XP_012208186.1	GO:0005975; GO:0030248; GO:0005576
XP_012199909.1	GO:0006044; GO:0005975; GO:0004342
XP_012204159.1	GO:0005515
XP_012207715.1	GO:0005515; GO:0044877; GO:0005488; GO:0016301
XP_012195984.1	GO:0003676
XP_012197480.1	GO:0043169; GO:0003824
XP_012201645.1	GO:0005515
XP_012208695.1	GO:0016491; GO:0016620; GO:0008152; GO:0055114
XP_012197200.1	GO:0055114; GO:0005506; GO:0020037; GO:0016705
XP_012201427.1	GO:0005737; GO:0005488; GO:0003743; GO:0005852; GO:0043022; GO:0006446
XP_012207461.1	GO:0016021; GO:0000139; GO:0090481; GO:0015165
XP_012207647.1	GO:0005515
XP_012198766.1	GO:0005515
XP_012197789.1	GO:0016021; GO:0005524; GO:0070588; GO:0005388; GO:0000166; GO:0016020
XP_012201534.1	GO:0016740; GO:0016407
XP_012196731.1	GO:0003676
XP_012205540.1	GO:1901642; GO:0005337; GO:0016021
XP_012199146.1	GO:0003677; GO:0006351; GO:0003899
XP_012206750.1	GO:0000123; GO:0016573
XP_012196702.1	GO:0003777; GO:0005524; GO:0007018; GO:0005515; GO:0003774; GO:0016459; GO:0008017; GO:0046872
XP_012204993.1	GO:0003824; GO:0008152
XP_012194330.1	GO:0006468; GO:0005524; GO:0004672
XP_012207830.1	GO:0005515
XP_012199027.1	GO:0005515
XP_012205368.1	GO:0005783; GO:0045047
XP_012208150.1	GO:0003824; GO:0008152
XP_012194556.1	GO:0016021
XP_012207970.1	GO:0016491
XP_012208698.1	GO:0016021
XP_012193994.1	GO:0008270; GO:0004089; GO:0015976
XP_012204513.1	GO:0006270
XP_012208373.1	GO:0004222
XP_012194701.1	GO:0004930; GO:0007186; GO:0016021
XP_012195030.1	GO:0022857; GO:0016021; GO:0055085
XP_012194816.1	GO:0004843; GO:0005515; GO:0035091
XP_012205798.1	GO:0005509
XP_012209521.1	GO:0007165; GO:0003924; GO:0005525; GO:0016020
XP_012207697.1	GO:0051260
XP_012204446.1	GO:0006508; GO:0004252
XP_012203587.1	GO:0005515
XP_012203724.1	GO:0005515
XP_012204372.1	GO:0006629
XP_012194197.1	GO:0016491
XP_012208854.1	GO:0006355; GO:0006357; GO:0032784
XP_012207432.1	GO:0055114; GO:0020037; GO:0019825; GO:0016491
XP_012199095.1	GO:0005488
XP_012197187.1	GO:0005515
XP_012209817.1	GO:0016307; GO:0046488
XP_012196682.1	GO:0005509
XP_012198511.1	GO:0016763; GO:0101030; GO:0006400; GO:0008479
XP_012212047.1	GO:0003677
XP_012205789.1	GO:0016021; GO:0055085
XP_012197594.1	GO:0004604; GO:0045454; GO:0008152; GO:0055114; GO:0019379; GO:0003824; GO:0009055; GO:0015035
XP_012197464.1	GO:0008242; GO:0016787
XP_012196160.1	GO:0055085; GO:0005891; GO:0005509; GO:0016020; GO:0070588; GO:0005216; GO:0005245; GO:0006811
XP_012196386.1	GO:0008017; GO:0007018; GO:0005524; GO:0003777
XP_012209636.1	GO:0005515
XP_012211479.1	GO:0005515
XP_012201215.1	GO:0006508; GO:0008234
XP_012198977.1	GO:0005515
XP_012195905.1	GO:0005515
XP_012206471.1	GO:0055114; GO:0010181; GO:0003824; GO:0016491
XP_012197753.1	GO:0003676
XP_012206002.1	GO:0005515
XP_012196564.1	GO:0008033
XP_012197884.1	GO:0008152; GO:0016491
XP_012204140.1	GO:0008173; GO:0006396; GO:0003723
XP_012195641.1	GO:0008081; GO:0006281; GO:0005634
XP_012210114.1	GO:0005515
XP_012207751.1	GO:0005525; GO:0005622
XP_012208293.1	GO:0006468; GO:0005515; GO:0005524; GO:0004672
XP_012210789.1	GO:0016020; GO:0007155; GO:0004222; GO:0006508
XP_012209546.1	GO:0005515
XP_012198905.1	GO:0042626; GO:0005524; GO:0016021; GO:0055085; GO:0016887
XP_012194258.1	GO:0016832; GO:0004332; GO:0003824; GO:0006096; GO:0008270; GO:0005975
XP_012195531.1	GO:0005515
XP_012196834.1	GO:0006807
XP_012196038.1	GO:0004843; GO:0005515
XP_012212858.1	GO:0005515
XP_012205827.1	GO:0030286; GO:0007017
XP_012207460.1	GO:0016491
XP_012200885.1	GO:0004672; GO:0006468; GO:0005524
XP_012204332.1	GO:0004114; GO:0005515; GO:0007165; GO:0008081
XP_012195143.1	GO:0005515
XP_012205568.1	GO:0003676
XP_012200274.1	GO:0046982
XP_012194007.1	GO:0005524; GO:0007018; GO:0003777; GO:0008017; GO:0003774; GO:0016459
XP_012209557.1	GO:0005515
XP_012197906.1	GO:0005524; GO:0016887
XP_012202704.1	GO:0055114; GO:0020037; GO:0005506; GO:0016705
XP_012195210.1	GO:0005085; GO:0007264
XP_012193763.1	GO:0016021
XP_012194540.1	GO:0003723; GO:0004812; GO:0006418; GO:0006437; GO:0005524; GO:0005737; GO:0000166; GO:0004831
XP_012209427.1	GO:0005509; GO:0005515
XP_012213623.1	GO:0055114; GO:0051287; GO:0016651; GO:0048038
XP_012203909.1	GO:0015095; GO:0015693; GO:0016021
XP_012196427.1	GO:0008017; GO:0003777; GO:0005524; GO:0007018
XP_012205632.1	GO:0005515
XP_012198583.1	GO:0005515
XP_012207906.1	GO:0005515
XP_012195314.1	GO:0008236; GO:0006508
XP_012203438.1	GO:0006825; GO:0005507; GO:0016531; GO:0005758
XP_012206930.1	GO:0008270
XP_012206787.1	GO:0004407; GO:0016575
XP_012196943.1	GO:0005515
XP_012197687.1	GO:0006508; GO:0004252; GO:0008236
XP_012204497.1	GO:0016021; GO:0008250; GO:0004579
XP_012210018.1	GO:0035091
XP_012203603.1	GO:0003676; GO:0003723; GO:0008168; GO:0016428; GO:0008270
XP_012202506.1	GO:0004329; GO:0005524
XP_012204560.1	GO:0004672; GO:0005524; GO:0006468
XP_012205047.1	GO:0045454
XP_012201839.1	GO:0050660; GO:0016627; GO:0055114; GO:0003995
XP_012197046.1	GO:0004672; GO:0005524; GO:0006468
XP_012203033.1	GO:0005515
XP_012205648.1	GO:0005524; GO:0006468; GO:0004672
XP_012194343.1	GO:0009226; GO:0050662; GO:0016491; GO:0003824
XP_012205316.1	GO:0005515
XP_012197602.1	GO:0008289
XP_012193776.1	GO:0046872
XP_012195106.1	GO:0003676
XP_012193641.1	GO:0005515
XP_012204799.1	GO:0004672; GO:0006468; GO:0005524
XP_012200969.1	GO:0016192
XP_012203307.1	GO:0008168
XP_012196236.1	GO:0008168; GO:0005730
