Feature	GO
XP_011392595.1	GO:0003777; GO:0007018; GO:0008017; GO:0005515; GO:0005524
XP_011388195.1	GO:0030729; GO:0008152; GO:0003824; GO:0006629
XP_011387862.1	GO:0016805; GO:0006508
XP_011391527.1	GO:0005515
XP_011388422.1	GO:0005524; GO:0004672; GO:0006468
XP_011389182.1	GO:0003729; GO:0005685; GO:0006376
XP_011391193.1	GO:0055085; GO:0022857; GO:0016020
XP_011388645.1	GO:0004707; GO:0006468; GO:0004672; GO:0005524
XP_011386435.1	GO:0032040
XP_011391959.1	GO:0048193; GO:0030008
XP_011392464.1	GO:0004252; GO:0008236; GO:0006508
XP_011391883.1	GO:0005515
XP_011391279.1	GO:0005506; GO:0051536; GO:0016226
XP_011387851.1	GO:0003676; GO:0003887; GO:0003677; GO:0000166
XP_011392681.1	GO:0006355; GO:0030015; GO:0005634
XP_011386690.1	GO:0015935; GO:0003735; GO:0006412; GO:0003723
XP_011391582.1	GO:0016021; GO:0055085
XP_011386013.1	GO:0005975; GO:0003824
XP_011391859.1	GO:0006488; GO:0005789; GO:0004583
XP_011388731.1	GO:0016787
XP_011388283.1	GO:0055114; GO:0010181; GO:0003958; GO:0016491
XP_011392543.1	GO:0009298; GO:0005975; GO:0008270; GO:0004476
XP_011391210.1	GO:0008152; GO:0016787
XP_011388989.1	GO:0016021
XP_011387511.1	GO:0005488; GO:0005515
XP_011392630.1	GO:0000105; GO:0005515; GO:0003949; GO:0008152; GO:0003824
XP_011387418.1	GO:0030008; GO:0016192
XP_011391152.1	GO:0055114; GO:0016491
XP_011386631.1	GO:0005515
XP_011391707.1	GO:0007034
XP_011388299.1	GO:0016757
XP_011389621.1	GO:0016021; GO:0005515; GO:0016560; GO:0005777
XP_011392378.1	GO:0005622; GO:0003735; GO:0005840; GO:0006412
XP_011387634.1	GO:0046872
XP_011389100.1	GO:0048208
XP_011386638.1	GO:0030001; GO:0055085; GO:0046873; GO:0016020
XP_011389650.1	GO:0008152; GO:0003824
XP_011386882.1	GO:0004827; GO:0006433; GO:0005524; GO:0002161; GO:0004812; GO:0006418; GO:0005737; GO:0000166
XP_011389252.1	GO:0016021; GO:0005215; GO:0055085
XP_011390634.1	GO:0005975; GO:0005737; GO:0003824; GO:0004801; GO:0006098
XP_011386313.1	GO:0005975; GO:0004553
XP_011388359.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
XP_011386332.1	GO:0000981; GO:0005634; GO:0008270; GO:0006355
XP_011390112.1	GO:0006355; GO:0003700
XP_011390813.1	GO:0006281; GO:0003906; GO:0005634; GO:0003677; GO:0003824; GO:0006284; GO:0006285; GO:0019104
XP_011392766.1	GO:0022857; GO:0016021; GO:0005215; GO:0055085
XP_011391065.1	GO:0005488
XP_011392106.1	GO:0005515
XP_011390418.1	GO:0003824
XP_011387700.1	GO:0005515
XP_011386655.1	GO:0005488
XP_011391004.1	GO:0016614; GO:0055114; GO:0016491; GO:0050660
XP_011390697.1	GO:0003924; GO:0005525
XP_011386051.1	GO:0004842
XP_011388641.1	GO:0006351; GO:0003899; GO:0005665; GO:0046983; GO:0003677; GO:0006366; GO:0001055
XP_011386763.1	GO:0009055
XP_011388876.1	GO:0005515; GO:0005737
XP_011387304.1	GO:0055085; GO:0016021
XP_011390236.1	GO:0005515
XP_011390066.1	GO:0030131; GO:0006886; GO:0016192
XP_011391832.1	GO:0016491
XP_011389811.1	GO:0006886; GO:0030117; GO:0016192; GO:0005488; GO:0030123
XP_011392159.1	GO:0003677; GO:0046983
XP_011386224.1	GO:0042254; GO:0000027; GO:0005622
XP_011388555.1	GO:0015703; GO:0015109
XP_011387166.1	GO:0006508; GO:0004197
XP_011391804.1	GO:0004129
XP_011391419.1	GO:0016021; GO:0055085; GO:0006812; GO:0008324
XP_011387819.1	GO:0055114; GO:0016491
XP_011389553.1	GO:0070569; GO:0008152
XP_011390733.1	GO:0003676
XP_011386922.1	GO:0016021; GO:0032977
XP_011388699.1	GO:0005515
XP_011388429.1	GO:0005524; GO:0006431; GO:0004812; GO:0004825; GO:0005737; GO:0006418; GO:0000166
XP_011389471.1	GO:0004553; GO:0005975
XP_011389610.1	GO:0030123; GO:0015031; GO:0030117; GO:0006886; GO:0016192; GO:0005488
XP_011388964.1	GO:0003677; GO:0003887; GO:0006260
XP_011387698.1	GO:0000103; GO:0005524; GO:0004020
XP_011386762.1	GO:0006366; GO:0046982
XP_011388639.1	GO:0006629; GO:0008374
XP_011391849.1	GO:0005515
XP_011389050.1	GO:0006413; GO:0003743
XP_011391774.1	GO:0070403
XP_011392535.1	GO:0003677; GO:0003899; GO:0006351
XP_011389569.1	GO:0016491; GO:0055114
XP_011389877.1	GO:0005634; GO:0006355; GO:0008270; GO:0003676; GO:0000981; GO:0003677; GO:0006351
XP_011387992.1	GO:0016021; GO:0055085
XP_011390647.1	GO:0005488
XP_011391530.1	GO:0006412; GO:0003735; GO:0005840
XP_011389470.1	GO:0004553; GO:0005975
XP_011386408.1	GO:0003779; GO:0005543
XP_011389212.1	GO:0016020
XP_011386490.1	GO:0050660; GO:0016627; GO:0055114
XP_011388380.1	GO:0006357; GO:0016592; GO:0001104
XP_011391307.1	GO:0016779
XP_011386912.1	GO:0005488; GO:0003779; GO:0030036; GO:0017048
XP_011387030.1	GO:0005622; GO:0003735; GO:0005840; GO:0006412
XP_011390013.1	GO:0003824; GO:0000105; GO:0004401
XP_011391843.1	GO:0005622; GO:0003735; GO:0005840; GO:0006412; GO:0019843
XP_011392643.1	GO:0046982
XP_011392417.1	GO:0005622; GO:0042254
XP_011388812.1	GO:0000398; GO:0000956
XP_011389817.1	GO:0003779
XP_011388815.1	GO:0004609; GO:0008654
XP_011390559.1	GO:0005743; GO:0016651; GO:0022904
XP_011386571.1	GO:0055085; GO:0005215; GO:0016021; GO:0022857
XP_011389303.1	GO:0003924; GO:0005525
XP_011391254.1	GO:0016813; GO:0046872; GO:0006525; GO:0004053
XP_011390759.1	GO:0005634; GO:0006357; GO:0070449
XP_011386000.1	GO:0005737; GO:0016021; GO:0016627; GO:0006629
XP_011389143.1	GO:0006535
XP_011387573.1	GO:0005524; GO:0006468; GO:0004672
XP_011390941.1	GO:0016829; GO:0003824; GO:0008152
XP_011386969.1	GO:0003677
XP_011388333.1	GO:0005524; GO:0016021; GO:0055085; GO:0042626; GO:0016887
XP_011387894.1	GO:0020037; GO:0055114; GO:0004497; GO:0016705; GO:0005506
XP_011391799.1	GO:0016791; GO:0006470; GO:0016311; GO:0008138
XP_011388322.1	GO:0005524; GO:0006468; GO:0004672
XP_011386232.1	GO:0005515
XP_011388476.1	GO:0008152; GO:0008236; GO:0006508; GO:0016787
XP_011388224.1	GO:0006760; GO:0004150; GO:0044237; GO:0042558; GO:0009396; GO:0004156; GO:0003848
XP_011390926.1	GO:0006508; GO:0004185
XP_011390626.1	GO:0005524
XP_011387241.1	GO:0050660; GO:0055114; GO:0016627
XP_011388608.1	GO:0003700; GO:0006355; GO:0043565; GO:0005634
XP_011389066.1	GO:0046907
XP_011389259.1	GO:0046983
XP_011392094.1	GO:0005515
XP_011387190.1	GO:0005488
XP_011391496.1	GO:0070403
XP_011389222.1	GO:0070072
