Feature	GO
XP_004349948.2	GO:0016311; GO:0004725; GO:0008138
XP_004349329.1	GO:0003924; GO:0005525
XP_004363308.2	GO:0005515; GO:0003676
XP_004365857.1	GO:0005515; GO:0005488
XP_004364591.2	GO:0005622; GO:0006508; GO:0004198
XP_004349153.1	GO:0009166; GO:0004930; GO:0016787; GO:0016021; GO:0007186
XP_004364516.2	GO:0008270; GO:0003676
XP_004343185.1	GO:0005515
XP_011270416.1	GO:0003677
XP_004347947.1	GO:0006508; GO:0008236
XP_004342944.2	GO:0032549; GO:0003899; GO:0003677; GO:0006351
XP_004343463.1	GO:0006801; GO:0046872
XP_004348943.1	GO:0005515
XP_004342585.1	GO:0006801; GO:0055114; GO:0046872; GO:0004784
XP_004365154.1	GO:0007010; GO:0003779; GO:0000902
XP_004346818.1	GO:0005525; GO:0003924
XP_011270821.1	GO:0005515
XP_004346232.1	GO:0046856
XP_004363990.1	GO:0052689
XP_004348970.2	GO:0005524
XP_011270899.1	GO:0003677
XP_004349525.1	GO:0016773
XP_004365572.1	GO:0055085
XP_004345164.2	GO:0046983
XP_004349356.1	GO:0005515
XP_004349416.2	GO:0005488
XP_004343064.1	GO:0005488
XP_004364850.1	GO:0003676; GO:0008270
XP_004347676.1	GO:0005665; GO:0003899; GO:0003677; GO:0005634; GO:0006351
XP_004349053.2	GO:0016021
XP_004363508.1	GO:0008375; GO:0006486
XP_004366055.2	GO:0004671; GO:0016021; GO:0006481
XP_004348204.1	GO:0003887; GO:0006260; GO:0003677
XP_004346268.1	GO:0004497; GO:0005506; GO:0055114; GO:0016705; GO:0020037
XP_004363694.1	GO:0016616; GO:0003854; GO:0006694; GO:0055114
XP_004364978.1	GO:0030688; GO:0006364
XP_004349425.2	GO:0016021; GO:0016758; GO:0005783
XP_004363541.2	GO:0005524; GO:0006298; GO:0030983
XP_004343271.1	GO:0000398
XP_004347293.2	GO:0003676
XP_004364270.1	GO:0005743; GO:0055085
XP_004346966.2	GO:0000228; GO:0006338
XP_011270592.1	GO:0016021; GO:0035556
XP_004347629.1	GO:0005515; GO:0035091
XP_004345605.2	GO:0035091
XP_004343246.1	GO:0055085; GO:0016020; GO:0015267
XP_004344336.1	GO:0016787
XP_004349776.2	GO:0055114; GO:0016491
XP_004348024.2	GO:0005515
XP_004346348.1	GO:0003676
XP_004363523.2	GO:0005789
XP_004344302.2	GO:0006166; GO:0009116; GO:0004422; GO:0005737
XP_004365961.1	GO:0006468; GO:0004713; GO:0004672; GO:0005524
XP_004343511.1	GO:0019773; GO:0004175; GO:0005839; GO:0004298; GO:0006511; GO:0051603
XP_004345509.2	GO:0007219; GO:0003682; GO:0045892
XP_004343564.1	GO:0005515
XP_004364306.1	GO:0004483; GO:0006370
XP_004363816.1	GO:0003676
XP_004345111.2	GO:0005488
XP_004346828.1	GO:0016021; GO:0016758; GO:0006506
XP_004346128.2	GO:0006468; GO:0004713; GO:0004672; GO:0005524; GO:0005515
XP_004346804.2	GO:0016887; GO:0005524
XP_004346659.1	GO:0004672; GO:0005524; GO:0006468
XP_004343691.2	GO:0007165; GO:0043087; GO:0005515
XP_004345186.2	GO:0008568; GO:0005524; GO:0051013; GO:0008017
XP_004347536.2	GO:0004175; GO:0004298; GO:0005839; GO:0051603
XP_004363553.2	GO:0005524; GO:0008152; GO:0009116; GO:0016301
XP_004345428.1	GO:0047429; GO:0009143
XP_004366029.2	GO:0055114; GO:0004096; GO:0006979; GO:0020037
XP_004348423.2	GO:0006388; GO:0016772
XP_004345315.1	GO:0016020; GO:0005509
XP_004346707.1	GO:0005506; GO:0051536; GO:0016226
XP_004364660.2	GO:0006482; GO:0051723
XP_004347550.2	GO:0003676
XP_011269953.1	GO:0043087; GO:0007165
XP_004347808.2	GO:0008168; GO:0032259; GO:0001510
XP_004349754.1	GO:0003824; GO:0016021; GO:0038023
XP_004363492.1	GO:0016787; GO:0000287; GO:0030145; GO:0016818; GO:0009132
XP_004364689.1	GO:0003676
XP_004347660.1	GO:0003878; GO:0008152; GO:0048037; GO:0006101; GO:0006085; GO:0003824; GO:0046912
XP_004347508.1	GO:0005515; GO:0004672; GO:0004713; GO:0005524; GO:0006468
XP_004365732.1	GO:0035091
XP_004348152.1	GO:0016746
XP_004347279.1	GO:0010181; GO:0048037
XP_004345584.2	GO:0000166; GO:0016021; GO:0006812; GO:0016887
XP_004344337.1	GO:0016020; GO:0004571; GO:0003824; GO:0005509
XP_004364005.1	GO:0019236; GO:0007186
XP_004365884.2	GO:0035023; GO:0005737; GO:0035556; GO:0005089
XP_004343902.2	GO:0006520; GO:0030170
XP_004345496.2	GO:0005515
XP_004348020.2	GO:0008270
XP_004346780.1	GO:0003899; GO:0003677; GO:0006351
XP_004344971.1	GO:0005515
XP_004346445.1	GO:0046872; GO:0007165
XP_004347334.1	GO:0003700; GO:0006355
XP_004349815.2	GO:0016757
XP_004364661.1	GO:0005488
XP_004345515.2	GO:0008234; GO:0006508
XP_004363892.1	GO:0005515
XP_004349315.1	GO:0005524; GO:0004674; GO:0004672; GO:0006468; GO:0004697; GO:0035556
XP_004365921.2	GO:0046872
XP_004363448.1	GO:0005488
XP_004364202.2	GO:0009058; GO:0016740
XP_004347951.2	GO:0016491; GO:0008270; GO:0055114
XP_004348297.1	GO:0004121; GO:0003824; GO:0071266; GO:0030170
XP_004349076.1	GO:0005515
XP_004364629.2	GO:0005488
XP_004363733.2	GO:0016192; GO:0031982; GO:0005802; GO:0005794; GO:0005525; GO:0003924
XP_004364026.1	GO:0005515
XP_004348977.2	GO:0033596; GO:0051056; GO:0005488; GO:0032007; GO:0005096; GO:0043547
XP_004363402.1	GO:0005622; GO:0003779
XP_004343350.2	GO:0005515
XP_011270447.1	GO:0015116; GO:0008272; GO:0016021
XP_004342957.1	GO:0005515; GO:0005737
XP_004345426.2	GO:0009058; GO:0030170; GO:0003824
XP_004347948.2	GO:0003824; GO:0008152; GO:0000162; GO:0006568; GO:0004834
XP_004365835.1	GO:0055114; GO:0006006; GO:0050661; GO:0016620; GO:0051287
XP_004364458.1	GO:0016787; GO:0003676; GO:0046872
XP_004346114.2	GO:0004497; GO:0005506; GO:0055114; GO:0016705; GO:0020037
XP_004346758.2	GO:0005515
XP_004343043.1	GO:0008152; GO:0030145; GO:0004619; GO:0046872; GO:0006007; GO:0003824; GO:0005737
XP_004343799.1	GO:0005515
XP_004363719.2	GO:0005509; GO:0016020; GO:0055085
XP_004348832.1	GO:0005515
XP_004349340.1	GO:0006986; GO:0016021
XP_004345562.1	GO:0003676
XP_004346662.1	GO:0003824; GO:0008152
XP_004363320.1	GO:0005515; GO:0003746; GO:0006414; GO:0005622
XP_004346291.1	GO:0005515
XP_004340662.2	GO:0004672; GO:0004713; GO:0005524; GO:0006468; GO:0005515
XP_004342636.2	GO:0005524; GO:0004672; GO:0006468
XP_011270912.1	GO:0003677
XP_004347835.1	GO:0016020; GO:0016021
XP_004342584.1	GO:0005515
XP_004345627.1	GO:0046982; GO:0071821
XP_004348996.2	GO:0016021; GO:0016746; GO:0006506
XP_004348217.2	GO:0005524; GO:0004672; GO:0006468
XP_004348847.1	GO:0030286; GO:0016887; GO:0005524; GO:0003777; GO:0007018
XP_004365868.2	GO:0000166; GO:0006434; GO:0005524; GO:0004812; GO:0004828; GO:0005737; GO:0006418
XP_004347581.2	GO:0030001; GO:0007034
XP_004348005.1	GO:0016787
XP_004346449.1	GO:0005515
XP_004364199.2	GO:0005488; GO:0005515; GO:0005085; GO:0007264
XP_004345799.1	GO:0005743; GO:0006122; GO:0005750
XP_004345749.2	GO:0016787; GO:0003677; GO:0005524; GO:0004003; GO:0006367; GO:0006289
XP_004364907.2	GO:0055114; GO:0016491
XP_004365778.2	GO:0046034; GO:1902600; GO:0005524; GO:0033180; GO:0015991
XP_004364109.1	GO:0016020
XP_004343666.1	GO:0005515
XP_004344267.1	GO:0006355; GO:0003700; GO:0043565; GO:0005634
XP_004349332.1	GO:0005515
XP_011270091.1	GO:0003676
XP_004345264.2	GO:0005524; GO:0004674; GO:0004672; GO:0006468
XP_004345240.2	GO:0006281; GO:0004843; GO:0070536; GO:0070552; GO:0070531; GO:0005515
XP_004349173.2	GO:0016021; GO:0015031
XP_004363926.1	GO:0003677; GO:0008094; GO:0006281; GO:0005524
XP_004364092.2	GO:0070652; GO:0051225
XP_004365268.1	GO:0005198; GO:0097428; GO:0051536
XP_004348313.2	GO:0044249; GO:0044237
XP_004344352.1	GO:0005515
XP_004365508.1	GO:0005515
XP_004345765.1	GO:0016787; GO:0046872; GO:0003993
XP_004343283.1	GO:0051536; GO:0097428; GO:0005198
XP_004364685.1	GO:0000786; GO:0003677; GO:0005634; GO:0006334
XP_004364269.2	GO:0005975; GO:0006013; GO:0030246; GO:0004559; GO:0003824
XP_004349871.2	GO:0070897; GO:0006355
XP_004343307.2	GO:0006397; GO:0003676
XP_004346794.1	GO:0048037
XP_004343406.1	GO:0005840; GO:0005622; GO:0006412; GO:0003735
XP_004344366.2	GO:0005488; GO:0005515
XP_004348170.1	GO:0003676
XP_004363313.1	GO:0006812; GO:0008324
XP_011270885.1	GO:0005515
XP_011270395.1	GO:0005515
XP_004363994.2	GO:0008234; GO:0006508
XP_004344235.2	GO:0005515
XP_004364674.2	GO:0005488; GO:0007165; GO:0043087
XP_004365476.2	GO:0007010; GO:0051015; GO:0003779
XP_004345685.1	GO:0008168; GO:0005730
XP_004343286.1	GO:0055085; GO:0008324; GO:0006812
XP_004341228.2	GO:0005515
