Feature	GO
XP_003436252.1	GO:0045892; GO:0005634
XP_319460.3	GO:0006811; GO:0005515; GO:0005216; GO:0055085; GO:0016020
XP_001231003.2	GO:0007165
XP_001237581.1	GO:0006508; GO:0004252
XP_311053.3	GO:0003677; GO:0003700; GO:0007165; GO:0006355
XP_001237135.2	GO:0016491; GO:0055114
XP_001238308.1	GO:0005515
XP_310632.5	GO:0006457; GO:0000413; GO:0003755
XP_317814.4	GO:0017119
XP_003436228.1	GO:0003676; GO:0046872; GO:0008270
XP_310282.6	GO:0055114; GO:0016614; GO:0050660
XP_312283.5	GO:0000166; GO:0016021; GO:0000287; GO:0005524; GO:0004012; GO:0015914
XP_001237856.2	GO:0003676
XP_001688885.1	GO:0006508; GO:0004252
XP_316127.4	GO:0016787
XP_319847.2	GO:0005634; GO:0008270; GO:0003676
XP_310083.4	GO:0003676; GO:0008270; GO:0005634
XP_312561.3	GO:0006351; GO:0003899; GO:0003677
XP_312250.5	GO:0016021
XP_003437016.1	GO:0003700; GO:0006355; GO:0035329
XP_317085.4	GO:0004866; GO:0005615
XP_315817.2	GO:0005622; GO:0003735; GO:0003723; GO:0006412; GO:0015934; GO:0005840
XP_309168.4	GO:0008237; GO:0006508; GO:0004222
XP_565508.1	GO:0005515
XP_317314.3	GO:0043169; GO:0003824; GO:0004721; GO:0000287; GO:0030145
XP_556882.3	GO:0005515
XP_316858.4	GO:0016491
XP_556644.1	GO:0042302
XP_311670.4	GO:0042302
XP_321321.5	GO:0016021; GO:0003677
XP_001689268.1	GO:0008270; GO:0003676
XP_317877.3	GO:0016021; GO:0055085
XP_313681.5	GO:0009312; GO:0005795; GO:0008455; GO:0016021
XP_552698.3	GO:0004252; GO:0006508
XP_315076.1	GO:0008152; GO:0016491
XP_557449.3	GO:0006952
XP_322002.5	GO:0005215; GO:0022857; GO:0016021; GO:0055085
XP_554016.3	GO:0008152; GO:0003824
XP_308094.3	GO:0003676
XP_310608.5	GO:0003677; GO:0006355; GO:0043565
XP_312885.5	GO:0016311; GO:0016791; GO:0006470; GO:0005515; GO:0004725
XP_308666.4	GO:0005515
XP_309615.3	GO:0006357; GO:0016592; GO:0001104
XP_003436552.1	GO:0005515
XP_003437008.1	GO:0035023; GO:0005089
XP_551869.1	GO:0005549
XP_560277.2	GO:0005634; GO:0003676; GO:0008270
XP_001237064.2	GO:0005515
XP_307010.4	GO:0003676
XP_566179.1	GO:0005515
XP_320709.4	GO:0006596; GO:0003824
XP_319622.4	GO:0043461
XP_316876.5	GO:0016311; GO:0008138; GO:0004725; GO:0006470; GO:0016791
XP_317298.4	GO:1990904; GO:0005634; GO:0003723; GO:0003676; GO:0006396
XP_307083.3	GO:0003677; GO:0000786; GO:0046982; GO:0005634
XP_001687922.1	GO:0005515
XP_308048.5	GO:0003824; GO:0043169
XP_318760.1	GO:0005549; GO:0007608; GO:0004984; GO:0016020
XP_001230326.1	GO:0003676
XP_001230756.1	GO:0003677; GO:0006281; GO:0008094; GO:0005524
XP_313379.5	GO:0032784; GO:0006139; GO:0000991; GO:0006357; GO:0003677; GO:0003676
XP_308694.4	GO:0016747
XP_552266.3	GO:0005524
XP_317622.4	GO:0034450; GO:0004842; GO:0006511; GO:0016567; GO:0000151
XP_313613.5	GO:0005515
XP_320812.4	GO:0016787; GO:0003676; GO:0046872
XP_312644.5	GO:0008152; GO:0016758
XP_309184.5	GO:0006030; GO:0005576; GO:0008061
XP_313514.5	GO:0006979; GO:0055114; GO:0004601; GO:0020037
XP_314956.4	GO:0005509
XP_308567.4	GO:0003743; GO:0006413
XP_565089.3	GO:0003676
XP_307951.5	GO:0008270; GO:0003700; GO:0006355; GO:0043565; GO:0005634
XP_312861.4	GO:0003676
XP_318752.4	GO:0051082; GO:0006457; GO:0005524
XP_314530.4	GO:0016021; GO:0006886; GO:0005783
XP_321592.4	GO:0015116; GO:0008272; GO:0016021
XP_024667074.1	GO:0042302
XP_318506.2	GO:0003677
XP_317020.4	GO:0003747; GO:0006415
XP_310005.4	GO:0005515
XP_313584.5	GO:0005515
XP_319372.4	GO:0046872; GO:0003676; GO:0089701; GO:0003723; GO:0000398
XP_001689318.2	GO:0006355
XP_321971.5	GO:0004252; GO:0006508
XP_318363.4	GO:0005634; GO:0046982; GO:0000786; GO:0003677
XP_001237142.2	GO:0005515
XP_315164.4	GO:0016020
XP_317837.3	GO:0005549; GO:0007608; GO:0016020; GO:0004984
XP_321300.4	GO:0016887; GO:0016021; GO:0005524; GO:0055085; GO:0042626
XP_555310.1	GO:0003824; GO:0005975; GO:0030246
XP_562787.4	GO:0008270; GO:0003676; GO:0005634
XP_318652.3	GO:0003824; GO:0004553; GO:0005975
XP_001688244.1	GO:0016021; GO:0055085
XP_313353.5	GO:0008152; GO:0003824
XP_319040.3	GO:0005515; GO:0005488; GO:0008536; GO:0006886
XP_316221.4	GO:0046872
XP_308991.3	GO:0005488
XP_001689125.1	GO:0006508; GO:0008236
XP_320917.3	GO:0005515
XP_316117.3	GO:0005515
XP_003436037.1	GO:0008270
XP_319937.4	GO:0042578; GO:0042132; GO:0016791; GO:0005975
XP_312667.5	GO:0005515
XP_308522.4	GO:0003824; GO:0008152; GO:0016791
XP_317911.4	GO:0003676
XP_562226.4	GO:0005622; GO:0015914; GO:0005548
XP_309621.1	GO:0016020; GO:0004984; GO:0005549; GO:0007608
XP_317418.4	GO:0055114; GO:0046983; GO:0016491; GO:0050660
XP_309724.3	GO:0005515
XP_314320.4	GO:0005515; GO:0016817; GO:0006351
XP_312767.3	GO:0006629; GO:0016788
XP_320055.4	GO:0004252; GO:0006508
XP_320300.4	GO:0006811; GO:0005216; GO:0005515; GO:0055085; GO:0016020
XP_317661.3	GO:0022857; GO:0055085; GO:0016020
XP_312455.4	GO:0008152; GO:0016746
XP_317488.4	GO:0008270; GO:0034968; GO:0005515; GO:0003677; GO:0005634; GO:0018024
XP_308886.4	GO:0005840; GO:0006412; GO:0003723; GO:0003735; GO:0005622
XP_311394.2	GO:0005515
XP_315274.4	GO:0016788
XP_320975.4	GO:0055085; GO:0042626; GO:0005524; GO:0016021; GO:0016887
XP_310676.4	GO:0008146
XP_319361.4	GO:0005884; GO:0045010; GO:0008017
XP_315951.4	GO:0098519
XP_313331.4	GO:0055114; GO:0008152; GO:0016620; GO:0016491
XP_314011.4	GO:0003824; GO:0016763; GO:0009116; GO:0017061
XP_001230327.1	GO:0015078; GO:0033179; GO:0015991
XP_001689299.1	GO:0005576; GO:0006030; GO:0008061
XP_309573.2	GO:0005840; GO:0006412; GO:0003735; GO:0005622
XP_320360.4	GO:0046856; GO:0003676; GO:0042578
XP_001688406.2	GO:0003676
XP_309478.3	GO:0030170; GO:0003824
XP_307325.4	GO:0006508; GO:0008234
XP_319185.3	GO:0003824
XP_309639.3	GO:0005515
XP_313853.4	GO:0016849; GO:0009190; GO:0035556
XP_311360.4	GO:0003779
XP_316248.3	GO:0005515
XP_310312.7	GO:0016020; GO:0055114; GO:0016491
XP_313991.3	GO:0055085
XP_317417.3	GO:0006366; GO:0046982
XP_003436136.1	GO:0003700; GO:0006355; GO:0043565
XP_554935.3	GO:0005515
XP_555772.2	GO:0003676
XP_003436765.1	GO:0005845; GO:0032259; GO:0003723
XP_310708.5	GO:0005515
XP_310977.5	GO:0019343; GO:0006535; GO:0005737; GO:0004122
XP_001230973.2	GO:0016491
XP_001688468.1	GO:0005515
XP_321140.5	GO:0006508; GO:0004252
XP_320727.4	GO:0004252; GO:0006508
XP_312592.4	GO:0045454
XP_308892.4	GO:0042302
XP_003437088.1	GO:0006468; GO:0005515; GO:0004672; GO:0005524
XP_312766.5	GO:0005779; GO:0016559
XP_319260.3	GO:0042302
XP_311590.4	GO:0005515
XP_001237150.1	GO:0042302
XP_316421.3	GO:0016779; GO:0006269; GO:0003896
XP_003436640.1	GO:0003677
XP_313263.5	GO:0005506; GO:0020037; GO:0055114; GO:0016705
XP_555802.2	GO:0055085; GO:0016021
XP_313407.5	GO:0008236; GO:0006508
XP_003436333.1	GO:0051180; GO:0090482; GO:0016021
XP_315239.4	GO:0005515
XP_317563.2	GO:0016747; GO:0008152; GO:0003824
