Feature	GO
gene:Os05g0437300|protein_id:NP_001055652.1	GO:0003676; GO:0005634; GO:0003723; GO:0006397
gene:Os07g0202000|protein_id:NP_001059134.1	GO:0016758; GO:0008152
gene:Os07g0280200|protein_id:NP_001059373.1	GO:0008152; GO:0003824
gene:Os02g0248800|protein_id:NP_001046434.1	GO:0045735
gene:Os01g0818000|protein_id:NP_001044627.1	GO:0055085; GO:0016021
gene:Os01g0174500|protein_id:NP_001042164.1	GO:0005506; GO:0055114; GO:0016705; GO:0031418
gene:Os09g0452400|protein_id:NP_001063336.1	GO:0006508; GO:0004190
gene:Os02g0554900|protein_id:NP_001047119.1	GO:0045454; GO:0005783; GO:0016853
gene:Os09g0560600|protein_id:NP_001063928.1	GO:0016020
gene:Os04g0658300|protein_id:NP_001054128.1	GO:0005524
gene:Os02g0490500|protein_id:NP_001046871.1	GO:0016758; GO:0008152
gene:Os10g0483500|protein_id:NP_001064886.1	GO:0055114; GO:0019139; GO:0003824; GO:0016614; GO:0009690; GO:0016491; GO:0050660
gene:Os01g0759700|protein_id:NP_001172574.1	GO:0006355
gene:Os04g0410200|protein_id:NP_001052727.2	GO:0006468; GO:0004672; GO:0005524
gene:Os01g0510600|protein_id:NP_001043167.1	GO:0005515
gene:Os12g0144100|protein_id:NP_001176790.1	GO:0030246
gene:Os11g0689300|protein_id:NP_001068489.1	GO:0005515
gene:Os07g0471300|protein_id:NP_001059609.2	GO:0005515; GO:0003676
gene:Os04g0433000|protein_id:NP_001173950.1	GO:0005515
gene:Os07g0681100|protein_id:NP_001060650.1	GO:0005515; GO:0005524; GO:0004672; GO:0006468
gene:Os12g0560500|protein_id:NP_001067018.1	GO:0009451; GO:0009982; GO:0003723; GO:0001522
gene:Os01g0750400|protein_id:NP_001044253.2	GO:0005515
gene:Os04g0608300|protein_id:NP_001053812.1	GO:0009733
gene:Os05g0361700|protein_id:NP_001055311.1	GO:0003677; GO:0003700; GO:0006355
gene:Os07g0628700|protein_id:NP_001060352.1	GO:0006468; GO:0004672; GO:0005524
gene:Os12g0456100|protein_id:NP_001066728.1	GO:0005515
gene:Os03g0208500|protein_id:NP_001049330.1	GO:0030001; GO:0046873; GO:0016020
gene:Os02g0478900|protein_id:NP_001172965.1	GO:0005488
gene:Os09g0544400|protein_id:NP_001063831.2	GO:0005515
gene:Os01g0946800|protein_id:NP_001045387.2	GO:0006508; GO:0008234
gene:Os02g0817200|protein_id:NP_001048519.1	GO:0030833; GO:0034314; GO:0005515; GO:0015629; GO:0005885
gene:Os10g0522900|protein_id:NP_001065100.1	GO:0055114; GO:0016491
gene:Os01g0765300|protein_id:NP_001044349.2	GO:0003676
gene:Os05g0125400|protein_id:NP_001054520.1	GO:0004672; GO:0006468; GO:0005524
gene:Os02g0708300|protein_id:NP_001047882.2	GO:0004842; GO:0005680
gene:Os07g0410700|protein_id:NP_001059448.1	GO:0003677; GO:0003700; GO:0006355
gene:Os09g0123500|protein_id:NP_001062603.1	GO:0005515
gene:Os07g0100200|protein_id:NP_001058669.1	GO:0003824; GO:0008152; GO:0042819; GO:0042823
gene:Os03g0188400|protein_id:NP_001049217.1	GO:0046983
gene:Os11g0667400|protein_id:NP_001176702.1	GO:0036459; GO:0016579
gene:Os04g0394500|protein_id:NP_001052654.2	GO:0003899; GO:0003677; GO:0005666; GO:0006383
gene:Os04g0658600|protein_id:NP_001054129.1	GO:0030688; GO:0006364
gene:Os02g0681700|protein_id:NP_001047747.1	GO:0005524; GO:0004672; GO:0006468
gene:Os02g0649900|protein_id:NP_001047586.2	GO:0055085
gene:Os03g0767800|protein_id:NP_001051390.1	GO:0016021
gene:Os01g0371200|protein_id:NP_001043059.1	GO:0005515
gene:Os12g0502200|protein_id:NP_001066827.1	GO:0003676
gene:Os08g0250200|protein_id:NP_001061374.2	GO:0015986; GO:0000275; GO:0046933
gene:Os06g0127000|protein_id:NP_001056660.2	GO:0005779; GO:0016559
gene:Os08g0531700|protein_id:NP_001062335.1	GO:0000977; GO:0046983; GO:0006355; GO:0045944; GO:0005634; GO:0003700; GO:0003677
gene:Os11g0453900|protein_id:NP_001067841.1	GO:0006950; GO:0009415
gene:Os03g0780900|protein_id:NP_001051454.1	GO:0006480; GO:0008168
gene:Os03g0340900|protein_id:NP_001050067.1	GO:0015969
gene:Os01g0620100|protein_id:NP_001043597.1	GO:0005515
gene:Os11g0670100|protein_id:NP_001068428.2	GO:0007166
gene:Os08g0479400|protein_id:NP_001062055.1	GO:0003677
gene:Os02g0153900|protein_id:NP_001045930.1	GO:0005515; GO:0005524; GO:0004672; GO:0006468
gene:Os01g0661400|protein_id:NP_001043778.1	GO:0003723
gene:Os01g0151200|protein_id:NP_001042038.1	GO:0032977; GO:0016021
gene:Os06g0670300|protein_id:NP_001058328.1	GO:0003677
gene:Os02g0240300|protein_id:NP_001046401.1	GO:0006979; GO:0020037; GO:0042744; GO:0004601; GO:0055114
gene:Os12g0140200|protein_id:NP_001176783.1	GO:0005509
gene:Os11g0482000|protein_id:NP_001067900.1	GO:0006412; GO:0003735; GO:0015935; GO:0003723
gene:Os01g0101200|protein_id:NP_001041741.1	GO:0000287; GO:0043874; GO:0019509
gene:Os06g0704600|protein_id:NP_001058510.1	GO:0046872; GO:0003824; GO:0004655; GO:0033014
gene:Os06g0646000|protein_id:NP_001058196.1	GO:0008152; GO:0008168
gene:Os06g0548800|protein_id:NP_001057829.1	GO:0003824; GO:0016614; GO:0055114; GO:0016491; GO:0050660
gene:Os04g0515400|protein_id:NP_001053311.1	GO:0047429; GO:0009143
gene:Os02g0782100|protein_id:NP_001048314.1	GO:0005488
gene:Os01g0134700|protein_id:NP_001041945.1	GO:0005516; GO:0006950
gene:Os04g0574700|protein_id:NP_001053620.1	GO:0055085; GO:0016021
gene:Os02g0697300|protein_id:NP_001047818.1	GO:0006886; GO:0005622
gene:Os02g0245000|protein_id:NP_001046418.1	GO:0003723; GO:0005515; GO:0006396
gene:Os02g0716500|protein_id:NP_001047927.1	GO:0055114; GO:0006629; GO:0016717
gene:Os10g0558200|protein_id:NP_001065362.2	GO:0016491; GO:0055114
gene:Os12g0278800|protein_id:NP_001066569.1	GO:0046872
gene:Os07g0159900|protein_id:NP_001058935.1	GO:0045454; GO:0009055; GO:0015035
gene:Os05g0491000|protein_id:NP_001055906.1	GO:0005509
gene:Os07g0613300|protein_id:NP_001060255.1	GO:0005488
gene:Os01g0760800|protein_id:NP_001044318.1	GO:0003677; GO:0006355; GO:0043565
gene:Os04g0525100|protein_id:NP_001053356.1	GO:0016758; GO:0008152
gene:Os03g0235200|protein_id:NP_001049485.1	GO:0008270; GO:0005515
gene:Os05g0256100|protein_id:NP_001055037.1	GO:0004672; GO:0006468; GO:0005524
gene:Os08g0467300|protein_id:NP_001062002.1	GO:0005545; GO:0048268; GO:0030136; GO:0030276; GO:0005543
gene:Os08g0530300|protein_id:NP_001062325.1	GO:0006887; GO:0000145
gene:Os03g0136200|protein_id:NP_001048891.1	GO:0006694; GO:0008168; GO:0008152
gene:Os11g0284900|protein_id:NP_001067699.1	GO:0055114; GO:0006979; GO:0004602
gene:Os04g0487100|protein_id:NP_001053143.1	GO:0005515
gene:Os06g0619000|protein_id:NP_001058087.1	GO:0043531
gene:Os12g0203000|protein_id:NP_001176833.1	GO:0004672; GO:0006468; GO:0005524
gene:Os11g0521000|protein_id:NP_001176564.1	GO:0016788
gene:Os04g0203500|protein_id:NP_001052232.2	GO:0008234; GO:0006508
gene:Os04g0441900|protein_id:NP_001052878.1	GO:0016021
gene:Os02g0735800|protein_id:NP_001048048.1	GO:0005515
gene:Os06g0239100|protein_id:NP_001057259.1	GO:0031012; GO:0008270; GO:0006508; GO:0008237; GO:0004222
gene:Os01g0165200|protein_id:NP_001042109.1	GO:0005515
gene:Os07g0621500|protein_id:NP_001060308.2	GO:0003676
gene:Os11g0155100|protein_id:NP_001065788.1	GO:0005515
gene:Os01g0226600|protein_id:NP_001042466.1	GO:0016021; GO:0055085
gene:Os11g0202000|protein_id:NP_001067443.1	GO:0005488; GO:0005515
gene:Os12g0594300|protein_id:NP_001067178.2	GO:0006468; GO:0004672; GO:0005524; GO:0005515
gene:Os06g0687450|protein_id:NP_001174968.1	GO:0008168
gene:Os06g0670500|protein_id:NP_001058329.1	GO:0003755; GO:0008270; GO:0000413; GO:0003676
gene:Os03g0648100|protein_id:NP_001050776.1	GO:0008375; GO:0016020
gene:Os07g0269800|protein_id:NP_001059342.1	GO:0005515; GO:0003824
gene:Os06g0304500|protein_id:NP_001057465.1	GO:0003723
gene:Os06g0245800|protein_id:NP_001174691.1	GO:0004813; GO:0005737; GO:0005524; GO:0006419; GO:0000166; GO:0003676
gene:Os10g0390900|protein_id:NP_001064507.2	GO:0042578
gene:Os12g0499200|protein_id:NP_001066816.1	GO:0007166
gene:Os01g0284700|protein_id:NP_001042771.2	GO:0000413; GO:0003755
gene:Os03g0620800|protein_id:NP_001050677.1	GO:0016192; GO:0006904
gene:Os05g0585800|protein_id:NP_001056458.1	GO:0004672; GO:0006468; GO:0005524
gene:Os11g0247800|protein_id:NP_001067616.1	GO:0046983
gene:Os05g0471800|protein_id:NP_001055813.2	GO:0008270
gene:Os06g0158100|protein_id:NP_001056863.1	GO:0003700; GO:0006355; GO:0043565
gene:Os03g0390700|protein_id:NP_001050277.1	GO:0033971; GO:0006144
gene:Os11g0655800|protein_id:NP_001068389.1	GO:0006629
gene:Os08g0507100|protein_id:NP_001062191.1	GO:0016705; GO:0055114; GO:0020037; GO:0005506
