Feature	GO
XP_005627426.1	GO:0019888; GO:0005488; GO:0007165; GO:0000159
NP_001138979.1	GO:0050909; GO:0016021; GO:0007186; GO:0004930
NP_001003210.1	GO:0051262; GO:0044212; GO:0006915; GO:0005515; GO:0003700; GO:0003677; GO:0005634; GO:0006355
XP_022269791.1	GO:0016779
XP_536904.2	GO:0004402; GO:0006355; GO:0016573
XP_013972931.1	GO:0006508; GO:0004190
XP_851599.1	GO:0005198
XP_540605.4	GO:0007186; GO:0016021; GO:0004930; GO:0004984
XP_022267188.1	GO:0004984; GO:0004930; GO:0016021; GO:0007186
XP_851535.1	GO:0005524; GO:0003676; GO:0004386
XP_005625505.1	GO:0004984; GO:0007186; GO:0016021; GO:0004930
XP_005631977.1	GO:0006508; GO:0008236
XP_022282078.1	GO:0005515
XP_022274659.1	GO:0005515
XP_864203.1	GO:0016881; GO:0008641; GO:0045116; GO:0005524
XP_022269015.1	GO:0005249; GO:0006811; GO:0016020; GO:0006813
XP_003639495.2	GO:0035091
XP_540097.1	GO:0003676
XP_022279414.1	GO:0006526; GO:0005524; GO:0004055
XP_003639789.1	GO:0017150; GO:0046872; GO:0055114; GO:0050660; GO:0008033; GO:0003824
XP_003434843.1	GO:0005834; GO:0007186; GO:0003924
XP_022274075.1	GO:0016020; GO:0005234; GO:0004970
XP_005637351.1	GO:0043565; GO:0006355; GO:0003700
XP_531763.2	GO:0016155; GO:0003824; GO:0009258; GO:0008152; GO:0016620; GO:0006730; GO:0009058; GO:0016491; GO:0016742; GO:0055114; GO:0005737
XP_022259330.1	GO:0006355; GO:0005622; GO:0003676
XP_003640203.1	GO:0004984; GO:0004930; GO:0016021; GO:0007186
XP_022261052.1	GO:0005576; GO:0005509
NP_001003183.1	GO:0005576; GO:0005179
XP_022261570.1	GO:0006508; GO:0005576; GO:0004252; GO:0007596; GO:0005509
XP_852633.1	GO:0008320; GO:0005741; GO:0030150; GO:0055085
XP_003433793.1	GO:0005515
XP_022259429.1	GO:0005515
XP_548869.2	GO:0016020; GO:0008083
XP_013968156.1	GO:0035556; GO:0004143; GO:0008152; GO:0016301; GO:0003951; GO:0007205; GO:0007165
XP_531709.3	GO:0003676
XP_853845.1	GO:0004930; GO:0016021; GO:0007186; GO:0004984
XP_022268074.1	GO:0005515
XP_013973487.1	GO:0004930; GO:0016021; GO:0007186; GO:0004984
XP_534003.1	GO:0016020; GO:0055085; GO:0015267
XP_022282264.1	GO:0003676
XP_013972168.1	GO:0005515
XP_003432439.1	GO:0004930; GO:0016021; GO:0007186; GO:0004984
XP_005635517.1	GO:0035556; GO:0004672; GO:0005524; GO:0006468
XP_005638734.1	GO:0016021; GO:0008146
XP_022268181.1	GO:0003677
NP_001008713.2	GO:0004935; GO:0004940; GO:0045823; GO:0007189; GO:0004930; GO:0007186; GO:0016021
XP_860499.2	GO:0005524; GO:0003676
XP_013967565.2	GO:0004559; GO:0030246; GO:0006013; GO:0003824; GO:0005975
XP_544461.2	GO:1901031; GO:0005634
NP_001013435.2	GO:0016020
XP_013965439.2	GO:0006006; GO:0051287; GO:0050661; GO:0055114; GO:0016620
XP_540349.3	GO:0005515
XP_534193.2	GO:0016020
XP_005642040.1	GO:0003676
XP_022263891.1	GO:0005515
XP_545578.2	GO:0005488
XP_003432901.1	GO:0016020; GO:0098609
XP_022270447.1	GO:0003676
XP_003639992.1	GO:0016021; GO:0007186; GO:0004930; GO:0004984
XP_013967471.1	GO:0016021; GO:0016020; GO:0005216; GO:0005230; GO:0006811; GO:0004888; GO:0004890; GO:0034220
XP_543989.3	GO:0005543; GO:0005515; GO:0032012; GO:0005086
XP_005631375.3	GO:0016021
XP_005639726.1	GO:0016787
XP_005616648.1	GO:0003735; GO:0006412; GO:0005840
XP_535411.2	GO:0004616; GO:0055114; GO:0016491; GO:0006098
XP_022259713.1	GO:0006508; GO:0004222; GO:0008237
XP_022262804.1	GO:0006355; GO:0005622; GO:0003676
XP_003433698.1	GO:0006355; GO:0003677; GO:0043565
NP_001003081.1	GO:0055085; GO:0016887; GO:0042626; GO:0022857; GO:0016021; GO:0005524
XP_539745.3	GO:0046983
XP_849776.1	GO:0005515; GO:0007275
XP_022270145.1	GO:0003676
XP_022276859.1	GO:0004019; GO:0005525; GO:0005737; GO:0006167; GO:0006164
XP_022281629.1	GO:0005515
XP_013967506.2	GO:0000413; GO:0003755; GO:0006457
XP_849482.1	GO:0003677
XP_545535.1	GO:0043565; GO:0003677; GO:0006355
XP_022278112.1	GO:0097193
XP_005630899.1	GO:0005515
XP_539849.3	GO:0004930; GO:0016021; GO:0007186; GO:0004984
XP_533898.2	GO:0005634; GO:0007049
XP_022274638.1	GO:0007165; GO:0008081; GO:0005509; GO:0035556; GO:0006629; GO:0004435
XP_005637228.1	GO:0004866; GO:0005576; GO:0005615
NP_001005758.1	GO:0006355; GO:0005634; GO:0003700
NP_001243382.1	GO:0004984; GO:0016021; GO:0007186; GO:0004930
XP_022277320.1	GO:0007155; GO:0005102; GO:0030334; GO:0045995; GO:0030155
XP_005619595.1	GO:0006811; GO:0016020; GO:0005216
XP_852500.2	GO:0004984; GO:0007186; GO:0016021; GO:0004930
XP_852406.2	GO:0005515; GO:0007165
XP_022277963.1	GO:0042754; GO:0045892
XP_003431862.2	GO:0005634; GO:0006355; GO:0003700; GO:0003677
XP_022280728.1	GO:0008289; GO:0006869; GO:0005576; GO:0042157
XP_005624507.1	GO:0004140; GO:0009058; GO:0003824; GO:0005524; GO:0015937
XP_005630171.1	GO:0003676
XP_005641909.1	GO:0003700; GO:0006355; GO:0003676; GO:0005622
XP_005634195.1	GO:0046580; GO:0043087; GO:0035556; GO:0007165; GO:0005096
XP_547500.3	GO:0008017; GO:0005524; GO:0007018; GO:0003777
XP_005622540.1	GO:0055114; GO:0016491
XP_005631297.1	GO:0043565; GO:0003700; GO:0006355
XP_013973890.2	GO:0071805; GO:0005267; GO:0016020
XP_022281221.1	GO:0005515
XP_022269288.1	GO:0016787; GO:0015016; GO:0008146
XP_003640322.1	GO:0008083
XP_533472.2	GO:0016192
XP_848238.3	GO:0003756; GO:0045454; GO:0016853; GO:0005783; GO:0005788
XP_005621702.1	GO:0003676; GO:0005622; GO:0006355
XP_003434997.2	GO:0005524; GO:0006468; GO:0004672
XP_853107.1	GO:0016788
XP_022279169.1	GO:0006520; GO:0005096; GO:0030170
XP_013967631.1	GO:0003777; GO:0007018; GO:0005524; GO:0016459; GO:0003774; GO:0008017
XP_544131.2	GO:0005515
XP_013973359.1	GO:0006637; GO:0016790
XP_005616840.1	GO:0003677; GO:0003676
XP_013972564.1	GO:0006355; GO:0003676; GO:0005622
XP_852402.1	GO:0005743; GO:0005750; GO:0006122
XP_022272715.1	GO:0031224
XP_005640817.1	GO:0005515
XP_013962169.1	GO:0005515; GO:0016301; GO:0005488; GO:0004674
XP_545944.4	GO:0003676; GO:0005515
XP_013967511.1	GO:0003677; GO:0046982; GO:0005634; GO:0000786
XP_545710.2	GO:0005515
NP_001013437.1	GO:0015018; GO:0016020
XP_005626053.1	GO:0007165; GO:0005515; GO:0004908; GO:0004909
XP_543400.1	GO:0005515
XP_003639397.1	GO:0007186; GO:0016021; GO:0004930; GO:0004984
XP_538465.2	GO:0005515
XP_005632803.1	GO:0005515; GO:0005509
XP_022272438.1	GO:0005515
XP_022270506.1	GO:0003774; GO:0016459
XP_003639639.1	GO:0003676; GO:0006397; GO:0003723; GO:0005634
XP_005642347.1	GO:0004984; GO:0004930; GO:0016021; GO:0007186
XP_853211.2	GO:0051424
XP_022265841.1	GO:0005515
XP_005620585.1	GO:0031514; GO:0048870
XP_854639.1	GO:0008237; GO:0004222; GO:0031012; GO:0008270; GO:0006508
XP_013976791.1	GO:0005515; GO:0016567; GO:0004842
XP_854207.1	GO:0005525
XP_005631778.2	GO:0016021; GO:0007186; GO:0004930; GO:0004984
XP_022262842.1	GO:0003796
XP_532830.3	GO:0003676
XP_013974733.2	GO:0004984; GO:0004930; GO:0007186; GO:0016021
XP_022259280.1	GO:0005544; GO:0005509
XP_003640192.1	GO:0005488; GO:0005515
XP_022259540.1	GO:0005515
XP_853255.2	GO:0004984; GO:0007186; GO:0016021; GO:0004930
XP_005616278.1	GO:0006412; GO:0003735; GO:0005622; GO:0005840
XP_013963010.1	GO:0005515; GO:0005524; GO:0007018; GO:0003777; GO:0008017
XP_005640459.2	GO:0004672
XP_022279868.1	GO:0007165
XP_534990.2	GO:0008384; GO:0004672; GO:0006468; GO:0005524
XP_005635939.1	GO:0005622; GO:0005525
XP_849076.1	GO:0003676
XP_003432134.1	GO:0004930; GO:0007186; GO:0016021; GO:0004984
XP_013970112.1	GO:0006355; GO:0005622; GO:0003676
XP_005625974.1	GO:0042157; GO:0005576; GO:0006869; GO:0008289
XP_867478.1	GO:0004930; GO:0016021; GO:0007186
XP_005642229.2	GO:0005525; GO:0035556; GO:0003924
NP_001003338.1	GO:0055114; GO:0016712; GO:0005506; GO:0016705; GO:0004497; GO:0020037
XP_005622713.1	GO:0006508; GO:0005509; GO:0004198; GO:0005622
NP_001191266.1	GO:0007165; GO:0005515
XP_545768.3	GO:0008237; GO:0004222; GO:0006508
XP_022270151.1	GO:0006355; GO:0005634; GO:0003677; GO:0046872; GO:0003676
XP_005633369.1	GO:0005515
XP_005625116.1	GO:0005524
XP_022264716.1	GO:0005515
XP_005631849.1	GO:0007623; GO:0004535
NP_001273868.1	GO:0042254; GO:1990904
XP_022270952.1	GO:0005737; GO:0042026; GO:0006457; GO:0005524
XP_022264367.1	GO:0005680
XP_543384.3	GO:0016021
XP_005640858.1	GO:0016021; GO:0008271; GO:0055085; GO:0016020; GO:0015116; GO:0008272
XP_005623536.1	GO:0019888; GO:0007165; GO:0000159; GO:0005488
XP_013972182.2	GO:0003676
XP_005642509.1	GO:0001533
XP_013962485.1	GO:0005524; GO:0003676
XP_005620981.1	GO:0000166; GO:0055029; GO:0006352; GO:0044237; GO:0003824
XP_013973831.1	GO:0005201
XP_852280.1	GO:0045454
XP_013975663.1	GO:0006355; GO:0003677; GO:0046983
XP_022262851.1	GO:0005524; GO:0019205; GO:0006139
XP_022259339.1	GO:0005515
XP_854509.1	GO:0003723; GO:0006413; GO:0003743
XP_537748.3	GO:0016021
