Feature	GO
locus_tag:NEMVEDRAFT_v1g222560|protein_id:XP_001620925.1	GO:0004930; GO:0016021; GO:0007186
locus_tag:NEMVEDRAFT_v1g92832|protein_id:XP_001637315.1	GO:0015031
locus_tag:NEMVEDRAFT_v1g129211|protein_id:XP_001625660.1	GO:0016491
locus_tag:NEMVEDRAFT_v1g121040|protein_id:XP_001628049.1	GO:0008235; GO:0006508; GO:0008239; GO:0016805
locus_tag:NEMVEDRAFT_v1g240728|protein_id:XP_001637093.1	GO:0007165; GO:0005515
locus_tag:NEMVEDRAFT_v1g197926|protein_id:XP_001640699.1	GO:0007186; GO:0016021; GO:0004930
locus_tag:NEMVEDRAFT_v1g246436|protein_id:XP_001626770.1	GO:0003924; GO:0005525
locus_tag:NEMVEDRAFT_v1g156386|protein_id:XP_001617908.1	GO:0048037; GO:0003824
locus_tag:NEMVEDRAFT_v1g203311|protein_id:XP_001636084.1	GO:0004560; GO:0005975
locus_tag:NEMVEDRAFT_v1g189731|protein_id:XP_001629140.1	GO:0005525; GO:0003924
locus_tag:NEMVEDRAFT_v1g239043|protein_id:XP_001639851.1	GO:0016020; GO:0005515
locus_tag:NEMVEDRAFT_v1g245882|protein_id:XP_001627836.1	GO:0006811; GO:0006813; GO:0005216; GO:0005249; GO:0016020; GO:0055085
locus_tag:NEMVEDRAFT_v1g131488|protein_id:XP_001624992.1	GO:0005887; GO:0055085
locus_tag:NEMVEDRAFT_v1g206334|protein_id:XP_001633713.1	GO:0008218
locus_tag:NEMVEDRAFT_v1g206554|protein_id:XP_001633537.1	GO:0016021
locus_tag:NEMVEDRAFT_v1g118094|protein_id:XP_001629039.1	GO:0005739
locus_tag:NEMVEDRAFT_v1g210240|protein_id:XP_001630506.1	GO:0008234; GO:0006508
locus_tag:NEMVEDRAFT_v1g59503|protein_id:XP_001618629.1	GO:0046982; GO:0003677; GO:0000786
locus_tag:NEMVEDRAFT_v1g173246|protein_id:XP_001626093.1	GO:0055085; GO:0022857
locus_tag:NEMVEDRAFT_v1g81508|protein_id:XP_001641323.1	GO:0055114; GO:0006979; GO:0004602
locus_tag:NEMVEDRAFT_v1g61476|protein_id:XP_001635898.1	GO:0004930; GO:0007186; GO:0016021
locus_tag:NEMVEDRAFT_v1g587|protein_id:XP_001623883.1	GO:0003676
locus_tag:NEMVEDRAFT_v1g171569|protein_id:XP_001627861.1	GO:0005887; GO:0022857; GO:0055085
locus_tag:NEMVEDRAFT_v1g90352|protein_id:XP_001638256.1	GO:0046983
locus_tag:NEMVEDRAFT_v1g155148|protein_id:XP_001618262.1	GO:0046872; GO:0006007; GO:0004619; GO:0003824; GO:0005737; GO:0030145
locus_tag:NEMVEDRAFT_v1g116580|protein_id:XP_001629568.1	GO:0003676
locus_tag:NEMVEDRAFT_v1g119350|protein_id:XP_001628598.1	GO:0003924; GO:0005525
locus_tag:NEMVEDRAFT_v1g127852|protein_id:XP_001626074.1	GO:0004983; GO:0004930; GO:0016021; GO:0007186
locus_tag:NEMVEDRAFT_v1g82630|protein_id:XP_001640786.1	GO:0016491; GO:0008270; GO:0055114
locus_tag:NEMVEDRAFT_v1g197322|protein_id:XP_001641096.1	GO:0003676
locus_tag:NEMVEDRAFT_v1g222371|protein_id:XP_001621093.1	GO:0005509; GO:0007018; GO:0003777; GO:0030286
locus_tag:NEMVEDRAFT_v1g159749|protein_id:XP_001640298.1	GO:0006629
locus_tag:NEMVEDRAFT_v1g222388|protein_id:XP_001621079.1	GO:0005515; GO:0004672; GO:0006468
locus_tag:NEMVEDRAFT_v1g176429|protein_id:XP_001621847.1	GO:0070403
locus_tag:NEMVEDRAFT_v1g241083|protein_id:XP_001636433.1	GO:0000179; GO:0000154; GO:0008649; GO:0006364
locus_tag:NEMVEDRAFT_v1g137810|protein_id:XP_001623375.1	GO:0005685; GO:0006376; GO:0003729
locus_tag:NEMVEDRAFT_v1g165140|protein_id:XP_001634594.1	GO:0005789; GO:0016758
locus_tag:NEMVEDRAFT_v1g238706|protein_id:XP_001640606.1	GO:0033897; GO:0003723
locus_tag:NEMVEDRAFT_v1g205215|protein_id:XP_001634645.1	GO:0016021; GO:0055085; GO:0022857
locus_tag:NEMVEDRAFT_v1g248067|protein_id:XP_001623406.1	GO:0016020; GO:0005261; GO:0015672
locus_tag:NEMVEDRAFT_v1g52170|protein_id:XP_001630074.1	GO:0005242; GO:0016021; GO:0006813
locus_tag:NEMVEDRAFT_v1g244610|protein_id:XP_001630076.1	GO:0007155; GO:0016021; GO:0042246
locus_tag:NEMVEDRAFT_v1g200004|protein_id:XP_001638921.1	GO:0005515
locus_tag:NEMVEDRAFT_v1g133031|protein_id:XP_001624622.1	GO:0005524
locus_tag:NEMVEDRAFT_v1g223210|protein_id:XP_001620344.1	GO:0005515
locus_tag:NEMVEDRAFT_v1g114268|protein_id:XP_001630314.1	GO:0003677
locus_tag:NEMVEDRAFT_v1g215929|protein_id:XP_001626052.1	GO:0003723; GO:0043565; GO:0003697; GO:0016070
locus_tag:NEMVEDRAFT_v1g224853|protein_id:XP_001618741.1	GO:0016829; GO:0004066; GO:0006529
locus_tag:NEMVEDRAFT_v1g169424|protein_id:XP_001630146.1	GO:0005515; GO:0003743; GO:0005852; GO:0005737
locus_tag:NEMVEDRAFT_v1g228171|protein_id:XP_001640392.1	GO:0003723; GO:0005634; GO:0003676; GO:0006397
locus_tag:NEMVEDRAFT_v1g218222|protein_id:XP_001624300.1	GO:0004930; GO:0016021; GO:0007186
locus_tag:NEMVEDRAFT_v1g80425|protein_id:XP_001641495.1	GO:0003676
locus_tag:NEMVEDRAFT_v1g218669|protein_id:XP_001623958.1	GO:0006508; GO:0004252
locus_tag:NEMVEDRAFT_v1g244366|protein_id:XP_001630555.1	GO:0010387; GO:0008180
locus_tag:NEMVEDRAFT_v1g247943|protein_id:XP_001623708.1	GO:0005856; GO:0003779; GO:0008092
locus_tag:NEMVEDRAFT_v1g168976|protein_id:XP_001630654.1	GO:0005515; GO:0007018; GO:0003777; GO:0008017; GO:0005524
locus_tag:NEMVEDRAFT_v1g212429|protein_id:XP_001628800.1	GO:0004930; GO:0016021; GO:0007186
locus_tag:NEMVEDRAFT_v1g58562|protein_id:XP_001630404.1	GO:0000123; GO:0016573
locus_tag:NEMVEDRAFT_v1g7198|protein_id:XP_001620945.1	GO:0043565; GO:0006355; GO:0003700
locus_tag:NEMVEDRAFT_v1g206862|protein_id:XP_001633336.1	GO:0005515
locus_tag:NEMVEDRAFT_v1g229410|protein_id:XP_001633313.1	GO:0020037; GO:0005506; GO:0016705; GO:0055114; GO:0016712
locus_tag:NEMVEDRAFT_v1g9181|protein_id:XP_001621549.1	GO:0005509
