Feature	GO
locus_tag:PPTG_24453|protein_id:XP_008915479.1	GO:0008234; GO:0006508
locus_tag:PPTG_02312|protein_id:XP_008891621.1	GO:0003735; GO:0019843; GO:0006412; GO:0005840
locus_tag:PPTG_12815|protein_id:XP_008907757.1	GO:0016021; GO:0016020
locus_tag:PPTG_01684|protein_id:XP_008893314.1	GO:0016192; GO:0016020
locus_tag:PPTG_19941|protein_id:XP_008916813.1	GO:0005515; GO:0003755
locus_tag:PPTG_01992|protein_id:XP_008893634.1	GO:0003677
locus_tag:PPTG_04024|protein_id:XP_008896078.1	GO:0005509; GO:0004672; GO:0005524; GO:0006468
locus_tag:PPTG_10069|protein_id:XP_008903558.1	GO:0016020; GO:0055085; GO:0015297; GO:0042910
locus_tag:PPTG_23671|protein_id:XP_008910609.1	GO:0005515
locus_tag:PPTG_17637|protein_id:XP_008913563.1	GO:0006265; GO:0003916; GO:0008270; GO:0003677
locus_tag:PPTG_01961|protein_id:XP_008893602.1	GO:0006270
locus_tag:PPTG_18223|protein_id:XP_008914431.1	GO:0005742; GO:0030150
locus_tag:PPTG_12331|protein_id:XP_008906311.1	GO:0003755; GO:0000413; GO:0005515; GO:0006457
locus_tag:PPTG_14601|protein_id:XP_008909774.1	GO:0016020
locus_tag:PPTG_22119|protein_id:XP_008900261.1	GO:0003677
locus_tag:PPTG_13821|protein_id:XP_008908478.1	GO:0009405; GO:0005576
locus_tag:PPTG_00488|protein_id:XP_008890131.1	GO:0055114; GO:0016491
locus_tag:PPTG_19134|protein_id:XP_008915733.1	GO:0005515
locus_tag:PPTG_14684|protein_id:XP_008909890.1	GO:0006508; GO:0004222
locus_tag:PPTG_11268|protein_id:XP_008904795.1	GO:0004707; GO:0004672; GO:0005524; GO:0006468
locus_tag:PPTG_13309|protein_id:XP_008907150.1	GO:0003924; GO:0005525
locus_tag:PPTG_05147|protein_id:XP_008896893.1	GO:0005515
locus_tag:PPTG_08275|protein_id:XP_008901467.1	GO:0031982; GO:0005525; GO:0016192; GO:0005794; GO:0003924; GO:0005802
locus_tag:PPTG_17486|protein_id:XP_008913598.1	GO:0032955; GO:0051301
locus_tag:PPTG_17837|protein_id:XP_008914128.1	GO:0016791; GO:0016311; GO:0004725; GO:0006470
locus_tag:PPTG_04777|protein_id:XP_008895318.1	GO:0016021
locus_tag:PPTG_20065|protein_id:XP_008916948.1	GO:0015696; GO:0072488; GO:0008519; GO:0016020
locus_tag:PPTG_17587|protein_id:XP_008913491.1	GO:1990380; GO:0004843
locus_tag:PPTG_13665|protein_id:XP_008908278.1	GO:0016593; GO:0006368; GO:0016570
locus_tag:PPTG_08107|protein_id:XP_008901279.1	GO:0008612
locus_tag:PPTG_17397|protein_id:XP_008913374.1	GO:0016021; GO:0006812; GO:0055085; GO:0008324
locus_tag:PPTG_02597|protein_id:XP_008892019.1	GO:0006886; GO:0008536
locus_tag:PPTG_13536|protein_id:XP_008907520.1	GO:0016758
locus_tag:PPTG_00999|protein_id:XP_008890836.1	GO:0008234; GO:0006508
locus_tag:PPTG_16503|protein_id:XP_008912292.1	GO:0000413; GO:0003755
locus_tag:PPTG_09909|protein_id:XP_008903947.1	GO:0016787
locus_tag:PPTG_09466|protein_id:XP_008902708.1	GO:0005515
locus_tag:PPTG_19251|protein_id:XP_008915880.1	GO:0046938; GO:0046872; GO:0010038; GO:0016756
locus_tag:PPTG_19373|protein_id:XP_008916020.1	GO:0005515
locus_tag:PPTG_19862|protein_id:XP_008916747.1	GO:0009405; GO:0005576
locus_tag:PPTG_02942|protein_id:XP_008892526.1	GO:0055114; GO:0016491; GO:0046872
locus_tag:PPTG_01181|protein_id:XP_008891040.1	GO:0003824
locus_tag:PPTG_09394|protein_id:XP_008902642.1	GO:0046872
locus_tag:PPTG_14389|protein_id:XP_008909234.1	GO:0004794; GO:0009097
locus_tag:PPTG_06048|protein_id:XP_008898045.1	GO:0008080
locus_tag:PPTG_18507|protein_id:XP_008914998.1	GO:0003723; GO:0009982; GO:0001522; GO:0009451
locus_tag:PPTG_18826|protein_id:XP_008915175.1	GO:0006508; GO:0008234
locus_tag:PPTG_02784|protein_id:XP_008892298.1	GO:0035091
locus_tag:PPTG_05620|protein_id:XP_008897470.1	GO:0005515
locus_tag:PPTG_06057|protein_id:XP_008898064.1	GO:0008033; GO:0001510; GO:0008168; GO:0008175; GO:0032259
locus_tag:PPTG_08368|protein_id:XP_008900690.1	GO:0016491; GO:0016620; GO:0055114
locus_tag:PPTG_03696|protein_id:XP_008894627.1	GO:0004571; GO:0005509; GO:0003824; GO:0016020
locus_tag:PPTG_03865|protein_id:XP_008895887.1	GO:0003682
locus_tag:PPTG_07909|protein_id:XP_008900535.1	GO:0016491
locus_tag:PPTG_16782|protein_id:XP_008912531.1	GO:0005524; GO:0006750; GO:0004363; GO:0016874
locus_tag:PPTG_07422|protein_id:XP_008899849.1	GO:0016021
locus_tag:PPTG_18013|protein_id:XP_008914317.1	GO:0008270
