Feature	GO
gene:si:ch1073-440p11.2|protein_id:XP_002665488.1	GO:0008417; GO:0016020; GO:0006486
gene:bnip4|protein_id:NP_997858.2	GO:0005740; GO:0043065; GO:0016021
gene:LOC101884860|protein_id:XP_017211311.1	GO:0003676
gene:foxn4|protein_id:NP_571174.1	GO:0043565; GO:0003700; GO:0006355
gene:cst14b.2|protein_id:XP_005168662.1	GO:0004866
gene:snip1|protein_id:NP_001020641.1	GO:0005515
gene:acsl4a|protein_id:NP_956943.1	GO:0003824
gene:rcl1|protein_id:XP_021331766.1	GO:0005730; GO:0042254; GO:0003824
gene:si:ch211-39a7.1|protein_id:NP_001038562.1	GO:0006811; GO:0034220; GO:0005216; GO:0005230; GO:0022848; GO:0045211; GO:0004888; GO:0016021
gene:icmt|protein_id:NP_001017618.1	GO:0016021; GO:0006481; GO:0004671; GO:0005783
gene:slc35f4|protein_id:XP_009291533.1	GO:0055085; GO:0016021; GO:0022857
gene:si:ch211-152c8.5|protein_id:XP_005162995.1	GO:0005515
gene:smarcd2|protein_id:XP_692749.2	GO:0005515
gene:LOC570115|protein_id:XP_698647.2	GO:0046982; GO:0005634; GO:0003677; GO:0000786
gene:srd5a3|protein_id:NP_001038404.1	GO:0016627; GO:0006629
gene:tp53bp2a|protein_id:NP_999979.1	GO:0005515
gene:LOC100537815|protein_id:XP_003198877.1	GO:0005515; GO:0005216; GO:0008076; GO:0005249; GO:0006811; GO:0055085; GO:0006813; GO:0016020; GO:0051260
gene:gpx9|protein_id:NP_001314841.1	GO:0055114; GO:0006979; GO:0004602
gene:xcr1b.3|protein_id:XP_002667428.3	GO:0004930; GO:0007186; GO:0016021
gene:si:ch211-218g4.2|protein_id:XP_005162072.1	GO:0005515; GO:0007165; GO:0005856
gene:LOC108191322|protein_id:XP_021328965.1	GO:0015074; GO:0006310; GO:0003677
gene:gpc4|protein_id:NP_571935.2	GO:0046658; GO:0009966; GO:0062023
gene:csf2rb|protein_id:NP_001107205.1	GO:0005515
gene:tigara|protein_id:NP_001034925.1	GO:0003824
gene:churc1|protein_id:NP_001007381.1	GO:0045893; GO:0008270; GO:0007275
gene:esrp1|protein_id:XP_005158084.1	GO:0003676
gene:cox18|protein_id:XP_021336627.1	GO:0016021; GO:0032977
gene:inhbab|protein_id:NP_001018166.1	GO:0005179; GO:0005576; GO:0008083
gene:eif2s3|protein_id:NP_997876.2	GO:0005525; GO:0003924
gene:gtf2f2a|protein_id:NP_001002127.2	GO:0005674; GO:0006366; GO:0006367
gene:nod2|protein_id:NP_001314973.1	GO:0042981; GO:0005515
gene:pcdh1g3|protein_id:NP_001018871.1	GO:0007155; GO:0005886; GO:0005509; GO:0007156; GO:0016020
gene:si:ch211-250k18.7|protein_id:XP_021325364.1	GO:0005515
gene:igflr1|protein_id:XP_001333661.1	GO:0005515
gene:si:ch211-71m22.1|protein_id:NP_001121867.1	GO:0017121; GO:0017128
gene:rergla|protein_id:NP_001002494.1	GO:0016020; GO:0003924; GO:0005525; GO:0007165
gene:dgkza|protein_id:XP_021333603.1	GO:0035556; GO:0005515; GO:0004143; GO:0016301; GO:0003951; GO:0007205
gene:pcdh2g1|protein_id:NP_001019345.1	GO:0007155; GO:0005509; GO:0007156; GO:0016020; GO:0005886
gene:hsbp1a|protein_id:NP_001166105.1	GO:0003714
gene:cbln2a|protein_id:NP_001122160.1	GO:0005515
gene:zgc:92380|protein_id:XP_009303246.1	GO:0005198
gene:LOC100535070|protein_id:XP_009294861.1	GO:0004930; GO:0016020; GO:0007186
gene:pou3f1|protein_id:NP_571236.1	GO:0006357; GO:0005634; GO:0006355; GO:0007420; GO:0003677; GO:0003700; GO:0043565
gene:LOC100005157|protein_id:XP_009304173.1	GO:0008270
gene:apmap|protein_id:NP_997773.1	GO:0009058; GO:0016844
gene:LOC110439426|protein_id:XP_021331111.1	GO:0005515
gene:mybpc2a|protein_id:XP_021327155.1	GO:0005515
gene:scarb2b|protein_id:XP_009299911.1	GO:0005764; GO:0016020; GO:0005044
gene:rnf135|protein_id:XP_021327436.1	GO:0005515
gene:LOC569153|protein_id:XP_009305246.2	GO:0006508; GO:0008233
gene:dapk1|protein_id:NP_001093460.1	GO:0004672; GO:0006468; GO:0005524; GO:0005515; GO:0007165
gene:si:dkey-96f10.1|protein_id:XP_002666487.2	GO:0003824; GO:0003873; GO:0006000; GO:0005524; GO:0006003
gene:herpud1|protein_id:XP_005159177.1	GO:0005515
gene:il2rgb|protein_id:XP_009289358.1	GO:0016020; GO:0005515; GO:0004896
gene:si:ch73-151m17.5|protein_id:XP_001343971.2	GO:0004930; GO:0005887; GO:0016907; GO:0007186; GO:0016021
gene:zgc:173425|protein_id:NP_001098612.1	GO:0004252; GO:0006508; GO:0005515
gene:LOC100333625|protein_id:XP_021326743.1	GO:0005515
gene:si:dkey-283b15.4|protein_id:XP_005157903.1	GO:0032012; GO:0005086
gene:LOC100149959|protein_id:XP_021324007.1	GO:0004674; GO:0043066; GO:0005524; GO:0004672; GO:0006468
gene:btr25|protein_id:XP_005173808.1	GO:0005515; GO:0008270
gene:cdk5|protein_id:NP_571794.1	GO:0005524; GO:0004672; GO:0006468
gene:slc7a10b|protein_id:XP_687825.2	GO:0022857; GO:0016020; GO:0055085
gene:zgc:91976|protein_id:NP_001007326.1	GO:0005515
gene:gnptab|protein_id:XP_005164801.1	GO:0016772; GO:0005509
gene:txndc5|protein_id:XP_005162560.1	GO:0045454; GO:0016853
gene:coro1cb|protein_id:XP_017211752.2	GO:0005515
gene:LOC100535676|protein_id:XP_009294100.1	GO:0003676
gene:si:dkey-23a13.1|protein_id:XP_001922605.1	GO:0003677; GO:0000786; GO:0046982
gene:or106-3|protein_id:NP_001243281.1	GO:0004930; GO:0004984; GO:0007186; GO:0016021
gene:lrtm2b|protein_id:XP_005163087.1	GO:0005515
gene:taar20i|protein_id:XP_001920756.3	GO:0004930; GO:0016021; GO:0007186
gene:si:dkey-155h10.3|protein_id:XP_009305483.1	GO:0006821; GO:0016021; GO:0004888; GO:0004890; GO:0005230; GO:0006811; GO:0005216; GO:0034220; GO:0007214
gene:tbx2a|protein_id:XP_005165613.1	GO:0003700; GO:0006355; GO:0005634
gene:skor1b|protein_id:NP_001038598.1	GO:0046332
gene:LOC100535415|protein_id:XP_021326418.1	GO:0005525; GO:0003924; GO:0005509
gene:zgc:152938|protein_id:NP_001070756.1	GO:0003677
gene:napab|protein_id:NP_956060.1	GO:0006886; GO:0005515
gene:maptb|protein_id:XP_021329127.1	GO:0015631
gene:si:dkey-47k20.2|protein_id:XP_683954.5	GO:0004930; GO:0016021; GO:0007186
gene:or111-8|protein_id:NP_694517.1	GO:0004930; GO:0004984; GO:0016021; GO:0007186
gene:slc26a5|protein_id:NP_958881.1	GO:0008272; GO:0008271; GO:0016021; GO:0015116; GO:0055085; GO:0016020
gene:ift140|protein_id:XP_021329488.1	GO:0005515
gene:hist2h3c|protein_id:NP_001093643.1	GO:0046982; GO:0000786; GO:0003677
gene:si:dkey-37f18.2|protein_id:XP_003201514.2	GO:0008270; GO:0003677
gene:ruvbl2|protein_id:NP_777285.1	GO:0003678; GO:0005524
gene:npdc1b|protein_id:XP_021329698.1	GO:0016021
gene:abi3bpb|protein_id:XP_005161833.1	GO:0005515
gene:mettl16|protein_id:NP_001003611.1	GO:0008168
gene:si:ch211-275j6.5|protein_id:NP_001119948.1	GO:0006415; GO:0003747
gene:pdha1a|protein_id:XP_005165191.1	GO:0004739; GO:0043231; GO:0016624; GO:0006086
gene:ewsr1b|protein_id:XP_005165164.2	GO:0003676
gene:mrm3a|protein_id:NP_001017695.2	GO:0008168; GO:0006396; GO:0008173; GO:0003723
gene:sumo3b|protein_id:NP_001002677.2	GO:0005515
gene:si:ch211-113e8.10|protein_id:XP_021326898.1	GO:0003676
gene:mafa|protein_id:XP_017207384.1	GO:0003700; GO:0003677; GO:0006355; GO:0005634
gene:pimr115|protein_id:XP_021324348.1	GO:0004672; GO:0006468; GO:0005524
gene:kcnk9|protein_id:NP_001122021.1	GO:0016020; GO:0005267; GO:0016021; GO:0071805
gene:LOC565832|protein_id:XP_009303475.3	GO:0005524; GO:0043066; GO:0004674; GO:0006468; GO:0004672
gene:sucla2|protein_id:NP_998191.1	GO:0005524; GO:0006099; GO:0005739; GO:0003824
gene:slc5a8l|protein_id:NP_001030141.1	GO:0022857; GO:0016020; GO:0055085
gene:dhx36|protein_id:NP_001122016.1	GO:0004386; GO:0005524; GO:0003676
gene:pcbd1|protein_id:NP_957108.1	GO:0006729; GO:0008124
gene:psmc1a|protein_id:NP_956327.1	GO:0005524; GO:0030163; GO:0005737; GO:0016787
gene:ppp1r16b|protein_id:XP_001340092.6	GO:0005515
gene:LOC100333228|protein_id:XP_002661879.3	GO:0003676
gene:si:ch211-269c21.2|protein_id:XP_009296293.1	GO:0008146; GO:0016021
gene:adarb2|protein_id:XP_686426.5	GO:0004000; GO:0006396; GO:0003723
gene:zgc:152830|protein_id:NP_001070088.1	GO:0019538; GO:0008235; GO:0005737; GO:0004177; GO:0030145; GO:0006508
gene:pinx1|protein_id:NP_001013283.2	GO:0003676
gene:ch25h|protein_id:NP_001008652.1	GO:0055114; GO:0005506; GO:0016491; GO:0008610
gene:ugt5f1|protein_id:XP_017207383.1	GO:0016758
gene:LOC100006889|protein_id:XP_009302373.1	GO:0008270
gene:fsd1|protein_id:NP_001038582.1	GO:0005515
gene:crhb|protein_id:NP_001007380.1	GO:0005576; GO:0005179
gene:gad1a|protein_id:XP_002663350.1	GO:0016831; GO:0019752; GO:0030170; GO:0003824
gene:ppp1r10|protein_id:NP_001264038.1	GO:0005634; GO:0046872
gene:cnot6b|protein_id:NP_001103498.1	GO:0005515; GO:0004535
gene:hoxa9a|protein_id:NP_571607.2	GO:0006355; GO:0003677; GO:0043565; GO:0006351; GO:0005634
gene:klhl32|protein_id:NP_001076491.1	GO:0005515
gene:hdac7a|protein_id:XP_021325750.1	GO:0000118; GO:0006325; GO:0004407; GO:0016575
gene:prmt9|protein_id:NP_001124239.1	GO:0005515; GO:0008168; GO:0006479
gene:oprd1b|protein_id:NP_997920.2	GO:0007186; GO:0016021; GO:0004985; GO:0004930
gene:si:ch211-208k15.1|protein_id:XP_005158362.1	GO:0006886; GO:0005484; GO:0016192; GO:0016020
gene:si:ch211-12h2.6|protein_id:NP_001082869.1	GO:0030246
gene:pde4ca|protein_id:XP_009296827.1	GO:0008081; GO:0004114; GO:0007165
gene:mbnl2|protein_id:XP_005168353.1	GO:0046872
gene:grm5b|protein_id:NP_001289167.1	GO:0007186; GO:0016021; GO:0004930
gene:parp12a|protein_id:NP_001076321.1	GO:0003950; GO:0046872
gene:gltpa|protein_id:NP_001093458.1	GO:0005737; GO:0120009; GO:0120013
gene:tor3a|protein_id:NP_001121738.1	GO:0005524
gene:chp2|protein_id:NP_956130.1	GO:0005509
gene:amd1|protein_id:NP_001155073.1	GO:0006597; GO:0004014; GO:0008295
gene:pitpnab|protein_id:XP_002663601.1	GO:0005548; GO:0015914
gene:marf1|protein_id:XP_021332636.1	GO:0003676
gene:LOC100536746|protein_id:XP_005164474.1	GO:0003676
gene:MGC174155|protein_id:NP_001096588.1	GO:0006508; GO:0008234
gene:ccl34b.8|protein_id:XP_002666714.1	GO:0008009; GO:0006955; GO:0005576
gene:emc1|protein_id:XP_005162246.1	GO:0005515
gene:LOC110438163|protein_id:XP_021324198.1	GO:0003676
gene:cryzl1|protein_id:XP_005171038.1	GO:0055114; GO:0016491
gene:LOC100538195|protein_id:XP_021330472.1	GO:0007166; GO:0004930; GO:0004888; GO:0007186; GO:0016021
gene:crls1|protein_id:NP_998096.1	GO:0016780; GO:0008654; GO:0016020
gene:si:cabz01021428.1|protein_id:XP_009299309.2	GO:0003676
gene:si:dkey-22n8.3|protein_id:XP_003197762.2	GO:0015078; GO:0000276; GO:0015986
gene:pfdn5|protein_id:NP_001104665.1	GO:0006457; GO:0016272; GO:0051082
gene:eif3g|protein_id:NP_957293.1	GO:0005852; GO:0003743; GO:0005737; GO:0003676
gene:gpr132a|protein_id:XP_021323201.1	GO:0016021; GO:0007186; GO:0004930
gene:tbx16|protein_id:NP_571133.1	GO:0005634; GO:0006355; GO:0003700
gene:ralyl|protein_id:XP_005163570.1	GO:0003676
gene:LOC110438213|protein_id:XP_021324606.1	GO:0016021
gene:LOC110439207|protein_id:XP_021330045.1	GO:0005509
gene:mon1ba|protein_id:XP_021334046.1	GO:0006623
gene:twist3|protein_id:NP_571060.2	GO:0046983
gene:ccl35.2|protein_id:NP_001123366.1	GO:0006955; GO:0008009; GO:0005576
gene:arel1|protein_id:XP_002663081.2	GO:0004842
gene:srd5a2b|protein_id:XP_005157051.1	GO:0003865; GO:0055114; GO:0008202; GO:0016020; GO:0006629; GO:0016627
gene:prozb|protein_id:NP_001313449.1	GO:0004252; GO:0005509; GO:0006508; GO:0005576; GO:0007596
gene:cdh2|protein_id:NP_571156.2	GO:0007155; GO:0005509; GO:0007156; GO:0016020; GO:0005886
gene:astn1|protein_id:XP_003197930.4	GO:0005515
gene:idh3a|protein_id:NP_957245.2	GO:0051287; GO:0016616; GO:0006099; GO:0004449; GO:0055114; GO:0000287
