Feature	GO
gene:Ehd4|protein_id:NP_647540.1	GO:0005509; GO:0005525; GO:0005515
gene:Entpd4|protein_id:XP_006252337.1	GO:0016787
gene:Lyzl6|protein_id:NP_001129305.2	GO:0003796
gene:Akr1c14|protein_id:NP_612556.1	GO:0055114; GO:0016491
gene:Asap2|protein_id:XP_017450025.1	GO:0005096; GO:0005515; GO:0043547
gene:Ogfod2|protein_id:XP_006249393.1	GO:0055114; GO:0005506; GO:0016491; GO:0016705; GO:0031418
gene:Ywhaq|protein_id:NP_037185.1	GO:0019904
gene:Nbas|protein_id:XP_006239964.1	GO:0006890
gene:S100a5|protein_id:NP_001099908.1	GO:0046914; GO:0005509
gene:Sat1|protein_id:NP_001007668.1	GO:0008080
gene:Rab11a|protein_id:NP_112414.1	GO:0005525; GO:0003924
gene:Frmpd1|protein_id:XP_006238205.1	GO:0005856; GO:0005515
gene:Akr1b1|protein_id:NP_036630.1	GO:0055114; GO:0016491
gene:LOC367277|protein_id:XP_008769057.1	GO:0006334; GO:0005634
gene:LOC100912482|protein_id:XP_006257783.1	GO:0016021; GO:0006890
gene:Zfp648|protein_id:XP_008767911.2	GO:0003676
gene:Olr204|protein_id:NP_001000192.1	GO:0007186; GO:0016021; GO:0004984; GO:0004930
gene:Olr1569|protein_id:NP_001000042.1	GO:0004984; GO:0004930; GO:0007186; GO:0016021
gene:Prim1|protein_id:NP_001291294.1	GO:0006269; GO:0003896
gene:Cisd1|protein_id:NP_001099855.1	GO:0051537; GO:0043231
gene:LOC100364062|protein_id:XP_003752000.1	GO:0003824; GO:0004743; GO:0000287; GO:0006096; GO:0030955
gene:Baz1a|protein_id:NP_001164039.1	GO:0005515; GO:0006338
gene:Dcdc2|protein_id:NP_001099580.2	GO:0035556
gene:Gsx2|protein_id:NP_001131035.1	GO:0006355; GO:0003677; GO:0043565
gene:Akap10|protein_id:NP_001108078.1	GO:0051018
gene:Kat2b|protein_id:XP_003750665.2	GO:0006355; GO:0005515; GO:0004402; GO:0008080; GO:0005634
gene:Hist1h2bh|protein_id:NP_001100822.1	GO:0003677; GO:0046982; GO:0000786
gene:Slc19a3|protein_id:NP_001101698.1	GO:0016021; GO:0051180; GO:0090482
gene:Efcab11|protein_id:NP_001019521.1	GO:0005509
gene:Dsg1|protein_id:XP_017456561.1	GO:0005509; GO:0007156; GO:0016020; GO:0005886; GO:0007155
gene:Arl15|protein_id:XP_006232013.1	GO:0005525
gene:Hspe1|protein_id:NP_037098.1	GO:0005524; GO:0006457
gene:Ntf4|protein_id:NP_037316.2	GO:0008083; GO:0005102; GO:0005576
gene:Prl8a7|protein_id:XP_006253971.1	GO:0005179; GO:0005576
gene:Sec24d|protein_id:NP_001296382.1	GO:0008270; GO:0006886; GO:0030127; GO:0006888
gene:LOC100910877|protein_id:XP_003751175.1	GO:0005506; GO:0020037; GO:0055114; GO:0004497; GO:0016712; GO:0016705
gene:Stard3|protein_id:NP_001014251.1	GO:0008289; GO:0120020; GO:0005770; GO:0015485
gene:Thap2|protein_id:XP_002729832.2	GO:0003676
gene:Nus1|protein_id:NP_001157629.1	GO:0016765
gene:Mmaa|protein_id:XP_017456700.1	GO:0003924; GO:0005525
gene:Myog|protein_id:NP_058811.2	GO:0005634; GO:0046983; GO:0003677; GO:0007517; GO:0006355
gene:Adad2|protein_id:XP_008770874.1	GO:0004000; GO:0006396; GO:0003723
gene:LOC108348102|protein_id:XP_006228815.1	GO:0006355; GO:0003676
gene:Pigq|protein_id:NP_001007608.1	GO:0016021; GO:0006506; GO:0017176
gene:LOC102546456|protein_id:XP_008762542.2	GO:0015074; GO:0004523; GO:0003676
gene:RGD1565117|protein_id:XP_006241565.1	GO:0006412; GO:0003735; GO:0005840
gene:Tec|protein_id:NP_445884.1	GO:0005524; GO:0004713; GO:0005515; GO:0004672; GO:0006468; GO:0035556
gene:Sult2a2|protein_id:NP_001020302.1	GO:0008146
gene:Ctsk|protein_id:NP_113748.1	GO:0008234; GO:0006508
gene:Olr1329|protein_id:NP_001000791.1	GO:0016021; GO:0007186; GO:0004930; GO:0004984
gene:Nktr|protein_id:XP_017451684.1	GO:0006457; GO:0000413; GO:0003755
gene:Acat1|protein_id:NP_058771.2	GO:0016747; GO:0003824
gene:LOC103694583|protein_id:XP_008771939.1	GO:0006890; GO:0016021
gene:Impa1|protein_id:XP_006232213.1	GO:0046855; GO:0008934; GO:0046854
gene:LOC102547033|protein_id:XP_008770180.1	GO:0003676; GO:0006355
gene:Olr886|protein_id:NP_001001382.1	GO:0007186; GO:0016021; GO:0004984; GO:0004930
gene:Acox3|protein_id:NP_445791.1	GO:0006631; GO:0071949; GO:0003997; GO:0005777; GO:0016627; GO:0055114; GO:0006635
gene:Vash1|protein_id:XP_578575.2	GO:0005737; GO:0045765
gene:Txlna|protein_id:NP_001121105.1	GO:0019905
gene:Slc6a19|protein_id:NP_001034811.1	GO:0005328; GO:0016021; GO:0005887
gene:Ap1s1|protein_id:XP_006249241.1	GO:0016192; GO:0006886; GO:0030117
gene:LOC683849|protein_id:XP_003749780.1	GO:0004252; GO:0006508
gene:Psma8|protein_id:NP_001102354.1	GO:0004175; GO:0051603; GO:0004298; GO:0005839; GO:0006511; GO:0019773
gene:LOC100909569|protein_id:XP_008763360.1	GO:0003676; GO:0006355
gene:Mep1b|protein_id:XP_006254520.1	GO:0016020; GO:0004222; GO:0008237; GO:0008270; GO:0005515; GO:0006508
gene:Taar3|protein_id:NP_001009532.1	GO:0016021; GO:0007186; GO:0001594; GO:0004930
gene:LOC689346|protein_id:XP_008762410.1	GO:0006412; GO:0003735; GO:0005840
gene:Saraf|protein_id:NP_001004213.1	GO:0030176; GO:2001256
gene:LOC108352480|protein_id:XP_017454073.1	GO:0004930; GO:0007186; GO:0016021
gene:LOC103694884|protein_id:XP_008772077.2	GO:0022857; GO:0016020; GO:0055085
gene:LOC108348270|protein_id:XP_017452343.1	GO:0016758
gene:Hcrt|protein_id:NP_037311.1	GO:0007218; GO:0007631
gene:Npff|protein_id:NP_072108.1	GO:0005102; GO:0005184
gene:Wdr91|protein_id:NP_001120770.2	GO:0005515
gene:Pdgfra|protein_id:NP_036934.1	GO:0005524; GO:0004713; GO:0005018; GO:0004672; GO:0006468; GO:0048008; GO:0004714; GO:0007169
gene:Enpp6|protein_id:XP_006253218.1	GO:0003824
gene:Sorbs1|protein_id:XP_017445843.1	GO:0005515
gene:Kctd1|protein_id:NP_001093986.1	GO:0051260; GO:0005515
gene:Obscn|protein_id:XP_017453129.1	GO:0035023; GO:0005515; GO:0005089
gene:St3gal6|protein_id:NP_997485.2	GO:0006486; GO:0008373
