Feature	GO
locus_tag:VOLCADRAFT_89717|protein_id:XP_002949465.1	GO:0030976; GO:0022900; GO:0005506; GO:0016491; GO:0016903; GO:0055114; GO:0003824
locus_tag:VOLCADRAFT_104577|protein_id:XP_002950171.1	GO:0005515
locus_tag:VOLCADRAFT_107582|protein_id:XP_002957198.1	GO:0005515; GO:0004047; GO:0006546
locus_tag:VOLCADRAFT_60391|protein_id:XP_002950393.1	GO:0003755
locus_tag:VOLCADRAFT_95860|protein_id:XP_002954949.1	GO:0016491; GO:0005507; GO:0055114
locus_tag:VOLCADRAFT_95114|protein_id:XP_002954317.1	GO:0003755
locus_tag:VOLCADRAFT_62634|protein_id:XP_002952509.1	GO:0008081; GO:0007165; GO:0004114
locus_tag:VOLCADRAFT_102653|protein_id:XP_002945683.1	GO:0020037; GO:0019825
gene:rpt5|protein_id:XP_002946585.1	GO:0016787; GO:0005737; GO:0030163; GO:0005524
locus_tag:VOLCADRAFT_66444|protein_id:XP_002955960.1	GO:0006423; GO:0005524; GO:0004817; GO:0005737; GO:0004812; GO:0006418; GO:0000166
locus_tag:VOLCADRAFT_115581|protein_id:XP_002945990.1	GO:0005515
locus_tag:VOLCADRAFT_75942|protein_id:XP_002953644.1	GO:0015095; GO:0015693; GO:0016021
locus_tag:VOLCADRAFT_59341|protein_id:XP_002949486.1	GO:0019674; GO:0003951; GO:0006741
locus_tag:VOLCADRAFT_104352|protein_id:XP_002949586.1	GO:0006750; GO:0042398; GO:0004357; GO:0003824
locus_tag:VOLCADRAFT_108492|protein_id:XP_002959140.1	GO:0008270; GO:0016021; GO:0055085
locus_tag:VOLCADRAFT_118752|protein_id:XP_002954486.1	GO:0005515; GO:0016020; GO:0005216; GO:0055085; GO:0006811
locus_tag:VOLCADRAFT_89848|protein_id:XP_002949411.1	GO:0009190; GO:0035556; GO:0016849
locus_tag:VOLCADRAFT_102242|protein_id:XP_002955113.1	GO:0007034
locus_tag:VOLCADRAFT_87432|protein_id:XP_002947118.1	GO:0006511; GO:0000151; GO:0016567; GO:0034450; GO:0004842
locus_tag:VOLCADRAFT_115772|protein_id:XP_002945844.1	GO:0016021
locus_tag:VOLCADRAFT_85406|protein_id:XP_002950840.1	GO:0033014; GO:0004418; GO:0018160
locus_tag:VOLCADRAFT_59038|protein_id:XP_002949220.1	GO:0004672; GO:0005524; GO:0006468
locus_tag:VOLCADRAFT_101550|protein_id:XP_002960039.1	GO:0016887; GO:0005524
locus_tag:VOLCADRAFT_106953|protein_id:XP_002955800.1	GO:0016491
locus_tag:VOLCADRAFT_91396|protein_id:XP_002950921.1	GO:0004252; GO:0006508
locus_tag:VOLCADRAFT_103620|protein_id:XP_002947992.1	GO:0005515
locus_tag:VOLCADRAFT_58252|protein_id:XP_002948430.1	GO:0005524; GO:0003676; GO:0006418; GO:0000166; GO:0004812; GO:0016874; GO:0005737
locus_tag:VOLCADRAFT_97912|protein_id:XP_002956909.1	GO:0005524; GO:0004674; GO:0004672; GO:0004692; GO:0006468
locus_tag:VOLCADRAFT_103251|protein_id:XP_002947022.1	GO:0008531; GO:0009231; GO:0016787
locus_tag:VOLCADRAFT_70104|protein_id:XP_002958938.1	GO:0008236; GO:0006508
locus_tag:VOLCADRAFT_95771|protein_id:XP_002954913.1	GO:0009190; GO:0035556; GO:0016849
locus_tag:VOLCADRAFT_62890|protein_id:XP_002952668.1	GO:0005737; GO:0051082; GO:0006457
locus_tag:VOLCADRAFT_103394|protein_id:XP_002947162.1	GO:0005524; GO:0003676
locus_tag:VOLCADRAFT_91209|protein_id:XP_002950729.1	GO:0043087; GO:0048193
locus_tag:VOLCADRAFT_108324|protein_id:XP_002958798.1	GO:0007064; GO:0031390
locus_tag:VOLCADRAFT_59325|protein_id:XP_002949526.1	GO:0005524; GO:0003676
locus_tag:VOLCADRAFT_58801|protein_id:XP_002949049.1	GO:0016021; GO:0015689; GO:0015098
locus_tag:VOLCADRAFT_99695|protein_id:XP_002958439.1	GO:0003677
locus_tag:VOLCADRAFT_48765|protein_id:XP_002953926.1	GO:0005634; GO:0003677
locus_tag:VOLCADRAFT_121678|protein_id:XP_002958121.1	GO:0006368; GO:0016593; GO:0016570
locus_tag:VOLCADRAFT_103185|protein_id:XP_002946940.1	GO:0004347; GO:0006096; GO:0006094
locus_tag:VOLCADRAFT_83165|protein_id:XP_002955339.1	GO:0003677
locus_tag:VOLCADRAFT_75277|protein_id:XP_002952241.1	GO:0045454
locus_tag:VOLCADRAFT_94989|protein_id:XP_002954259.1	GO:0003887; GO:0006260; GO:0006261; GO:0003677
locus_tag:VOLCADRAFT_30242|protein_id:XP_002953010.1	GO:0005524
locus_tag:VOLCADRAFT_102735|protein_id:XP_002946117.1	GO:0004672; GO:0005524; GO:0006468
locus_tag:VOLCADRAFT_104634|protein_id:XP_002950253.1	GO:0005515
