Feature	GO
gene:DBP9|protein_id:NP_013378.1	GO:0003676; GO:0005524
locus_tag:YLR274W|protein_id:NP_013376.1	GO:0005524; GO:0003688; GO:0006260; GO:0005634; GO:0006270; GO:0042555; GO:0003677
locus_tag:YLR307W|protein_id:NP_013410.1	GO:0003824; GO:0005975; GO:0016810
gene:MRPL3|protein_id:NP_013737.1	GO:0006396; GO:0004525
gene:YHB1|protein_id:NP_011750.1	GO:0019825; GO:0020037; GO:0055114; GO:0016491
gene:TAX4|protein_id:NP_012452.1	GO:0005515
locus_tag:YOL081W|protein_id:NP_014560.1	GO:0043087; GO:0007165
locus_tag:YMR277W|protein_id:NP_014004.1	GO:0005634; GO:0004721
locus_tag:YPR104C|protein_id:NP_015429.1	GO:0003700; GO:0006355; GO:0043565; GO:0005515
locus_tag:YCR051W|protein_id:NP_009980.1	GO:0005515
locus_tag:YDR500C|protein_id:NP_010788.1	GO:0005840; GO:0003735; GO:0006412
locus_tag:YML056C|protein_id:NP_013656.1	GO:0003824; GO:0003938; GO:0006164; GO:0055114; GO:0016491
locus_tag:YER087W|protein_id:NP_011010.1	GO:0004812; GO:0006418; GO:0005524; GO:0004827; GO:0000166; GO:0005737; GO:0006433
locus_tag:YMR058W|protein_id:NP_013774.1	GO:0016491; GO:0055114; GO:0005507
locus_tag:YHR033W|protein_id:NP_011898.1	GO:0003723; GO:0004349; GO:0005737; GO:0006561
locus_tag:YNR020C|protein_id:NP_014417.3	GO:0004222
gene:MYO5|protein_id:NP_013827.1	GO:0003774; GO:0016459; GO:0005515; GO:0005524
locus_tag:YIR005W|protein_id:NP_012270.1	GO:0003676
gene:HEM25|protein_id:NP_010164.1	GO:0005743; GO:0015187; GO:0022857; GO:0055085; GO:1904983
gene:MCM6|protein_id:NP_011314.2	GO:0006260; GO:0005524; GO:0003678; GO:0003677; GO:0042555; GO:0006270; GO:0005634
locus_tag:YOL040C|protein_id:NP_014602.1	GO:0015935; GO:0003723; GO:0005840; GO:0006412; GO:0003735
gene:MSS116|protein_id:NP_010480.1	GO:0003676; GO:0005524
locus_tag:YML081W|protein_id:NP_013630.1	GO:0003676
gene:MIC12|protein_id:NP_009821.3	GO:0044284; GO:0061617; GO:0042407
locus_tag:YOL065C|protein_id:NP_014576.1	GO:0046856
locus_tag:YAL062W|protein_id:NP_009339.1	GO:0016491; GO:0055114; GO:0006520; GO:0016639
