Feature	GO
gene:ATMS1|protein_id:NP_001078599.1	GO:0003871; GO:0008270; GO:0008652; GO:0009086
locus_tag:AT5G08510|protein_id:NP_196468.1	GO:0005515
locus_tag:AT1G67030|protein_id:NP_176873.1	GO:0003676
locus_tag:AT1G79580|protein_id:NP_001319416.1	GO:0006355; GO:0003677
locus_tag:AT1G18910|protein_id:NP_173325.2	GO:0008270
locus_tag:AT2G32510|protein_id:NP_180810.1	GO:0006468; GO:0005524; GO:0004672
locus_tag:AT4G02310|protein_id:NP_192140.1	GO:0005515
locus_tag:AT3G16920|protein_id:NP_188317.3	GO:0005975; GO:0006032; GO:0004568; GO:0016998
locus_tag:AT2G35830|protein_id:NP_001189686.1	GO:0004848
locus_tag:AT1G62740|protein_id:NP_176461.1	GO:0005515
locus_tag:AT4G39080|protein_id:NP_568051.1	GO:0015078; GO:0033179; GO:1902600; GO:0000220
gene:HB52|protein_id:NP_200209.1	GO:0043565; GO:0006355; GO:0003677
locus_tag:AT1G02620|protein_id:NP_001318907.1	GO:0005525; GO:0006886
locus_tag:AT5G12350|protein_id:NP_568268.3	GO:0046872
gene:ATCHX1|protein_id:NP_173088.1	GO:0006812; GO:0015299; GO:0016021; GO:0055085
locus_tag:AT5G63700|protein_id:NP_201175.2	GO:0003677; GO:0005515
locus_tag:AT5G52490|protein_id:NP_568773.1	GO:0003723; GO:0008168; GO:0006364
gene:EXLA2|protein_id:NP_195553.1	GO:0005576; GO:0019953
locus_tag:AT1G12460|protein_id:NP_172708.1	GO:0006468; GO:0005524; GO:0004672
locus_tag:AT2G02970|protein_id:NP_565293.1	GO:0016787
locus_tag:AT2G33255|protein_id:NP_850204.2	GO:0016787
locus_tag:AT5G25470|protein_id:NP_001318648.1	GO:0003677
locus_tag:AT1G03830|protein_id:NP_001184903.1	GO:0003924; GO:0005525
locus_tag:AT3G52080|protein_id:NP_190776.2	GO:0055085; GO:0016021; GO:0015299; GO:0006812
locus_tag:AT2G36710|protein_id:NP_181209.1	GO:0042545; GO:0030599
locus_tag:AT2G17630|protein_id:NP_179354.1	GO:0003824; GO:0004648; GO:0006564
gene:EXT3|protein_id:NP_173553.1	GO:0009664; GO:0005199
locus_tag:AT4G08790|protein_id:NP_567340.1	GO:0006807
locus_tag:AT5G06810|protein_id:NP_196299.2	GO:0006355; GO:0003690
locus_tag:AT3G14350|protein_id:NP_188052.2	GO:0004672; GO:0005524; GO:0006468; GO:0005515
locus_tag:AT5G34940|protein_id:NP_851093.1	GO:0016020; GO:0016798
locus_tag:AT5G37810|protein_id:NP_198597.1	GO:0055085; GO:0015267; GO:0016020
gene:EBS|protein_id:NP_001320030.1	GO:0003682
locus_tag:AT3G54270|protein_id:NP_190995.2	GO:0000287; GO:0005986; GO:0050307
locus_tag:AT1G37020|protein_id:NP_174894.1	GO:0006508; GO:0008234
locus_tag:AT2G42660|protein_id:NP_181794.1	GO:0003677
locus_tag:AT1G64820|protein_id:NP_176662.1	GO:0015297; GO:0042910; GO:0016020; GO:0055085
gene:ZW2|protein_id:NP_564730.1	GO:0006351; GO:0043565
locus_tag:AT1G02310|protein_id:NP_001321462.1	GO:0005975; GO:0004553
gene:WAK1|protein_id:NP_564137.1	GO:0006468; GO:0004672; GO:0005524; GO:0005509; GO:0030247
gene:TFIIIA|protein_id:NP_001322779.1	GO:0003676
locus_tag:AT3G48580|protein_id:NP_566910.1	GO:0010411; GO:0016762; GO:0042546; GO:0005975; GO:0004553; GO:0048046; GO:0006073; GO:0005618
gene:UBA1A|protein_id:NP_850021.1	GO:0003676
locus_tag:AT4G18360|protein_id:NP_001329914.1	GO:0010181; GO:0055114; GO:0016491; GO:0003824
locus_tag:AT4G00170|protein_id:NP_567153.1	GO:0005789
locus_tag:AT1G52640|protein_id:NP_175673.1	GO:0005515
locus_tag:AT2G35410|protein_id:NP_181084.1	GO:0003676
locus_tag:AT3G02820|protein_id:NP_001327085.1	GO:0003676; GO:0006974; GO:0005634; GO:0048478; GO:0008270
gene:UGT76B1|protein_id:NP_187742.1	GO:0016758
locus_tag:AT2G20790|protein_id:NP_850004.1	GO:0030131; GO:0006886; GO:0016192
locus_tag:AT4G26930|protein_id:NP_194423.1	GO:0003677
locus_tag:AT1G33750|protein_id:NP_174635.1	GO:0000287; GO:0010333; GO:0016829
gene:MYB45|protein_id:NP_190461.1	GO:0003677
locus_tag:AT4G23700|protein_id:NP_001328705.1	GO:0015299; GO:0006812; GO:0055085; GO:0016021
locus_tag:AT4G11920|protein_id:NP_192929.2	GO:0005515
locus_tag:AT3G16010|protein_id:NP_188222.1	GO:0005515
locus_tag:AT3G57800|protein_id:NP_567057.2	GO:0046983
locus_tag:AT3G06980|protein_id:NP_187354.1	GO:0005524; GO:0003676
locus_tag:AT1G11930|protein_id:NP_563897.1	GO:0030170
locus_tag:AT3G06100|protein_id:NP_566271.1	GO:0055085; GO:0015267; GO:0016020
locus_tag:AT1G75680|protein_id:NP_177697.1	GO:0005975; GO:0004553; GO:0003824
gene:NADP-ME1|protein_id:NP_179580.1	GO:0004471; GO:0004470; GO:0051287; GO:0055114
locus_tag:AT2G15780|protein_id:NP_565380.1	GO:0009055
gene:PDK1|protein_id:NP_568138.1	GO:0006468; GO:0005524; GO:0004672
locus_tag:AT2G33270|protein_id:NP_180885.1	GO:0045454
gene:SLP2|protein_id:NP_567972.1	GO:0004252; GO:0006508
gene:RL3|protein_id:NP_195375.4	GO:0003677
locus_tag:AT1G63970|protein_id:NP_850971.1	GO:0008685; GO:0016114
locus_tag:AT3G09530|protein_id:NP_187564.1	GO:0006887; GO:0000145
gene:ZAT11|protein_id:NP_181279.1	GO:0003676
locus_tag:AT2G21190|protein_id:NP_565501.1	GO:0006621; GO:0046923; GO:0016021
locus_tag:AT2G17580|protein_id:NP_179349.2	GO:0006396; GO:0003723; GO:0016779
locus_tag:AT4G10320|protein_id:NP_192770.2	GO:0006418; GO:0000166; GO:0002161; GO:0006428; GO:0000049; GO:0004822; GO:0004812; GO:0005524
gene:ADG1|protein_id:NP_199641.1	GO:0009058; GO:0008878; GO:0016779; GO:0005978
locus_tag:AT1G06650|protein_id:NP_172150.1	GO:0055114; GO:0016491
locus_tag:AT5G02940|protein_id:NP_001331896.1	GO:0006813
locus_tag:AT2G45040|protein_id:NP_182030.1	GO:0006508; GO:0004222; GO:0008237; GO:0031012; GO:0008270
locus_tag:AT5G65750|protein_id:NP_201376.1	GO:0016624; GO:0030976; GO:0004591; GO:0006099; GO:0055114
locus_tag:AT1G45231|protein_id:NP_973978.2	GO:0009452; GO:0008168; GO:0005515; GO:0001510
locus_tag:AT5G17250|protein_id:NP_001318581.1	GO:0051377; GO:0003824; GO:0006506
locus_tag:AT4G27570|protein_id:NP_194487.1	GO:0016758
locus_tag:AT4G30060|protein_id:NP_001328551.1	GO:0016020; GO:0008375
locus_tag:AT2G24580|protein_id:NP_180034.1	GO:0046653; GO:0008115; GO:0055114; GO:0016491
gene:HERK2|protein_id:NP_174345.1	GO:0005524; GO:0006468; GO:0004672
locus_tag:AT2G43460|protein_id:NP_181874.1	GO:0003735; GO:0005840; GO:0006412
locus_tag:AT1G02305|protein_id:NP_563648.1	GO:0050790; GO:0004197; GO:0008234; GO:0006508
locus_tag:AT4G35800|protein_id:NP_001329346.1	GO:0003899; GO:0005665; GO:0006366; GO:0006351; GO:0003677
locus_tag:AT1G29880|protein_id:NP_564337.1	GO:0005737; GO:0004820; GO:0005524; GO:0004812; GO:0000166; GO:0006418; GO:0006426
locus_tag:AT2G36930|protein_id:NP_565854.1	GO:0003676; GO:0008270
locus_tag:AT3G49130|protein_id:NP_190482.1	GO:0006396; GO:0003723
locus_tag:AT5G44050|protein_id:NP_199218.1	GO:0055085; GO:0016020; GO:0042910; GO:0015297
locus_tag:AT3G52390|protein_id:NP_974418.1	GO:0016888; GO:0016788
locus_tag:AT1G24420|protein_id:NP_001319075.1	GO:0016747
locus_tag:AT3G10240|protein_id:NP_187635.1	GO:0005515
gene:SLAH3|protein_id:NP_197791.1	GO:0016021; GO:0055085
locus_tag:AT2G16770|protein_id:NP_001324107.1	GO:0003700; GO:0006355
locus_tag:AT1G78550|protein_id:NP_177976.1	GO:0055114; GO:0016491
locus_tag:AT5G37780|protein_id:NP_001154755.1	GO:0005509
locus_tag:AT3G55520|protein_id:NP_001327834.1	GO:0003755
locus_tag:AT4G37400|protein_id:NP_568025.1	GO:0020037; GO:0016705; GO:0055114; GO:0005506
locus_tag:AT5G54170|protein_id:NP_568805.1	GO:0008289
locus_tag:AT1G02150|protein_id:NP_171717.2	GO:0005515
locus_tag:AT2G38910|protein_id:NP_181425.1	GO:0005509; GO:0006468; GO:0005524; GO:0004672
locus_tag:AT4G01850|protein_id:NP_001078345.1	GO:0005524; GO:0004478; GO:0006556
locus_tag:AT4G02610|protein_id:NP_192170.1	GO:0003824; GO:0004834; GO:0006568
locus_tag:AT5G59230|protein_id:NP_200731.1	GO:0006367; GO:0005672
locus_tag:AT3G46580|protein_id:NP_190242.1	GO:0003677; GO:0005634
locus_tag:AT3G26630|protein_id:NP_189297.1	GO:0005515
locus_tag:AT1G47056|protein_id:NP_175151.1	GO:0005515
locus_tag:AT5G07100|protein_id:NP_196327.1	GO:0043565; GO:0006355; GO:0003700
locus_tag:AT3G53090|protein_id:NP_001030850.1	GO:0004842; GO:0005515
locus_tag:AT4G31920|protein_id:NP_194920.1	GO:0003677; GO:0007165; GO:0003700; GO:0000160
locus_tag:AT1G68080|protein_id:NP_176975.2	GO:0016491; GO:0005506; GO:0031418; GO:0055114; GO:0016705
locus_tag:AT1G50260|protein_id:NP_175444.2	GO:0008289
locus_tag:AT3G51350|protein_id:NP_190703.2	GO:0006508; GO:0004190
locus_tag:AT3G21420|protein_id:NP_566685.1	GO:0055114; GO:0016491
gene:CPSF30|protein_id:NP_174334.2	GO:0046872; GO:0003723
locus_tag:AT4G21065|protein_id:NP_001078414.1	GO:0008270; GO:0005515
locus_tag:AT5G10360|protein_id:NP_196598.1	GO:0006412; GO:0005840; GO:0003735
locus_tag:AT3G05310|protein_id:NP_187182.1	GO:0003924; GO:0007005; GO:0031307; GO:0005525; GO:0005509
locus_tag:AT1G56560|protein_id:NP_176049.1	GO:0003824; GO:0033926
locus_tag:AT5G19630|protein_id:NP_568379.2	GO:0016787
locus_tag:AT2G15042|protein_id:NP_001318226.1	GO:0005515
locus_tag:AT4G28610|protein_id:NP_194590.2	GO:0003677
locus_tag:AT3G18740|protein_id:NP_188504.1	GO:0003723; GO:0003735; GO:0022625
gene:GLA1|protein_id:NP_198963.2	GO:0009058; GO:0009396; GO:0004326; GO:0005524; GO:0016874
locus_tag:AT5G22610|protein_id:NP_001331747.1	GO:0005515
locus_tag:AT5G22980|protein_id:NP_197689.1	GO:0004185; GO:0006508
locus_tag:AT2G28200|protein_id:NP_180387.2	GO:0003676
locus_tag:AT2G20420|protein_id:NP_179632.1	GO:0005524; GO:0003824; GO:0046872; GO:0006099
locus_tag:AT3G19690|protein_id:NP_188603.1	GO:0005576
locus_tag:AT4G29380|protein_id:NP_194667.1	GO:0006468; GO:0005524; GO:0005515; GO:0004672
gene:HXK2|protein_id:NP_179576.1	GO:0005524; GO:0006096; GO:0005975; GO:0004396; GO:0016773; GO:0005536; GO:0001678
locus_tag:AT3G04180|protein_id:NP_187068.1	GO:0045735; GO:0030145
gene:ORC2|protein_id:NP_181292.1	GO:0000808; GO:0005634; GO:0006260
gene:SQS1|protein_id:NP_195190.1	GO:0051996; GO:0016765; GO:0006696; GO:0009058; GO:0008610; GO:0004310; GO:0016021; GO:0016740
locus_tag:AT4G34110|protein_id:NP_195137.5	GO:1990904; GO:0003676; GO:0003723
locus_tag:AT4G37690|protein_id:NP_680773.1	GO:0016021; GO:0016757
locus_tag:AT3G48600|protein_id:NP_001190034.1	GO:0005515
locus_tag:AT1G67430|protein_id:NP_176910.1	GO:0006412; GO:0003735; GO:0005840; GO:0015934
locus_tag:AT3G56080|protein_id:NP_567033.2	GO:0008168
gene:SBT3.5|protein_id:NP_564412.1	GO:0004252; GO:0006508
locus_tag:AT3G07030|protein_id:NP_001327441.1	GO:0003676
gene:ATFP8|protein_id:NP_187779.1	GO:0005525; GO:0003924
gene:RSW10|protein_id:NP_177266.1	GO:0004751; GO:0009052
locus_tag:AT1G73700|protein_id:NP_177511.1	GO:0055085; GO:0016020; GO:0042910; GO:0015297
locus_tag:AT5G18640|protein_id:NP_001330336.1	GO:0006629
locus_tag:AT3G24170|protein_id:NP_001030756.2	GO:0006749; GO:0016668; GO:0045454; GO:0050660; GO:0055114; GO:0009055; GO:0004362; GO:0016491; GO:0050661
locus_tag:AT5G11570|protein_id:NP_196718.1	GO:0022857; GO:0016020; GO:0055085
locus_tag:AT3G57940|protein_id:NP_191353.2	GO:0005524; GO:0016072; GO:0008080; GO:0034470
locus_tag:AT3G57240|protein_id:NP_191283.2	GO:0004553; GO:0005975
locus_tag:AT4G36470|protein_id:NP_195365.1	GO:0008168
locus_tag:AT1G31260|protein_id:NP_174411.2	GO:0071577; GO:0005385; GO:0030001; GO:0046873; GO:0016020; GO:0016021; GO:0055085
locus_tag:AT3G26782|protein_id:NP_001078212.1	GO:0005515; GO:0008270
locus_tag:AT5G22910|protein_id:NP_197682.1	GO:0015299; GO:0016021; GO:0055085; GO:0006812
locus_tag:AT3G25660|protein_id:NP_189194.1	GO:0030956; GO:0006412; GO:0050567
locus_tag:AT5G59600|protein_id:NP_200768.1	GO:0005515
locus_tag:AT1G69600|protein_id:NP_177118.1	GO:0003677
gene:UNE5|protein_id:NP_182269.1	GO:0016853; GO:0005783; GO:0045454
locus_tag:AT1G10000|protein_id:NP_172471.1	GO:0004523; GO:0003676
locus_tag:AT5G11750|protein_id:NP_001332090.1	GO:0006412; GO:0005840; GO:0003735
locus_tag:AT1G63820|protein_id:NP_176567.2	GO:0005515
locus_tag:AT4G10400|protein_id:NP_001078367.1	GO:0005515
locus_tag:AT1G08570|protein_id:NP_172333.1	GO:0045454
locus_tag:AT2G21070|protein_id:NP_001189567.1	GO:0008168
locus_tag:AT3G25970|protein_id:NP_189226.2	GO:0005515
gene:NAP1;2|protein_id:NP_179538.1	GO:0005634; GO:0006334
locus_tag:AT4G25540|protein_id:NP_194284.2	GO:0006298; GO:0005524; GO:0030983
locus_tag:AT1G09660|protein_id:NP_001320903.1	GO:0003723; GO:0003676
locus_tag:AT2G36370|protein_id:NP_565845.3	GO:0005515
locus_tag:AT1G13350|protein_id:NP_001321965.1	GO:0005524; GO:0006468; GO:0004672
locus_tag:AT2G15390|protein_id:NP_973468.2	GO:0016020; GO:0042546; GO:0008107
locus_tag:AT1G21340|protein_id:NP_173556.1	GO:0003677; GO:0006355
locus_tag:AT4G03120|protein_id:NP_567250.1	GO:0000387; GO:0008270; GO:0005634; GO:0005685; GO:0000398; GO:0003676
locus_tag:AT5G27945|protein_id:NP_568505.1	GO:0005515
locus_tag:AT2G22030|protein_id:NP_179794.1	GO:0005515
locus_tag:AT5G62350|protein_id:NP_201041.1	GO:0004857
locus_tag:AT5G50060|protein_id:NP_199817.1	GO:0004857
locus_tag:AT1G07615|protein_id:NP_001077476.1	GO:0005525
locus_tag:AT3G20050|protein_id:NP_188640.1	GO:0005524; GO:0006457; GO:0051082
locus_tag:AT3G22360|protein_id:NP_188875.1	GO:0009916; GO:0055114
locus_tag:AT5G09450|protein_id:NP_568214.1	GO:0005515
locus_tag:AT2G17500|protein_id:NP_001031363.1	GO:0016021; GO:0055085
gene:DSPTP1|protein_id:NP_001189955.1	GO:0016311; GO:0016791; GO:0008138; GO:0006470
locus_tag:AT3G52115|protein_id:NP_850683.1	GO:0006281; GO:0004519
locus_tag:AT5G38940|protein_id:NP_001330896.1	GO:0045735; GO:0030145
locus_tag:AT4G08400|protein_id:NP_192580.1	GO:0005199; GO:0009664
gene:XRCC3|protein_id:NP_200554.1	GO:0003677; GO:0006281; GO:0005524; GO:0008094
locus_tag:AT5G51510|protein_id:NP_568761.1	GO:0005789; GO:0007029
locus_tag:AT5G60050|protein_id:NP_200813.1	GO:0005515
locus_tag:AT2G32450|protein_id:NP_180804.1	GO:0005509; GO:0005515
locus_tag:AT1G68640|protein_id:NP_177031.1	GO:0006355; GO:0043565; GO:0006351; GO:0003700
locus_tag:AT4G26300|protein_id:NP_001329503.1	GO:0000166; GO:0006418; GO:0005737; GO:0004814; GO:0006420; GO:0005524; GO:0004812
locus_tag:AT4G16510|protein_id:NP_567502.1	GO:0002161
locus_tag:AT1G77340|protein_id:NP_177858.2	GO:0005515
locus_tag:AT3G46670|protein_id:NP_190251.1	GO:0016758
locus_tag:AT2G45060|protein_id:NP_566034.1	GO:1902659
locus_tag:AT4G30940|protein_id:NP_194823.1	GO:0051260; GO:0005515
locus_tag:AT2G33110|protein_id:NP_850201.1	GO:0016192; GO:0016021
gene:G6PD5|protein_id:NP_001325679.1	GO:0050661; GO:0055114; GO:0006006; GO:0004345; GO:0016614
locus_tag:AT5G61580|protein_id:NP_200966.2	GO:0003872; GO:0006096; GO:0006002; GO:0005524
gene:SHB1|protein_id:NP_194265.2	GO:0016021
locus_tag:AT4G17220|protein_id:NP_193455.2	GO:0007010; GO:0008017
locus_tag:AT4G22410|protein_id:NP_001320032.1	GO:0016579; GO:0036459; GO:0006397; GO:0000245; GO:0008270
locus_tag:AT2G35310|protein_id:NP_181074.2	GO:0003677
locus_tag:AT1G12550|protein_id:NP_172716.1	GO:0055114; GO:0051287; GO:0016616
locus_tag:AT2G26980|protein_id:NP_850095.2	GO:0007165; GO:0004672; GO:0006468; GO:0005524
locus_tag:AT5G19880|protein_id:NP_197488.1	GO:0055114; GO:0004601; GO:0006979; GO:0042744; GO:0020037
locus_tag:AT4G21410|protein_id:NP_193872.2	GO:0004672; GO:0005524; GO:0006468
locus_tag:AT3G50410|protein_id:NP_190610.1	GO:0006355; GO:0003677
locus_tag:AT2G32290|protein_id:NP_180788.2	GO:0000272; GO:0016161
locus_tag:AT5G06730|protein_id:NP_196291.1	GO:0020037; GO:0042744; GO:0055114; GO:0006979; GO:0004601
gene:NAC086|protein_id:NP_197228.1	GO:0006355; GO:0003677
locus_tag:AT5G24930|protein_id:NP_197875.3	GO:0005515; GO:0008270
gene:FTRA2|protein_id:NP_001331359.1	GO:0015979
locus_tag:AT5G54770|protein_id:NP_200288.1	GO:0009228
locus_tag:AT4G29100|protein_id:NP_194639.1	GO:0046983
locus_tag:AT1G57670|protein_id:NP_176080.1	GO:0007165; GO:0005515
locus_tag:AT3G07080|protein_id:NP_187364.1	GO:0016021; GO:0022857; GO:0055085
gene:VAMP711|protein_id:NP_194942.1	GO:0016021; GO:0016192
locus_tag:AT1G79540|protein_id:NP_178072.1	GO:0005515
locus_tag:AT5G63135|protein_id:NP_568965.1	GO:0005680; GO:0090266
locus_tag:AT5G41730|protein_id:NP_001330018.1	GO:0006468; GO:0005524; GO:0004672
locus_tag:AT1G18510|protein_id:NP_173286.2	GO:0016021
locus_tag:AT1G02500|protein_id:NP_171751.1	GO:0004478; GO:0005524; GO:0006556
gene:EXPA1|protein_id:NP_849869.1	GO:0009664; GO:0005576
locus_tag:AT5G38160|protein_id:NP_198632.1	GO:0006869
locus_tag:AT1G17990|protein_id:NP_173241.2	GO:0003824; GO:0055114; GO:0010181; GO:0016491
