Feature	GO
locus_tag:Dmel_CG6253|protein_id:NP_523975.1	GO:0006412; GO:0005840; GO:0003735
gene:CG8199|protein_id:NP_649905.1	GO:0016624
gene:SmydA-9|protein_id:NP_001285040.1	GO:0005515
gene:Pex11|protein_id:NP_611071.1	GO:0005779; GO:0016559
gene:Cyp313a2|protein_id:NP_650169.3	GO:0016705; GO:0005506; GO:0020037; GO:0055114
locus_tag:Dmel_CG42252|protein_id:NP_001285311.1	GO:0006508; GO:0004222; GO:0008237
gene:DNAlig3|protein_id:NP_650187.2	GO:0051103; GO:0003677; GO:0071897; GO:0003910; GO:0006310; GO:0003909; GO:0006281; GO:0005524
locus_tag:Dmel_CG1994|protein_id:NP_572503.1	GO:0034470; GO:0016072; GO:0005524; GO:0008080
gene:abd-A|protein_id:NP_732176.1	GO:0003677; GO:0043565; GO:0006355
gene:Dera|protein_id:NP_001286348.1	GO:0009264; GO:0004139; GO:0005737; GO:0003824; GO:0016829
locus_tag:Dmel_CG5583|protein_id:NP_524535.2	GO:0003700; GO:0043565; GO:0005634; GO:0006355
locus_tag:Dmel_CG7615|protein_id:NP_651724.1	GO:0003824
locus_tag:Dmel_CG5473|protein_id:NP_001163199.1	GO:0008418
locus_tag:Dmel_CG14441|protein_id:NP_001259288.1	GO:0008270; GO:0003676; GO:0005634
gene:Membrin|protein_id:NP_647960.1	GO:0005484; GO:0016192; GO:0005794
gene:CG14777|protein_id:NP_001162634.1	GO:0016021
locus_tag:Dmel_CG5008|protein_id:NP_523986.2	GO:0004553; GO:0030246; GO:0005975
locus_tag:Dmel_CG32454|protein_id:NP_730740.1	GO:0004177; GO:0030145
locus_tag:Dmel_CG11147|protein_id:NP_608954.1	GO:0043190; GO:0016021; GO:0016887; GO:0005524; GO:0055085
gene:PIG-T|protein_id:NP_572475.1	GO:0016255; GO:0042765
gene:niki|protein_id:NP_651293.1	GO:0005524; GO:0004672; GO:0006468
locus_tag:Dmel_CG6407|protein_id:NP_001285407.1	GO:0005576; GO:0007275; GO:0016055; GO:0005102
gene:croc|protein_id:NP_524202.1	GO:0043565; GO:0003700; GO:0006355
locus_tag:Dmel_CG15817|protein_id:NP_001263061.1	GO:0036459; GO:0006511; GO:0016579
locus_tag:Dmel_CG6613|protein_id:NP_611639.1	GO:0035556
gene:Art3|protein_id:NP_650434.1	GO:0008168; GO:0006479
gene:CG3702|protein_id:NP_001260017.1	GO:0016021
locus_tag:Dmel_CG1548|protein_id:NP_001334713.1	GO:0006508; GO:0004190
gene:Sdic4|protein_id:NP_001285485.2	GO:0005868; GO:0007018; GO:0005515
locus_tag:Dmel_CG43347|protein_id:NP_001138185.2	GO:0003676
gene:CG16998|protein_id:NP_648134.1	GO:0004252; GO:0006508
gene:Btk29A|protein_id:NP_001097121.1	GO:0006468; GO:0004713; GO:0005515; GO:0004672; GO:0035556; GO:0005524
locus_tag:Dmel_CG3073|protein_id:NP_001284818.1	GO:0018342; GO:0008318
gene:Ctf4|protein_id:NP_610921.1	GO:0005515
gene:cert|protein_id:NP_001286978.1	GO:0008289
gene:His4:CG33901|protein_id:NP_001027302.1	GO:0000786; GO:0005634; GO:0003677; GO:0046982; GO:0006352
gene:NetA|protein_id:NP_001285243.1	GO:0005515
gene:qua|protein_id:NP_001246066.1	GO:0003779; GO:0007010; GO:0051015
locus_tag:Dmel_CG11780|protein_id:NP_651319.2	GO:0016757; GO:0005975
gene:Ku80|protein_id:NP_609767.2	GO:0006303; GO:0003684; GO:0005634; GO:0042162; GO:0000723; GO:0006310; GO:0016817; GO:0043564; GO:0003677
gene:TrpA1|protein_id:NP_001261600.1	GO:0055085; GO:0005216; GO:0006811; GO:0005515; GO:0016020
locus_tag:Dmel_CG3561|protein_id:NP_608544.1	GO:0003676; GO:0005524
locus_tag:Dmel_CG34049|protein_id:NP_001033871.2	GO:0005576
locus_tag:Dmel_CG14999|protein_id:NP_523915.1	GO:0005524; GO:0006260; GO:0003677
locus_tag:Dmel_CG42534|protein_id:NP_651560.2	GO:0005515
gene:CG15237|protein_id:NP_610238.2	GO:0090266; GO:0005680
