Feature	GO
locus_tag:CBG_20951|protein_id:CAP37877.1	GO:0016021; GO:0007606
locus_tag:CBG_16360|protein_id:CAP34107.1	GO:0008270; GO:0004089
locus_tag:CBG_05781|protein_id:CAP26540.2	GO:0016021
gene:Cbr-din-1|protein_id:CAP23753.1	GO:0003676
gene:Cbr-ncam-1|protein_id:CAP28018.2	GO:0005515
gene:CBG03599|protein_id:CAP24464.1	GO:0008270; GO:0006012; GO:0008108; GO:0033499
locus_tag:CBG_01712|protein_id:CAP22916.1	GO:0042302
gene:CBG17660|protein_id:CAP35283.2	GO:0004601; GO:0020037; GO:0055114; GO:0006979
gene:Cbr-pcm-1|protein_id:CAP29280.1	GO:0006464; GO:0004719
locus_tag:CBG_16244|protein_id:CAP34179.1	GO:0005887; GO:0055085
gene:Cbr-frpr-18|protein_id:CAP36348.1	GO:0004930; GO:0016021; GO:0007186; GO:0008528
gene:Cbr-pes-4|protein_id:CAP33873.2	GO:0003723; GO:0003676
locus_tag:CBG_15713|protein_id:CAP33889.1	GO:0016818; GO:0005634; GO:0006289; GO:0006139; GO:0005524; GO:0003678; GO:0003676; GO:0003677; GO:0004386
gene:CBG06617|protein_id:CAP26899.1	GO:0006364
gene:CBG07225|protein_id:CAP27171.1	GO:0046872
gene:CBG17250|protein_id:CAP34900.2	GO:0005634; GO:0006355; GO:0003700
gene:Cbr-gpdh-2|protein_id:CAP29482.1	GO:0004367; GO:0005975; GO:0016616; GO:0046168; GO:0016491; GO:0009331; GO:0055114; GO:0006072; GO:0042803; GO:0051287
gene:CBG24113|protein_id:CAP20800.1	GO:0005515
gene:Cbr-tag-320|protein_id:CAP30223.1	GO:0045454; GO:0016853
gene:Cbr-npp-18|protein_id:CAP24443.1	GO:0005515
gene:CBG22500|protein_id:CAP39071.1	GO:0015986; GO:0045261; GO:0046933
locus_tag:CBG_06689|protein_id:CAP26963.2	GO:0003676; GO:0046872
locus_tag:CBG_10989|protein_id:CAP30239.1	GO:0006511
locus_tag:CBG_09397|protein_id:CAP29181.1	GO:0022857; GO:0055085; GO:0016021; GO:0016020
locus_tag:CBG_22238|protein_id:CAP38872.2	GO:0009058; GO:0030170; GO:0006520; GO:0008483; GO:0003824
locus_tag:CBG_12733|protein_id:CAP31669.1	GO:0003723; GO:0019843
gene:Cbr-taf-7.1|protein_id:CAP33710.2	GO:0005669; GO:0006367
locus_tag:CBG_10955|protein_id:CAP30217.4	GO:0004089; GO:0008270
gene:Cbr-sto-6|protein_id:CAP34990.2	GO:0016020
gene:Cbr-rpb-5|protein_id:CAP31677.1	GO:0003677; GO:0006351; GO:0003899; GO:0005634
locus_tag:CBG_00975|protein_id:CAP22278.1	GO:0032515; GO:0004865
locus_tag:CBG_00041|protein_id:CAP21574.1	GO:0006468; GO:0005524; GO:0004672
gene:CBG15138|protein_id:CAP33606.2	GO:0003676
gene:Cbr-mpz-1|protein_id:CAP23612.2	GO:0005515
locus_tag:CBG_06035|protein_id:CAP26330.1	GO:0042302
locus_tag:CBG_13407|protein_id:CAP32209.2	GO:0005515
gene:Cbr-flp-7|protein_id:CAP33200.1	GO:0007218
gene:Cbr-hmp-2|protein_id:CAP36968.1	GO:0007155; GO:0045296; GO:0005515
gene:CBG01227|protein_id:CAP22521.2	GO:0008270; GO:0005634; GO:0043565; GO:0003700; GO:0006355
gene:CBG24956|protein_id:CAP21442.1	GO:0003676; GO:0008270
locus_tag:CBG_05524|protein_id:CAP25989.2	GO:0004869
gene:Cbr-clic-1|protein_id:CAP37581.2	GO:0005198; GO:0030132; GO:0016192; GO:0030130; GO:0006886
gene:Cbr-clh-1|protein_id:CAP23522.2	GO:0006821; GO:0055085; GO:0005247; GO:0016020
locus_tag:CBG_22827|protein_id:CAP39323.2	GO:0008528
gene:CBG24582|protein_id:CAP21155.1	GO:0005887; GO:0032218; GO:0032217
locus_tag:CBG_05376|protein_id:CAP25866.1	GO:0003676
locus_tag:CBG_00336|protein_id:CAP21805.2	GO:0005524
locus_tag:CBG_18931|protein_id:CAP36260.1	GO:0015078; GO:0015986; GO:0000276
gene:CBG26928|protein_id:CAR99259.1	GO:0005515
locus_tag:CBG_07311|protein_id:CAP27722.2	GO:0005515
gene:Cbr-rpl-22|protein_id:CAP24186.1	GO:0006412; GO:0003735; GO:0005840
gene:Cbr-psf-1|protein_id:CAP28752.1	GO:0003676
gene:CBG17333|protein_id:CAP35020.2	GO:0005576; GO:0005515; GO:0006508
locus_tag:CBG_01673|protein_id:CAP22948.2	GO:0016887; GO:0005634; GO:0000027; GO:0005524
locus_tag:CBG_02697|protein_id:CAP23867.1	GO:0003676
locus_tag:CBG_05455|protein_id:CAP25933.2	GO:0005515
