Feature	GO
protein_id:XP_008102287.1|gene:ubr1	GO:0008270; GO:0030163
protein_id:XP_016851839.1|gene:LOC103280111	GO:0003700; GO:0006355; GO:0003676
protein_id:XP_003216521.2|gene:psat1	GO:0006564; GO:0004648; GO:0003824
protein_id:XP_003229150.2|gene:dut	GO:0000287; GO:0006226; GO:0004170; GO:0046081
protein_id:XP_008101227.1|gene:LOC100553231	GO:0003723; GO:0005634; GO:0005737; GO:0006397
protein_id:XP_003220471.1|gene:gpr25	GO:0007186; GO:0004930; GO:0016021
protein_id:XP_003214669.1|gene:slc39a13	GO:0030001; GO:0055085; GO:0046873; GO:0016020
protein_id:XP_003219448.1|gene:LOC100558140	GO:0005544; GO:0005509
protein_id:XP_003218004.1|gene:LOC100563524	GO:0004104
protein_id:XP_003218696.2|gene:pcdh9	GO:0016020; GO:0007156; GO:0007155; GO:0005509; GO:0005886
protein_id:XP_008122003.1|gene:LOC100552297	GO:0016021
protein_id:XP_016853768.1|gene:man2a2	GO:0004559; GO:0030246; GO:0006013; GO:0003824; GO:0005975
protein_id:XP_016853701.1|gene:tmem120a	GO:0016021
protein_id:XP_003217512.1|gene:cnot6	GO:0005515
protein_id:XP_016853942.1|gene:LOC100558634	GO:0016787
protein_id:XP_016848107.1|gene:slc7a1	GO:0006865; GO:0055085; GO:0022857; GO:0016020; GO:0016021
protein_id:XP_003224279.2|gene:lzts2	GO:0051301
protein_id:XP_016852689.1|gene:bin3	GO:0005737; GO:0005515
protein_id:XP_016850160.1|gene:bzw2	GO:0005515
protein_id:XP_008106503.1|gene:cend1	GO:0021549; GO:0030182
protein_id:XP_008119541.1|gene:cltb	GO:0005198; GO:0016192; GO:0006886; GO:0030130; GO:0030132
protein_id:XP_003230539.2|gene:LOC100566462	GO:0005524; GO:0006464
protein_id:XP_008120442.1|gene:LOC100565405	GO:0016407
protein_id:XP_008104549.1|gene:kcna4	GO:0016020; GO:0005515; GO:0005216; GO:0016021; GO:0030955; GO:0051260; GO:0006813; GO:0006811; GO:0055085; GO:0005249; GO:0008076
protein_id:XP_008116338.1|gene:spock3	GO:0005515; GO:0005509
protein_id:XP_016853178.1|gene:LOC100562973	GO:0005515; GO:0008430
protein_id:XP_003219318.2|gene:micu2	GO:0005509
protein_id:XP_003217129.1|gene:pmp22	GO:0016020; GO:0016021
protein_id:XP_003219879.1|gene:lpcat1	GO:0016746; GO:0005509
protein_id:XP_003215078.1|gene:LOC100554602	GO:0007186; GO:0004984; GO:0016021; GO:0004930
protein_id:XP_016852674.1|gene:LOC103280584	GO:0005515
protein_id:XP_016854711.1|gene:LOC103282303	GO:0003677; GO:0003899; GO:0006351
protein_id:XP_016853530.1|gene:eml6	GO:0005515
protein_id:XP_008114389.2|gene:LOC100554962	GO:0016746
protein_id:XP_008123828.1|gene:LOC103282871	GO:0000145; GO:0006904
protein_id:XP_008103968.1|gene:LOC100563070	GO:0008270; GO:0005515
protein_id:XP_003217493.3|gene:gpx3	GO:0055114; GO:0004602; GO:0006979
protein_id:XP_008120039.1|gene:hspb7	GO:0007507
protein_id:XP_008106293.1|gene:ankrd49	GO:0005515
protein_id:XP_016852829.1|gene:foxn1	GO:0006355; GO:0043565; GO:0003700
protein_id:XP_008122564.1|gene:LOC103281949	GO:0004867; GO:0005576; GO:0030414
protein_id:XP_008103962.1|gene:LOC103278078	GO:0003676
protein_id:XP_016852367.1|gene:LOC103280388	GO:0005524; GO:0004672; GO:0006468
protein_id:XP_008111797.1|gene:snrnp70	GO:0030619; GO:0003676
protein_id:NP_001280057.1|gene:st6gal2	GO:0006486; GO:0008373
protein_id:XP_003222286.1|gene:sec61b	GO:0005784; GO:0006886
protein_id:XP_008102229.1|gene:cacnb3	GO:0070588; GO:0005515; GO:0005891; GO:0005245
protein_id:XP_016851338.1|gene:LOC100567475	GO:0007186; GO:0016021; GO:0004930
protein_id:XP_003221435.1|gene:nobox	GO:0003677
protein_id:XP_003222859.1|gene:smg9	GO:0000184
