Feature	GO
locus_tag:CAOG_01826|protein_id:XP_004364694.1	GO:0004852; GO:0033014
locus_tag:CAOG_02193|protein_id:XP_004348943.1	GO:0005515
locus_tag:CAOG_03138|protein_id:XP_004363977.1	GO:0050660; GO:0055114; GO:0016614
locus_tag:CAOG_05379|protein_id:XP_004347064.2	GO:0005515
locus_tag:CAOG_03611|protein_id:XP_004363339.1	GO:0006468; GO:0005524; GO:0006508; GO:0004672; GO:0008234
locus_tag:CAOG_00336|protein_id:XP_004365207.1	GO:0016021; GO:0007154; GO:0005509
locus_tag:CAOG_06278|protein_id:XP_004345027.2	GO:0016301
locus_tag:CAOG_01933|protein_id:XP_004364801.1	GO:0006468; GO:0005515; GO:0005524; GO:0004672
locus_tag:CAOG_01982|protein_id:XP_004364850.1	GO:0003676; GO:0008270
locus_tag:CAOG_01597|protein_id:XP_004364465.1	GO:0046855; GO:0008934; GO:0046854
locus_tag:CAOG_05651|protein_id:XP_004346324.1	GO:0016021; GO:0006488; GO:0006487; GO:0008963; GO:0003975
locus_tag:CAOG_00165|protein_id:XP_004365036.2	GO:0016757
locus_tag:CAOG_05084|protein_id:XP_004346769.1	GO:0055085; GO:0005887
locus_tag:CAOG_02810|protein_id:XP_004348623.2	GO:0003824; GO:0006520; GO:0016829
locus_tag:CAOG_04663|protein_id:XP_004347410.1	GO:0003743; GO:0006413; GO:0031369; GO:0005852; GO:0005515
locus_tag:CAOG_06899|protein_id:XP_004344520.1	GO:0008168; GO:0006479
locus_tag:CAOG_06403|protein_id:XP_004345152.1	GO:0003924; GO:0005525
locus_tag:CAOG_01129|protein_id:XP_004366000.2	GO:0006821; GO:0005247; GO:0055085; GO:0016020
locus_tag:CAOG_08022|protein_id:XP_004342623.1	GO:0005681; GO:0000387
locus_tag:CAOG_06409|protein_id:XP_004345158.2	GO:0006310; GO:0006281; GO:0003910; GO:0005524
locus_tag:CAOG_05753|protein_id:XP_004346426.1	GO:0003909; GO:0006281; GO:0003910; GO:0003677; GO:0051103; GO:0071897; GO:0006310; GO:0005524
locus_tag:CAOG_03668|protein_id:XP_004363396.1	GO:0046982; GO:0003677; GO:0000786
locus_tag:CAOG_06934|protein_id:XP_004344555.1	GO:0016620; GO:0055114; GO:0003942; GO:0051287; GO:0005737; GO:0006526
locus_tag:CAOG_07169|protein_id:XP_004343893.2	GO:0005096; GO:0005515
locus_tag:CAOG_02977|protein_id:XP_004363816.1	GO:0003676
locus_tag:CAOG_04948|protein_id:XP_004347699.1	GO:0006412; GO:0003735; GO:0005840
locus_tag:CAOG_02222|protein_id:XP_004348972.1	GO:0006412; GO:0003735; GO:0005840
locus_tag:CAOG_06042|protein_id:XP_004345632.2	GO:0005515
locus_tag:CAOG_04817|protein_id:XP_004347568.1	GO:0050660; GO:0016627; GO:0055114
locus_tag:CAOG_05814|protein_id:XP_004345404.2	GO:0005515
locus_tag:CAOG_08588|protein_id:XP_011270188.1	GO:0005680
locus_tag:CAOG_05409|protein_id:XP_004346082.1	GO:0048037
locus_tag:CAOG_03883|protein_id:XP_004363611.1	GO:0046983
locus_tag:CAOG_03740|protein_id:XP_004363468.1	GO:0004672; GO:0004713; GO:0006468; GO:0005524
locus_tag:CAOG_00679|protein_id:XP_004365550.1	GO:0005515
locus_tag:CAOG_00188|protein_id:XP_004365059.1	GO:0003924; GO:0005525
locus_tag:CAOG_06681|protein_id:XP_004344302.2	GO:0004422; GO:0006166; GO:0009116
locus_tag:CAOG_04766|protein_id:XP_004347517.2	GO:0032012; GO:0005086
locus_tag:CAOG_01673|protein_id:XP_004364541.1	GO:0005634; GO:0042255; GO:0003723
locus_tag:CAOG_07765|protein_id:XP_004342838.2	GO:0004674; GO:0004672; GO:0005515; GO:0007165; GO:0043087; GO:0005524; GO:0006468
locus_tag:CAOG_08029|protein_id:XP_004342630.1	GO:0006281; GO:0003824
locus_tag:CAOG_01054|protein_id:XP_004365925.1	GO:0070072
locus_tag:CAOG_08178|protein_id:XP_004342779.1	GO:0003676; GO:0006379; GO:0006351; GO:0008270
locus_tag:CAOG_03737|protein_id:XP_004363465.2	GO:0071949; GO:0004502; GO:0006569; GO:0019805
locus_tag:CAOG_08079|protein_id:XP_004342680.2	GO:0016817
locus_tag:CAOG_01229|protein_id:XP_004349749.1	GO:0005515
locus_tag:CAOG_07017|protein_id:XP_004343741.1	GO:0004449; GO:0051287; GO:0055114; GO:0006099; GO:0016616; GO:0000287
locus_tag:CAOG_02273|protein_id:XP_004349023.1	GO:0005737; GO:0003743; GO:0005852
locus_tag:CAOG_04045|protein_id:XP_004347870.1	GO:0044237
locus_tag:CAOG_03031|protein_id:XP_004363870.2	GO:0004620; GO:0009395
locus_tag:CAOG_02184|protein_id:XP_004348934.1	GO:0016639; GO:0006520; GO:0055114; GO:0016491
locus_tag:CAOG_03722|protein_id:XP_004363450.1	GO:0016746
locus_tag:CAOG_06369|protein_id:XP_004345118.1	GO:0051082; GO:0006457; GO:0005524
locus_tag:CAOG_03107|protein_id:XP_004363946.2	GO:0004435; GO:0006629; GO:0035556; GO:0007165; GO:0008081
locus_tag:CAOG_06827|protein_id:XP_004344448.1	GO:0003735; GO:0006412; GO:0005840
locus_tag:CAOG_09042|protein_id:XP_011270730.1	GO:0005524; GO:0006468; GO:0004672
locus_tag:CAOG_06019|protein_id:XP_004345609.1	GO:0005515
locus_tag:CAOG_01078|protein_id:XP_004365949.1	GO:0016459; GO:0005524; GO:0003774; GO:0005515
locus_tag:CAOG_04180|protein_id:XP_004348005.1	GO:0016787
locus_tag:CAOG_02443|protein_id:XP_004349193.1	GO:0005515
locus_tag:CAOG_03533|protein_id:XP_004348438.1	GO:0006508; GO:0008236; GO:0004252
locus_tag:CAOG_07499|protein_id:XP_004343373.2	GO:0071949; GO:0050660; GO:0003824; GO:0055114; GO:0016491
locus_tag:CAOG_03360|protein_id:XP_004364199.2	GO:0005085; GO:0007264; GO:0005515
locus_tag:CAOG_01667|protein_id:XP_004364535.1	GO:0055114; GO:0016491
locus_tag:CAOG_04418|protein_id:XP_004348246.1	GO:0002098; GO:0033588
locus_tag:CAOG_01489|protein_id:XP_004364357.1	GO:0004725; GO:0016791; GO:0006470; GO:0016311
locus_tag:CAOG_07577|protein_id:XP_004343451.1	GO:0005515
locus_tag:CAOG_05068|protein_id:XP_004346753.1	GO:0005524; GO:0003777; GO:0008017; GO:0007018
locus_tag:CAOG_08670|protein_id:XP_011270281.1	GO:0003677
locus_tag:CAOG_03072|protein_id:XP_004363911.1	GO:0036459; GO:0006511; GO:0016579
locus_tag:CAOG_01516|protein_id:XP_004364384.1	GO:0003980; GO:0006486
locus_tag:CAOG_06937|protein_id:XP_004343661.1	GO:0004748; GO:0009263; GO:0005971; GO:0016491; GO:0055114; GO:0005515
locus_tag:CAOG_07882|protein_id:XP_004342967.1	GO:0005515; GO:0003950
locus_tag:CAOG_07851|protein_id:XP_004342933.2	GO:0016773; GO:0005975
locus_tag:CAOG_01631|protein_id:XP_004364499.2	GO:0005761; GO:0015935; GO:0006915
locus_tag:CAOG_06032|protein_id:XP_004345622.1	GO:0005634; GO:0030261; GO:0000278
locus_tag:CAOG_02904|protein_id:XP_004363743.2	GO:0003924; GO:0005525; GO:0016192; GO:0031982; GO:0005794; GO:0005802
locus_tag:CAOG_08285|protein_id:XP_004342004.1	GO:0046872; GO:0003676; GO:0016787
locus_tag:CAOG_04848|protein_id:XP_004347599.1	GO:0043565
locus_tag:CAOG_08007|protein_id:XP_004342608.2	GO:0007165
locus_tag:CAOG_00785|protein_id:XP_004365656.1	GO:0016787
