Feature	GO
locus_tag:KLLA0_F09933g|protein_id:XP_455532.1	GO:0055114; GO:0005777; GO:0050660; GO:0016627; GO:0006631; GO:0003997; GO:0071949; GO:0006635
locus_tag:KLLA0_D19470g|protein_id:XP_453926.1	GO:0008081; GO:0006629
locus_tag:KLLA0_F02123g|protein_id:XP_455176.1	GO:0007165
locus_tag:KLLA0_D03344g|protein_id:XP_453215.1	GO:0071949; GO:0003824; GO:0050660; GO:0016491; GO:0055114
locus_tag:KLLA0_F19558g|protein_id:XP_455958.1	GO:0046983
locus_tag:KLLA0_D15224g|protein_id:XP_453736.1	GO:0016021; GO:0004252
locus_tag:KLLA0_F22990g|protein_id:XP_456105.1	GO:0000981; GO:0008270; GO:0006351; GO:0005634; GO:0003677; GO:0006355
locus_tag:KLLA0_A11616g|protein_id:XP_451505.1	GO:0003676
locus_tag:KLLA0_E13487g|protein_id:XP_454558.1	GO:0003676
locus_tag:KLLA0_D05929g|protein_id:XP_453326.1	GO:0006508; GO:0004190; GO:0000324
locus_tag:KLLA0_A09647g|protein_id:XP_451421.1	GO:0004825; GO:0006431; GO:0000166; GO:0004812; GO:0005524; GO:0006418
locus_tag:KLLA0_B12716g|protein_id:XP_452097.1	GO:0006468; GO:0004672; GO:0005524; GO:0004674
locus_tag:KLLA0_F20471g|protein_id:XP_455999.1	GO:0003924; GO:0005525
locus_tag:KLLA0_D04994g|protein_id:XP_453282.1	GO:0035023; GO:0005089
locus_tag:KLLA0_A06688g|protein_id:XP_451298.1	GO:0003924; GO:0005525
locus_tag:KLLA0_E22573g|protein_id:XP_454973.1	GO:0008121; GO:0016491; GO:0055114; GO:0016020; GO:0051537
locus_tag:KLLA0_C03113g|protein_id:XP_452336.1	GO:0005543
locus_tag:KLLA0_A11792g|protein_id:XP_451513.1	GO:0005096; GO:0051056; GO:0043547
locus_tag:KLLA0_F16467g|protein_id:XP_455820.1	GO:0005524; GO:0006468; GO:0004672
locus_tag:KLLA0_E19383g|protein_id:XP_454828.1	GO:0000077; GO:0030896; GO:0000725; GO:0000794; GO:0031573; GO:0051321
locus_tag:KLLA0_A04323g|protein_id:XP_451189.1	GO:0015891; GO:0009277
locus_tag:KLLA0_D07656g|protein_id:XP_453404.1	GO:0051082; GO:0006457; GO:0009408; GO:0031072; GO:0005524
locus_tag:KLLA0_D17248g|protein_id:XP_453823.1	GO:0005515
locus_tag:KLLA0_F05225g|protein_id:XP_455317.1	GO:0005525
locus_tag:KLLA0_E15445g|protein_id:XP_454647.1	GO:0055085; GO:0022857
locus_tag:KLLA0_D16280g|protein_id:XP_453778.1	GO:0016020
locus_tag:KLLA0_F17974g|protein_id:XP_455886.1	GO:0005515
locus_tag:KLLA0_D10527g|protein_id:XP_453530.1	GO:0004672; GO:0006468; GO:0005524
locus_tag:KLLA0_C05918g|protein_id:XP_452461.1	GO:0000786; GO:0046982; GO:0003677; GO:0005634
locus_tag:KLLA0_E24993g|protein_id:XP_455077.1	GO:0022857; GO:0016020; GO:0055085
locus_tag:KLLA0_C19228g|protein_id:XP_453058.1	GO:0008270; GO:0000981; GO:0005634; GO:0006355
locus_tag:KLLA0_F07029g|protein_id:XP_455399.1	GO:0030833; GO:0005885; GO:0030041; GO:0015629; GO:0034314
locus_tag:KLLA0_E16105g|protein_id:XP_454674.1	GO:0016021; GO:0017176; GO:0006506
locus_tag:KLLA0_C17842g|protein_id:XP_452997.1	GO:0045454; GO:0009055; GO:0015035
locus_tag:KLLA0_B11902g|protein_id:XP_452059.1	GO:0005524; GO:0004707; GO:0004672; GO:0006468
locus_tag:KLLA0_F20229g|protein_id:XP_455988.1	GO:0016787; GO:0000290
locus_tag:KLLA0_D02838g|protein_id:XP_453194.1	GO:0006633
locus_tag:KLLA0_E03939g|protein_id:XP_454121.1	GO:0005515
locus_tag:KLLA0_F13948g|protein_id:XP_455708.1	GO:0003899; GO:0006351; GO:0005634
locus_tag:KLLA0_E16567g|protein_id:XP_454696.1	GO:0005515; GO:0003755
locus_tag:KLLA0_D18304g|protein_id:XP_453871.1	GO:0006412; GO:0005840; GO:0005515; GO:0003735
locus_tag:KLLA0_E09373g|protein_id:XP_454373.1	GO:0046872
locus_tag:KLLA0_E24575g|protein_id:XP_455058.1	GO:0006511
locus_tag:KLLA0_B04004g|protein_id:XP_451712.1	GO:0016798
locus_tag:KLLA0_D03366g|protein_id:XP_453216.1	GO:0030474; GO:0071988
locus_tag:KLLA0_A01320g|protein_id:XP_451057.1	GO:0004518; GO:0006281; GO:0008821
locus_tag:KLLA0_F08228g|protein_id:XP_455453.1	GO:0004298; GO:0051603; GO:0004175; GO:0005839
locus_tag:KLLA0_B00957g|protein_id:XP_451573.1	GO:0003824; GO:0006508; GO:0046872
locus_tag:KLLA0_E21979g|protein_id:XP_454946.1	GO:0003735; GO:0006412; GO:0005840
locus_tag:KLLA0_E04181g|protein_id:XP_454132.1	GO:0008603; GO:0001932; GO:0005952
locus_tag:KLLA0_F05269g|protein_id:XP_455319.1	GO:0000151; GO:0004842; GO:0016567; GO:0006511; GO:0034450
locus_tag:KLLA0_F01815g|protein_id:XP_455162.1	GO:0006535
locus_tag:KLLA0_F15532g|protein_id:XP_455778.1	GO:0042254; GO:0042256
locus_tag:KLLA0_C07491g|protein_id:XP_452533.1	GO:1902600; GO:0000220; GO:0015078; GO:0033179
locus_tag:KLLA0_F14168g|protein_id:XP_455716.1	GO:0005840
locus_tag:KLLA0_B02585g|protein_id:XP_451647.1	GO:0005886
locus_tag:KLLA0_A00682g|protein_id:XP_451028.1	GO:0006418; GO:0006424; GO:0043039; GO:0005524; GO:0004812; GO:0005737; GO:0000166; GO:0006412; GO:0004818
locus_tag:KLLA0_C06270g|protein_id:XP_452477.1	GO:0003735; GO:0006412; GO:0015934
locus_tag:KLLA0_C00979g|protein_id:XP_452238.1	GO:0006468; GO:0004672; GO:0005524
locus_tag:KLLA0_F18128g|protein_id:XP_455893.1	GO:0016787; GO:0070006
locus_tag:KLLA0_F25003g|protein_id:XP_456194.1	GO:0006352; GO:0046982
locus_tag:KLLA0_E03697g|protein_id:XP_454111.1	GO:0006078; GO:0005975; GO:0004553
locus_tag:KLLA0_E01607g|protein_id:XP_454020.1	GO:0003676; GO:0003887; GO:0003677; GO:0000166
locus_tag:KLLA0_F20504g|protein_id:XP_456001.1	GO:0016301; GO:0003951
locus_tag:KLLA0_A06754g|protein_id:XP_451301.1	GO:0008121
locus_tag:KLLA0_C19206g|protein_id:XP_453057.1	GO:0016705; GO:0055114; GO:0020037; GO:0005506
locus_tag:KLLA0_C07623g|protein_id:XP_452539.1	GO:0000400; GO:0007129; GO:0007130; GO:0051598
locus_tag:KLLA0_E01915g|protein_id:XP_454034.1	GO:0005515
locus_tag:KLLA0_C14608g|protein_id:XP_452854.1	GO:0005524; GO:0003676
