Feature	GO
gene:LOC104006765|protein_id:XP_016810567.1	GO:0004930; GO:0004984; GO:0007186; GO:0016021
gene:LOC100611659|protein_id:XP_009458054.1	GO:0007186; GO:0016021; GO:0004984; GO:0004930
gene:PCDHB10|protein_id:NP_001013039.1	GO:0007156; GO:0007155; GO:0005886; GO:0005509; GO:0016020
gene:M6PR|protein_id:XP_001138077.1	GO:0006622; GO:0005768; GO:0005794; GO:0019904
gene:SEPHS1|protein_id:NP_001139289.1	GO:0004756; GO:0005524; GO:0016260
gene:TFPI2|protein_id:XP_001168275.1	GO:0010466; GO:0030414; GO:0005576; GO:0004867
gene:VTN|protein_id:XP_001146856.1	GO:0005044; GO:0006955; GO:0030247
gene:LOC739558|protein_id:XP_016816620.1	GO:0006470; GO:0004725; GO:0016311; GO:0016791
gene:SELL|protein_id:NP_001009074.1	GO:0016020; GO:0007155; GO:0050900
gene:RND2|protein_id:XP_016787230.1	GO:0005525; GO:0007264; GO:0003924
gene:ALPP|protein_id:XP_001146156.2	GO:0016791; GO:0003824
gene:KLHDC1|protein_id:XP_509932.3	GO:0005515
gene:LOC112205920|protein_id:XP_024205848.1	GO:0003924; GO:0005525
gene:ASS1|protein_id:XP_001165570.1	GO:0005524; GO:0006526; GO:0004055
gene:TSC2|protein_id:XP_024205801.1	GO:0032007; GO:0033596; GO:0043547; GO:0005096; GO:0051056
gene:AZIN1|protein_id:NP_001267332.2	GO:0003824; GO:0006596
gene:FUT8|protein_id:NP_001008984.1	GO:0032580; GO:0008424; GO:0033578; GO:0016021; GO:0005515
gene:GAS2L2|protein_id:XP_001174066.1	GO:0008017; GO:0005515
gene:RPL36AL|protein_id:XP_001152349.1	GO:0006412; GO:0003735; GO:0005840
gene:LOC104001982|protein_id:XP_024204443.1	GO:0016791
gene:TRIM41|protein_id:XP_016809993.1	GO:0008270; GO:0005515
gene:PHLPP2|protein_id:XP_511230.5	GO:0005515; GO:0003824
gene:PHLPP1|protein_id:XP_523952.3	GO:0003824; GO:0005515
gene:RGS12|protein_id:XP_009445541.1	GO:0007165; GO:0030695; GO:0005515
gene:SRSF3|protein_id:XP_001173216.1	GO:0003676
gene:WRAP73|protein_id:XP_001151905.1	GO:0005515
gene:SNRPC|protein_id:XP_009449353.1	GO:0005634; GO:0003676; GO:0000398; GO:0005685; GO:0000387; GO:0008270
gene:CACNA1S|protein_id:XP_016790956.1	GO:0005891; GO:0005216; GO:0006811; GO:0055085; GO:0070588; GO:0005245; GO:0016020
gene:PARP15|protein_id:XP_001167586.2	GO:0003950
gene:LOC462506|protein_id:XP_003950810.2	GO:0005634; GO:0046982; GO:0003677; GO:0000786
gene:DIABLO|protein_id:XP_016779931.2	GO:0006919; GO:0006915; GO:0005739
gene:ZNF48|protein_id:XP_009428926.1	GO:0003676
gene:LTK|protein_id:XP_016783462.1	GO:0006468; GO:0016020; GO:0004714; GO:0007169; GO:0005524; GO:0004672; GO:0004713
gene:NINJ1|protein_id:XP_016816658.1	GO:0016021; GO:0042246; GO:0007155
gene:LOC738758|protein_id:XP_016794548.2	GO:0005515
gene:ABAT|protein_id:XP_016784866.1	GO:0030170; GO:0008483; GO:0009448; GO:0003824; GO:0003867
gene:LOC112204062|protein_id:XP_024211127.1	GO:0008544
gene:CDC16|protein_id:XP_001141421.1	GO:0005515
gene:SIAH3|protein_id:XP_522672.3	GO:0005515; GO:0005634; GO:0006511; GO:0007275
gene:MYBPC1|protein_id:XP_009424374.1	GO:0005515
gene:DDX1|protein_id:XP_001162067.2	GO:0005515; GO:0003676; GO:0005524
