Feature	GO
gene:naa15|protein_id:NP_588160.1	GO:0005515
locus_tag:SPAC23C4.02|protein_id:NP_593175.1	GO:0005515
locus_tag:SPAC24C9.06c|protein_id:NP_594031.2	GO:0051539; GO:0006099; GO:0003994
locus_tag:SPCC191.11|protein_id:NP_588300.1	GO:0004553; GO:0005975
locus_tag:SPBC30D10.14|protein_id:NP_596271.1	GO:0016787
gene:atg12|protein_id:NP_593661.1	GO:0000045; GO:0005737
locus_tag:SPAC1039.02|protein_id:NP_594993.1	GO:0009166; GO:0016787
locus_tag:SPBC800.07c|protein_id:NP_595108.1	GO:0003746; GO:0006414
locus_tag:SPAC22H10.10|protein_id:NP_593747.1	GO:0005515
gene:cct5|protein_id:NP_593277.1	GO:0051082; GO:0005524; GO:0006457
locus_tag:SPCC1393.10|protein_id:NP_587968.1	GO:0035434; GO:0016021; GO:0005375
locus_tag:SPCC1442.14c|protein_id:NP_588328.1	GO:0003824
locus_tag:SPAC13C5.02|protein_id:NP_592930.1	GO:0005515
gene:ade1|protein_id:NP_001342702.1	GO:0046872; GO:0009113; GO:0005524; GO:0004641; GO:0006189; GO:0004637
gene:cct2|protein_id:NP_593017.1	GO:0051082; GO:0005832; GO:0005829; GO:0005524; GO:0006457
locus_tag:SPBP8B7.10c|protein_id:NP_596517.2	GO:0006364; GO:0030515
gene:phx1|protein_id:NP_593776.1	GO:0003677
gene:usp105|protein_id:NP_596426.1	GO:0006396; GO:0005515
locus_tag:SPAC12G12.10|protein_id:NP_592888.1	GO:0005515
locus_tag:SPBC36.02c|protein_id:NP_595330.1	GO:0055085; GO:0005887
locus_tag:SPBC23G7.10c|protein_id:NP_595868.1	GO:0003824; GO:0055114; GO:0010181; GO:0016491
gene:met6|protein_id:NP_596706.2	GO:0009058; GO:0016747
locus_tag:SPAC3G6.09c|protein_id:NP_594975.1	GO:0003824; GO:0005992
locus_tag:SPAC3G6.04|protein_id:NP_594970.1	GO:0003676
gene:rho4|protein_id:NP_001018257.1	GO:0005525; GO:0003924; GO:0007264
locus_tag:SPAC17A5.01|protein_id:NP_593468.1	GO:0005524
locus_tag:SPBC3D6.12|protein_id:NP_595524.1	GO:0005515
locus_tag:SPAC1F12.07|protein_id:NP_594333.1	GO:0004648; GO:0003824; GO:0006564
gene:mug122|protein_id:NP_587808.1	GO:0035091
locus_tag:SPAC6G9.05|protein_id:NP_001342823.1	GO:0016818; GO:0000287; GO:0016787; GO:0030145; GO:0009132
gene:met16|protein_id:NP_593708.1	GO:0055114; GO:0003824; GO:0019379; GO:0004604
locus_tag:SPAPB24D3.03|protein_id:NP_593990.2	GO:0046872; GO:0016813
gene:sap49|protein_id:NP_594001.2	GO:0003676
locus_tag:SPAC23H3.13c|protein_id:NP_593803.1	GO:0007165; GO:0031683; GO:0007186; GO:0019001; GO:0003924
locus_tag:SPCC1795.07|protein_id:NP_588037.1	GO:0005840; GO:0003723; GO:0003735; GO:0006412; GO:0003676
locus_tag:SPAC22A12.09c|protein_id:NP_593239.1	GO:0003723; GO:0006396
gene:rad8|protein_id:NP_001342793.1	GO:0005524; GO:0003676; GO:0008270; GO:0016818
gene:mcp7|protein_id:NP_592991.1	GO:0003690; GO:0007131
gene:ypt71|protein_id:NP_593524.1	GO:0003924; GO:0005525
locus_tag:SPBC3H7.04|protein_id:NP_595771.1	GO:0006801; GO:0046872; GO:0055114; GO:0004784
gene:pol4|protein_id:NP_592977.1	GO:0003887; GO:0003677; GO:0016779; GO:0006281; GO:0005634; GO:0034061
locus_tag:SPAC25G10.07c|protein_id:NP_594527.1	GO:0003777; GO:0008017; GO:0005524; GO:0007018
gene:sst4|protein_id:NP_593787.1	GO:0006886; GO:0046872
locus_tag:SPAC1952.09c|protein_id:NP_594811.1	GO:0008775; GO:0019679; GO:0006083; GO:0003986
gene:erg11|protein_id:NP_592990.1	GO:0016705; GO:0055114; GO:0004497; GO:0005506; GO:0020037
locus_tag:SPBP23A10.07|protein_id:NP_595819.2	GO:0003677; GO:0032549; GO:0006351; GO:0003899; GO:0005634
locus_tag:SPBC725.15|protein_id:NP_595495.1	GO:0006221; GO:0004588; GO:0009116
locus_tag:SPAC4F10.16c|protein_id:NP_594759.1	GO:0005524; GO:0016021; GO:0015914; GO:0000166; GO:0000287; GO:0140326
locus_tag:SPAC1F3.10c|protein_id:NP_593013.1	GO:0006508; GO:0004222
locus_tag:SPCC1020.10|protein_id:NP_587949.1	GO:0006468; GO:0005524; GO:0004672
gene:rar1|protein_id:NP_595586.1	GO:0004812; GO:0006418; GO:0000166; GO:0005524; GO:0006431; GO:0004825
locus_tag:SPAC26A3.05|protein_id:NP_594148.1	GO:0071439; GO:0005515; GO:0030130; GO:0030132; GO:0016192; GO:0032051; GO:0005198; GO:0006886
locus_tag:SPBC725.10|protein_id:NP_001342775.1	GO:0016021
locus_tag:SPBC1289.09|protein_id:NP_596833.1	GO:0005744; GO:0030150
locus_tag:SPBC1861.03|protein_id:NP_596720.1	GO:0017196; GO:0031417
locus_tag:SPAC6B12.08|protein_id:NP_593763.1	GO:0008270; GO:0003676
locus_tag:SPBC2A9.06c|protein_id:NP_596215.1	GO:0016765
locus_tag:SPAC9G1.09|protein_id:NP_593564.1	GO:0004672; GO:0006468; GO:0005524
gene:vps1|protein_id:NP_001342849.1	GO:0005525; GO:0003924
locus_tag:SPAP14E8.02|protein_id:NP_593538.1	GO:0005515
locus_tag:SPAC1639.01c|protein_id:NP_592859.3	GO:0016021
gene:naa20|protein_id:NP_587922.1	GO:0008080
locus_tag:SPAC4F10.03c|protein_id:NP_594746.1	GO:0008033; GO:0008175; GO:0001510; GO:0032259; GO:0008168
locus_tag:SPBC31F10.16|protein_id:NP_596578.2	GO:0005515
locus_tag:SPCPJ732.01|protein_id:NP_587929.1	GO:0035091
locus_tag:SPBC2G2.12|protein_id:NP_596441.2	GO:0006418; GO:0004821; GO:0005524; GO:0006427; GO:0004812
gene:adk1|protein_id:NP_593685.1	GO:0019205; GO:0016776; GO:0005524; GO:0004017; GO:0006139; GO:0006172
locus_tag:SPAC56E4.07|protein_id:NP_593274.1	GO:0008080
locus_tag:SPAC2F3.05c|protein_id:NP_594384.1	GO:0055114; GO:0016491
locus_tag:SPAC6F12.05c|protein_id:NP_593291.1	GO:0006772; GO:0004788; GO:0030975; GO:0005524; GO:0009229; GO:0016787
gene:tif512|protein_id:NP_596130.2	GO:0003746; GO:0043022; GO:0006452; GO:0003723; GO:0045901; GO:0045905
gene:qcr7|protein_id:NP_588364.1	GO:0006122; GO:0005750
locus_tag:SPBPJ4664.04|protein_id:NP_595279.1	GO:0016192; GO:0030117; GO:0005515; GO:0006886; GO:0030126; GO:0005198
