Feature	GO
locus_tag:DDB_G0284017|protein_id:XP_638786.1	GO:0005524; GO:0003676
locus_tag:DDB_G0277825|protein_id:XP_642137.1	GO:0005515; GO:0030833; GO:0034314; GO:0015629; GO:0005885
locus_tag:DDB_G0277889|protein_id:XP_642123.1	GO:0016020; GO:0008519; GO:0072488; GO:0015696
gene:CYP515A1|protein_id:XP_001134618.1	GO:0016705; GO:0055114; GO:0005506; GO:0020037
locus_tag:DDB_G0278895|protein_id:XP_647806.1	GO:0005515
locus_tag:DDB_G0281499|protein_id:XP_640719.1	GO:0007155; GO:0051015
locus_tag:DDB_G0280823|protein_id:XP_640998.1	GO:0003735; GO:0005840; GO:0006412
gene:cbpM|protein_id:XP_637710.1	GO:0005509
locus_tag:DDB_G0280831|protein_id:XP_641003.1	GO:0003824
locus_tag:DDB_G0281071|protein_id:XP_640798.1	GO:0016616; GO:0051287; GO:0055114
gene:hbx5-2|protein_id:XP_644439.1	GO:0003677; GO:0005509
locus_tag:DDB_G0267976|protein_id:XP_647460.1	GO:0016021; GO:0016485; GO:0043085
locus_tag:DDB_G0280317|protein_id:XP_641371.1	GO:0005515
locus_tag:DDB_G0286969|protein_id:XP_002649126.1	GO:0005515; GO:0003723
gene:gxcDD|protein_id:XP_001134564.2	GO:0005089; GO:0005515; GO:0005096; GO:0035023; GO:0035556; GO:0005085
locus_tag:DDB_G0293838|protein_id:XP_628934.1	GO:0016021
locus_tag:DDB_G0294358|protein_id:XP_628720.1	GO:0015074; GO:0003676
gene:usp40|protein_id:XP_636128.1	GO:0036459; GO:0006511; GO:0016579
locus_tag:DDB_G0282073|protein_id:XP_640386.1	GO:0005089; GO:0005085; GO:0035556; GO:0035023
locus_tag:DDB_G0288775|protein_id:XP_636509.1	GO:0046872; GO:0003824
locus_tag:DDB_G0289203|protein_id:XP_636335.1	GO:0005743; GO:0033617
gene:Ddaco|protein_id:XP_642611.1	GO:0016491; GO:0055114
locus_tag:DDB_G0279349|protein_id:XP_641808.1	GO:0016757
locus_tag:DDB_G0281487|protein_id:XP_640712.1	GO:0055114; GO:0003854; GO:0006694; GO:0016616
locus_tag:DDB_G0282885|protein_id:XP_639380.1	GO:0005515
locus_tag:DDB_G0285649|protein_id:XP_638195.1	GO:0003824
gene:tubC|protein_id:XP_645459.1	GO:0005525; GO:0007017; GO:0031122; GO:0000930; GO:0003924; GO:0005874; GO:0007020
locus_tag:DDB_G0291824|protein_id:XP_629955.1	GO:0005887; GO:0055085
locus_tag:DDB_G0268856|protein_id:XP_647020.1	GO:0006508; GO:0004252
locus_tag:DDB_G0282069|protein_id:XP_640377.1	GO:0005515
gene:fslH|protein_id:XP_643884.1	GO:0016021; GO:0005515; GO:0004888; GO:0007166
locus_tag:DDB_G0281737|protein_id:XP_640611.1	GO:0016301; GO:0032958
locus_tag:DDB_G0280761|protein_id:XP_641013.1	GO:0005887; GO:0055085
locus_tag:DDB_G0290081|protein_id:XP_635902.1	GO:0005515; GO:0016021
locus_tag:DDB_G0277989|protein_id:XP_642057.1	GO:0005524; GO:0004672; GO:0006468
locus_tag:DDB_G0294571|protein_id:XP_001134507.1	GO:0005525; GO:0003924
locus_tag:DDB_G0272230|protein_id:XP_645302.1	GO:0016972; GO:0055114
gene:srp72|protein_id:XP_635193.1	GO:0005515; GO:0048500; GO:0006614; GO:0008312
locus_tag:DDB_G0275881|protein_id:XP_643542.1	GO:0003735; GO:0005840; GO:0015934; GO:0006412
locus_tag:DDB_G0283033|protein_id:XP_639327.1	GO:0004252; GO:0006508; GO:0008236
locus_tag:DDB_G0276933|protein_id:XP_642825.1	GO:0022857; GO:0055085
gene:gefX|protein_id:XP_645854.1	GO:0004672; GO:0006468; GO:0005085; GO:0005524; GO:0007264
locus_tag:DDB_G0290433|protein_id:XP_635751.1	GO:0003755
locus_tag:DDB_G0275205|protein_id:XP_643774.1	GO:0016020; GO:0016021
locus_tag:DDB_G0277345|protein_id:XP_642751.1	GO:0006412; GO:0005840; GO:0003735
locus_tag:DDB_G0287079|protein_id:XP_637416.1	GO:0016740; GO:0051536; GO:0006400; GO:0035596; GO:0003824; GO:0051539
locus_tag:DDB_G0276255|protein_id:XP_643343.1	GO:0003723
locus_tag:DDB_G0276319|protein_id:XP_643212.1	GO:0016021
locus_tag:DDB_G0273869|protein_id:XP_644551.1	GO:0008081; GO:0005634; GO:0006281
gene:gtaN|protein_id:XP_637400.1	GO:0006355; GO:0043565; GO:0008270
locus_tag:DDB_G0273475|protein_id:XP_644590.1	GO:0007165; GO:0016772; GO:0000160; GO:0000155; GO:0016310
locus_tag:DDB_G0267656|protein_id:XP_647199.1	GO:0016491; GO:0055114
locus_tag:DDB_G0279873|protein_id:XP_641479.1	GO:0008270
locus_tag:DDB_G0283399|protein_id:XP_639034.1	GO:0005515
locus_tag:DDB_G0286321|protein_id:XP_637831.1	GO:0004553; GO:0005975; GO:0003824
gene:nfyC-1|protein_id:XP_644597.1	GO:0046982
locus_tag:DDB_G0274589|protein_id:XP_643910.1	GO:0003779
gene:xrcc4|protein_id:XP_642205.1	GO:0005634; GO:0003677; GO:0006310; GO:0006302
gene:orfR1062|protein_id:XP_645282.1	GO:0016020
gene:dymA|protein_id:XP_642112.1	GO:0005525; GO:0003924
