Feature	GO
locus_tag:CELE_F56B3.5|protein_id:NP_499993.2	GO:0003824
locus_tag:CELE_Y95B8A.10|protein_id:NP_490787.1	GO:0004114; GO:0008081; GO:0007165
locus_tag:CELE_C47B2.4|protein_id:NP_493271.1	GO:0051603; GO:0004175; GO:0004298; GO:0005839
gene:elo-7|protein_id:NP_001255397.1	GO:0016021
locus_tag:CELE_ZK742.4|protein_id:NP_505015.1	GO:0016491; GO:0055114; GO:0010181; GO:0003824
locus_tag:CELE_C24B9.11|protein_id:NP_503744.3	GO:0004888; GO:0007606; GO:0016020
locus_tag:CELE_F56D1.6|protein_id:NP_495034.1	GO:0005509
gene:F59D12.1|protein_id:NP_510580.1	GO:0007186; GO:0004930; GO:0016021
locus_tag:CELE_T13H5.7|protein_id:NP_495796.1	GO:0003676; GO:0004523; GO:0016070
locus_tag:CELE_K02F3.6|protein_id:NP_497268.1	GO:0003824
gene:ZK550.2|protein_id:NP_503058.1	GO:0005887; GO:0055085
gene:snn-1|protein_id:NP_741326.1	GO:0005524; GO:0007269; GO:0046872; GO:0008021
gene:pix-1|protein_id:NP_001257227.1	GO:0005515; GO:0035023; GO:0005089
locus_tag:CELE_F14F8.5|protein_id:NP_507225.2	GO:0016021; GO:0008528
gene:csp-2|protein_id:NP_001023575.1	GO:0008234; GO:0004197; GO:0006508
locus_tag:CELE_Y111B2A.19|protein_id:NP_001355396.1	GO:0005887; GO:0055085
locus_tag:CELE_F57B10.6|protein_id:NP_491891.2	GO:0003677; GO:0004518; GO:0003824; GO:0006281
gene:F13H8.11|protein_id:NP_495252.1	GO:0016788
locus_tag:CELE_ZK813.6|protein_id:NP_001033579.1	GO:0005515
locus_tag:CELE_F26A1.8|protein_id:NP_497997.1	GO:0016021
locus_tag:CELE_ZK829.5|protein_id:NP_502266.1	GO:0003700; GO:0006355; GO:0005634
gene:C04G2.10|protein_id:NP_001255462.1	GO:0004672; GO:0005524; GO:0006468
gene:abts-3|protein_id:NP_001355414.1	GO:0006820; GO:0016020; GO:0016021; GO:0005452
locus_tag:CELE_F56A4.1|protein_id:NP_503678.3	GO:0006508; GO:0008237; GO:0004222; GO:0008270
locus_tag:CELE_T09F3.2|protein_id:NP_496236.1	GO:0006839; GO:0031966
locus_tag:CELE_F40B5.3|protein_id:NP_001257056.2	GO:0004222; GO:0008237; GO:0006508
locus_tag:CELE_C43G2.2|protein_id:NP_001293734.1	GO:0008093; GO:0070840
locus_tag:CELE_C08H9.5|protein_id:NP_496130.2	GO:0006468; GO:0004713; GO:0005524; GO:0004672
gene:glb-6|protein_id:NP_504469.1	GO:0020037; GO:0019825
