Feature	GO
gene:HTB27|protein_id:XP_001702087.1	GO:0003677; GO:0000786; GO:0046982
gene:TF2F|protein_id:XP_001695345.1	GO:0006355
locus_tag:CHLREDRAFT_166609|protein_id:XP_001699896.1	GO:0005515
locus_tag:CHLREDRAFT_148816|protein_id:XP_001694937.1	GO:0003676
gene:HTR18|protein_id:XP_001691008.1	GO:0046982; GO:0000786; GO:0003677
gene:METC|protein_id:XP_001699229.1	GO:0003824; GO:0071266; GO:0004121; GO:0019346; GO:0030170
locus_tag:CHLREDRAFT_98504|protein_id:XP_001701037.1	GO:0016773; GO:0004856; GO:0005975; GO:0005997
locus_tag:CHLREDRAFT_148836|protein_id:XP_001695070.1	GO:0003924; GO:0005525
locus_tag:CHLREDRAFT_116429|protein_id:XP_001689847.1	GO:0004222; GO:0006508
locus_tag:CHLREDRAFT_195076|protein_id:XP_001703111.1	GO:0005515
locus_tag:CHLREDRAFT_113676|protein_id:XP_001693713.1	GO:0009143; GO:0047429
gene:MTP5|protein_id:XP_001695514.1	GO:0008324; GO:0016021; GO:0006812; GO:0055085
locus_tag:CHLREDRAFT_115604|protein_id:XP_001691907.1	GO:0016849; GO:0009190; GO:0035556
locus_tag:CHLREDRAFT_170303|protein_id:XP_001691681.1	GO:0004672; GO:0005524; GO:0006468
locus_tag:CHLREDRAFT_36026|protein_id:XP_001699049.1	GO:0005515
locus_tag:CHLREDRAFT_142530|protein_id:XP_001700731.1	GO:0006508; GO:0004252
gene:NHP2|protein_id:XP_001699242.1	GO:0005730; GO:0003723
locus_tag:CHLREDRAFT_167562|protein_id:XP_001700898.1	GO:0006508; GO:0008236
locus_tag:CHLREDRAFT_122684|protein_id:XP_001701600.1	GO:0006269; GO:0003896
locus_tag:CHLREDRAFT_166935|protein_id:XP_001699831.1	GO:0006468; GO:0005524; GO:0004672
locus_tag:CHLREDRAFT_190174|protein_id:XP_001690263.1	GO:0016849; GO:0035556; GO:0009190
locus_tag:CHLREDRAFT_174692|protein_id:XP_001695322.1	GO:0055085; GO:0006812; GO:0016021; GO:0015299
gene:ANK15|protein_id:XP_001694150.1	GO:0005515
gene:DXR1|protein_id:XP_001693958.1	GO:0055114; GO:0070402; GO:0005515; GO:0008299; GO:0046872; GO:0030604
locus_tag:CHLREDRAFT_205603|protein_id:XP_001703459.1	GO:0009443; GO:0008478
locus_tag:CHLREDRAFT_149043|protein_id:XP_001694821.1	GO:0005524
locus_tag:CHLREDRAFT_179410|protein_id:XP_001701481.1	GO:0005524; GO:0003677; GO:0006261; GO:0003887; GO:0003676; GO:0006260
locus_tag:CHLREDRAFT_187094|protein_id:XP_001696529.1	GO:0016705; GO:0016117
locus_tag:CHLREDRAFT_96954|protein_id:XP_001701720.1	GO:0005506; GO:0031418; GO:0055114; GO:0016705; GO:0016491
locus_tag:CHLREDRAFT_129541|protein_id:XP_001693036.1	GO:0055114; GO:0005507; GO:0016491
locus_tag:CHLREDRAFT_142902|protein_id:XP_001698296.1	GO:0016872
gene:FDX4|protein_id:XP_001700106.1	GO:0009055; GO:0051537; GO:0051536; GO:0022900
