Feature	Pfam
0	PF05365
1	PF03253
2	PF07714
3	PF00702
4	PF00403
5	PF00403
6	PF00122
7	PF00702
8	PF00403
9	PF00403
10	PF00122
11	PF07748
12	PF01074
13	PF09261
14	PF00249
15	PF00569
16	PF00069
17	PF05346
18	PF09325
19	PF00787
20	PF00583
21	PF04055
22	PF16199
23	PF01042
24	PF01902
25	PF01833
26	PF01833
27	PF02181
28	PF06371
29	PF06367
30	PF01653
31	PF01653
32	PF12826
33	PF03120
34	PF00533
35	PF11744
36	PF00702
37	PF00702
38	PF00403
39	PF00122
40	PF02656
41	PF01246
42	PF00618
43	PF00617
44	PF00307
45	PF03909
46	PF01183
47	PF18031
48	PF01088
49	PF04442
50	PF13855
51	PF13855
52	PF07714
53	PF00241
54	PF12706
55	PF13691
56	PF13857
57	PF12796
58	PF06602
59	PF03416
60	PF10277
61	PF10277
62	PF02990
63	PF16916
64	PF01545
65	PF11912
66	PF00730
67	PF17871
68	PF00004
69	PF07724
70	PF02861
71	PF02861
72	PF10431
73	PF03467
74	PF00069
75	PF00400
76	PF00400
77	PF00400
78	PF00400
79	PF00400
80	PF00400
81	PF00400
82	PF00069
83	PF13091
84	PF03265
85	PF14670
86	PF14670
87	PF14670
88	PF14670
89	PF14670
90	PF14670
91	PF14670
92	PF14670
93	PF14670
94	PF14670
95	PF14670
96	PF14670
97	PF14670
98	PF14670
99	PF14670
100	PF14670
101	PF07645
102	PF07645
103	PF07645
104	PF07645
105	PF07645
106	PF12662
107	PF12662
108	PF00078
109	PF07690
110	PF11864
111	PF11864
112	PF02145
113	PF03542
114	PF13923
115	PF00176
116	PF00271
117	PF00385
118	PF00069
119	PF00498
120	PF02776
121	PF00205
122	PF02775
123	PF00018
124	PF00856
125	PF00085
126	PF00085
127	PF07749
128	PF00069
129	PF06479
130	PF02460
131	PF16414
132	PF00957
133	PF13920
134	PF00091
135	PF12327
136	PF03215
137	PF03619
138	PF04261
139	PF04261
140	PF02770
141	PF01756
142	PF01554
143	PF01554
144	PF01392
145	PF00632
146	PF01624
147	PF05192
148	PF05188
149	PF00488
150	PF00717
151	PF05920
152	PF10381
153	PF03986
154	PF03987
155	PF17210
156	PF17210
157	PF17210
158	PF17210
159	PF17210
160	PF17210
161	PF17210
162	PF17210
163	PF17210
164	PF17210
165	PF17210
166	PF17210
