Feature	Pfam
0	PF00046
1	PF00052
2	PF00054
3	PF00054
4	PF02210
5	PF02210
6	PF02210
7	PF00053
8	PF00053
9	PF00053
10	PF00053
11	PF00053
12	PF00053
13	PF00053
14	PF00005
15	PF00005
16	PF12698
17	PF12698
18	PF01025
19	PF04547
20	PF00004
21	PF00096
22	PF00096
23	PF13912
24	PF12874
25	PF12874
26	PF00335
27	PF00067
28	PF00069
29	PF01064
30	PF08515
31	PF00858
32	PF00999
33	PF10515
34	PF12924
35	PF02177
36	PF12925
37	PF00610
38	PF03547
39	PF08395
40	PF00096
41	PF00096
42	PF00096
43	PF00096
44	PF12874
45	PF16879
46	PF08295
47	PF02671
48	PF02671
49	PF02671
50	PF07653
51	PF02828
52	PF00069
53	PF00625
54	PF00595
55	PF07707
56	PF00651
57	PF08005
58	PF08397
59	PF16214
60	PF00211
61	PF00211
62	PF06327
63	PF11069
64	PF12738
65	PF12738
66	PF16770
67	PF16589
68	PF16589
69	PF00001
70	PF12796
71	PF07714
72	PF01607
73	PF01607
74	PF01607
75	PF01607
76	PF00400
77	PF00400
78	PF00400
79	PF00400
80	PF00400
81	PF11816
82	PF01900
83	PF00046
84	PF00089
85	PF00271
86	PF00270
87	PF00160
88	PF07686
89	PF13927
90	PF13927
91	PF00041
92	PF00041
93	PF07679
94	PF01794
95	PF13499
96	PF03098
97	PF00036
98	PF08030
99	PF08022
100	PF01049
101	PF00028
102	PF00028
103	PF00028
104	PF00028
105	PF02210
106	PF00096
107	PF00096
108	PF00096
109	PF00096
110	PF00096
111	PF00096
112	PF00096
113	PF00096
114	PF00096
115	PF00096
116	PF00780
117	PF00069
118	PF10294
119	PF02784
120	PF00278
121	PF09532
122	PF00474
123	PF01284
124	PF00498
125	PF12473
126	PF12423
127	PF16183
128	PF01302
129	PF00225
130	PF09733
131	PF04736
132	PF02319
133	PF16421
134	PF00041
135	PF00041
136	PF00041
137	PF00041
138	PF00041
139	PF00041
140	PF07679
141	PF07679
142	PF07679
143	PF07679
144	PF07679
145	PF07679
146	PF13927
147	PF13927
148	PF12355
149	PF00067
150	PF00240
151	PF01020
152	PF00060
153	PF10613
154	PF00246
155	PF00246
156	PF13620
157	PF13620
158	PF00474
159	PF07690
160	PF08551
161	PF00651
162	PF00651
163	PF07707
164	PF00089
165	PF00011
166	PF01663
167	PF00787
168	PF09325
169	PF00520
170	PF00520
171	PF00520
172	PF00240
173	PF17976
174	PF17978
175	PF01485
176	PF00406
177	PF17797
178	PF03828
179	PF07347
180	PF07347
181	PF00083
182	PF14670
183	PF14670
184	PF01400
185	PF00431
186	PF00431
187	PF00431
188	PF00431
189	PF00431
190	PF03435
191	PF00620
192	PF00595
193	PF00400
194	PF00400
195	PF00400
196	PF00400
197	PF01858
198	PF01857
199	PF11934
200	PF00188
201	PF03015
202	PF07993
203	PF00225
204	PF18136
205	PF00476
206	PF00533
207	PF03031
208	PF00135
209	PF00595
210	PF00373
211	PF09380
212	PF03131
213	PF08311
214	PF00573
215	PF14374
216	PF07738
217	PF01754
218	PF02204
219	PF18151
220	PF00001
221	PF03148
222	PF00431
223	PF12624
224	PF16909
225	PF06650
226	PF16910
227	PF16910
228	PF16908
229	PF04851
230	PF03368
231	PF00271
232	PF00636
233	PF00636
234	PF02170
235	PF01151
236	PF00520
237	PF00520
