Feature	Pfam
0	PF00098
1	PF00098
2	PF01909
3	PF03828
4	PF03828
5	PF13193
6	PF00501
7	PF00595
8	PF02145
9	PF00955
10	PF07565
11	PF13871
12	PF13872
13	PF13853
14	PF00093
15	PF00219
16	PF00001
17	PF03810
18	PF13513
19	PF01352
20	PF13912
21	PF00096
22	PF00096
23	PF00096
24	PF00096
25	PF00096
26	PF13465
27	PF02889
28	PF02889
29	PF18149
30	PF00270
31	PF00270
32	PF00271
33	PF00909
34	PF08016
35	PF13853
36	PF00209
37	PF01529
38	PF04678
39	PF00055
40	PF00053
41	PF00053
42	PF00053
43	PF00053
44	PF00053
45	PF00053
46	PF00053
47	PF00053
48	PF00053
49	PF00053
50	PF00053
51	PF00052
52	PF10490
53	PF10481
54	PF10473
55	PF10473
56	PF10473
57	PF02023
58	PF01352
59	PF00096
60	PF00096
61	PF00096
62	PF00096
63	PF00096
64	PF00096
65	PF00096
66	PF00096
67	PF00096
68	PF00096
69	PF00079
70	PF13853
71	PF00083
72	PF13853
73	PF00628
74	PF18104
75	PF14061
76	PF13965
77	PF00955
78	PF00955
79	PF07565
80	PF08683
81	PF11971
82	PF17095
83	PF00211
84	PF00211
85	PF16214
86	PF06327
87	PF00711
88	PF00595
89	PF00595
90	PF00595
91	PF00595
92	PF00595
93	PF00373
94	PF09380
95	PF00102
96	PF09379
97	PF13853
98	PF00046
99	PF03826
100	PF00089
101	PF00057
102	PF15494
103	PF00061
104	PF13270
105	PF00008
106	PF00008
107	PF00008
108	PF00008
109	PF00008
110	PF00008
111	PF00008
112	PF00008
113	PF00008
114	PF02210
115	PF02210
116	PF00125
117	PF00125
118	PF00520
119	PF16799
120	PF00090
121	PF00090
122	PF00090
123	PF00090
124	PF00090
125	PF05986
126	PF08686
127	PF00076
128	PF14374
129	PF00573
130	PF00535
131	PF00652
132	PF00791
133	PF00595
134	PF00595
135	PF00595
136	PF00625
137	PF07653
138	PF00335
139	PF00010
140	PF08513
141	PF10607
142	PF00999
143	PF00027
144	PF00210
145	PF12068
146	PF00566
147	PF00291
148	PF02759
149	PF00017
150	PF00018
151	PF07653
152	PF00515
153	PF13181
154	PF13181
155	PF13181
156	PF13181
157	PF00096
158	PF00096
159	PF00096
160	PF00096
161	PF13927
162	PF13927
163	PF07679
164	PF07679
165	PF07679
166	PF00041
167	PF00041
168	PF00041
169	PF00856
170	PF17982
171	PF17907
172	PF00855
173	PF00855
174	PF02893
175	PF13405
176	PF08976
177	PF00041
178	PF00041
179	PF00041
180	PF00041
181	PF00041
182	PF00041
183	PF00041
184	PF00041
185	PF00041
186	PF00041
187	PF00041
188	PF00041
189	PF00041
190	PF00041
191	PF00041
192	PF00041
193	PF00041
194	PF00041
195	PF00041
196	PF00041
197	PF00041
198	PF00041
199	PF00041
200	PF00041
201	PF00041
202	PF00041
203	PF00041
204	PF00041
205	PF00041
206	PF00041
207	PF00041
208	PF00041
209	PF00041
210	PF00041
211	PF00041
212	PF00041
213	PF00041
214	PF00041
215	PF00041
216	PF00041
217	PF00041
218	PF00041
219	PF00041
220	PF00041
221	PF00041
222	PF00041
223	PF00041
224	PF00041
225	PF00041
226	PF00041
227	PF00041
228	PF00041
229	PF00041
230	PF00041
231	PF00041
232	PF00041
233	PF00041
234	PF00041
235	PF00041
236	PF00041
237	PF00041
238	PF00041
239	PF00041
240	PF00041
241	PF00041
242	PF00041
243	PF00041
244	PF00041
245	PF00041
246	PF00041
247	PF00041
248	PF00041
249	PF00041
250	PF00041
251	PF00041
252	PF00041
253	PF00041
254	PF00041
255	PF00041
256	PF00041
257	PF00041
258	PF00041
259	PF00041
260	PF00041
261	PF00041
262	PF00041
263	PF00041
264	PF00041
265	PF00041
266	PF00041
267	PF00041
268	PF00041
269	PF00041
270	PF00041
271	PF00041
272	PF00041
273	PF00041
274	PF00041
275	PF00041
276	PF00041
277	PF00041
278	PF00041
279	PF00041
280	PF00041
281	PF00041
282	PF00041
283	PF00041
284	PF00041
285	PF00041
286	PF00041
287	PF00041
288	PF00041
289	PF00041
290	PF00041
291	PF00041
292	PF00041
293	PF00041
294	PF00041
295	PF00041
296	PF00041
297	PF00041
298	PF00041
