Feature	Pfam
0	PF00564
1	PF16158
2	PF00569
3	PF00569
4	PF00569
5	PF13499
6	PF13499
7	PF00270
8	PF00097
9	PF04408
10	PF00271
11	PF00285
12	PF00005
13	PF00005
14	PF12698
15	PF12698
16	PF00534
17	PF00375
18	PF02535
19	PF00664
20	PF00664
21	PF00005
22	PF00005
23	PF00312
24	PF08069
25	PF02815
26	PF08709
27	PF08454
28	PF01365
29	PF12796
30	PF13637
31	PF07962
32	PF02142
33	PF00117
34	PF00988
35	PF02786
36	PF02786
37	PF02787
38	PF00096
39	PF00096
40	PF00096
41	PF00664
42	PF00664
43	PF00005
44	PF00005
45	PF02213
46	PF01490
47	PF01569
48	PF04121
49	PF03949
50	PF00390
51	PF00117
52	PF00988
53	PF02787
54	PF02786
55	PF03083
56	PF03083
57	PF12796
58	PF12796
59	PF12832
60	PF08544
61	PF00288
62	PF01529
63	PF13279
64	PF13906
65	PF13520
66	PF00023
67	PF12796
68	PF12796
69	PF12796
70	PF13637
71	PF07714
72	PF06479
73	PF01490
74	PF05557
75	PF00648
76	PF00291
77	PF01148
78	PF02225
79	PF03184
80	PF01363
81	PF01590
82	PF14551
83	PF17855
84	PF17207
85	PF00493
86	PF02737
87	PF00725
88	PF00725
89	PF00378
90	PF00155
91	PF08016
92	PF00690
93	PF13246
94	PF00122
95	PF00297
96	PF03092
97	PF00651
98	PF04142
99	PF12037
100	PF00004
101	PF14295
102	PF06772
103	PF06454
104	PF00271
105	PF00176
106	PF14844
107	PF02138
108	PF05729
109	PF12770
110	PF06966
111	PF13246
112	PF16212
113	PF00122
114	PF16209
115	PF00022
116	PF07690
117	PF00078
118	PF00450
119	PF13347
120	PF14295
121	PF14295
122	PF14295
123	PF14295
124	PF00233
125	PF04253
126	PF02225
127	PF13176
128	PF00515
129	PF13181
130	PF12895
131	PF13432
132	PF13432
133	PF01733
134	PF00632
135	PF00027
136	PF00520
137	PF00397
138	PF00397
139	PF01363
140	PF13855
141	PF03798
142	PF00232
143	PF00612
144	PF00612
145	PF00612
146	PF00612
147	PF00612
148	PF00643
