Feature	Pfam
0	PF07748
1	PF17677
2	PF01074
3	PF09261
4	PF18052
5	PF00931
6	PF00931
7	PF00069
8	PF00069
9	PF03951
10	PF00120
11	PF01535
12	PF01535
13	PF01535
14	PF01535
15	PF01535
16	PF13041
17	PF13041
18	PF13041
19	PF13041
20	PF13041
21	PF01061
22	PF00005
23	PF18052
24	PF00931
25	PF04398
26	PF00443
27	PF00046
28	PF01852
29	PF00690
30	PF00122
31	PF00702
32	PF12819
33	PF07714
34	PF03106
35	PF07690
36	PF01149
37	PF06831
38	PF02348
39	PF01842
40	PF07714
41	PF13812
42	PF01535
43	PF01535
44	PF13041
45	PF00141
46	PF00491
47	PF00690
48	PF00122
49	PF00702
50	PF13246
51	PF04387
52	PF03741
53	PF00854
54	PF01118
55	PF00658
56	PF00076
57	PF00076
58	PF00076
59	PF00076
60	PF00561
61	PF00637
62	PF00067
63	PF12895
64	PF01494
65	PF00141
66	PF00931
67	PF00160
68	PF03194
69	PF17862
70	PF17862
71	PF00004
72	PF00004
73	PF00069
74	PF00954
75	PF01453
76	PF13417
77	PF13410
78	PF08263
79	PF00069
80	PF01940
81	PF01940
82	PF03106
83	PF03106
84	PF01055
85	PF12330
86	PF11861
87	PF07780
88	PF01728
89	PF01762
90	PF00249
91	PF00249
92	PF14559
93	PF13181
94	PF13432
95	PF08370
96	PF00005
97	PF14510
98	PF01649
99	PF00854
100	PF03106
101	PF02362
102	PF00931
103	PF02386
104	PF02386
105	PF00560
106	PF08743
107	PF17146
108	PF08772
109	PF00125
110	PF05726
111	PF02678
112	PF00106
113	PF00069
114	PF12274
115	PF14541
116	PF14543
117	PF12796
118	PF12796
119	PF13606
120	PF13359
121	PF03647
122	PF00690
123	PF00122
124	PF00689
125	PF00702
126	PF00657
127	PF02458
128	PF00724
129	PF09118
130	PF07250
131	PF07714
132	PF07645
133	PF00069
134	PF13947
135	PF00092
136	PF14624
137	PF00076
138	PF01554
139	PF01554
140	PF00168
141	PF12357
142	PF00614
143	PF00614
144	PF00171
145	PF00069
146	PF04145
147	PF04145
148	PF08263
149	PF00069
150	PF00005
151	PF01061
152	PF03479
153	PF16760
154	PF16760
155	PF16760
156	PF00534
157	PF08323
158	PF01694
159	PF00035
160	PF00035
161	PF13912
162	PF13912
163	PF13912
164	PF18511
165	PF18791
166	PF00931
167	PF03151
168	PF05910
169	PF17766
170	PF00082
171	PF05922
172	PF00664
173	PF00664
174	PF00005
175	PF00005
176	PF00560
177	PF00560
178	PF00560
179	PF13855
180	PF13855
181	PF00931
182	PF02364
183	PF14288
184	PF13855
185	PF13855
186	PF00069
187	PF08263
188	PF08541
189	PF08392
190	PF03552
191	PF03552
192	PF04133
193	PF04570
194	PF00467
195	PF17136
196	PF14541
197	PF14543
198	PF09335
199	PF00012
200	PF00856
201	PF05033
202	PF02182
203	PF00168
204	PF00271
205	PF15630
206	PF01926
207	PF00081
208	PF02777
209	PF04576
210	PF00234
211	PF00076
212	PF00076
213	PF00190
214	PF00190
215	PF01545
216	PF08246
217	PF00112
218	PF02984
219	PF00134
220	PF09382
221	PF01357
222	PF03330
223	PF00069
224	PF04117
225	PF01061
226	PF01061
227	PF08370
228	PF00005
229	PF00005
230	PF00514
231	PF00514
232	PF00514
233	PF00514
234	PF00514
235	PF00514
236	PF00514
237	PF00514
238	PF01749
239	PF16186
240	PF00134
241	PF02984
242	PF00999
243	PF00696
244	PF00171
245	PF01429
246	PF01429
247	PF07690
248	PF04146
249	PF13639
250	PF00782
251	PF13855
252	PF13855
253	PF01694
254	PF00931
255	PF09335
256	PF00628
257	PF00046
258	PF00450
259	PF05755
260	PF03547
261	PF00679
262	PF14492
263	PF03144
264	PF00009
265	PF07714
266	PF13622
267	PF00027
268	PF03360
269	PF00415
270	PF00415
271	PF00415
272	PF00415
273	PF00415
274	PF00005
275	PF14510
276	PF02271
277	PF00067
278	PF00231
279	PF01544
280	PF03694
281	PF01000
282	PF01193
283	PF00847
284	PF01535
285	PF01535
286	PF01535
287	PF01535
288	PF01535
289	PF01535
290	PF01535
291	PF01535
292	PF12854
293	PF13041
294	PF13041
295	PF13041
296	PF02705
297	PF07690
298	PF03514
299	PF05739
300	PF13328
301	PF13499
302	PF04607
303	PF00141
304	PF00141
305	PF01190
306	PF16136
307	PF07897
308	PF02798
309	PF00043
310	PF06417
311	PF03798
312	PF01529
313	PF16845
314	PF03169
315	PF07732
316	PF07731
317	PF00394
318	PF03129
319	PF07973
320	PF00587
321	PF13041
322	PF13041
323	PF01535
324	PF01535
325	PF01535
326	PF01535
327	PF01535
328	PF01535
329	PF01535
330	PF01535
331	PF12854
332	PF12854
333	PF12854
334	PF13041
335	PF13041
336	PF13041
337	PF13041
338	PF13041
339	PF13041
340	PF13976
341	PF00665
342	PF07727
343	PF14223
344	PF12796
345	PF13637
346	PF00999
347	PF13962
348	PF12796
349	PF12796
350	PF13857
351	PF13041
352	PF13041
353	PF13041
354	PF13041
355	PF01535
356	PF01535
357	PF00742
358	PF13840
359	PF00696
360	PF03447
361	PF09334
362	PF00076
363	PF00083
364	PF02362
365	PF02362
366	PF00139
367	PF04054
368	PF16418
369	PF16415
370	PF16417
371	PF12842
372	PF00141
373	PF00321
374	PF17284
375	PF01564
376	PF02990
377	PF13041
378	PF13041
379	PF13041
380	PF13041
381	PF01535
382	PF13947
383	PF00069
384	PF07786
385	PF03143
386	PF00009
387	PF01545
388	PF16916
389	PF00400
390	PF00400
391	PF00400
392	PF00122
393	PF00403
394	PF00403
395	PF00702
396	PF02518
397	PF08446
398	PF00512
399	PF00360
400	PF01590
401	PF00989
402	PF00989
403	PF01565
404	PF04030
405	PF00271
406	PF00176
407	PF00854
408	PF05019
409	PF02298
410	PF00295
411	PF13516
412	PF00560
413	PF00560
414	PF08263
415	PF13855
416	PF00069
417	PF00295
418	PF02536
419	PF00687
420	PF01490
421	PF13516
422	PF08263
423	PF00560
424	PF13855
425	PF13855
426	PF00498
427	PF00481
428	PF02458
429	PF00010
430	PF00067
431	PF13516
432	PF13516
433	PF00560
434	PF00069
435	PF08263
436	PF13855
437	PF13855
438	PF03144
439	PF03143
440	PF00009
441	PF03144
442	PF03143
443	PF00009
444	PF03144
445	PF03143
446	PF00009
447	PF03144
448	PF03143
449	PF00009
450	PF00439
451	PF00249
452	PF00856
453	PF00179
454	PF00249
455	PF08031
456	PF01565
457	PF03404
458	PF00970
459	PF00173
460	PF00175
461	PF00174
462	PF03083
463	PF03083
464	PF03364
465	PF01496
466	PF04937
467	PF00664
468	PF00664
469	PF00005
470	PF00005
471	PF13962
472	PF13962
473	PF13962
474	PF13962
475	PF13962
476	PF09731
477	PF01490
478	PF00096
479	PF01734
480	PF00067
481	PF00498
482	PF13638
483	PF13855
484	PF13855
485	PF13855
486	PF00069
487	PF13516
488	PF04043
489	PF01095
490	PF02785
491	PF00364
492	PF02786
493	PF00289
494	PF14570
495	PF00076
496	PF03330
497	PF01357
498	PF01448
499	PF00628
500	PF05637
501	PF04570
502	PF06749
503	PF00856
504	PF03088
505	PF09320
506	PF00226
507	PF01657
508	PF01657
509	PF00332
510	PF07766
511	PF00141
512	PF04783
513	PF04782
514	PF17733
515	PF04695
516	PF16913
517	PF04053
518	PF06957
519	PF00400
520	PF00400
521	PF00400
522	PF00400
523	PF00400
524	PF00170
525	PF00128
526	PF02922
527	PF02806
528	PF00892
529	PF00892
530	PF13041
531	PF13041
532	PF12932
533	PF01535
534	PF01535
535	PF01535
536	PF01535
537	PF01535
538	PF01535
539	PF01535
540	PF01535
541	PF01535
542	PF01554
543	PF01554
544	PF00027
545	PF00083
546	PF00400
547	PF08149
548	PF02181
549	PF10409
550	PF14372
551	PF05699
552	PF00076
553	PF00076
554	PF00076
555	PF14368
556	PF09805
557	PF13561
558	PF00999
559	PF12854
560	PF01535
561	PF01535
562	PF01535
563	PF13041
564	PF13041
565	PF13041
566	PF13041
567	PF02897
568	PF00326
569	PF03169
570	PF00067
571	PF00083
572	PF00083
573	PF01738
574	PF01926
575	PF12937
576	PF08311
577	PF01593
578	PF00817
579	PF11799
580	PF16589
581	PF00365
582	PF13855
583	PF13855
584	PF00560
585	PF00069
586	PF08263
587	PF00083
588	PF08276
589	PF01453
590	PF11883
591	PF07714
592	PF07714
593	PF00954
594	PF01535
595	PF01535
596	PF01535
597	PF01535
598	PF01535
599	PF13041
600	PF13041
601	PF13041
602	PF12697
603	PF00658
604	PF00076
