Feature	Pfam
0	PF07683
1	PF02492
2	PF00676
3	PF16870
4	PF16078
5	PF02779
6	PF13499
7	PF02735
8	PF08785
9	PF07714
10	PF03372
11	PF05162
12	PF02836
13	PF02837
14	PF00703
15	PF02929
16	PF00202
17	PF13905
18	PF13905
19	PF12499
20	PF01080
21	PF01080
22	PF13424
23	PF01753
24	PF14288
25	PF02364
26	PF05746
27	PF00750
28	PF03485
29	PF03016
30	PF02922
31	PF02806
32	PF00128
33	PF09335
34	PF02518
35	PF00183
36	PF08534
37	PF00397
38	PF00909
39	PF00909
40	PF00069
41	PF09177
42	PF00069
43	PF13499
44	PF10208
45	PF00226
46	PF00085
47	PF00400
48	PF00400
49	PF00400
50	PF00400
51	PF00069
52	PF00696
53	PF00011
54	PF00069
55	PF00050
56	PF00050
57	PF07648
58	PF00400
59	PF00400
60	PF00400
61	PF00400
62	PF00400
63	PF00400
64	PF00069
65	PF00027
66	PF00027
67	PF00226
68	PF00211
69	PF00173
70	PF06127
71	PF00211
72	PF14698
73	PF00206
74	PF13637
75	PF12780
76	PF03028
77	PF18198
78	PF08393
79	PF17857
80	PF12777
81	PF12781
82	PF18199
83	PF12775
84	PF12774
85	PF17852
86	PF02801
87	PF02801
88	PF02801
89	PF02801
90	PF02801
91	PF02801
92	PF02801
93	PF02801
94	PF02801
95	PF02801
96	PF02801
97	PF00550
98	PF00550
99	PF00550
100	PF00550
101	PF00550
102	PF00550
103	PF00550
104	PF00550
105	PF00550
106	PF00550
107	PF00550
108	PF00550
109	PF00550
110	PF00501
111	PF13602
112	PF13193
113	PF14765
114	PF14765
115	PF14765
116	PF14765
117	PF14765
118	PF00109
119	PF00109
120	PF00109
121	PF00109
122	PF00109
123	PF00109
124	PF00109
125	PF00109
126	PF00109
127	PF00109
128	PF00109
129	PF00109
130	PF00109
131	PF00975
132	PF04657
133	PF08659
134	PF08659
135	PF08659
136	PF08659
137	PF08659
138	PF08659
139	PF08659
140	PF00107
141	PF00107
142	PF00107
143	PF00107
144	PF00107
145	PF00226
146	PF00684
147	PF01556
148	PF01833
149	PF01833
150	PF01833
151	PF01833
152	PF01833
153	PF10162
154	PF10162
155	PF00298
156	PF03946
157	PF16209
158	PF16212
159	PF13246
160	PF00122
161	PF00171
162	PF00171
163	PF00520
164	PF00206
165	PF10415
166	PF03547
167	PF00520
168	PF00069
169	PF07714
170	PF00069
171	PF00150
172	PF01764
173	PF00847
174	PF00476
175	PF00270
176	PF00271
177	PF12499
178	PF12499
179	PF17855
180	PF00493
181	PF17207
182	PF14551
183	PF00400
184	PF08445
185	PF11816
186	PF00651
187	PF00583
188	PF16166
189	PF05222
190	PF12769
191	PF01262
192	PF02233
193	PF08495
194	PF02182
195	PF15227
196	PF13445
197	PF01040
198	PF00185
199	PF02729
200	PF13540
