Feature	Pfam
0	PF01222
1	PF06127
2	PF01266
3	PF00628
4	PF12937
5	PF00400
6	PF00400
7	PF00400
8	PF00400
9	PF00400
10	PF00400
11	PF00400
12	PF00069
13	PF10998
14	PF12719
15	PF02777
16	PF00081
17	PF00134
18	PF02984
19	PF15474
20	PF00128
21	PF08323
22	PF07690
23	PF00792
24	PF00613
25	PF00454
26	PF00454
27	PF00076
28	PF13865
29	PF02751
30	PF02268
31	PF07690
32	PF00324
33	PF01717
34	PF08267
35	PF00083
36	PF03031
37	PF04082
38	PF00172
39	PF01459
40	PF09784
41	PF16300
42	PF08953
43	PF00400
44	PF00400
45	PF00400
46	PF13393
47	PF12745
48	PF00069
49	PF00069
50	PF00069
51	PF05773
52	PF00206
53	PF10397
54	PF08550
55	PF00658
56	PF00076
57	PF00076
58	PF00076
59	PF00076
60	PF07304
61	PF02535
62	PF00044
63	PF02800
64	PF02157
65	PF04082
66	PF00153
67	PF00153
68	PF00153
69	PF02064
70	PF01434
71	PF17862
72	PF00004
73	PF06480
74	PF17849
75	PF17216
76	PF13638
77	PF00773
78	PF17215
79	PF05193
80	PF05193
81	PF16187
82	PF00675
83	PF00096
84	PF00096
85	PF01336
86	PF00152
87	PF00185
88	PF00988
89	PF02142
90	PF02787
91	PF00117
92	PF02786
93	PF02786
94	PF02729
95	PF02714
96	PF12621
97	PF14703
98	PF13967
99	PF00664
100	PF00005
101	PF04511
102	PF01217
103	PF18044
104	PF00642
105	PF01425
106	PF07690
107	PF16211
108	PF00125
109	PF11789
110	PF00176
111	PF12054
112	PF00271
113	PF00642
114	PF13920
115	PF00583
116	PF03452
117	PF09668
118	PF00627
119	PF04588
120	PF01740
121	PF00916
122	PF01398
123	PF13012
124	PF10528
125	PF02453
126	PF00005
127	PF00005
128	PF17947
129	PF00134
130	PF02984
131	PF03129
132	PF00458
133	PF13393
134	PF00566
135	PF08550
136	PF13959
137	PF00271
138	PF00270
139	PF00128
140	PF07690
141	PF01040
142	PF00076
143	PF00076
144	PF00226
145	PF00684
146	PF01556
147	PF00909
148	PF00415
149	PF00415
150	PF13637
151	PF00651
152	PF00651
153	PF01202
154	PF08839
155	PF16679
156	PF00069
157	PF00069
158	PF01997
159	PF00621
160	PF00780
161	PF15405
162	PF00909
163	PF04588
164	PF08611
165	PF17911
166	PF00271
167	PF13234
168	PF08148
169	PF00270
170	PF05495
171	PF16212
172	PF00122
173	PF16209
174	PF13246
175	PF00924
176	PF06732
177	PF16589
178	PF14580
179	PF12799
180	PF01370
181	PF03194
182	PF01040
183	PF07992
184	PF00312
185	PF08069
186	PF01926
187	PF08153
188	PF00483
189	PF00132
190	PF01266
191	PF01699
192	PF01699
193	PF04677
194	PF04676
195	PF10334
196	PF10337
197	PF13515
198	PF00132
199	PF00483
200	PF00300
201	PF08264
202	PF00133
203	PF01583
204	PF00733
205	PF13537
206	PF00172
207	PF04082
208	PF01399
209	PF12349
210	PF00494
211	PF00433
212	PF00069
213	PF00227
214	PF10584
215	PF00514
216	PF08662
217	PF00730
218	PF00211
219	PF13855
220	PF13855
221	PF00481
222	PF00909
223	PF00909
224	PF02815
225	PF02366
226	PF16192
227	PF13181
228	PF13181
229	PF16212
230	PF13246
231	PF00122
232	PF16209
233	PF02656
234	PF09359
235	PF03105
236	PF01209
237	PF00317
238	PF03477
239	PF02867
240	PF00022
241	PF00022
242	PF00046
243	PF00078
244	PF00665
245	PF12382
246	PF17921
247	PF17919
248	PF00078
249	PF00665
250	PF12382
251	PF17921
252	PF17919
253	PF00078
254	PF00665
255	PF12382
256	PF17921
257	PF17919
258	PF00078
259	PF00665
260	PF12382
261	PF17921
262	PF17919
263	PF00808
264	PF00682
265	PF11864
266	PF03542
267	PF02145
268	PF08612
269	PF00735
270	PF07690
271	PF01282
272	PF07690
273	PF01545
274	PF00149
275	PF08264
276	PF00133
277	PF16192
278	PF02366
279	PF02815
280	PF00551
281	PF02911
282	PF01053
283	PF01507
284	PF08597
285	PF00428
286	PF03937
287	PF03694
288	PF00227
289	PF10584
290	PF15159
291	PF00069
292	PF00266
293	PF05024
294	PF01554
295	PF01554
296	PF17124
297	PF00163
298	PF01479
299	PF00063
300	PF02736
301	PF00664
302	PF00664
303	PF00005
304	PF00005
305	PF09437
306	PF03980
307	PF01585
308	PF07958
309	PF16211
310	PF00125
311	PF00383
312	PF00786
313	PF00169
314	PF00069
315	PF00294
316	PF00557
317	PF15801
318	PF10315
319	PF00069
320	PF01775
321	PF01775
322	PF01812
323	PF06428
324	PF03595
325	PF07690
326	PF05832
327	PF00916
328	PF01740
329	PF00076
330	PF00076
331	PF07690
332	PF01026
333	PF11732
334	PF11262
335	PF16134
336	PF00474
337	PF01020
338	PF00240
339	PF01020
340	PF00240
341	PF12821
342	PF06738
343	PF04049
344	PF13181
345	PF13181
346	PF13181
347	PF13181
348	PF02537
349	PF02537
350	PF02537
351	PF02537
352	PF00566
353	PF00076
354	PF13520
355	PF06470
356	PF02463
357	PF03372
358	PF00085
359	PF00883
360	PF02789
361	PF03824
362	PF00368
363	PF12349
364	PF09797
365	PF02096
366	PF00664
367	PF00664
368	PF00005
369	PF00005
370	PF00069
371	PF00271
372	PF00176
373	PF00097
374	PF09785
375	PF01798
376	PF00245
377	PF00226
378	PF08356
379	PF08355
380	PF00071
381	PF00071
382	PF00397
383	PF01846
384	PF00169
385	PF01412
386	PF16746
387	PF04408
388	PF00270
389	PF00575
390	PF07717
391	PF00271
392	PF00240
393	PF00627
394	PF01644
395	PF08407
396	PF07992
397	PF04088
398	PF00018
399	PF03303
400	PF00324
401	PF12436
402	PF14533
403	PF00443
404	PF07690
405	PF09802
406	PF07690
407	PF07690
408	PF00005
409	PF00005
410	PF06422
411	PF06422
412	PF01061
413	PF01061
414	PF10516
415	PF02727
416	PF02728
417	PF01179
418	PF08621
419	PF08620
420	PF00179
421	PF06198
422	PF03820
423	PF00521
424	PF00204
425	PF02518
426	PF16898
427	PF01751
428	PF06470
429	PF02463
430	PF00083
431	PF00069
432	PF00753
433	PF16123
434	PF14880
435	PF16158
436	PF00569
437	PF00569
438	PF00569
439	PF00687
440	PF02775
441	PF02776
442	PF00205
443	PF00350
444	PF01031
445	PF02212
446	PF00262
447	PF00266
448	PF06423
449	PF00614
450	PF00614
451	PF00787
452	PF10159
453	PF00227
454	PF00491
455	PF00069
456	PF04056
457	PF07975
458	PF02096
459	PF00999
460	PF02383
461	PF02089
462	PF01569
463	PF14558
464	PF06011
465	PF01591
466	PF00300
467	PF00069
468	PF00786
469	PF00867
470	PF00752
471	PF01265
472	PF03070
473	PF08543
474	PF00806
475	PF00076
476	PF01168
477	PF00842
478	PF13234
479	PF00271
480	PF00270
481	PF08148
482	PF08424
483	PF00179
484	PF07690
485	PF00333
486	PF03719
487	PF12243
488	PF12350
489	PF10407
490	PF07738
491	PF00400
492	PF00400
493	PF00400
494	PF00400
495	PF00400
496	PF00344
497	PF10559
498	PF07524
499	PF00439
500	PF02116
501	PF00005
502	PF00664
503	PF02207
504	PF02617
505	PF00266
506	PF11489
507	PF00762
508	PF03303
509	PF13646
510	PF02985
511	PF16186
512	PF01749
513	PF00514
514	PF00514
515	PF00514
516	PF00514
517	PF00514
518	PF00514
519	PF00514
520	PF00514
521	PF04389
522	PF07818
523	PF03062
524	PF00271
525	PF00176
526	PF14555
527	PF08797
528	PF03856
529	PF00181
530	PF03947
531	PF00181
532	PF03947
533	PF00181
534	PF03947
535	PF13446
536	PF13446
537	PF13446
538	PF13446
539	PF00443
540	PF00169
541	PF13857
542	PF01237
543	PF12678
544	PF00466
545	PF17777
546	PF03198
547	PF13520
548	PF03348
549	PF07955
550	PF00009
551	PF03764
552	PF00679
553	PF03144
554	PF14492
555	PF00009
556	PF03764
557	PF00679
558	PF03144
559	PF14492
560	PF13181
561	PF13181
562	PF17830
563	PF17830
564	PF13424
565	PF13432
566	PF03467
567	PF10075
568	PF00400
569	PF07690
570	PF12066
