Feature	Pfam
0	PF07690
1	PF00668
2	PF00550
3	PF00153
4	PF00153
5	PF00153
6	PF00501
7	PF01583
8	PF07993
9	PF00550
10	PF00400
11	PF00400
12	PF00400
13	PF12894
14	PF12767
15	PF13515
16	PF00083
17	PF00069
18	PF12796
19	PF07093
20	PF07093
21	PF07690
22	PF00328
23	PF00023
24	PF01843
25	PF12796
26	PF00173
27	PF02801
28	PF08659
29	PF16197
30	PF00175
31	PF03959
32	PF00109
33	PF14765
34	PF00970
35	PF00698
36	PF12257
37	PF00610
38	PF00324
39	PF00664
40	PF00664
41	PF00005
42	PF00005
43	PF00083
44	PF01494
45	PF07690
46	PF00203
47	PF00324
48	PF00561
49	PF01476
50	PF01476
51	PF01476
52	PF00538
53	PF03062
54	PF03062
55	PF02127
56	PF08508
57	PF00614
58	PF13091
59	PF05916
60	PF08030
61	PF08022
62	PF01794
63	PF00400
64	PF00400
65	PF00400
66	PF00400
67	PF07690
68	PF04212
69	PF00668
70	PF00668
71	PF00668
72	PF00668
73	PF00668
74	PF00668
75	PF00550
76	PF00550
77	PF00550
78	PF00550
79	PF00501
80	PF00501
81	PF00501
82	PF00501
83	PF00083
84	PF04998
85	PF04997
86	PF00623
87	PF04983
88	PF00679
89	PF05000
90	PF00009
91	PF06421
92	PF01846
93	PF01846
94	PF01846
95	PF01846
96	PF00397
97	PF00153
98	PF00153
99	PF00153
100	PF03908
101	PF00004
102	PF08542
103	PF00083
104	PF08704
105	PF04082
106	PF00096
107	PF00096
108	PF12796
109	PF12796
110	PF12796
111	PF12796
112	PF12796
113	PF12796
114	PF12796
115	PF12796
116	PF13637
117	PF13637
118	PF00226
119	PF07732
120	PF07731
121	PF00394
122	PF00069
123	PF13520
124	PF00549
125	PF02629
126	PF00285
127	PF01541
128	PF11793
129	PF01546
130	PF07687
131	PF00318
132	PF00318
133	PF00550
134	PF00501
135	PF00067
136	PF00067
137	PF00668
138	PF00668
139	PF07690
140	PF11861
141	PF07780
142	PF01728
143	PF00557
144	PF01490
145	PF02883
