Feature	Pfam
0	PF17771
1	PF05986
2	PF01562
3	PF00090
4	PF00090
5	PF00090
6	PF00090
7	PF00090
8	PF00090
9	PF01421
10	PF13894
11	PF00096
12	PF13432
13	PF13181
14	PF00001
15	PF00001
16	PF00755
17	PF07645
18	PF07645
19	PF07645
20	PF12661
21	PF00594
22	PF00054
23	PF08758
24	PF00028
25	PF00028
26	PF00028
27	PF00028
28	PF13894
29	PF00096
30	PF00096
31	PF00096
32	PF00096
33	PF00096
34	PF00096
35	PF00096
36	PF00096
37	PF00096
38	PF00096
39	PF00096
40	PF00096
41	PF00096
42	PF00096
43	PF00096
44	PF00096
45	PF00096
46	PF00096
47	PF00096
48	PF00096
49	PF00096
50	PF00096
51	PF00096
52	PF00096
53	PF00096
54	PF00096
55	PF00096
56	PF00096
57	PF00096
58	PF00096
59	PF00096
60	PF00096
61	PF00096
62	PF00096
63	PF00096
64	PF00096
65	PF00096
66	PF00096
67	PF00096
68	PF00096
69	PF00096
70	PF00096
71	PF00096
72	PF00096
73	PF00096
74	PF00096
75	PF00096
76	PF00096
77	PF00096
78	PF00096
79	PF00096
80	PF00096
81	PF00096
82	PF00096
83	PF00096
84	PF00096
85	PF00096
86	PF00096
87	PF00096
88	PF00834
89	PF13365
90	PF17820
91	PF00168
92	PF00069
93	PF00130
94	PF00130
95	PF00433
96	PF00067
97	PF02628
98	PF00018
99	PF00621
100	PF00169
101	PF00076
102	PF00076
103	PF00096
104	PF00096
105	PF00096
106	PF00096
107	PF00096
108	PF00096
109	PF00096
110	PF00096
111	PF00096
112	PF00096
113	PF00096
114	PF13855
115	PF13855
116	PF00307
117	PF00090
118	PF00090
119	PF00090
120	PF01421
121	PF05986
122	PF17771
123	PF01562
124	PF07933
125	PF10534
126	PF00169
127	PF00536
128	PF00595
129	PF06663
130	PF00003
131	PF00002
132	PF01825
133	PF00048
134	PF01529
135	PF00071
136	PF00402
137	PF00307
138	PF13855
139	PF13855
140	PF01733
141	PF03137
142	PF07648
143	PF00625
144	PF00089
145	PF08399
146	PF13768
147	PF08473
148	PF00096
149	PF00096
150	PF00096
151	PF00096
152	PF00096
153	PF00096
154	PF00096
155	PF00096
156	PF00096
157	PF00096
158	PF00096
159	PF00096
160	PF00412
161	PF12130
162	PF00307
163	PF01529
164	PF17776
165	PF05729
166	PF02758
167	PF17779
168	PF14484
169	PF15309
170	PF00096
171	PF00096
172	PF00096
173	PF00096
174	PF00096
175	PF00096
176	PF00096
177	PF13894
178	PF04692
179	PF00341
180	PF04692
181	PF00341
182	PF00536
183	PF00536
184	PF12796
185	PF07686
186	PF08205
187	PF13927
188	PF13895
189	PF00096
190	PF00096
191	PF00096
192	PF00096
193	PF00096
194	PF00096
195	PF00096
196	PF00096
197	PF00096
198	PF00096
199	PF13894
200	PF00071
201	PF00071
202	PF07645
203	PF07645
204	PF07645
205	PF07645
206	PF07645
207	PF07645
208	PF07645
209	PF07645
210	PF07645
211	PF07645
212	PF07645
213	PF07645
214	PF07645
215	PF07645
216	PF07645
217	PF12947
218	PF12947
219	PF12947
220	PF12947
221	PF12947
222	PF12947
223	PF12947
224	PF12661
225	PF12662
226	PF00884
227	PF11933
228	PF00520
229	PF00520
230	PF00520
231	PF00520
232	PF06512
233	PF00412
234	PF00412
235	PF00412
236	PF00038
237	PF00069
238	PF00069
239	PF00664
240	PF00664
241	PF00005
242	PF00005
243	PF00096
244	PF00096
245	PF00096
246	PF00096
247	PF00096
248	PF00096
249	PF00096
250	PF00096
251	PF00096
252	PF00096
253	PF00096
254	PF00096
255	PF00096
256	PF00096
257	PF00535
258	PF00652
259	PF02922
260	PF02806
261	PF00128
262	PF00536
263	PF00640
264	PF07647
265	PF00822
266	PF16019
267	PF00008
268	PF07645
269	PF07645
270	PF07645
271	PF07645
272	PF07645
273	PF12662
274	PF00683
275	PF00683
276	PF00683
277	PF13765
278	PF00643
279	PF13445
280	PF00622
281	PF07690
282	PF01151
283	PF00856
284	PF05965
285	PF02008
286	PF13771
287	PF05964
288	PF00628
289	PF00096
290	PF00096
291	PF00096
292	PF00096
293	PF00096
294	PF00096
295	PF00096
296	PF00096
297	PF00096
298	PF00096
299	PF00096
300	PF00096
301	PF13912
302	PF13912
303	PF00045
304	PF00045
305	PF00045
306	PF00413
307	PF01471
308	PF00112
309	PF08246
310	PF10613
311	PF00060
312	PF01094
313	PF00096
314	PF00096
315	PF00096
316	PF00096
317	PF00096
318	PF00096
319	PF00096
320	PF00096
321	PF00096
322	PF00096
323	PF00096
324	PF00046
325	PF13637
326	PF00084
327	PF00084
328	PF00084
329	PF00084
330	PF00084
331	PF00084
332	PF00084
333	PF00084
334	PF00084
335	PF00084
336	PF00084
337	PF01039
338	PF12662
339	PF07645
340	PF07645
341	PF07645
342	PF07645
343	PF07645
344	PF07645
345	PF07645
346	PF07645
347	PF07645
348	PF07645
349	PF07645
350	PF00683
351	PF00683
352	PF00683
353	PF00683
354	PF00884
355	PF14707
356	PF00337
357	PF00337
358	PF01066
359	PF00001
360	PF00096
361	PF00096
362	PF00096
363	PF00096
364	PF00096
365	PF00096
366	PF12874
367	PF00651
368	PF00622
369	PF13765
370	PF15227
371	PF00643
372	PF00001
373	PF00642
374	PF12171
375	PF00001
376	PF00483
377	PF00168
378	PF00168
379	PF00240
380	PF00627
381	PF00627
382	PF09280
383	PF13855
384	PF00096
385	PF00096
386	PF00096
387	PF00096
388	PF00096
389	PF00096
390	PF00096
391	PF00096
392	PF00096
393	PF00096
394	PF00096
395	PF00096
396	PF00096
397	PF00096
398	PF00096
399	PF00096
400	PF00096
401	PF00096
402	PF00096
403	PF00096
404	PF00096
405	PF00096
406	PF00096
407	PF00096
408	PF00096
409	PF00096
410	PF00096
411	PF00096
412	PF00096
413	PF00096
414	PF00096
415	PF00096
416	PF00096
417	PF00096
418	PF00096
419	PF00096
420	PF00096
421	PF00096
422	PF00096
423	PF00096
424	PF13912
425	PF16472
426	PF14670
427	PF14670
428	PF14670
429	PF07645
430	PF07645
431	PF00058
432	PF00058
433	PF00058
434	PF00058
