Feature	Pfam
0	PF00001
1	PF01414
2	PF01414
3	PF01414
4	PF01414
5	PF00400
6	PF00400
7	PF00400
8	PF00400
9	PF00400
10	PF03451
11	PF12894
12	PF00005
13	PF00005
14	PF00664
15	PF00664
16	PF03137
17	PF00005
18	PF00005
19	PF00664
20	PF04515
21	PF12832
22	PF00041
23	PF00041
24	PF00041
25	PF00058
26	PF15901
27	PF00057
28	PF00057
29	PF00057
30	PF00057
31	PF00057
32	PF00057
33	PF00057
34	PF00057
35	PF00057
36	PF00057
37	PF00057
38	PF15902
39	PF02932
40	PF02931
41	PF13927
42	PF13927
43	PF04147
44	PF00001
45	PF00566
46	PF07690
47	PF04193
48	PF04193
49	PF00083
50	PF00086
51	PF00086
52	PF00086
53	PF00001
54	PF00168
55	PF02825
56	PF00632
57	PF01494
58	PF00115
59	PF02433
60	PF15238
61	PF00005
62	PF00005
63	PF12848
64	PF02932
65	PF12781
66	PF12780
67	PF18199
68	PF03028
69	PF03028
70	PF12777
71	PF12777
72	PF17857
73	PF18198
74	PF02010
75	PF01477
76	PF08016
77	PF01825
78	PF01984
79	PF07699
80	PF07699
81	PF00076
82	PF12937
83	PF00069
84	PF00001
85	PF00452
86	PF00007
87	PF03137
88	PF07648
89	PF00001
90	PF03034
91	PF02140
92	PF02140
93	PF02140
94	PF00004
95	PF17862
96	PF00225
97	PF00005
98	PF00005
99	PF00664
100	PF00664
101	PF03732
102	PF03732
103	PF00001
104	PF00010
105	PF02772
106	PF00438
107	PF02773
108	PF16494
109	PF01699
110	PF01699
111	PF03160
112	PF03160
113	PF13855
114	PF00001
115	PF06470
116	PF02463
117	PF02463
118	PF00001
119	PF00001
120	PF00076
121	PF00076
122	PF04666
123	PF00266
124	PF08016
125	PF05536
126	PF00008
127	PF00008
128	PF00008
129	PF00001
130	PF00270
131	PF08147
132	PF00271
133	PF00130
134	PF00130
135	PF00069
136	PF03736
137	PF03736
138	PF00002
139	PF01825
140	PF03160
141	PF03160
142	PF03160
143	PF03160
144	PF03160
145	PF03160
146	PF03160
147	PF03160
148	PF03160
149	PF03160
150	PF03160
151	PF03160
152	PF03160
153	PF03160
154	PF03160
155	PF03160
156	PF03160
157	PF03160
158	PF03160
159	PF03160
160	PF03160
161	PF03160
162	PF03160
163	PF03160
164	PF03160
165	PF03160
166	PF03160
167	PF03160
168	PF03160
169	PF03160
170	PF13385
171	PF00083
172	PF03151
173	PF00059
174	PF00090
175	PF00090
176	PF01400
177	PF03259
178	PF08534
179	PF00076
180	PF00226
181	PF00385
182	PF07679
183	PF06664
184	PF00754
185	PF00001
186	PF00520
187	PF02214
188	PF00001
189	PF00335
190	PF00069
191	PF00643
192	PF00025
193	PF02932
194	PF02931
195	PF00292
196	PF10178
197	PF02932
198	PF02931
199	PF01223
200	PF01825
201	PF00002
202	PF00076
203	PF00046
204	PF00069
205	PF18139
206	PF00293
207	PF00520
208	PF08234
209	PF13533
210	PF13621
211	PF00754
212	PF00313
213	PF00313
214	PF00313
215	PF00313
216	PF00313
217	PF00001
218	PF00001
219	PF00569
220	PF00435
221	PF00397
222	PF09069
223	PF09068
224	PF00995
225	PF07189
226	PF03600
227	PF00171
228	PF00628
229	PF07946
230	PF13871
231	PF00240
232	PF00017
233	PF00617
234	PF12796
