Feature	Pfam
0	PF12906
1	PF02737
2	PF00725
3	PF00378
4	PF00011
5	PF00664
6	PF00664
7	PF00005
8	PF00005
9	PF00067
10	PF00892
11	PF00892
12	PF01844
13	PF00069
14	PF00319
15	PF13920
16	PF01852
17	PF00169
18	PF07059
19	PF01417
20	PF01535
21	PF01535
22	PF13041
23	PF13041
24	PF13041
25	PF13041
26	PF13041
27	PF12854
28	PF01565
29	PF04030
30	PF00407
31	PF02535
32	PF13520
33	PF13906
34	PF07714
35	PF13855
36	PF13855
37	PF13855
38	PF04258
39	PF02225
40	PF00403
41	PF13499
42	PF13499
43	PF01699
44	PF00856
45	PF13831
46	PF13832
47	PF03088
48	PF01805
49	PF01805
50	PF09750
51	PF02535
52	PF07690
53	PF17181
54	PF18117
55	PF01764
56	PF03108
57	PF10551
58	PF04434
59	PF01357
60	PF03330
61	PF07992
62	PF04819
63	PF13855
64	PF13855
65	PF00240
66	PF00892
67	PF00892
68	PF00010
69	PF00462
70	PF04784
71	PF00610
72	PF13855
73	PF13855
74	PF00067
75	PF00854
76	PF01535
77	PF01535
78	PF01535
79	PF13812
80	PF13041
81	PF13041
82	PF01490
83	PF00892
84	PF00892
85	PF17919
86	PF13456
87	PF00078
88	PF08263
89	PF13855
90	PF13855
91	PF13855
92	PF00560
93	PF07714
94	PF13516
95	PF08263
96	PF13855
97	PF03439
98	PF03151
99	PF12854
100	PF13041
101	PF01535
102	PF01535
103	PF01535
104	PF01535
105	PF01535
106	PF01535
107	PF01535
108	PF06432
109	PF00266
110	PF13621
111	PF03368
112	PF00270
113	PF00271
114	PF00636
115	PF00636
116	PF14709
117	PF00035
118	PF02170
119	PF00083
120	PF12799
121	PF00560
122	PF13855
123	PF13855
124	PF13855
125	PF00069
126	PF01657
127	PF01657
128	PF00069
129	PF01453
130	PF00069
131	PF00954
132	PF02786
133	PF02786
134	PF02787
135	PF02142
136	PF04535
137	PF01453
138	PF01453
139	PF08276
140	PF08276
141	PF07714
142	PF07714
143	PF00954
144	PF00954
145	PF03619
146	PF13292
147	PF02779
148	PF02780
149	PF08263
150	PF13855
151	PF13855
152	PF13855
153	PF13855
154	PF13855
155	PF00479
156	PF02781
157	PF00125
158	PF00977
159	PF00069
160	PF03061
161	PF00025
162	PF00083
163	PF00010
164	PF00854
165	PF00580
166	PF13086
167	PF13087
168	PF01027
169	PF01582
170	PF00931
171	PF02213
172	PF00931
173	PF07725
174	PF01582
175	PF01582
176	PF01764
177	PF05920
178	PF07526
179	PF13848
180	PF00085
181	PF00085
182	PF00109
183	PF02801
184	PF08144
185	PF12894
186	PF00400
187	PF00400
188	PF00400
189	PF00098
190	PF14223
191	PF13041
192	PF01535
193	PF01535
194	PF01535
195	PF01535
196	PF01535
