Feature	Pfam
0	PF12796
1	PF13764
2	PF00899
3	PF00530
4	PF00211
5	PF00211
6	PF00027
7	PF12012
8	PF00147
9	PF13637
10	PF13637
11	PF00023
12	PF12796
13	PF00664
14	PF00664
15	PF00005
16	PF00005
17	PF03798
18	PF13347
19	PF00531
20	PF00531
21	PF12838
22	PF01740
23	PF00916
24	PF00028
25	PF00028
26	PF00028
27	PF00028
28	PF00028
29	PF00028
30	PF00028
31	PF00028
32	PF00028
33	PF00028
34	PF00028
35	PF00028
36	PF00028
37	PF00028
38	PF00028
39	PF00028
40	PF00028
41	PF00028
42	PF00028
43	PF00028
44	PF00028
45	PF00028
46	PF00028
47	PF00028
48	PF00028
49	PF00028
50	PF00028
51	PF00028
52	PF00028
53	PF00028
54	PF00028
55	PF00028
56	PF12796
57	PF12796
58	PF12796
59	PF12796
60	PF02518
61	PF00183
62	PF00047
63	PF00479
64	PF01182
65	PF02781
66	PF00003
67	PF01094
68	PF00041
69	PF00041
70	PF00041
71	PF13927
72	PF00047
73	PF13923
74	PF02176
75	PF04420
76	PF10998
77	PF13802
78	PF01055
79	PF00595
80	PF00595
81	PF00595
82	PF13855
83	PF13855
84	PF05193
85	PF16187
86	PF00675
87	PF17855
88	PF00493
89	PF00069
90	PF12796
91	PF12796
92	PF17862
93	PF00858
94	PF00069
95	PF08491
96	PF00005
97	PF12796
98	PF00033
99	PF00032
100	PF02167
101	PF13347
102	PF05485
103	PF13359
104	PF13613
105	PF12661
106	PF12661
107	PF12661
108	PF12661
109	PF12661
110	PF12661
111	PF12661
112	PF12661
113	PF00008
114	PF00008
115	PF00008
116	PF00008
117	PF00008
118	PF00008
119	PF00008
120	PF00008
121	PF00008
122	PF00008
123	PF00008
124	PF00008
125	PF13385
126	PF13414
127	PF00169
128	PF13649
129	PF00003
130	PF01094
131	PF04095
132	PF18127
133	PF02176
134	PF00041
135	PF00041
136	PF00041
137	PF13927
138	PF04505
139	PF02221
140	PF13385
141	PF02210
142	PF02210
143	PF00053
144	PF00053
145	PF00053
146	PF00053
147	PF00053
148	PF00053
149	PF00053
150	PF00053
151	PF00053
152	PF00053
153	PF00055
154	PF00041
155	PF00041
156	PF00041
157	PF00041
158	PF00041
159	PF00041
160	PF00041
161	PF00041
162	PF00041
163	PF00041
164	PF00041
165	PF00041
166	PF00041
167	PF00041
168	PF00041
169	PF00041
170	PF00041
171	PF00041
172	PF03129
173	PF13393
174	PF00149
175	PF13181
176	PF13181
177	PF13181
178	PF04049
179	PF00854
180	PF08709
181	PF01753
182	PF04194
183	PF02176
184	PF00854
185	PF00001
186	PF12796
187	PF12796
188	PF01699
189	PF01699
190	PF00147
191	PF00096
192	PF00096
193	PF00096
194	PF05041
195	PF12807
196	PF00083
197	PF02167
198	PF00018
199	PF07714
200	PF00017
201	PF07139
202	PF00400
203	PF00400
204	PF00400
205	PF00400
206	PF00400
207	PF04053
208	PF06957
209	PF14670
210	PF14670
211	PF12662
212	PF12662
213	PF12662
214	PF12662
215	PF12662
216	PF12662
217	PF12662
218	PF12662
219	PF12662
220	PF12662
221	PF12662
222	PF07645
223	PF07645
224	PF07645
225	PF17517
226	PF05461
227	PF04548
228	PF01915
229	PF14310
230	PF00933
231	PF02221
232	PF02260
233	PF00454
234	PF02259
235	PF00014
236	PF00014
237	PF01826
238	PF00270
239	PF00271
240	PF08246
241	PF00112
242	PF00003
243	PF01094
244	PF13606
245	PF12796
246	PF12796
247	PF12796
248	PF12796
