Feature	Pfam
0	PF05208
1	PF18408
2	PF07701
3	PF07700
4	PF00211
5	PF07714
6	PF00754
7	PF00226
8	PF12171
9	PF18375
10	PF13907
11	PF00385
12	PF00385
13	PF00176
14	PF00271
15	PF01138
16	PF00083
17	PF00782
18	PF14671
19	PF02453
20	PF05199
21	PF00732
22	PF00001
23	PF00339
24	PF02752
25	PF01839
26	PF01839
27	PF01839
28	PF08441
29	PF07690
30	PF01145
31	PF12698
32	PF00005
33	PF00005
34	PF01061
35	PF00806
36	PF00806
37	PF00806
38	PF00806
39	PF00806
40	PF00806
41	PF00806
42	PF00806
43	PF00083
44	PF01437
45	PF01403
46	PF01061
47	PF00005
48	PF00069
49	PF17820
50	PF00612
51	PF00063
52	PF00063
53	PF01576
54	PF10513
55	PF13832
56	PF13831
57	PF00855
58	PF00439
59	PF02793
60	PF00002
61	PF00226
62	PF00249
63	PF01873
64	PF02020
65	PF10588
66	PF13510
67	PF00384
68	PF09326
69	PF10495
70	PF13855
71	PF01302
72	PF12455
73	PF16885
74	PF08763
75	PF16905
76	PF00520
77	PF00520
78	PF00520
79	PF00520
80	PF00520
81	PF00466
82	PF00428
83	PF17777
84	PF00209
85	PF01496
86	PF00153
87	PF13520
88	PF00041
89	PF00041
90	PF00041
91	PF00041
92	PF00041
93	PF07714
94	PF00046
95	PF01753
96	PF13640
97	PF13855
98	PF13855
99	PF13855
100	PF13855
101	PF00560
102	PF09779
103	PF01607
104	PF01607
105	PF01607
106	PF00028
107	PF00028
108	PF00028
109	PF00028
110	PF00028
111	PF00028
112	PF00028
113	PF00028
114	PF00028
115	PF00028
116	PF00028
117	PF00028
118	PF02036
119	PF00106
120	PF00003
121	PF07562
122	PF01094
123	PF17759
124	PF03483
125	PF18262
126	PF03484
127	PF00083
128	PF00209
129	PF03547
130	PF00610
131	PF05462
132	PF03029
133	PF00004
134	PF00004
135	PF17862
136	PF08686
137	PF07679
138	PF00090
139	PF00090
140	PF00090
141	PF00090
142	PF00090
143	PF00090
144	PF00090
145	PF00090
146	PF00090
147	PF02932
148	PF02931
149	PF00651
150	PF00027
151	PF00027
152	PF00069
153	PF00069
154	PF00520
155	PF00027
156	PF00096
157	PF00096
158	PF00096
159	PF00096
160	PF02939
161	PF07707
162	PF00651
163	PF08005
164	PF10637
165	PF13661
166	PF03600
167	PF06423
168	PF07841
169	PF16078
170	PF00676
171	PF16870
172	PF02779
173	PF00089
174	PF00085
175	PF13848
176	PF13656
177	PF03839
178	PF04831
179	PF13833
180	PF13499
181	PF00096
182	PF00096
183	PF00096
184	PF00096
185	PF00096
186	PF00083
187	PF15715
188	PF13903
189	PF13904
190	PF12530
191	PF02949
192	PF00096
193	PF00096
194	PF00096
195	PF00096
196	PF00096
197	PF12874
198	PF09995
199	PF13855
200	PF01562
201	PF13688
202	PF00200
203	PF17865
204	PF17867
205	PF17867
206	PF17867
207	PF07728
208	PF07728
209	PF07728
210	PF07728
211	PF07728
212	PF07728
213	PF07728
214	PF00092
215	PF00005
216	PF00005
217	PF00664
218	PF00664
219	PF00018
220	PF08397
221	PF15065
222	PF04406
223	PF00612
224	PF00612
225	PF00612
226	PF00612
227	PF01843
228	PF00063
229	PF00041
230	PF00041
231	PF00041
232	PF00041
