Feature	Pfam
0	PF00743
1	PF00069
2	PF08519
3	PF00533
4	PF00004
5	PF02469
6	PF02469
7	PF00172
8	PF07690
9	PF16212
10	PF13246
11	PF16209
12	PF08238
13	PF08238
14	PF08238
15	PF08238
16	PF08238
17	PF08238
18	PF08238
19	PF08238
20	PF08238
21	PF08238
22	PF07690
23	PF06068
24	PF17856
25	PF11951
26	PF00172
27	PF01025
28	PF00890
29	PF00226
30	PF00083
31	PF00722
32	PF02460
33	PF16414
34	PF08591
35	PF11951
36	PF00172
37	PF18158
38	PF00441
39	PF13902
40	PF08558
41	PF00621
42	PF00682
43	PF02786
44	PF02436
45	PF00364
46	PF02785
47	PF00289
48	PF00626
49	PF04811
50	PF04815
51	PF08033
52	PF04810
53	PF00498
54	PF00069
55	PF00118
56	PF03531
57	PF17292
58	PF08512
59	PF04628
60	PF00125
61	PF01302
62	PF16641
63	PF07690
64	PF18564
65	PF00150
66	PF01593
67	PF02815
68	PF16192
69	PF02366
70	PF00746
71	PF09488
72	PF05958
73	PF02136
74	PF00076
75	PF00664
76	PF00664
77	PF00005
78	PF00005
79	PF00168
80	PF00168
81	PF00168
82	PF00168
83	PF00168
84	PF00176
85	PF15446
86	PF00271
87	PF00083
88	PF04733
89	PF01569
90	PF03661
91	PF00173
92	PF03142
93	PF08766
94	PF04716
95	PF00117
96	PF04715
97	PF00425
98	PF04616
99	PF05270
100	PF02373
101	PF10497
102	PF04884
103	PF15456
104	PF01529
105	PF11699
106	PF15624
107	PF00122
108	PF13246
109	PF08282
110	PF00689
111	PF00690
112	PF07690
113	PF02150
114	PF01096
115	PF08881
116	PF05922
117	PF00082
118	PF11312
119	PF18097
120	PF04652
121	PF00076
122	PF00160
123	PF17846
124	PF03159
125	PF01067
126	PF00648
127	PF02837
128	PF02836
129	PF00703
130	PF00083
131	PF04900
132	PF07690
133	PF03953
134	PF00091
135	PF08240
136	PF13602
137	PF01990
138	PF00400
139	PF00400
140	PF00400
141	PF00400
142	PF00412
143	PF00412
144	PF04909
145	PF00512
146	PF13426
147	PF08447
148	PF02518
149	PF00072
150	PF13188
151	PF07859
152	PF07859
153	PF06985
154	PF17207
155	PF17855
156	PF14551
157	PF00493
158	PF00172
159	PF04082
