Feature	Pfam
0	PF07714
1	PF00069
2	PF01175
3	PF17391
4	PF17392
5	PF03211
6	PF03211
7	PF00076
8	PF13884
9	PF07974
10	PF02785
11	PF02786
12	PF00364
13	PF00289
14	PF01207
15	PF01280
16	PF03883
17	PF01207
18	PF00964
19	PF17389
20	PF17390
21	PF14288
22	PF02364
23	PF00732
24	PF05199
25	PF02990
26	PF00122
27	PF00702
28	PF00787
29	PF01529
30	PF00856
31	PF00144
32	PF18198
33	PF08393
34	PF12777
35	PF12775
36	PF03028
37	PF12780
38	PF12774
39	PF12781
40	PF17852
41	PF18199
42	PF08385
43	PF17857
44	PF00041
45	PF00566
46	PF00595
47	PF13499
48	PF00191
49	PF00191
50	PF00191
51	PF00191
52	PF00191
53	PF12774
54	PF12775
55	PF12775
56	PF12780
57	PF08393
58	PF18198
59	PF17857
60	PF12781
61	PF17852
62	PF12777
63	PF03028
64	PF18199
65	PF08240
66	PF00107
67	PF01490
68	PF00999
69	PF00083
70	PF00066
71	PF00066
72	PF17102
73	PF11380
74	PF17101
75	PF17103
76	PF00622
77	PF00632
78	PF13385
79	PF08305
80	PF03221
81	PF00106
82	PF00083
83	PF00083
84	PF00450
85	PF00083
86	PF13499
87	PF00150
88	PF04987
89	PF03901
90	PF08244
91	PF00251
92	PF01926
93	PF16880
94	PF12763
95	PF18150
96	PF07973
97	PF01411
98	PF02272
99	PF03439
100	PF11942
101	PF00169
102	PF00736
103	PF08766
104	PF02201
105	PF02201
106	PF02390
107	PF07690
108	PF00083
109	PF00610
110	PF07714
111	PF00069
112	PF04098
113	PF00106
114	PF00106
115	PF00334
116	PF00334
117	PF03721
118	PF03720
119	PF00984
120	PF12698
121	PF13041
122	PF01535
123	PF13812
124	PF00069
125	PF00433
126	PF00149
127	PF00027
128	PF00027
129	PF00027
130	PF00027
131	PF08321
132	PF00149
133	PF01302
134	PF13499
135	PF13499
136	PF13499
137	PF16573
138	PF16575
139	PF00566
140	PF00244
141	PF02517
142	PF00397
143	PF00076
144	PF16131
145	PF15780
146	PF13673
147	PF00150
148	PF07983
149	PF13374
150	PF13424
151	PF01248
152	PF00652
153	PF00652
154	PF00652
155	PF00652
156	PF00652
157	PF00652
158	PF00652
159	PF00652
160	PF00652
161	PF10181
162	PF16683
163	PF00069
164	PF01855
165	PF00258
166	PF01077
167	PF01077
168	PF17147
169	PF03460
170	PF03460
171	PF01423
172	PF02358
173	PF00982
174	PF08385
175	PF12781
176	PF12780
177	PF18198
178	PF03028
179	PF12774
180	PF12774
181	PF08393
182	PF12775
183	PF17857
184	PF18199
185	PF17852
186	PF12777
187	PF03031
188	PF00450
189	PF00450
190	PF02109
191	PF09404
192	PF09404
193	PF00262
194	PF00262
195	PF07714
196	PF07714
197	PF03798
198	PF00375
199	PF13793
200	PF14572
201	PF13414
202	PF00515
203	PF00515
204	PF00515
205	PF13181
206	PF13432
207	PF13432
208	PF13432
209	PF00169
210	PF00169
211	PF01066
212	PF01363
213	PF13091
214	PF06775
215	PF00892
216	PF00226
217	PF00106
218	PF12932
219	PF12931
220	PF01852
221	PF00169
222	PF07059
223	PF00169
224	PF02841
225	PF02263
226	PF00238
227	PF08551
228	PF07496
229	PF07496
230	PF07496
231	PF00628
232	PF07648
233	PF07648
234	PF07648
235	PF13676
236	PF13676
237	PF12796
238	PF13367
239	PF13424
240	PF13844
241	PF13844
242	PF13432
243	PF13432
244	PF00479
245	PF02781
246	PF02492
247	PF04670
248	PF02807
249	PF00217
250	PF01480
251	PF00076
252	PF06419
253	PF00632
254	PF03083
255	PF03083
256	PF00071
257	PF09273
258	PF11904
259	PF15665
260	PF12796
261	PF07856
262	PF13964
263	PF13854
264	PF12810
265	PF00041
266	PF01344
267	PF02803
268	PF00108
269	PF00082
270	PF12580
271	PF00083
272	PF08030
273	PF01794
274	PF08022
275	PF17216
276	PF00773
277	PF17849
278	PF13639
279	PF00270
280	PF00271
281	PF10557
282	PF00888
283	PF02535
284	PF06011
285	PF01757
286	PF01365
287	PF01365
288	PF00520
289	PF08454
290	PF01627
291	PF02518
292	PF00072
293	PF00989
294	PF00989
295	PF00989
296	PF00989
297	PF00989
298	PF00989
299	PF00989
300	PF00989
