Feature	Pfam
0	PF07645
1	PF07645
2	PF07645
3	PF07645
4	PF07645
5	PF07645
6	PF12662
7	PF01821
8	PF00069
9	PF08022
10	PF01794
11	PF08030
12	PF00054
13	PF02210
14	PF02210
15	PF02210
16	PF02210
17	PF00053
18	PF00053
19	PF00053
20	PF00053
21	PF00053
22	PF00053
23	PF00053
24	PF00053
25	PF00053
26	PF00053
27	PF00053
28	PF00053
29	PF00053
30	PF00053
31	PF00053
32	PF00053
33	PF00053
34	PF00053
35	PF00053
36	PF06009
37	PF06008
38	PF00052
39	PF00055
40	PF03114
41	PF14604
42	PF06309
43	PF00225
44	PF00058
45	PF00058
46	PF00058
47	PF00058
48	PF07645
49	PF07645
50	PF07645
51	PF07645
52	PF00008
53	PF00001
54	PF00535
55	PF00652
56	PF13465
57	PF00096
58	PF00096
59	PF00096
60	PF00096
61	PF00096
62	PF00069
63	PF13574
64	PF00200
65	PF01562
66	PF04752
67	PF01344
68	PF01344
69	PF00651
70	PF01344
71	PF00651
72	PF07707
73	PF13499
74	PF13499
75	PF13853
76	PF02210
77	PF02210
78	PF02210
79	PF02210
80	PF00754
81	PF00069
82	PF00400
83	PF00400
84	PF00400
85	PF00400
86	PF00400
87	PF00400
88	PF00076
89	PF00076
90	PF11627
91	PF05986
92	PF00090
93	PF00090
94	PF00090
95	PF00090
96	PF00090
97	PF00090
98	PF00090
99	PF00090
100	PF00090
101	PF00090
102	PF00090
103	PF00090
104	PF00090
105	PF08685
106	PF01562
107	PF01421
108	PF00784
109	PF00784
110	PF00063
111	PF00373
112	PF07653
113	PF00385
114	PF00856
115	PF05033
116	PF00651
117	PF00096
118	PF00096
119	PF00096
120	PF00096
121	PF00096
122	PF00096
123	PF07303
124	PF10390
125	PF02423
126	PF00244
127	PF00169
128	PF00617
129	PF00105
130	PF00104
131	PF00794
132	PF00792
133	PF00787
134	PF00168
135	PF00454
136	PF00613
137	PF00569
138	PF00564
139	PF16577
140	PF04091
141	PF00307
142	PF00004
143	PF13676
144	PF00531
145	PF07679
146	PF00041
147	PF13855
148	PF13855
149	PF06484
150	PF06484
151	PF15636
152	PF00271
153	PF13959
154	PF00270
155	PF00025
156	PF00090
157	PF00090
158	PF00090
159	PF00090
160	PF00090
161	PF00090
162	PF00090
163	PF00090
164	PF00090
165	PF00090
166	PF00090
167	PF00090
168	PF00096
169	PF00096
170	PF00096
171	PF00096
172	PF00096
173	PF01393
174	PF00385
175	PF00041
176	PF00041
177	PF06328
178	PF00168
179	PF00168
180	PF13202
181	PF00388
182	PF00387
183	PF00169
184	PF09279
185	PF00400
186	PF00400
187	PF14972
188	PF02813
189	PF03708
190	PF00077
191	PF00607
192	PF00429
193	PF00098
194	PF06959
195	PF00271
196	PF00270
197	PF16124
198	PF13851
199	PF00240
200	PF02179
201	PF04629
202	PF06456
