Feature	Pfam
0	PF08205
1	PF13927
2	PF07679
3	PF07686
4	PF02225
5	PF13639
6	PF06991
7	PF14651
8	PF09177
9	PF00385
10	PF00385
11	PF00271
12	PF00176
13	PF07533
14	PF02902
15	PF12796
16	PF01884
17	PF04258
18	PF02854
19	PF02847
20	PF02020
21	PF07528
22	PF12171
23	PF12874
24	PF12874
25	PF00004
26	PF07528
27	PF00104
28	PF00232
29	PF00105
30	PF00104
31	PF02374
32	PF00183
33	PF00595
34	PF00063
35	PF06017
36	PF16034
37	PF13895
38	PF00041
39	PF00041
40	PF00041
41	PF13927
42	PF07679
43	PF07679
44	PF07679
45	PF00685
46	PF08205
47	PF00431
48	PF00628
49	PF14735
50	PF00439
51	PF00439
52	PF00439
53	PF00439
54	PF00439
55	PF00439
56	PF01426
57	PF01426
58	PF00505
59	PF00028
60	PF00028
61	PF00028
62	PF00028
63	PF00028
64	PF00028
65	PF00028
66	PF00028
67	PF00028
68	PF00028
69	PF00028
70	PF00028
71	PF00028
72	PF00028
73	PF00028
74	PF00028
75	PF00028
76	PF00028
77	PF00028
78	PF00028
79	PF00028
80	PF00028
81	PF00028
82	PF00028
83	PF00028
84	PF00028
85	PF00028
86	PF00028
87	PF00028
88	PF00028
89	PF00028
90	PF00028
91	PF00008
92	PF00008
93	PF00054
94	PF02210
95	PF13927
96	PF13927
97	PF13927
98	PF07679
99	PF07679
100	PF07679
101	PF00041
102	PF00041
103	PF00041
104	PF00041
105	PF00041
106	PF00118
107	PF14608
108	PF14608
109	PF00132
110	PF02207
111	PF02617
112	PF05693
113	PF00060
114	PF13637
115	PF12796
116	PF07690
117	PF00246
118	PF02244
119	PF06052
120	PF00628
121	PF00856
122	PF00076
123	PF00854
124	PF00854
125	PF00854
126	PF07744
127	PF00076
128	PF00076
129	PF00076
130	PF02138
131	PF00400
132	PF14844
133	PF12330
134	PF00069
135	PF00566
136	PF00112
137	PF08246
138	PF01267
139	PF00089
140	PF00125
141	PF00379
142	PF15905
143	PF15908
144	PF00651
145	PF07707
146	PF01344
147	PF01344
148	PF01344
149	PF01344
150	PF01344
151	PF01344
152	PF08005
153	PF08005
154	PF00415
155	PF03256
156	PF02738
157	PF00111
158	PF03450
159	PF01315
160	PF00941
161	PF01799
162	PF15511
163	PF15511
164	PF15511
165	PF15511
166	PF15511
167	PF15511
168	PF15511
169	PF15511
170	PF15511
171	PF15511
172	PF15511
173	PF15511
174	PF15511
175	PF15511
176	PF15511
177	PF15511
178	PF15511
179	PF15511
180	PF15511
181	PF15511
182	PF15511
183	PF15511
184	PF15511
185	PF00289
186	PF02786
187	PF00364
188	PF02785
189	PF00060
190	PF08376
191	PF00211
192	PF17039
193	PF00852
194	PF12661
195	PF12661
196	PF12661
197	PF12661
198	PF02210
199	PF07645
200	PF07645
201	PF07645
202	PF00054
203	PF00008
204	PF00008
205	PF00008
206	PF00008
207	PF00008
208	PF00008
209	PF00008
210	PF00008
211	PF00008
212	PF00008
213	PF00008
214	PF00008
215	PF00008
216	PF00008
217	PF00008
218	PF00008
219	PF00781
220	PF00609
221	PF00130
222	PF14783
223	PF14782
224	PF14781
225	PF00307
226	PF00307
227	PF02187
228	PF00435
229	PF00435
230	PF00435
231	PF00435
232	PF00435
233	PF00435
234	PF00435
235	PF00435
236	PF00435
237	PF00435
238	PF00435
239	PF03143
240	PF00009
241	PF03104
242	PF14260
243	PF00136
244	PF04832
245	PF04832
246	PF16589
247	PF13637
248	PF12796
249	PF00443
250	PF13193
251	PF00501
252	PF13359
253	PF05485
254	PF13613
255	PF00132
256	PF14602
257	PF00233
258	PF01590
259	PF00617
260	PF00169
261	PF07645
262	PF00058
263	PF00057
264	PF00057
265	PF00057
266	PF00057
267	PF00057
268	PF00057
269	PF14670
270	PF08332
271	PF00069
272	PF01465
273	PF09769
274	PF03564
275	PF00089
276	PF01421
277	PF00200
278	PF08516
279	PF16770
280	PF12738
281	PF12738
282	PF00595
283	PF00595
284	PF00595
285	PF00595
286	PF00397
287	PF00397
288	PF05050
289	PF00328
290	PF00106
291	PF07717
292	PF00270
293	PF00271
294	PF04408
295	PF14641
296	PF00575
297	PF14635
298	PF14878
299	PF14633
300	PF14639
301	PF14632
302	PF00400
303	PF00400
304	PF00400
