Feature	Pfam
0	PF03195
1	PF04601
2	PF16916
3	PF01545
4	PF08472
5	PF05116
6	PF00854
7	PF03547
8	PF00295
9	PF04577
10	PF01535
11	PF01535
12	PF01535
13	PF01535
14	PF13041
15	PF17862
16	PF02933
17	PF02359
18	PF00004
19	PF00004
20	PF13393
21	PF03129
22	PF12854
23	PF13041
24	PF13041
25	PF01535
26	PF02136
27	PF07714
28	PF06799
29	PF00673
30	PF00281
31	PF00673
32	PF00281
33	PF00673
34	PF00281
35	PF00855
36	PF13839
37	PF14416
38	PF13347
39	PF00571
40	PF01595
41	PF03471
42	PF03283
43	PF17777
44	PF00428
45	PF00466
46	PF13855
47	PF13855
48	PF13855
49	PF08263
50	PF00069
51	PF10431
52	PF07724
53	PF04116
54	PF12076
55	PF17958
56	PF13499
57	PF01169
58	PF01169
59	PF04862
60	PF04862
61	PF00651
62	PF00917
63	PF07714
64	PF08513
65	PF00400
66	PF00400
67	PF00400
68	PF00400
69	PF00400
70	PF00400
71	PF07714
72	PF04043
73	PF01661
74	PF11969
75	PF16278
76	PF13671
77	PF00069
78	PF14379
79	PF00249
80	PF12481
81	PF05514
82	PF00564
83	PF00005
84	PF01535
85	PF01535
86	PF01535
87	PF14432
88	PF13041
89	PF06025
90	PF00632
91	PF06012
92	PF06012
93	PF14377
94	PF14377
95	PF14377
96	PF00627
97	PF00025
98	PF02357
99	PF00467
100	PF13370
101	PF00226
102	PF02990
103	PF03106
104	PF03140
105	PF00642
106	PF18345
107	PF18044
108	PF04564
109	PF02984
110	PF00134
111	PF13639
112	PF00067
113	PF00125
114	PF16211
115	PF00010
116	PF00141
117	PF00069
118	PF00069
119	PF00433
120	PF02701
121	PF17919
122	PF00665
123	PF16200
124	PF01145
125	PF00657
126	PF00406
127	PF09353
128	PF00005
129	PF00005
130	PF08370
131	PF14510
132	PF01061
133	PF01061
134	PF00860
135	PF01433
136	PF11838
137	PF17900
138	PF00083
139	PF00083
140	PF13968
141	PF04578
142	PF07797
143	PF00230
144	PF13246
145	PF00689
146	PF00690
147	PF00122
148	PF12515
149	PF00702
150	PF00067
151	PF07690
152	PF00083
153	PF03547
154	PF03547
155	PF00067
156	PF00588
157	PF10914
158	PF03016
159	PF00332
160	PF07983
161	PF08146
162	PF12397
163	PF03106
164	PF01740
165	PF00916
166	PF01554
167	PF01554
168	PF13839
169	PF14416
170	PF00514
171	PF00225
172	PF05462
173	PF13710
174	PF13710
175	PF10369
176	PF10369
177	PF01535
178	PF01535
179	PF01535
180	PF01535
181	PF18149
182	PF02889
183	PF02889
184	PF00271
185	PF00270
186	PF00270
187	PF12819
188	PF00560
189	PF00083
190	PF18052
191	PF00931
192	PF01699
193	PF01699
194	PF07690
195	PF10173
196	PF10607
197	PF00271
198	PF13920
199	PF00176
200	PF08797
201	PF00664
202	PF00664
203	PF00005
204	PF00005
205	PF01535
206	PF01535
207	PF13812
208	PF12854
209	PF12854
210	PF12854
211	PF13041
212	PF13041
213	PF13041
214	PF13041
215	PF13041
216	PF13041
217	PF00072
218	PF02518
219	PF03924
220	PF00512
221	PF04099
222	PF02590
223	PF00076
224	PF00076
225	PF00076
226	PF00481
227	PF01988
228	PF07716
229	PF00069
230	PF01740
231	PF00916
232	PF06480
233	PF01434
234	PF17862
235	PF00004
236	PF08263
237	PF13516
238	PF13516
239	PF00560
240	PF00560
241	PF00069
242	PF00403
243	PF00403
244	PF00702
245	PF00122
246	PF03169
247	PF00817
248	PF13246
249	PF18439
250	PF00122
251	PF00689
252	PF00690
253	PF11799
254	PF13417
255	PF00307
256	PF00307
257	PF00307
258	PF00307
259	PF02535
260	PF00170
261	PF00560
262	PF00069
263	PF13855
264	PF13855
265	PF08263
266	PF00416
267	PF00439
268	PF02886
269	PF01273
270	PF13962
271	PF13962
272	PF13962
273	PF13962
274	PF13962
275	PF04142
276	PF05701
277	PF00230
278	PF01363
279	PF00415
280	PF00415
281	PF00415
282	PF00415
283	PF00415
284	PF00415
285	PF08381
286	PF03552
287	PF14569
288	PF04573
289	PF00954
290	PF08276
291	PF07714
292	PF11883
293	PF01453
294	PF18044
295	PF01585
296	PF00069
297	PF00892
298	PF00892
299	PF00892
300	PF00069
301	PF08263
302	PF01758
303	PF07727
304	PF01554
305	PF01554
306	PF02485
307	PF07714
308	PF14381
309	PF01535
310	PF13812
311	PF13812
312	PF13041
313	PF13041
314	PF13812
315	PF13041
316	PF13041
317	PF13041
318	PF13041
319	PF01535
320	PF01535
321	PF14432
322	PF00170
323	PF13855
324	PF08263
325	PF00069
326	PF02309
327	PF00005
328	PF00005
329	PF01061
330	PF01061
331	PF08370
332	PF14510
333	PF00141
334	PF05691
335	PF00933
336	PF01915
337	PF14310
338	PF00249
339	PF03108
340	PF10551
341	PF08276
342	PF01453
343	PF00069
344	PF00954
345	PF00582
346	PF03101
347	PF10551
