Feature	Pfam
0	PF01535
1	PF01535
2	PF01535
3	PF13041
4	PF13041
5	PF12796
6	PF11900
7	PF05617
8	PF00314
9	PF07714
10	PF00892
11	PF00892
12	PF00067
13	PF14310
14	PF01915
15	PF00933
16	PF00069
17	PF00139
18	PF03479
19	PF00931
20	PF00270
21	PF08148
22	PF00067
23	PF00171
24	PF08911
25	PF00638
26	PF04548
27	PF12854
28	PF13041
29	PF13812
30	PF13639
31	PF00069
32	PF04564
33	PF00149
34	PF16891
35	PF13639
36	PF00155
37	PF02401
38	PF08787
39	PF00241
40	PF12796
41	PF00271
42	PF00270
43	PF02889
44	PF02889
45	PF12796
46	PF13637
47	PF00646
48	PF00083
49	PF07651
50	PF13041
51	PF01535
52	PF01535
53	PF01535
54	PF01535
55	PF08224
56	PF03088
57	PF00083
58	PF08246
59	PF02373
60	PF02375
61	PF00168
62	PF00168
63	PF00168
64	PF00168
65	PF08372
66	PF00627
67	PF06012
68	PF06025
69	PF03931
70	PF10607
71	PF00150
72	PF16561
73	PF04739
74	PF00560
75	PF00069
76	PF13855
77	PF13855
78	PF08263
79	PF02780
80	PF02779
81	PF00456
82	PF00067
83	PF00415
84	PF00415
85	PF00415
86	PF00415
87	PF00415
88	PF00415
89	PF13713
90	PF01363
91	PF08381
92	PF16627
93	PF00270
94	PF00271
95	PF00646
96	PF01501
97	PF11955
98	PF06650
99	PF16909
100	PF06101
101	PF06101
102	PF00168
103	PF00069
104	PF07765
105	PF00271
106	PF00176
107	PF00170
108	PF00931
109	PF12706
110	PF00931
111	PF00917
112	PF00651
113	PF00069
114	PF08263
115	PF13516
116	PF13855
117	PF13855
118	PF13855
119	PF08246
120	PF00112
121	PF00113
122	PF02127
123	PF00076
124	PF00076
125	PF00076
126	PF01301
127	PF02140
128	PF01501
129	PF03101
130	PF00320
131	PF10551
132	PF04434
133	PF00098
134	PF00098
135	PF00076
136	PF03763
137	PF00201
138	PF00254
139	PF04715
140	PF00425
141	PF13353
142	PF06463
143	PF04055
144	PF08767
145	PF08389
146	PF03810
147	PF00010
148	PF07717
149	PF04408
150	PF00270
151	PF00271
152	PF03767
153	PF00664
154	PF00664
155	PF00005
156	PF00005
157	PF07714
158	PF12819
159	PF08547
160	PF13460
161	PF13460
162	PF00280
163	PF13855
164	PF13855
165	PF13855
166	PF13855
167	PF00069
168	PF08263
169	PF00560
170	PF14492
171	PF00009
172	PF00679
173	PF03764
174	PF03144
175	PF13417
176	PF13417
177	PF02358
178	PF00982
179	PF00571
180	PF01103
181	PF00443
182	PF00917
183	PF06203
184	PF00010
185	PF04678
186	PF03004
187	PF03017
188	PF00240
189	PF00561
190	PF03330
191	PF01357
192	PF02797
193	PF00195
194	PF00561
195	PF12428
196	PF12906
197	PF00249
198	PF00249
199	PF02919
200	PF14370
201	PF01028
202	PF04424
203	PF00249
204	PF01077
205	PF01077
206	PF03460
207	PF03460
208	PF00043
209	PF13417
210	PF03098
211	PF04950
212	PF08142
213	PF00091
214	PF12327
215	PF16719
216	PF01467
217	PF01762
218	PF13334
219	PF07690
220	PF13837
221	PF08801
222	PF03177
223	PF00412
224	PF12315
225	PF02809
226	PF02809
227	PF00891
228	PF08100
229	PF03909
230	PF00270
231	PF04408
232	PF00072
233	PF11443
234	PF00931
235	PF00249
236	PF00249
237	PF05904
238	PF05904
239	PF00641
240	PF00641
241	PF00847
242	PF02362
243	PF04749
244	PF00027
245	PF12796
246	PF12796
247	PF11834
248	PF00520
249	PF07714
250	PF00954
251	PF01453
252	PF08276
253	PF13855
254	PF00931
255	PF00179
256	PF14543
257	PF14541
258	PF14541
259	PF14543
260	PF00069
261	PF00702
262	PF00575
263	PF12874
264	PF12874
265	PF00271
266	PF09110
267	PF09111
268	PF00176
269	PF00467
270	PF17136
271	PF00232
272	PF02845
273	PF00010
274	PF13855
275	PF13855
276	PF13855
277	PF07714
278	PF00122
279	PF00403
280	PF00702
281	PF00248
282	PF00170
283	PF08240
284	PF00107
285	PF00249
286	PF00249
287	PF00903
288	PF13639
289	PF00225
290	PF00225
291	PF00400
292	PF00400
293	PF00400
294	PF03641
295	PF02780
296	PF02779
297	PF12552
298	PF14309
299	PF16881
300	PF04055
301	PF01263
302	PF12796
303	PF12796
304	PF00107
305	PF16884
306	PF07690
307	PF00612
308	PF00664
309	PF00664
310	PF00005
311	PF00005
312	PF00847
313	PF02536
314	PF03760
315	PF14310
316	PF01915
317	PF00933
318	PF01486
319	PF00319
320	PF00732
321	PF05199
322	PF12697
323	PF16561
324	PF02190
325	PF03463
326	PF03464
327	PF03465
328	PF00786
329	PF00620
330	PF01926
331	PF01018
332	PF01018
333	PF01088
334	PF00249
335	PF00561
336	PF00076
337	PF00076
338	PF00855
339	PF00627
340	PF00627
341	PF02148
342	PF00443
343	PF00069
344	PF07690
345	PF07103
346	PF00300
347	PF00628
348	PF00642
349	PF12796
350	PF02450
351	PF04770
352	PF01680
353	PF05175
354	PF00931
355	PF00141
356	PF00704
357	PF00069
358	PF13426
359	PF13426
360	PF07002
361	PF13920
362	PF00515
363	PF00515
364	PF00515
365	PF00515
366	PF00515
367	PF13844
368	PF13844
369	PF13432
370	PF00141
371	PF13869
372	PF12906
373	PF03188
374	PF01150
375	PF07731
376	PF00134
377	PF02984
378	PF02800
379	PF00044
380	PF02672
381	PF00643
382	PF00643
383	PF03735
384	PF02782
385	PF04749
386	PF00847
387	PF00847
388	PF01985
389	PF01985
390	PF14559
391	PF13181
392	PF13832
393	PF13831
394	PF06094
395	PF00403
396	PF00403
397	PF01193
398	PF01000
399	PF06200
400	PF09425
401	PF03244
402	PF08263
403	PF00560
404	PF13516
405	PF13855
406	PF00069
407	PF00400
408	PF00400
409	PF00667
410	PF07859
411	PF00441
412	PF02770
413	PF00082
414	PF05922
415	PF02225
416	PF00685
417	PF01370
418	PF07731
419	PF02338
420	PF00627
421	PF00627
422	PF09280
423	PF00240
424	PF12230
425	PF00240
426	PF01805
427	PF01805
428	PF00069
429	PF13499
430	PF13499
431	PF00226
432	PF00684
433	PF01556
434	PF04578
435	PF13968
436	PF00128
437	PF07821
438	PF05042
439	PF01535
440	PF01535
441	PF13812
442	PF12854
443	PF12854
444	PF13041
445	PF08268
446	PF03473
447	PF03476
448	PF00651
449	PF00005
450	PF12698
451	PF00348
452	PF04191
453	PF01132
454	PF08207
455	PF09285
456	PF13041
457	PF13041
458	PF01535
459	PF01535
460	PF09409
461	PF00627
462	PF08777
463	PF05383
464	PF00076
465	PF07714
466	PF13966
467	PF00928
468	PF00179
469	PF04389
470	PF02225
471	PF04253
472	PF00072
473	PF10674
474	PF16212
475	PF13246
476	PF04144
477	PF14604
478	PF12819
479	PF12819
