Feature	Pfam
0	PF09279
1	PF00168
2	PF00388
3	PF00387
4	PF08703
5	PF00780
6	PF00069
7	PF01980
8	PF00105
9	PF00104
10	PF08073
11	PF00385
12	PF00176
13	PF00271
14	PF06465
15	PF06461
16	PF08074
17	PF00628
18	PF00628
19	PF04880
20	PF07525
21	PF00622
22	PF00431
23	PF00431
24	PF00431
25	PF00431
26	PF00431
27	PF00431
28	PF00431
29	PF00431
30	PF00431
31	PF00431
32	PF00431
33	PF00431
34	PF00431
35	PF00431
36	PF00084
37	PF00084
38	PF00084
39	PF00084
40	PF00084
41	PF00084
42	PF00084
43	PF00084
44	PF00084
45	PF00084
46	PF00084
47	PF00084
48	PF00084
49	PF00084
50	PF00084
51	PF00084
52	PF00084
53	PF00084
54	PF00084
55	PF00084
56	PF00084
57	PF00084
58	PF00084
59	PF00084
60	PF00084
61	PF00084
62	PF00084
63	PF00084
64	PF03615
65	PF01477
66	PF01477
67	PF01477
68	PF01477
69	PF01477
70	PF01477
71	PF01477
72	PF01477
73	PF01477
74	PF01477
75	PF01477
76	PF01477
77	PF01477
78	PF01477
79	PF01477
80	PF01477
81	PF13853
82	PF01109
83	PF15275
84	PF07645
85	PF07645
86	PF07645
87	PF00093
88	PF00093
89	PF00093
90	PF01352
91	PF00096
92	PF00096
93	PF00096
94	PF00096
95	PF00096
96	PF00096
97	PF00096
98	PF00096
99	PF00096
100	PF00096
101	PF00096
102	PF00096
103	PF00096
104	PF00096
105	PF01094
106	PF00003
107	PF07562
108	PF00887
109	PF13897
110	PF00046
111	PF00046
112	PF06907
113	PF00211
114	PF07714
115	PF01094
116	PF01434
117	PF06480
118	PF00004
119	PF00096
120	PF00096
121	PF00096
122	PF02854
123	PF07145
124	PF13853
125	PF07716
126	PF03402
127	PF13424
128	PF13424
129	PF13236
130	PF12807
131	PF15044
132	PF00566
133	PF02893
134	PF02893
135	PF00069
136	PF08826
137	PF00433
138	PF00130
139	PF00780
140	PF02196
141	PF00130
142	PF07714
143	PF02780
144	PF02779
145	PF00456
146	PF01590
147	PF01590
148	PF00233
149	PF00627
150	PF00627
151	PF00627
152	PF00089
153	PF00530
154	PF00530
155	PF00530
156	PF00051
157	PF07993
158	PF03015
159	PF06026
160	PF00085
161	PF00085
162	PF13848
163	PF00084
164	PF00627
165	PF07654
166	PF16172
167	PF07653
168	PF14429
169	PF06920
170	PF04031
171	PF00619
172	PF07714
173	PF00079
174	PF01105
175	PF13499
176	PF00681
177	PF00681
178	PF00435
179	PF00435
180	PF00435
181	PF00435
182	PF00435
183	PF00435
184	PF00435
185	PF00435
186	PF00435
187	PF00435
188	PF00435
189	PF00435
190	PF00435
191	PF00435
192	PF00435
193	PF00435
