Feature	Pfam
0	PF12777
1	PF12780
2	PF12774
3	PF03028
4	PF12775
5	PF07728
6	PF12781
7	PF08393
8	PF12872
9	PF12872
10	PF02902
11	PF00001
12	PF00335
13	PF01237
14	PF15409
15	PF03370
16	PF13927
17	PF08205
18	PF07686
19	PF00125
20	PF15511
21	PF02803
22	PF00108
23	PF13853
24	PF00001
25	PF07728
26	PF12781
27	PF00078
28	PF03028
29	PF08385
30	PF08385
31	PF08385
32	PF12777
33	PF08393
34	PF12775
35	PF12774
36	PF12780
37	PF00046
38	PF00157
39	PF04845
40	PF16034
41	PF00096
42	PF00096
43	PF00096
44	PF00249
45	PF00249
46	PF00001
47	PF00112
48	PF08246
49	PF00089
50	PF06311
51	PF00640
52	PF02181
53	PF06371
54	PF06371
55	PF06367
56	PF02882
57	PF00763
58	PF14555
59	PF00789
60	PF12171
61	PF00096
62	PF00096
63	PF00096
64	PF00096
65	PF00096
66	PF00096
67	PF00093
68	PF00093
69	PF00093
70	PF00093
71	PF07452
72	PF07452
73	PF07452
74	PF00020
75	PF00020
76	PF00531
77	PF00400
78	PF00400
79	PF00069
80	PF00612
81	PF00004
82	PF01505
83	PF01505
84	PF00225
85	PF11978
86	PF00094
87	PF00008
88	PF00008
89	PF12661
90	PF06119
91	PF07645
92	PF07645
93	PF07645
94	PF07645
95	PF07645
96	PF07645
97	PF07645
98	PF07645
99	PF07645
100	PF07645
101	PF07645
102	PF07645
103	PF00575
104	PF03726
105	PF01138
106	PF01138
107	PF03725
108	PF00013
109	PF00405
110	PF00405
111	PF12799
112	PF00595
113	PF12308
114	PF02191
115	PF00104
116	PF00105
117	PF02126
118	PF13855
119	PF01067
120	PF00648
121	PF13833
122	PF13405
123	PF00690
124	PF12409
125	PF00702
126	PF00122
127	PF01234
128	PF05605
129	PF00096
130	PF00096
131	PF00096
132	PF00219
133	PF07686
134	PF14893
135	PF07693
136	PF13637
137	PF13637
138	PF12796
139	PF12796
140	PF12796
141	PF01576
142	PF02736
143	PF00063
144	PF12474
145	PF12474
146	PF00069
147	PF00106
148	PF00025
149	PF00782
150	PF00686
151	PF07686
152	PF15227
153	PF00976
154	PF00976
155	PF00976
156	PF08035
157	PF08384
158	PF00155
159	PF17517
160	PF00001
161	PF15410
162	PF00620
163	PF00595
164	PF13912
165	PF13912
166	PF00096
167	PF00096
168	PF00096
169	PF00096
170	PF00096
171	PF00096
172	PF00096
173	PF12874
174	PF08826
175	PF00130
176	PF00780
177	PF00069
178	PF15796
179	PF01049
180	PF00008
181	PF12661
182	PF00028
183	PF00028
184	PF00028
185	PF00028
186	PF00028
187	PF00028
188	PF00028
189	PF00028
190	PF00028
191	PF00028
192	PF00028
193	PF02210
194	PF02210
195	PF14736
196	PF00609
197	PF00130
198	PF00130
199	PF14513
200	PF00781
201	PF13499
202	PF02946
203	PF02946
204	PF02946
205	PF02946
206	PF02946
207	PF02946
208	PF13833
209	PF13499
210	PF00564
211	PF00569
212	PF16577
213	PF00173
214	PF01926
215	PF00001
216	PF03446
217	PF14833
218	PF00619
219	PF00656
220	PF00041
221	PF00041
222	PF00041
223	PF00041
224	PF07686
225	PF13927
226	PF00125
227	PF00125
228	PF00125
229	PF00125
230	PF00125
231	PF00125
232	PF00125
233	PF00125
234	PF00125
235	PF00125
236	PF00125
237	PF00125
238	PF00125
239	PF00125
240	PF00125
241	PF00125
242	PF00125
243	PF00125
244	PF00125
245	PF00125
246	PF00125
247	PF00125
248	PF00125
249	PF00125
250	PF00125
251	PF00125
252	PF00125
253	PF00125
254	PF08742
255	PF00094
256	PF00003
257	PF07562
258	PF01094
259	PF10606
260	PF07565
261	PF00955
262	PF07714
263	PF00018
264	PF00017
265	PF05735
266	PF00090
267	PF00090
268	PF00090
269	PF02412
270	PF02412
271	PF02412
272	PF02412
273	PF02412
274	PF02412
275	PF02412
276	PF00093
277	PF12947
278	PF13499
279	PF00254
280	PF00225
281	PF00167
282	PF14704
283	PF07679
284	PF01124
285	PF13246
286	PF00690
287	PF00689
288	PF00122
289	PF08240
290	PF13602
291	PF00098
292	PF00098
293	PF00313
294	PF00066
295	PF00066
296	PF00008
297	PF00008
298	PF00008
299	PF00008
300	PF00008
301	PF00008
302	PF00008
303	PF00008
304	PF00008
305	PF00008
306	PF00008
307	PF00008
308	PF00008
309	PF00008
310	PF00008
311	PF00008
312	PF00008
313	PF00008
314	PF00008
315	PF06816
316	PF07645
317	PF07645
318	PF07645
319	PF07645
320	PF12661
321	PF12661
322	PF12661
323	PF02412
324	PF02412
325	PF02412
326	PF02412
327	PF02412
328	PF02412
329	PF02412
330	PF12947
331	PF00090
332	PF00090
333	PF00090
334	PF00093
335	PF05735
336	PF04005
337	PF00400
338	PF00400
339	PF14077
340	PF00028
341	PF00028
342	PF01049
343	PF12947
344	PF07645
345	PF07645
346	PF00100
347	PF02809
348	PF00790
349	PF00018
350	PF13853
351	PF00751
352	PF03474
353	PF00621
354	PF00685
355	PF00017
356	PF02865
357	PF02864
358	PF01017
359	PF15636
360	PF06484
361	PF06484
362	PF00076
363	PF00076
364	PF13893
365	PF01399
366	PF07684
367	PF00066
368	PF00066
369	PF00066
370	PF06816
371	PF11936
372	PF12661
373	PF12661
374	PF12661
375	PF13857
376	PF07645
377	PF07645
378	PF07645
379	PF07645
380	PF07645
381	PF07645
382	PF12796
383	PF00008
384	PF00008
385	PF00008
386	PF00008
387	PF00008
388	PF00008
389	PF00008
390	PF00008
391	PF00008
392	PF00008
393	PF00008
394	PF00008
395	PF00008
396	PF00008
397	PF00008
398	PF00008
399	PF00008
400	PF00008
401	PF00008
402	PF00008
403	PF00008
404	PF00017
405	PF07525
406	PF06399
407	PF00168
408	PF00084
409	PF00084
410	PF00084
411	PF00084
412	PF00084
413	PF00084
414	PF00084
415	PF00084
416	PF00084
417	PF00084
418	PF00084
419	PF00084
420	PF00084
421	PF00084
422	PF00084
423	PF00084
424	PF00084
425	PF00084
426	PF00084
427	PF00084
428	PF00084
429	PF00084
430	PF00084
431	PF00084
432	PF00084
433	PF00084
434	PF00084
435	PF00431
436	PF00431
437	PF00431
438	PF00431
439	PF00431
440	PF00431
441	PF00431
442	PF00431
443	PF00431
444	PF00431
