Feature	Pfam
0	PF07714
1	PF02008
2	PF00628
3	PF12269
4	PF05225
5	PF01400
6	PF00096
7	PF00096
8	PF00096
9	PF00856
10	PF13637
11	PF13637
12	PF13637
13	PF12796
14	PF12796
15	PF07714
16	PF00431
17	PF00431
18	PF00431
19	PF00431
20	PF00431
21	PF00431
22	PF00431
23	PF00431
24	PF00431
25	PF00431
26	PF00431
27	PF00431
28	PF00431
29	PF00431
30	PF00431
31	PF00431
32	PF00431
33	PF00431
34	PF00431
35	PF00431
36	PF00431
37	PF00431
38	PF00169
39	PF00017
40	PF00481
41	PF05485
42	PF12796
43	PF02921
44	PF00355
45	PF01709
46	PF16641
47	PF16641
48	PF01302
49	PF01302
50	PF00023
51	PF13637
52	PF12796
53	PF12796
54	PF12796
55	PF12796
56	PF00168
57	PF12416
58	PF08542
59	PF00004
60	PF00078
61	PF00665
62	PF13640
63	PF09045
64	PF00595
65	PF00595
66	PF00595
67	PF00531
68	PF00001
69	PF00102
70	PF00102
71	PF01607
72	PF01607
73	PF01607
74	PF01607
75	PF01607
76	PF01607
77	PF01607
78	PF01607
79	PF01607
80	PF01607
81	PF00019
82	PF00688
83	PF00063
84	PF00784
85	PF00784
86	PF00612
87	PF00612
88	PF00373
89	PF00005
90	PF00078
91	PF00008
92	PF00008
93	PF00008
94	PF00008
95	PF00008
96	PF00098
97	PF00400
98	PF00400
99	PF00400
100	PF00400
101	PF00186
102	PF01521
103	PF00665
104	PF13359
105	PF13613
106	PF04493
107	PF12998
108	PF00179
109	PF00628
110	PF09588
111	PF00373
112	PF09380
113	PF08736
114	PF09379
115	PF13385
116	PF13385
117	PF00090
118	PF00090
119	PF01477
120	PF00754
121	PF00754
122	PF00754
123	PF00069
124	PF00400
125	PF00400
126	PF00400
127	PF12017
128	PF13385
129	PF00052
130	PF00053
131	PF00053
132	PF00053
133	PF00053
134	PF00397
135	PF00211
136	PF07701
137	PF07714
138	PF01094
139	PF00169
140	PF02174
141	PF01237
142	PF00169
143	PF00001
144	PF00271
145	PF00270
146	PF02889
147	PF07728
148	PF07728
149	PF07728
150	PF07728
151	PF07728
152	PF07728
153	PF07728
154	PF00090
155	PF00090
156	PF00090
157	PF16095
158	PF07714
159	PF12796
160	PF12796
161	PF12796
162	PF13855
163	PF00002
164	PF07690
165	PF07748
166	PF09261
167	PF01074
168	PF00041
169	PF00041
170	PF07885
171	PF00632
172	PF00010
173	PF00270
174	PF00270
175	PF02889
176	PF02889
177	PF00271
178	PF00271
179	PF05746
180	PF03485
181	PF00750
182	PF00385
183	PF00378
184	PF07699
185	PF07699
186	PF07699
187	PF07699
188	PF07699
189	PF07699
190	PF07699
191	PF07645
192	PF07645
193	PF13385
194	PF00084
195	PF00084
196	PF00084
197	PF00084
198	PF00084
199	PF00084
200	PF00084
201	PF01390
202	PF00008
203	PF00008
204	PF00008
205	PF00008
206	PF00008
207	PF00008
208	PF00008
209	PF00008
210	PF00008
211	PF00008
212	PF12661
213	PF02494
214	PF02494
215	PF02494
216	PF00431
217	PF00431
218	PF00431
219	PF00219
220	PF02822
221	PF00102
222	PF00102
223	PF15410
224	PF00307
225	PF00307
226	PF00435
227	PF00435
228	PF00435
229	PF00435
230	PF00435
231	PF00435
232	PF00435
233	PF00435
234	PF00435
235	PF00435
236	PF00435
237	PF00435
238	PF00435
239	PF00435
240	PF00435
241	PF00435
242	PF00147
243	PF08516
244	PF01562
245	PF00754
246	PF00090
247	PF00090
248	PF01421
249	PF00397
250	PF10233
251	PF05699
252	PF04937
253	PF03253
254	PF00782
255	PF00059
256	PF00059
257	PF00076
258	PF00076
259	PF00350
260	PF00059
261	PF00059
262	PF00041
263	PF00041
264	PF00041
265	PF00041
266	PF00041
267	PF00041
268	PF00041
269	PF00041
270	PF00041
271	PF00041
272	PF00041
273	PF13927
