Feature	Pfam
0	PF00008
1	PF00008
2	PF00102
3	PF00102
4	PF05667
5	PF00850
6	PF01472
7	PF01189
8	PF13517
9	PF00125
10	PF09333
11	PF01431
12	PF01431
13	PF05649
14	PF00570
15	PF00001
16	PF00001
17	PF00856
18	PF00855
19	PF00090
20	PF13181
21	PF13181
22	PF04049
23	PF00515
24	PF02317
25	PF00046
26	PF07885
27	PF07885
28	PF01392
29	PF00005
30	PF06472
31	PF05773
32	PF00071
33	PF01412
34	PF00754
35	PF00801
36	PF15902
37	PF15901
38	PF00046
39	PF00157
40	PF00400
41	PF00400
42	PF00400
43	PF00400
44	PF00400
45	PF00400
46	PF00246
47	PF01079
48	PF01085
49	PF07885
50	PF07885
51	PF05726
52	PF02678
53	PF01562
54	PF12781
55	PF12777
56	PF12777
57	PF03028
58	PF03028
59	PF12780
60	PF00100
61	PF00001
62	PF10318
63	PF00001
64	PF00229
65	PF00398
66	PF00431
67	PF00431
68	PF00431
69	PF02210
70	PF00028
71	PF00028
72	PF00090
73	PF00008
74	PF00096
75	PF00096
76	PF00096
77	PF00096
78	PF00096
79	PF00096
80	PF00096
81	PF00096
82	PF00096
83	PF00096
84	PF00096
85	PF00096
86	PF00096
87	PF13912
88	PF13912
89	PF00125
90	PF00988
91	PF02142
92	PF01979
93	PF00185
94	PF02729
95	PF00117
96	PF02786
97	PF02786
98	PF02787
99	PF00454
100	PF02260
101	PF00560
102	PF00002
103	PF13855
104	PF13927
105	PF13424
106	PF13424
107	PF13424
108	PF14938
109	PF00175
110	PF00075
111	PF01693
112	PF00405
113	PF05622
114	PF00001
115	PF00226
116	PF02210
117	PF00028
118	PF00028
119	PF00028
120	PF00028
121	PF00028
122	PF00028
123	PF00028
124	PF00028
125	PF00028
126	PF00028
127	PF00028
128	PF00028
129	PF00028
130	PF00028
131	PF00028
132	PF00028
133	PF00028
134	PF00028
135	PF00028
136	PF00028
137	PF00028
138	PF00028
139	PF00028
140	PF00028
141	PF00028
142	PF00028
143	PF00028
144	PF00028
145	PF00028
146	PF00008
147	PF00008
148	PF14670
149	PF14670
150	PF14670
151	PF12662
152	PF12662
153	PF13424
154	PF13424
155	PF13424
156	PF13374
157	PF04969
158	PF04968
159	PF04968
160	PF00069
161	PF00786
162	PF13927
163	PF13927
164	PF13927
165	PF17391
166	PF17392
167	PF01175
168	PF13673
169	PF06951
170	PF00397
171	PF00397
172	PF00595
173	PF00595
174	PF00595
175	PF00595
176	PF00625
177	PF00001
178	PF00530
179	PF00530
180	PF01794
181	PF08022
182	PF08030
183	PF13307
184	PF06777
185	PF06733
186	PF07716
187	PF10607
188	PF00092
189	PF02174
190	PF00169
191	PF00628
192	PF00439
193	PF15247
194	PF14670
195	PF14670
196	PF14670
197	PF07645
198	PF07645
199	PF07645
200	PF12796
201	PF01485
202	PF01485
203	PF13465
204	PF00096
205	PF00096
206	PF00096
207	PF00096
208	PF00096
209	PF00084
210	PF00084
211	PF00084
212	PF00084
213	PF00084
214	PF00084
215	PF00084
216	PF00084
217	PF00084
218	PF00084
219	PF00084
220	PF00084
221	PF00084
222	PF00084
223	PF00084
224	PF00084
225	PF00084
226	PF12455
227	PF01302
228	PF12774
