Feature	Pfam
0	PF13848
1	PF00085
2	PF00085
3	PF00085
4	PF00431
5	PF00431
6	PF00431
7	PF00431
8	PF00431
9	PF00431
10	PF00431
11	PF00431
12	PF03144
13	PF03143
14	PF00009
15	PF00626
16	PF00626
17	PF00626
18	PF00626
19	PF00626
20	PF00096
21	PF00096
22	PF00019
23	PF00688
24	PF00071
25	PF00102
26	PF00041
27	PF00041
28	PF00041
29	PF00041
30	PF00041
31	PF00041
32	PF00041
33	PF00041
34	PF00041
35	PF00041
36	PF00041
37	PF00041
38	PF00041
39	PF00041
40	PF13306
41	PF14709
42	PF00076
43	PF00076
44	PF00076
45	PF00168
46	PF00168
47	PF01363
48	PF16550
49	PF04683
50	PF00147
51	PF12451
52	PF00637
53	PF00400
54	PF00400
55	PF00400
56	PF00400
57	PF00400
58	PF16769
59	PF03399
60	PF00076
61	PF00118
62	PF00171
63	PF00651
64	PF07707
65	PF12937
66	PF00097
67	PF00179
68	PF00084
69	PF00084
70	PF00084
71	PF00084
72	PF00084
73	PF00084
74	PF00059
75	PF00629
76	PF00008
77	PF00001
78	PF00397
79	PF00168
80	PF00595
81	PF00632
82	PF00090
83	PF00090
84	PF00090
85	PF00090
86	PF00090
87	PF00090
88	PF00008
89	PF00808
90	PF09068
91	PF00569
92	PF00397
93	PF09069
94	PF00240
95	PF04758
96	PF13637
97	PF12796
98	PF06701
99	PF06701
100	PF13920
101	PF13920
102	PF13920
103	PF00569
104	PF01433
105	PF11838
106	PF13831
107	PF10513
108	PF13832
109	PF00387
110	PF09279
111	PF00168
112	PF00388
113	PF00043
114	PF13417
115	PF00013
116	PF00013
117	PF00013
118	PF00013
119	PF00013
120	PF00013
121	PF00013
122	PF00013
123	PF00013
124	PF00013
125	PF00013
126	PF00013
127	PF00013
128	PF00013
129	PF00755
130	PF00018
131	PF00018
132	PF12763
133	PF12763
134	PF16652
135	PF14604
136	PF14604
137	PF14604
138	PF00621
139	PF00168
140	PF01781
141	PF01344
142	PF01344
143	PF01344
144	PF07707
145	PF00651
146	PF01997
147	PF00169
148	PF00617
149	PF00618
150	PF08726
151	PF00018
152	PF00435
153	PF00435
154	PF00435
155	PF00435
156	PF00435
157	PF00435
158	PF00435
159	PF00435
160	PF00435
161	PF00435
162	PF00435
163	PF00435
164	PF00435
165	PF00435
166	PF00435
167	PF00435
168	PF13499
169	PF00069
170	PF12947
171	PF12947
172	PF12947
173	PF12947
174	PF12947
175	PF00008
176	PF00041
177	PF00041
178	PF07645
179	PF07645
180	PF07645
181	PF07645
182	PF02176
183	PF13923
184	PF07973
185	PF01411
186	PF00010
187	PF13499
188	PF00648
189	PF01067
190	PF02469
191	PF02469
192	PF02469
193	PF02469
194	PF00651
195	PF07707
196	PF01344
197	PF01344
198	PF01344
199	PF01344
200	PF00112
201	PF08246
202	PF00092
203	PF00084
204	PF00084
205	PF00084
206	PF00084
207	PF00084
208	PF08434
209	PF00041
210	PF00041
211	PF12432
212	PF12796
213	PF12796
214	PF12348
215	PF12348
216	PF00076
217	PF00076
218	PF16350
219	PF08669
220	PF01571
221	PF01266
222	PF00004
223	PF00004
224	PF09336
225	PF02933
226	PF02359
227	PF00431
228	PF00431
229	PF00431
230	PF00431
231	PF00246
232	PF02244
233	PF00004
234	PF11618
235	PF11618
236	PF10397
237	PF00206
238	PF04969
239	PF07648
240	PF07648
241	PF07648
242	PF07648
243	PF12661
244	PF12661
245	PF00008
246	PF00008
247	PF00008
248	PF00008
249	PF00008
250	PF00008
251	PF00008
252	PF00008
253	PF00008
254	PF00008
255	PF00008
256	PF00008
257	PF00008
258	PF01702
259	PF00059
260	PF01391
261	PF01391
262	PF06017
263	PF00018
264	PF00063
265	PF00069
266	PF00084
267	PF00084
268	PF00084
269	PF00084
270	PF00084
