Feature	Pfam
0	PF00027
1	PF00520
2	PF04096
3	PF02806
4	PF02922
5	PF00128
6	PF07004
7	PF01344
8	PF01344
9	PF07646
10	PF00651
11	PF04564
12	PF00225
13	PF00406
14	PF00520
15	PF00520
16	PF00520
17	PF00520
18	PF16905
19	PF07714
20	PF12499
21	PF12499
22	PF14738
23	PF00612
24	PF00612
25	PF00612
26	PF00225
27	PF04858
28	PF04858
29	PF02785
30	PF15227
31	PF02493
32	PF02493
33	PF02493
34	PF02493
35	PF01504
36	PF13424
37	PF13424
38	PF00025
39	PF01753
40	PF12569
41	PF13181
42	PF00270
43	PF07714
44	PF00400
45	PF00400
46	PF00400
47	PF00400
48	PF00400
49	PF00400
50	PF00188
51	PF00400
52	PF00400
53	PF00400
54	PF00400
55	PF00400
56	PF00400
57	PF00400
58	PF00400
59	PF00400
60	PF00400
61	PF12894
62	PF12894
63	PF11735
64	PF01465
65	PF00076
66	PF00076
67	PF00076
68	PF15519
69	PF07714
70	PF02181
71	PF02181
72	PF03343
73	PF03343
74	PF03343
75	PF01451
76	PF00521
77	PF00521
78	PF00521
79	PF03989
80	PF03989
81	PF03989
82	PF03989
83	PF03953
84	PF00091
85	PF13432
86	PF13432
87	PF13432
88	PF12576
89	PF07992
90	PF13640
91	PF02205
92	PF12697
93	PF01302
94	PF00679
95	PF03764
96	PF00009
97	PF03144
98	PF14492
99	PF15612
100	PF15613
101	PF01429
102	PF00628
103	PF05965
104	PF00069
105	PF07250
106	PF09118
107	PF07717
108	PF00271
109	PF00270
110	PF00443
111	PF10431
112	PF07724
113	PF00004
114	PF00642
115	PF01547
116	PF03992
117	PF00009
118	PF00009
119	PF00679
120	PF02896
121	PF00391
122	PF01326
123	PF01326
124	PF04424
125	PF00168
126	PF15902
127	PF15902
128	PF15901
129	PF00752
130	PF00867
131	PF00005
132	PF12796
133	PF02878
134	PF10239
135	PF02880
136	PF14580
137	PF12796
138	PF00520
139	PF00400
140	PF01805
141	PF00076
142	PF01428
143	PF01428
144	PF00206
145	PF08328
146	PF00132
147	PF13516
148	PF13516
149	PF07717
150	PF00270
151	PF04408
152	PF00271
153	PF07915
154	PF14260
155	PF00136
156	PF03104
157	PF00557
158	PF05195
159	PF04189
160	PF03941
161	PF00076
162	PF02577
163	PF01847
164	PF01071
165	PF02843
166	PF02844
167	PF00571
168	PF00654
169	PF06470
170	PF02463
171	PF00069
172	PF00459
173	PF00160
174	PF00076
175	PF00118
176	PF00448
177	PF02881
178	PF00076
179	PF07683
180	PF02492
181	PF13426
182	PF07173
183	PF00076
184	PF00076
185	PF00225
186	PF01189
187	PF17125
188	PF03810
189	PF01424
190	PF03144
191	PF03143
192	PF00009
193	PF08543
194	PF02581
195	PF03070
196	PF14309
197	PF00211
198	PF00211
199	PF00620
200	PF01547
201	PF13604
202	PF00025
203	PF13499
204	PF12572
205	PF00226
206	PF01596
207	PF00270
208	PF08148
209	PF13234
210	PF13234
211	PF00271
212	PF01416
213	PF11523
214	PF00069
215	PF00076
216	PF00627
217	PF00627
218	PF16131
219	PF03879
220	PF13499
221	PF13499
222	PF14551
223	PF00493
224	PF17207
225	PF00201
